,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope
A,"[0.0035119 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.       ]",0.17350545206259335,"[ 7.03551631e-04  2.61453048e-04  3.79641505e-04  2.94263712e-04
 -1.66705099e-05  3.90263098e-04]","[ 0.01023197 -0.00859199 -0.0035028   0.00087512 -0.00643885  0.00058241
 -0.00520466  0.00077801 -0.00267988  0.00146173  0.00108292  0.003519
 -0.00260216  0.00372602 -0.0005724   0.0028395   0.00135219  0.00113915
 -0.00235489 -0.0037804 ]",-5.319228052509878,0.004896532132375783,0.8094615300265927,-0.03959956828791222,"[-1.44490090e-01 -1.20683249e-01 -8.46217078e-02 -4.30713790e-02
  6.69132426e-04  4.54095060e-02  8.72771622e-02  1.31403461e-01
  1.67680466e-01  1.96275989e-01  2.03747578e-01  1.78572259e-01
  8.70332148e-02 -7.73181217e-02 -2.71428978e-01 -3.68812177e-01
 -2.91856845e-01 -2.27271751e-01 -2.21387421e-01 -1.46184890e-01
  3.50456910e-01  1.11037026e+00  1.78108245e+00  1.59472563e+00
  7.57288415e-03]","[-3.57130943e-06  8.58953540e-04  3.89860378e-05  4.49528838e-04
  9.42734741e-04  1.15068573e-04]","[ 0.00998212 -0.00393452 -0.00163663  0.00611879 -0.00044244  0.00315601
 -0.00028121  0.00079741 -0.00082566 -0.00147347  0.00179921  0.00082178
 -0.00082351  0.00227319 -0.001129   -0.00126146  0.00096399  0.00012418
  0.00087341 -0.00159416]",0.08526546193829357,0.8094615300265927
AAL,"[0.00341838 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.168519867242712,"[ 8.38682499e-04  1.46633878e-03  5.33859049e-05  1.33660316e-04
 -2.23642067e-04  2.79337708e-04]","[ 8.61426704e-03 -6.81420479e-03 -4.05454942e-03  5.36327313e-03
 -3.64685738e-03  5.38604455e-03  6.42654828e-04  3.59926011e-03
  3.35380704e-03  4.81843707e-04  4.49938398e-03 -6.74482712e-05
 -2.38156523e-03  5.78072699e-04 -2.10153552e-03  1.86671266e-03
  9.77506778e-04  1.89811394e-03 -3.46903492e-04 -5.45657449e-03]",-4.61224415555722,0.009929509920596553,0.8094595707958732,-0.03959959092375502,"[-1.44490191e-01 -1.20683152e-01 -8.46216373e-02 -4.30713868e-02
  6.69055742e-04  4.54095401e-02  8.72772223e-02  1.31403422e-01
  1.67680308e-01  1.96276004e-01  2.03747808e-01  1.78572385e-01
  8.70333721e-02 -7.73184401e-02 -2.71429094e-01 -3.68812260e-01
 -2.91856559e-01 -2.27271329e-01 -2.21387607e-01 -1.46184988e-01
  3.50457118e-01  1.11036923e+00  1.78108290e+00  1.59472531e+00
  7.57273083e-03]","[-3.58617558e-06  8.58948663e-04  3.89948664e-05  4.49529034e-04
  9.42735584e-04  1.15054819e-04]","[ 0.00998211 -0.00393453 -0.00163664  0.00611878 -0.00044246  0.00315602
 -0.00028123  0.00079739 -0.00082567 -0.00147346  0.0017992   0.00082178
 -0.00082353  0.0022732  -0.001129   -0.00126148  0.00096399  0.00012417
  0.00087342 -0.00159416]",0.08526546994129161,0.8094595707958732
AAP,"[0.00340654 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.16858695498798973,"[-1.08354612e-04 -1.17843234e-04 -1.07649017e-06  1.56366406e-04
 -1.21586980e-05  1.49188953e-04]","[ 7.03188486e-03 -4.72816535e-03 -3.21551138e-03  9.19471434e-03
 -5.91104010e-05  6.17556919e-03  2.38987948e-03 -3.73625306e-04
 -2.46057313e-04 -3.33915877e-03 -3.28555001e-04  1.35585225e-03
 -3.36946368e-03  4.15922608e-03 -6.15522410e-04  2.56257249e-03
 -9.36293560e-04  1.24389859e-03 -4.88892714e-03  7.37405018e-04]",-4.756231165181154,0.008597952674390077,0.8094593226647908,-0.0395995937905211,"[-1.44490204e-01 -1.20683139e-01 -8.46216284e-02 -4.30713878e-02
  6.69046031e-04  4.54095444e-02  8.72772299e-02  1.31403417e-01
  1.67680288e-01  1.96276006e-01  2.03747837e-01  1.78572401e-01
  8.70333921e-02 -7.73184805e-02 -2.71429109e-01 -3.68812271e-01
 -2.91856522e-01 -2.27271275e-01 -2.21387631e-01 -1.46185001e-01
  3.50457144e-01  1.11036910e+00  1.78108296e+00  1.59472527e+00
  7.57271141e-03]","[-3.58805833e-06  8.58948045e-04  3.89959845e-05  4.49529059e-04
  9.42735690e-04  1.15053077e-04]","[ 0.00998211 -0.00393453 -0.00163664  0.00611878 -0.00044246  0.00315602
 -0.00028123  0.00079739 -0.00082567 -0.00147346  0.0017992   0.00082177
 -0.00082353  0.0022732  -0.001129   -0.00126148  0.00096398  0.00012416
  0.00087342 -0.00159416]",0.0852654709548489,0.8094593226647908
AAPL,"[0.00341686 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.16884235552397717,"[ 3.84176276e-04  3.93620657e-04  3.41286832e-06  1.56775807e-04
 -7.99601474e-05  2.48740400e-05]","[ 0.01267941 -0.00951854  0.0005328  -0.00188201 -0.00320625 -0.00344929
 -0.00307636 -0.00400509 -0.00166572 -0.00257932  0.00151476  0.00072349
 -0.00252455  0.00222807 -0.00082829  0.00246074  0.00118048  0.00182062
 -0.00228598 -0.00311033]",-5.832960895139325,0.0029293905085857864,0.8094595389247395,-0.03959959129197606,"[-1.44490193e-01 -1.20683150e-01 -8.46216362e-02 -4.30713870e-02
  6.69054495e-04  4.54095406e-02  8.72772233e-02  1.31403421e-01
  1.67680305e-01  1.96276004e-01  2.03747812e-01  1.78572387e-01
  8.70333747e-02 -7.73184453e-02 -2.71429096e-01 -3.68812262e-01
 -2.91856554e-01 -2.27271322e-01 -2.21387610e-01 -1.46184990e-01
  3.50457121e-01  1.11036922e+00  1.78108291e+00  1.59472530e+00
  7.57272834e-03]","[-3.58641741e-06  8.58948583e-04  3.89950100e-05  4.49529037e-04
  9.42735597e-04  1.15054596e-04]","[ 0.00998211 -0.00393453 -0.00163664  0.00611878 -0.00044246  0.00315602
 -0.00028123  0.00079739 -0.00082567 -0.00147346  0.0017992   0.00082178
 -0.00082353  0.0022732  -0.001129   -0.00126148  0.00096399  0.00012417
  0.00087342 -0.00159416]",0.08526547007147772,0.8094595389247395
ABBV,"[0.00344554 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.17143427992783802,"[ 9.38993846e-05 -3.68483446e-04  2.95134884e-04  2.08718027e-04
  1.60447827e-04  1.80879078e-04]","[ 0.00701285 -0.0059351  -0.00577054  0.00782839 -0.00389996  0.00796606
  0.00109304  0.00508639  0.00288424  0.00073782  0.00280368  0.00071117
 -0.00377824  0.00265021 -0.00137083  0.00367346  0.00219552  0.00076786
 -0.00386126 -0.00870217]",-5.432468873813583,0.004372287839457662,0.8094601396715538,-0.039599584351287395,"[-1.44490162e-01 -1.20683180e-01 -8.46216578e-02 -4.30713845e-02
  6.69078008e-04  4.54095302e-02  8.72772049e-02  1.31403433e-01
  1.67680354e-01  1.96276000e-01  2.03747741e-01  1.78572349e-01
  8.70333265e-02 -7.73183477e-02 -2.71429061e-01 -3.68812236e-01
 -2.91856642e-01 -2.27271451e-01 -2.21387553e-01 -1.46184960e-01
  3.50457058e-01  1.11036953e+00  1.78108277e+00  1.59472540e+00
  7.57277535e-03]","[-3.58185909e-06  8.58950079e-04  3.89923029e-05  4.49528977e-04
  9.42735339e-04  1.15058813e-04]","[ 0.00998211 -0.00393452 -0.00163664  0.00611878 -0.00044245  0.00315602
 -0.00028122  0.0007974  -0.00082567 -0.00147346  0.0017992   0.00082178
 -0.00082352  0.0022732  -0.001129   -0.00126148  0.00096399  0.00012417
  0.00087342 -0.00159416]",0.08526546761756786,0.8094601396715538
ABT,"[0.00349806 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.17245117964773743,[ 0.0015339  -0.00026233  0.00085602  0.00015734  0.00019599  0.00033229],"[ 1.11240410e-02 -9.06974525e-03 -2.29195248e-03 -6.18054905e-04
 -5.96647131e-03 -1.48896836e-03 -5.49613326e-03 -1.29313797e-03
 -2.93387337e-03  6.54609021e-07  1.43784068e-03  1.96364753e-03
 -2.31263500e-03  1.62228756e-03 -1.17471689e-03  9.66269118e-04
  9.89787105e-04  7.84756992e-04 -2.62802896e-06 -3.39426112e-03]",-5.336725127506694,0.004811602320816459,0.8094612399755311,-0.039599571638998014,"[-1.44490105e-01 -1.20683235e-01 -8.46216974e-02 -4.30713801e-02
  6.69121074e-04  4.54095110e-02  8.72771711e-02  1.31403455e-01
  1.67680443e-01  1.96275991e-01  2.03747612e-01  1.78572277e-01
  8.70332381e-02 -7.73181688e-02 -2.71428995e-01 -3.68812189e-01
 -2.91856803e-01 -2.27271688e-01 -2.21387448e-01 -1.46184904e-01
  3.50456941e-01  1.11037011e+00  1.78108252e+00  1.59472558e+00
  7.57286145e-03]","[-3.57351026e-06  8.58952818e-04  3.89873449e-05  4.49528867e-04
  9.42734866e-04  1.15066537e-04]","[ 0.00998212 -0.00393452 -0.00163663  0.00611879 -0.00044244  0.00315601
 -0.00028121  0.00079741 -0.00082566 -0.00147346  0.00179921  0.00082178
 -0.00082352  0.00227319 -0.001129   -0.00126146  0.00096399  0.00012418
  0.00087341 -0.00159416]",0.08526546312308414,0.8094612399755311
ACN,"[0.00361909 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.17880020377102662,"[ 1.22046645e-03  5.23736975e-04  4.92581227e-04 -4.09802798e-05
 -1.48780659e-05  3.21456872e-04]","[ 0.00844852 -0.00692846 -0.00437578  0.00444583 -0.00505171  0.00322566
 -0.00345348  0.00103176 -0.00256917  0.00033107  0.00032475  0.00271311
 -0.00299524  0.0027159  -0.00104327  0.00076072  0.00086051 -0.00112498
  0.0009714  -0.00661303]",-4.9566699554462925,0.00703632012178569,0.8094637754561074,-0.03959954234549053,"[-1.44489975e-01 -1.20683360e-01 -8.46217886e-02 -4.30713700e-02
  6.69220311e-04  4.54094669e-02  8.72770933e-02  1.31403506e-01
  1.67680648e-01  1.96275972e-01  2.03747315e-01  1.78572113e-01
  8.70330345e-02 -7.73177566e-02 -2.71428844e-01 -3.68812082e-01
 -2.91857173e-01 -2.27272234e-01 -2.21387207e-01 -1.46184777e-01
  3.50456672e-01  1.11037144e+00  1.78108194e+00  1.59472599e+00
  7.57305987e-03]","[-3.55427168e-06  8.58959129e-04  3.89759197e-05  4.49528612e-04
  9.42733775e-04  1.15084335e-04]","[ 0.00998213 -0.0039345  -0.00163661  0.00611879 -0.00044242  0.003156
 -0.0002812   0.00079743 -0.00082566 -0.00147347  0.00179922  0.00082179
 -0.0008235   0.00227318 -0.001129   -0.00126144  0.00096401  0.00012419
  0.00087341 -0.00159416]",0.08526545276624056,0.8094637754561074
ADBE,"[0.00342801 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.16935926690018147,"[ 1.65643827e-03 -7.18872440e-04  1.08110403e-03  4.81174691e-06
  2.87286156e-04  3.12165906e-04]","[ 0.01132151 -0.00871675 -0.001207   -0.00011545 -0.00464388 -0.00166811
 -0.00497647 -0.00183137 -0.00330855  0.0005008   0.00136641  0.00350709
 -0.00209671  0.00260397 -0.00194352  0.00123597 -0.0004052   0.00074119
 -0.00081388 -0.00698714]",-5.628037581682095,0.0035956245277672582,0.809459772498973,-0.03959958859339157,"[-1.44490181e-01 -1.20683162e-01 -8.46216446e-02 -4.30713860e-02
  6.69063637e-04  4.54095366e-02  8.72772161e-02  1.31403426e-01
  1.67680324e-01  1.96276002e-01  2.03747784e-01  1.78572372e-01
  8.70333560e-02 -7.73184073e-02 -2.71429082e-01 -3.68812252e-01
 -2.91856588e-01 -2.27271372e-01 -2.21387588e-01 -1.46184978e-01
  3.50457097e-01  1.11036934e+00  1.78108286e+00  1.59472534e+00
  7.57274662e-03]","[-3.58464511e-06  8.58949165e-04  3.89939575e-05  4.49529014e-04
  9.42735497e-04  1.15056235e-04]","[ 0.00998211 -0.00393452 -0.00163664  0.00611878 -0.00044245  0.00315602
 -0.00028122  0.00079739 -0.00082567 -0.00147346  0.0017992   0.00082178
 -0.00082353  0.0022732  -0.001129   -0.00126148  0.00096399  0.00012417
  0.00087342 -0.00159416]",0.08526546911738175,0.809459772498973
ADI,"[0.00346037 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.17125808641863288,"[ 5.24643121e-04  1.03424759e-04  2.00855172e-04  5.76846392e-05
 -6.63356625e-05  5.36304300e-06]","[ 0.01156542 -0.00964425 -0.00252556 -0.00122746 -0.00645943 -0.00071695
 -0.00460667  0.00063474 -0.00086702  0.00081585  0.0021305   0.00132298
 -0.00382961  0.00205744 -0.00223707  0.00319259  0.00164054  0.00164077
 -0.00127127 -0.0077161 ]",-5.884182789786305,0.0027831196900864512,0.8094604504508083,-0.03959958076071979,"[-1.44490146e-01 -1.20683195e-01 -8.46216690e-02 -4.30713833e-02
  6.69090172e-04  4.54095248e-02  8.72771953e-02  1.31403439e-01
  1.67680379e-01  1.96275997e-01  2.03747705e-01  1.78572328e-01
  8.70333015e-02 -7.73182971e-02 -2.71429042e-01 -3.68812223e-01
 -2.91856687e-01 -2.27271518e-01 -2.21387524e-01 -1.46184944e-01
  3.50457025e-01  1.11036970e+00  1.78108270e+00  1.59472545e+00
  7.57279967e-03]","[-3.57950098e-06  8.58950852e-04  3.89909025e-05  4.49528946e-04
  9.42735205e-04  1.15060994e-04]","[ 0.00998211 -0.00393452 -0.00163664  0.00611878 -0.00044245  0.00315601
 -0.00028122  0.0007974  -0.00082566 -0.00147346  0.0017992   0.00082178
 -0.00082352  0.00227319 -0.001129   -0.00126147  0.00096399  0.00012417
  0.00087342 -0.00159416]",0.08526546634810749,0.8094604504508083
ADM,"[0.00322219 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1613459225573384,"[ 1.90517800e-04 -3.73621790e-04  2.93437913e-04 -3.04512011e-05
  1.41505504e-04  1.28814067e-04]","[ 0.0079576  -0.00609715 -0.00383484  0.0070652  -0.00249189  0.00634042
  0.00083676  0.00340625  0.00104056  0.00110575  0.00101402  0.00356657
 -0.00510091  0.00612724 -0.00302675  0.00708123 -0.00071562  0.0042811
 -0.00881425 -0.00685533]",-6.300539772723267,0.0018353138572584518,0.8094554606955794,-0.03959963840952749,"[-1.44490402e-01 -1.20682948e-01 -8.46214894e-02 -4.30714033e-02
  6.68894874e-04  4.54096116e-02  8.72773485e-02  1.31403339e-01
  1.67679975e-01  1.96276035e-01  2.03748290e-01  1.78572651e-01
  8.70337022e-02 -7.73191082e-02 -2.71429339e-01 -3.68812435e-01
 -2.91855958e-01 -2.27270444e-01 -2.21387999e-01 -1.46185195e-01
  3.50457554e-01  1.11036707e+00  1.78108385e+00  1.59472464e+00
  7.57240919e-03]","[-3.61736198e-06  8.58938432e-04  3.90133870e-05  4.49529446e-04
  9.42737351e-04  1.15025967e-04]","[ 0.00998209 -0.00393455 -0.00163667  0.00611878 -0.00044249  0.00315604
 -0.00028125  0.00079736 -0.00082568 -0.00147345  0.00179919  0.00082176
 -0.00082355  0.00227322 -0.001129   -0.00126152  0.00096397  0.00012414
  0.00087343 -0.00159417]",0.08526548673008749,0.8094554606955794
