,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope
A,"[0.0025803 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.       ]",0.1369319611665868,"[ 1.51147942e-03 -9.61444555e-04  4.76695514e-04  8.25658026e-04
 -4.02315466e-04 -4.18125539e-05]","[ 0.00387079 -0.00718662 -0.00025386  0.00200609  0.00068418  0.00439305
  0.00054202  0.00606143 -0.00563712  0.00309757 -0.00121807 -0.00120894
  0.00040103  0.00196442 -0.00157537  0.00386358 -0.00630648  0.00331211
 -0.00688554 -0.00352315]",-4.5150859564040005,0.010942664494315357,0.8313967745114883,-0.04037895502909147,"[-1.22216557e-01 -1.00967762e-01 -6.56295035e-02 -2.69934239e-02
  1.02960601e-02  5.35671285e-02  9.75801975e-02  1.31303825e-01
  1.59234497e-01  1.63017480e-01  1.36240649e-01  5.34603340e-02
 -8.73741189e-02 -2.41616499e-01 -3.01736567e-01 -2.29663882e-01
 -1.79947712e-01 -1.46890081e-01 -4.04295737e-02  3.99476980e-01
  8.85190765e-01  1.20387092e+00  9.03353553e-01 -1.21514601e-01
  1.93783668e-04]",[ 0.00163809  0.00046343  0.00026956  0.00087585  0.00041316 -0.00058967],"[ 1.09480179e-02 -5.06868109e-03 -3.85369858e-03  6.14769262e-03
 -3.92005295e-03  2.25283477e-03  7.20911561e-04  2.64359246e-04
  8.52140290e-05  1.17059944e-03  2.60000949e-04  1.34839414e-03
 -7.10972013e-04  3.85623781e-03 -9.17009803e-04 -6.14123503e-04
  6.02862050e-04  1.55039498e-03  2.78222887e-03  1.20203098e-04]",0.08441588227644307,0.8313967745114883
AAL,"[0.00256322 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1353903135728771,[ 0.00052467  0.00018794  0.00033268 -0.0002536   0.00030927  0.00016439],"[ 0.00815117 -0.0001225  -0.0079653   0.01283268 -0.01197334  0.0031176
 -0.00211753 -0.00195157 -0.00291601  0.00164157 -0.00329299  0.00012626
 -0.00253819 -0.00102275 -0.00028303  0.00066154 -0.00273249  0.00286553
 -0.00196349  0.00285387]",-5.853099480958539,0.0028709867844863074,0.8313964424761514,-0.04037895267817132,"[-1.22216544e-01 -1.00967789e-01 -6.56295323e-02 -2.69934227e-02
  1.02960405e-02  5.35671127e-02  9.75802209e-02  1.31303839e-01
  1.59234478e-01  1.63017468e-01  1.36240624e-01  5.34602904e-02
 -8.73740757e-02 -2.41616494e-01 -3.01736630e-01 -2.29663949e-01
 -1.79947714e-01 -1.46890070e-01 -4.04295312e-02  3.99477028e-01
  8.85190558e-01  1.20387091e+00  9.03353545e-01 -1.21514632e-01
  1.93811181e-04]",[ 0.00163809  0.00046343  0.00026956  0.00087584  0.00041316 -0.00058967],"[ 1.09480157e-02 -5.06868258e-03 -3.85370204e-03  6.14769108e-03
 -3.92005207e-03  2.25283597e-03  7.20912677e-04  2.64359530e-04
  8.52128692e-05  1.17059769e-03  2.60001562e-04  1.34839390e-03
 -7.10973396e-04  3.85623861e-03 -9.17008417e-04 -6.14123917e-04
  6.02862928e-04  1.55039833e-03  2.78222851e-03  1.20201360e-04]",0.08441588082505837,0.8313964424761514
AAP,"[0.00250636 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.13207571497894544,"[-4.43944420e-04  1.07023014e-03  9.07749964e-06 -4.80294358e-04
  5.37769915e-04  4.43670765e-04]","[ 7.36045490e-03 -2.41496411e-03 -4.27779480e-03  1.08765259e-02
 -9.44833749e-03  6.72420103e-03 -5.83572994e-03  7.72753938e-04
 -6.61186164e-03 -2.59093120e-03 -9.44504876e-04 -4.48608433e-03
  1.12986308e-03 -1.63893744e-03  1.84123450e-03  4.29122180e-04
  8.63267166e-05  2.87279843e-03  8.41692013e-05  3.25377393e-03]",-5.185384602675373,0.005597783278820372,0.8313953368539856,-0.04037894485000021,"[-1.22216501e-01 -1.00967877e-01 -6.56296283e-02 -2.69934187e-02
  1.02959751e-02  5.35670604e-02  9.75802987e-02  1.31303886e-01
  1.59234414e-01  1.63017426e-01  1.36240543e-01  5.34601453e-02
 -8.73739317e-02 -2.41616478e-01 -3.01736838e-01 -2.29664170e-01
 -1.79947723e-01 -1.46890032e-01 -4.04293896e-02  3.99477190e-01
  8.85189866e-01  1.20387086e+00  9.03353518e-01 -1.21514735e-01
  1.93902796e-04]",[ 0.00163809  0.00046343  0.00026956  0.00087584  0.00041316 -0.00058966],"[ 1.09480084e-02 -5.06868754e-03 -3.85371357e-03  6.14768598e-03
 -3.92004913e-03  2.25283999e-03  7.20916396e-04  2.64360477e-04
  8.52090071e-05  1.17059183e-03  2.60003601e-04  1.34839308e-03
 -7.10978002e-04  3.85624131e-03 -9.17003801e-04 -6.14125294e-04
  6.02865853e-04  1.55040948e-03  2.78222730e-03  1.20195570e-04]",0.08441587599218993,0.8313953368539856
AAPL,"[0.00269002 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.14335629114152218,[-0.00042166 -0.00073792  0.00097241 -0.00032395  0.00083463  0.00126968],"[ 3.28988947e-03 -7.78326649e-03 -6.87004529e-05  3.62272343e-04
  2.71391896e-03  3.02023974e-03  3.30125353e-03  7.00415821e-03
 -4.52422116e-03  6.56587455e-03 -3.63177214e-03  1.63091719e-03
 -3.75061807e-03  2.99657313e-04 -2.57289231e-04 -1.60840821e-03
  2.53442504e-03  2.78839457e-03 -3.11199545e-04  7.48898059e-03]",-4.8574582675876,0.007770208604106587,0.8313989079016569,-0.04037897013420043,"[-1.22216640e-01 -1.00967592e-01 -6.56293182e-02 -2.69934315e-02
  1.02961863e-02  5.35672294e-02  9.75800474e-02  1.31303734e-01
  1.59234620e-01  1.63017562e-01  1.36240805e-01  5.34606141e-02
 -8.73743967e-02 -2.41616529e-01 -3.01736166e-01 -2.29663456e-01
 -1.79947695e-01 -1.46890154e-01 -4.04298468e-02  3.99476667e-01
  8.85192100e-01  1.20387101e+00  9.03353605e-01 -1.21514401e-01
  1.93606889e-04]",[ 0.00163809  0.00046342  0.00026956  0.00087585  0.00041317 -0.00058968],"[ 1.09480320e-02 -5.06867151e-03 -3.85367634e-03  6.14770247e-03
 -3.92005861e-03  2.25282702e-03  7.20904385e-04  2.64357419e-04
  8.52214812e-05  1.17061074e-03  2.59997014e-04  1.34839573e-03
 -7.10963125e-04  3.85623261e-03 -9.17018708e-04 -6.14120846e-04
  6.02856406e-04  1.55037347e-03  2.78223119e-03  1.20214269e-04]",0.08441589160186574,0.8313989079016569
ABBV,"[0.00278012 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.14758914176943122,[-0.00155987  0.00173219 -0.00117522  0.00041639 -0.0002924   0.00010829],"[ 3.47919275e-03 -7.98575949e-03  8.07667265e-04  1.47011495e-03
  6.41423999e-04  5.40227404e-03 -1.12038052e-03  5.20784980e-03
 -4.83843876e-03  8.41338671e-05  1.59067661e-03 -1.35264268e-03
  6.53523263e-04  3.30301319e-03 -1.45978014e-03  2.19474429e-03
 -1.95207250e-03  2.66442186e-03 -3.28647713e-03  1.38818021e-03]",-4.316142318252208,0.013351289350306073,0.8314006596640364,-0.040378982537258246,"[-1.22216708e-01 -1.00967452e-01 -6.56291660e-02 -2.69934378e-02
  1.02962899e-02  5.35673124e-02  9.75799242e-02  1.31303660e-01
  1.59234721e-01  1.63017628e-01  1.36240934e-01  5.34608441e-02
 -8.73746248e-02 -2.41616554e-01 -3.01735836e-01 -2.29663106e-01
 -1.79947681e-01 -1.46890214e-01 -4.04300711e-02  3.99476410e-01
  8.85193196e-01  1.20387108e+00  9.03353648e-01 -1.21514237e-01
  1.93461733e-04]",[ 0.00163808  0.00046341  0.00026957  0.00087585  0.00041317 -0.0005897 ],"[ 1.09480437e-02 -5.06866365e-03 -3.85365808e-03  6.14771055e-03
 -3.92006327e-03  2.25282066e-03  7.20898493e-04  2.64355919e-04
  8.52276003e-05  1.17062001e-03  2.59993783e-04  1.34839703e-03
 -7.10955828e-04  3.85622835e-03 -9.17026021e-04 -6.14118664e-04
  6.02851771e-04  1.55035581e-03  2.78223311e-03  1.20223442e-04]",0.0844158992591264,0.8314006596640364
ABT,"[0.00253545 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.13579138113948072,[ 0.00114046 -0.00163057  0.00067567  0.00026342 -0.0001806  -0.0001343 ],"[ 0.00201048 -0.00995727  0.00207414 -0.00268015  0.0054927   0.00336131
  0.00304746  0.00770686 -0.00419514  0.00404031  0.00056623  0.00033882
  0.00042858  0.00412729 -0.00179431  0.0035677  -0.00301036  0.00355261
 -0.0038532   0.00178245]",-5.134626730532056,0.005889249371967482,0.8313959025420671,-0.04037894885525918,"[-1.22216523e-01 -1.00967832e-01 -6.56295792e-02 -2.69934207e-02
  1.02960086e-02  5.35670872e-02  9.75802589e-02  1.31303862e-01
  1.59234447e-01  1.63017447e-01  1.36240585e-01  5.34602195e-02
 -8.73740054e-02 -2.41616486e-01 -3.01736731e-01 -2.29664057e-01
 -1.79947719e-01 -1.46890051e-01 -4.04294621e-02  3.99477107e-01
  8.85190220e-01  1.20387088e+00  9.03353532e-01 -1.21514683e-01
  1.93855921e-04]",[ 0.00163809  0.00046343  0.00026956  0.00087584  0.00041316 -0.00058966],"[ 1.09480121e-02 -5.06868500e-03 -3.85370767e-03  6.14768859e-03
 -3.92005063e-03  2.25283793e-03  7.20914494e-04  2.64359993e-04
  8.52109831e-05  1.17059483e-03  2.60002558e-04  1.34839350e-03
 -7.10975645e-04  3.85623993e-03 -9.17006163e-04 -6.14124589e-04
  6.02864357e-04  1.55040378e-03  2.78222792e-03  1.20198532e-04]",0.08441587846491178,0.8313959025420671
ACN,"[0.00260975 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.13796365528810428,[0.00060572 0.0003199  0.00058637 0.00048136 0.00032904 0.00096068],"[ 0.00583357 -0.00245548 -0.007002    0.00761758 -0.00698351  0.00028087
  0.00181555 -0.00022583 -0.0026176   0.00379602 -0.00343145 -0.00093052
  0.00040778 -0.00218013  0.00204576  0.00246462 -0.00441766  0.00256033
  0.00080556 -0.00533685]",-4.890830420682328,0.0075151791228726525,0.8313973472508442,-0.0403789590842758,"[-1.22216579e-01 -1.00967716e-01 -6.56294537e-02 -2.69934259e-02
  1.02960940e-02  5.35671556e-02  9.75801572e-02  1.31303800e-01
  1.59234530e-01  1.63017502e-01  1.36240691e-01  5.34604092e-02
 -8.73741935e-02 -2.41616507e-01 -3.01736459e-01 -2.29663768e-01
 -1.79947707e-01 -1.46890101e-01 -4.04296470e-02  3.99476896e-01
  8.85191124e-01  1.20387094e+00  9.03353567e-01 -1.21514547e-01
  1.93736209e-04]",[ 0.00163809  0.00046342  0.00026956  0.00087585  0.00041316 -0.00058967],"[ 1.09480217e-02 -5.06867852e-03 -3.85369261e-03  6.14769526e-03
 -3.92005447e-03  2.25283269e-03  7.20909634e-04  2.64358756e-04
  8.52160296e-05  1.17060248e-03  2.59999893e-04  1.34839457e-03
 -7.10969627e-04  3.85623641e-03 -9.17012193e-04 -6.14122790e-04
  6.02860535e-04  1.55038921e-03  2.78222949e-03  1.20206097e-04]",0.08441588477998727,0.8313973472508442
ADBE,"[0.00266887 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.14193279260275926,"[-1.92787334e-03 -3.14136097e-04 -3.62790959e-04 -1.40132471e-04
  6.29466971e-05  3.59418147e-04]","[ 2.86615125e-03 -5.98544211e-03 -4.92471472e-03 -2.47447549e-05
  1.43227280e-03 -3.33252916e-03  8.28707352e-03  3.79347128e-03
 -1.87292796e-03  8.68261413e-03 -3.36426298e-03  4.55552393e-04
  1.64736643e-03  1.54500551e-04  8.35577902e-04  4.61124505e-03
 -4.05119046e-03  2.23138360e-03  3.77597935e-03 -1.57330064e-03]",-4.488895056561346,0.011233048838509513,0.831398496572548,-0.040378967221854106,"[-1.22216624e-01 -1.00967625e-01 -6.56293539e-02 -2.69934300e-02
  1.02961620e-02  5.35672100e-02  9.75800764e-02  1.31303752e-01
  1.59234596e-01  1.63017546e-01  1.36240775e-01  5.34605601e-02
 -8.73743431e-02 -2.41616523e-01 -3.01736243e-01 -2.29663538e-01
 -1.79947698e-01 -1.46890140e-01 -4.04297942e-02  3.99476727e-01
  8.85191843e-01  1.20387099e+00  9.03353595e-01 -1.21514440e-01
  1.93640973e-04]",[ 0.00163809  0.00046342  0.00026956  0.00087585  0.00041317 -0.00058968],"[ 1.09480293e-02 -5.06867336e-03 -3.85368063e-03  6.14770057e-03
 -3.92005752e-03  2.25282852e-03  7.20905768e-04  2.64357771e-04
  8.52200444e-05  1.17060856e-03  2.59997773e-04  1.34839542e-03
 -7.10964839e-04  3.85623361e-03 -9.17016991e-04 -6.14121358e-04
  6.02857494e-04  1.55037762e-03  2.78223075e-03  1.20212115e-04]",0.08441588980387406,0.831398496572548
ADI,"[0.00244733 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.12883194878887105,"[-8.25465369e-04 -1.63478147e-05  1.56481793e-04 -4.59778261e-04
  4.30391408e-04  4.27070326e-04]","[ 7.09058423e-03 -1.47617764e-03 -6.85670535e-03  1.07000702e-02
 -1.03179446e-02  3.23045768e-03 -2.92572518e-03 -1.51041948e-03
 -4.00734715e-03 -1.19696669e-03 -8.38502843e-04 -3.43371871e-03
  1.89345232e-03 -1.62503032e-03  2.28358103e-03  1.40435149e-03
 -6.78496737e-04  1.86684674e-03  4.49649117e-03 -3.05851099e-05]",-5.011339732535703,0.006661972064127064,0.831394189279667,-0.04037893672479397,"[-1.22216456e-01 -1.00967968e-01 -6.56297280e-02 -2.69934145e-02
  1.02959072e-02  5.35670061e-02  9.75803794e-02  1.31303935e-01
  1.59234348e-01  1.63017382e-01  1.36240459e-01  5.34599946e-02
 -8.73737823e-02 -2.41616462e-01 -3.01737054e-01 -2.29664399e-01
 -1.79947732e-01 -1.46889992e-01 -4.04292427e-02  3.99477359e-01
  8.85189148e-01  1.20387081e+00  9.03353490e-01 -1.21514843e-01
  1.93997887e-04]",[ 0.00163809  0.00046344  0.00026956  0.00087584  0.00041316 -0.00058965],"[ 1.09480007e-02 -5.06869270e-03 -3.85372553e-03  6.14768068e-03
 -3.92004608e-03  2.25284415e-03  7.20920256e-04  2.64361460e-04
  8.52049984e-05  1.17058576e-03  2.60005718e-04  1.34839222e-03
 -7.10982783e-04  3.85624410e-03 -9.16999011e-04 -6.14126723e-04
  6.02868889e-04  1.55042105e-03  2.78222605e-03  1.20189561e-04]",0.08441587097594128,0.831394189279667
ADM,"[0.00239798 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.12597194342599077,"[-1.15839598e-03  1.20503628e-03 -2.20535172e-04 -3.26534117e-05
  4.16517595e-04  8.43214564e-04]","[ 5.95435333e-03 -2.94035875e-03 -5.99991136e-03  8.07002341e-03
 -8.00001003e-03  1.65746517e-03  9.12968268e-05 -1.83500715e-03
 -2.86862860e-04  1.62449125e-03 -1.27583596e-03  2.40655262e-03
 -4.34308845e-03  8.54789884e-04 -2.67227960e-03 -1.58711882e-03
 -3.31497171e-03 -1.77029793e-03  1.14984246e-03 -8.35255978e-03]",-4.369347008921678,0.01265950441304082,0.8313932296049014,-0.04037892992997879,"[-1.22216419e-01 -1.00968045e-01 -6.56298114e-02 -2.69934111e-02
  1.02958505e-02  5.35669607e-02  9.75804469e-02  1.31303976e-01
  1.59234292e-01  1.63017346e-01  1.36240389e-01  5.34598686e-02
 -8.73736573e-02 -2.41616448e-01 -3.01737235e-01 -2.29664590e-01
 -1.79947740e-01 -1.46889959e-01 -4.04291198e-02  3.99477499e-01
  8.85188547e-01  1.20387077e+00  9.03353466e-01 -1.21514933e-01
  1.94077408e-04]",[ 0.00163809  0.00046344  0.00026956  0.00087584  0.00041315 -0.00058965],"[ 1.09479944e-02 -5.06869700e-03 -3.85373553e-03  6.14767625e-03
 -3.92004353e-03  2.25284764e-03  7.20923484e-04  2.64362282e-04
  8.52016462e-05  1.17058068e-03  2.60007489e-04  1.34839151e-03
 -7.10986781e-04  3.85624644e-03 -9.16995005e-04 -6.14127919e-04
  6.02871428e-04  1.55043073e-03  2.78222500e-03  1.20184536e-04]",0.08441586678103453,0.8313932296049014
