,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope
A,"[0.00403899 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.20558658831349566,"[-1.81828264e-04  8.50394663e-04 -3.37886669e-04 -7.81263847e-05
  5.30248375e-06 -1.00261559e-04]","[ 1.16919120e-02 -5.93975602e-03 -3.00034275e-03  6.56350240e-03
 -4.74147619e-03  3.42911224e-03 -3.26856437e-03 -4.30089883e-04
 -4.31440075e-03 -2.30446764e-03  5.78450071e-05 -5.70840365e-04
 -1.90400899e-03  2.61990448e-03 -3.43063749e-03  2.39512766e-03
 -3.73831175e-04  1.56794825e-03  6.95216737e-03  5.02669022e-03]",-5.495903809154627,0.0041035459665970525,0.7790396358414319,-0.03412454563611062,"[-0.12117115 -0.09681623 -0.06389639 -0.02567203  0.01567526  0.05903675
  0.09872627  0.14295557  0.17553553  0.19439412  0.1848344   0.13346245
  0.00675534 -0.17324406 -0.33249115 -0.32515043 -0.23747719 -0.20746793
 -0.16546628  0.05851039  0.71975487  1.3120062   1.71825053  0.50124502
  0.00410234]","[-3.71439089e-04 -5.50939951e-05 -1.14286071e-03 -8.09565618e-04
 -8.79215356e-04 -2.94376273e-04]","[ 0.01297978 -0.00342248 -0.00307471  0.00414785 -0.00119245  0.00053677
  0.00128497 -0.00111917  0.00086112  0.00036869  0.00230639  0.00048261
 -0.00043557  0.00231965 -0.00020824  0.00058832  0.00173159  0.00150426
  0.00155657 -0.00033502]",0.08546950729901652,0.7790396358414319
AAL,"[0.00402612 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.20559681675873762,"[-1.96880046e-04  1.58558272e-04 -2.97465765e-05  1.56875318e-05
  5.25822576e-05  1.35552075e-04]","[ 0.00872386 -0.00779341 -0.00515933  0.00078455 -0.0013959  -0.00400121
  0.00483185 -0.00343233  0.00119592  0.00089048 -0.00147411  0.00223714
 -0.00468541 -0.0006315  -0.00120427 -0.00292394  0.00149479  0.00019163
  0.00240011 -0.00081779]",-5.1132443576945406,0.006016531444666729,0.7790393719031328,-0.03412454896281442,"[-0.12117116 -0.09681624 -0.06389638 -0.02567203  0.01567527  0.05903676
  0.09872626  0.14295559  0.17553552  0.19439415  0.18483437  0.13346248
  0.00675537 -0.17324401 -0.33249111 -0.32515043 -0.23747721 -0.20746793
 -0.16546634  0.05851046  0.71975477  1.31200631  1.71825073  0.50124517
  0.00410239]","[-3.71441400e-04 -5.50931308e-05 -1.14286078e-03 -8.09565116e-04
 -8.79216824e-04 -2.94376057e-04]","[ 0.01297978 -0.00342248 -0.00307471  0.00414785 -0.00119245  0.00053677
  0.00128497 -0.00111917  0.00086113  0.00036869  0.00230639  0.00048261
 -0.00043557  0.00231965 -0.00020824  0.00058832  0.00173159  0.00150426
  0.00155657 -0.00033503]",0.08546950984158842,0.7790393719031328
AAP,"[0.00393396 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.20170909451760624,[-0.0010524   0.00045525 -0.00071077 -0.00012372 -0.00021052 -0.00033176],"[ 0.00531425 -0.01177389 -0.00367199 -0.00683872  0.00533714 -0.00793269
  0.00930166 -0.00187751  0.00093081  0.00129434 -0.00028797 -0.0004133
 -0.00077279 -0.00112883 -0.0003782  -0.00014739 -0.00097532 -0.00019549
  0.00368424 -0.00286025]",-5.226500997997729,0.005372290108314589,0.7790374824906062,-0.03412457277715235,"[-0.12117119 -0.09681632 -0.06389632 -0.02567201  0.01567534  0.05903677
  0.09872615  0.14295573  0.17553545  0.19439439  0.1848342   0.1334627
  0.00675555 -0.17324368 -0.33249086 -0.32515042 -0.23747728 -0.20746791
 -0.16546671  0.05851097  0.71975405  1.31200711  1.71825214  0.50124622
  0.00410273]","[-3.71457944e-04 -5.50869437e-05 -1.14286129e-03 -8.09561522e-04
 -8.79227337e-04 -2.94374511e-04]","[ 0.01297979 -0.00342247 -0.0030747   0.00414785 -0.00119245  0.00053678
  0.00128497 -0.00111917  0.00086113  0.0003687   0.0023064   0.00048261
 -0.00043556  0.00231966 -0.00020824  0.00058832  0.00173158  0.00150426
  0.00155658 -0.00033504]",0.08546952804268773,0.7790374824906062
AAPL,"[0.00399931 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.2047169502463421,[ 0.00038751  0.00076375 -0.00035379  0.00022421 -0.00023119 -0.00029649],"[ 6.79056715e-03 -9.22704907e-03 -6.30805712e-03 -1.94039602e-03
 -1.97730703e-03 -6.05152414e-03  2.73979304e-03 -5.89195704e-03
 -9.25475426e-05 -4.10644806e-03  1.56697630e-03 -2.28315009e-03
 -9.35723958e-04 -6.70632814e-04 -1.79271552e-03 -9.70386876e-04
  2.13379730e-05 -1.15560931e-03  5.51538710e-03 -3.60273238e-05]",-5.275575207005381,0.005115013670230014,0.7790388222433893,-0.0341245558907789,"[-0.12117117 -0.09681626 -0.06389636 -0.02567202  0.01567529  0.05903676
  0.09872623  0.14295564  0.1755355   0.19439422  0.18483432  0.13346254
  0.00675542 -0.17324391 -0.33249104 -0.32515043 -0.23747723 -0.20746792
 -0.16546645  0.05851061  0.71975456  1.31200654  1.71825114  0.50124547
  0.00410249]","[-3.71446213e-04 -5.50913309e-05 -1.14286093e-03 -8.09564070e-04
 -8.79219882e-04 -2.94375607e-04]","[ 0.01297978 -0.00342248 -0.00307471  0.00414785 -0.00119245  0.00053678
  0.00128497 -0.00111917  0.00086113  0.00036869  0.00230639  0.00048261
 -0.00043556  0.00231965 -0.00020824  0.00058832  0.00173158  0.00150426
  0.00155657 -0.00033503]",0.08546951513657373,0.7790388222433893
ABBV,"[0.00410256 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.20847308076008347,"[-3.93706049e-04 -2.63686952e-04 -1.28585018e-04 -3.89334679e-04
  2.14191319e-05 -2.81018840e-04]","[ 0.00993387 -0.00736595 -0.00371202  0.00250362 -0.00174887 -0.0015804
  0.00277894 -0.00305829  0.001175   -0.00189947  0.00363137  0.00026317
  0.00102523  0.002578   -0.00058175  0.00317179 -0.00199671  0.00197058
  0.0016028  -0.00304382]",-4.892383600437839,0.007503515758795148,0.7790409392154561,-0.03412452920825857,"[-0.12117113 -0.09681617 -0.06389643 -0.02567204  0.01567521  0.05903674
  0.09872634  0.14295548  0.17553558  0.19439395  0.18483452  0.1334623
  0.00675521 -0.17324429 -0.33249132 -0.32515044 -0.23747714 -0.20746794
 -0.16546603  0.05851004  0.71975537  1.31200565  1.71824955  0.5012443
  0.0041021 ]","[-3.71427676e-04 -5.50982632e-05 -1.14286037e-03 -8.09568097e-04
 -8.79208104e-04 -2.94377339e-04]","[ 0.01297977 -0.00342248 -0.00307471  0.00414784 -0.00119246  0.00053677
  0.00128496 -0.00111917  0.00086112  0.00036868  0.00230638  0.00048261
 -0.00043557  0.00231964 -0.00020823  0.00058831  0.00173159  0.00150427
  0.00155657 -0.00033502]",0.08546949474334659,0.7790409392154561
ABT,"[0.00413027 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.2108846946179095,"[-1.07885311e-04  1.32085211e-03 -4.84402848e-04  4.17298802e-05
 -4.37197249e-05 -1.09181406e-04]","[ 0.01005252 -0.00633582 -0.00582111  0.0043157  -0.00574589 -0.00134718
 -0.00053415 -0.00498617 -0.00021909 -0.00321097  0.00120197  0.00082125
 -0.00358934  0.00219491 -0.00400075 -0.00028204 -0.00028413  0.00045372
  0.00302711  0.00332857]",-5.367372781557539,0.0046663748060218535,0.7790415073828437,-0.03412452204702195,"[-0.12117112 -0.09681615 -0.06389645 -0.02567205  0.01567519  0.05903674
  0.09872637  0.14295544  0.1755356   0.19439388  0.18483457  0.13346223
  0.00675516 -0.17324439 -0.3324914  -0.32515045 -0.23747712 -0.20746795
 -0.16546592  0.05850989  0.71975558  1.31200541  1.71824913  0.50124399
  0.004102  ]","[-3.71422701e-04 -5.51001237e-05 -1.14286021e-03 -8.09569178e-04
 -8.79204943e-04 -2.94377804e-04]","[ 0.01297977 -0.00342248 -0.00307471  0.00414784 -0.00119246  0.00053676
  0.00128496 -0.00111917  0.00086112  0.00036868  0.00230638  0.00048261
 -0.00043557  0.00231964 -0.00020823  0.00058831  0.0017316   0.00150427
  0.00155656 -0.00033501]",0.08546948927007333,0.7790415073828437
ACN,"[0.00405456 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.2060799137577541,"[-6.71739246e-04  1.21119845e-03 -8.84687718e-04  9.77615682e-05
 -2.99347922e-04 -3.80322961e-04]","[ 9.10532386e-03 -7.48242086e-03 -5.15183398e-03  1.95840500e-03
 -3.31863693e-03 -2.67781302e-03  1.30929786e-03 -4.65063544e-03
 -4.93670544e-05 -3.37837619e-03  1.58170103e-03 -1.05839189e-03
 -1.63945650e-03 -4.80235779e-04 -9.70284936e-04 -2.44737660e-03
  2.59129926e-03 -1.17359418e-03  5.16730385e-03  1.77788563e-03]",-4.800009038496595,0.008229672664815507,0.7790399550576108,-0.034124541612679075,"[-0.12117115 -0.09681621 -0.0638964  -0.02567203  0.01567525  0.05903675
  0.09872629  0.14295555  0.17553554  0.19439408  0.18483443  0.13346241
  0.00675531 -0.17324411 -0.33249119 -0.32515044 -0.23747718 -0.20746793
 -0.16546622  0.05851031  0.71975499  1.31200607  1.71825029  0.50124485
  0.00410228]","[-3.71436293e-04 -5.50950404e-05 -1.14286063e-03 -8.09566225e-04
 -8.79213580e-04 -2.94376534e-04]","[ 0.01297978 -0.00342248 -0.00307471  0.00414785 -0.00119246  0.00053677
  0.00128497 -0.00111917  0.00086112  0.00036869  0.00230639  0.00048261
 -0.00043557  0.00231965 -0.00020824  0.00058832  0.00173159  0.00150427
  0.00155657 -0.00033502]",0.08546950422394145,0.7790399550576108
ADBE,"[0.00405772 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.2076496717384306,[ 0.0002306   0.00089248 -0.00013389 -0.00023801  0.0001307  -0.0001392 ],"[ 0.01188818 -0.00508724 -0.00467394  0.00690511 -0.00564675  0.00074476
  0.00020437 -0.00335089  0.00033337 -0.00075567 -0.00019677  0.00250594
 -0.00446161  0.00106649 -0.00158848 -0.00148713  0.00100493  0.00257552
 -0.00138051  0.00296933]",-5.7302596658339,0.0032462341880527845,0.7790400199959611,-0.03412454079418984,"[-0.12117115 -0.09681621 -0.0638964  -0.02567203  0.01567525  0.05903675
  0.09872629  0.14295555  0.17553555  0.19439407  0.18483443  0.1334624
  0.0067553  -0.17324413 -0.3324912  -0.32515044 -0.23747718 -0.20746793
 -0.16546621  0.05851029  0.71975502  1.31200604  1.71825024  0.50124481
  0.00410227]","[-3.71435725e-04 -5.50952531e-05 -1.14286061e-03 -8.09566349e-04
 -8.79213218e-04 -2.94376587e-04]","[ 0.01297978 -0.00342248 -0.00307471  0.00414785 -0.00119246  0.00053677
  0.00128497 -0.00111917  0.00086112  0.00036869  0.00230638  0.00048261
 -0.00043557  0.00231965 -0.00020823  0.00058832  0.00173159  0.00150427
  0.00155657 -0.00033502]",0.08546950359837696,0.7790400199959611
ADI,"[0.00387932 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.19842395028927284,[-0.00034207  0.00247989 -0.0012073   0.00046879 -0.00042026 -0.00035982],"[ 7.19993497e-03 -8.88713703e-03 -6.22680786e-03 -1.46878742e-03
 -1.63833308e-03 -6.06957756e-03  4.18807906e-03 -5.33220767e-03
  7.23397038e-04 -1.71960488e-03 -5.74509323e-04 -8.11646102e-05
 -3.60868392e-03 -1.55809237e-03 -9.27999524e-04 -3.02534165e-03
  1.92560044e-03  1.23990500e-03  9.69306407e-04  4.25547289e-03]",-5.19648586814933,0.005535984457798356,0.7790363620977676,-0.03412458689869186,"[-0.12117121 -0.09681636 -0.06389628 -0.025672    0.01567538  0.05903678
  0.09872609  0.14295582  0.1755354   0.19439453  0.1848341   0.13346283
  0.00675566 -0.17324348 -0.33249072 -0.32515041 -0.23747733 -0.2074679
 -0.16546693  0.05851127  0.71975362  1.31200758  1.71825298  0.50124683
  0.00410293]","[-3.71467754e-04 -5.50832748e-05 -1.14286159e-03 -8.09559391e-04
 -8.79233570e-04 -2.94373595e-04]","[ 0.01297979 -0.00342247 -0.0030747   0.00414785 -0.00119245  0.00053679
  0.00128498 -0.00111917  0.00086114  0.00036871  0.0023064   0.00048261
 -0.00043556  0.00231966 -0.00020824  0.00058832  0.00173157  0.00150426
  0.00155658 -0.00033504]",0.08546953883566229,0.7790363620977676
ADM,"[0.00384188 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.19920593844250337,"[-1.69050405e-04 -1.20451530e-04 -1.56007204e-04  2.30240021e-04
 -2.01576922e-04 -6.91374640e-05]","[ 0.00333991 -0.01344939 -0.00425117 -0.00960781  0.00594744 -0.00848623
  0.00727696 -0.00019593 -0.00385148  0.00159117 -0.00413868 -0.00166596
 -0.00275805 -0.00043911 -0.00394865  0.00274635 -0.00343435  0.00193801
  0.00729629  0.00435969]",-6.203390399887644,0.002022561705684996,0.7790355944956511,-0.03412459657362306,"[-0.12117122 -0.0968164  -0.06389626 -0.02567199  0.01567541  0.05903679
  0.09872605  0.14295588  0.17553537  0.19439462  0.18483403  0.13346291
  0.00675573 -0.17324334 -0.33249062 -0.3251504  -0.23747736 -0.20746789
 -0.16546708  0.05851148  0.71975333  1.31200791  1.71825356  0.50124726
  0.00410307]","[-3.71474475e-04 -5.50807612e-05 -1.14286179e-03 -8.09557931e-04
 -8.79237841e-04 -2.94372967e-04]","[ 0.0129798  -0.00342247 -0.0030747   0.00414785 -0.00119245  0.00053679
  0.00128498 -0.00111917  0.00086114  0.00036871  0.0023064   0.00048261
 -0.00043555  0.00231967 -0.00020824  0.00058833  0.00173157  0.00150426
  0.00155658 -0.00033505]",0.08546954623013128,0.7790355944956511
