,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope
A,"[0.00217167 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1853371236783329,"[ 2.21516538e-04  2.55985613e-05 -1.32923037e-04  2.14865219e-04
 -2.28494590e-04 -2.22178794e-04]","[ 0.01194543  0.00101868 -0.00252549  0.00115646 -0.00327705  0.00643378
  0.0006402  -0.00162956  0.00023053 -0.00029089  0.00115264 -0.00028796
 -0.00068987  0.00354447 -0.0005108  -0.00045285  0.00124287 -0.00083549
 -0.00289696  0.00186144]",-6.458598755259637,0.0015669899090987721,0.7945559260593132,-0.03744669596253603,"[-1.35179904e-01 -1.11923378e-01 -7.68995098e-02 -3.64095296e-02
  6.87558101e-03  5.09308786e-02  9.09286351e-02  1.32312849e-01
  1.70223776e-01  1.92673946e-01  1.97087384e-01  1.62701624e-01
  5.53006426e-02 -1.11650666e-01 -2.96845304e-01 -3.56561310e-01
 -2.67682180e-01 -2.23092701e-01 -2.06137013e-01 -1.01673536e-01
  5.17213983e-01  1.19770746e+00  1.82372871e+00  1.32036690e+00
  1.73228969e-03]","[ 6.96061900e-05  5.02896723e-04  7.06603513e-04  5.81436944e-04
 -3.14909054e-04 -9.31480597e-04]","[ 1.03601675e-02 -2.41300654e-03 -1.47163813e-03  4.98034134e-03
 -7.18818087e-04  3.97228160e-03 -8.85588316e-04 -3.06529554e-04
 -1.04113401e-03 -8.30026371e-04  3.12829737e-03  1.82181272e-03
 -9.86945743e-04  2.79222877e-03  1.68168904e-04  1.48435907e-03
  1.04638993e-03  3.72088204e-05  2.12193082e-03 -1.45619786e-03]",0.08453825338225204,0.7945559260593132
AAL,"[0.00235241 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.18462291995048144,"[ 2.29763262e-04 -4.50782560e-04  2.43117923e-04  4.14934098e-05
  2.22388929e-05  7.24685577e-05]","[ 1.21173121e-02  1.72974800e-03 -1.00942705e-03  3.05936541e-04
 -5.40193960e-03  5.57726098e-03  1.20656755e-03  5.90131663e-05
  3.43165912e-04 -9.41943964e-04  2.12709622e-03  3.93952677e-04
 -6.84122457e-04  1.36833290e-03 -3.01038393e-03  4.86554842e-05
  1.52541140e-03  1.79073870e-03  2.46496106e-05  2.26812721e-03]",-5.826836716309002,0.0029473856664634997,0.7945597452512161,-0.03744673970465389,"[-1.35180017e-01 -1.11923429e-01 -7.68997425e-02 -3.64094198e-02
  6.87528926e-03  5.09310717e-02  9.09288369e-02  1.32313143e-01
  1.70223830e-01  1.92674287e-01  1.97087273e-01  1.62701910e-01
  5.53008728e-02 -1.11650607e-01 -2.96845037e-01 -3.56561463e-01
 -2.67682998e-01 -2.23092153e-01 -2.06135496e-01 -1.01673795e-01
  5.17214216e-01  1.19770687e+00  1.82373022e+00  1.32036682e+00
  1.73258134e-03]","[ 6.95925753e-05  5.02882999e-04  7.06625815e-04  5.81440500e-04
 -3.14918247e-04 -9.31476885e-04]","[ 1.03601482e-02 -2.41303577e-03 -1.47166512e-03  4.98035849e-03
 -7.18836048e-04  3.97228785e-03 -8.85606088e-04 -3.06516759e-04
 -1.04113038e-03 -8.30015687e-04  3.12830393e-03  1.82184178e-03
 -9.86916784e-04  2.79222632e-03  1.68172995e-04  1.48437761e-03
  1.04642354e-03  3.72246930e-05  2.12193279e-03 -1.45620624e-03]",0.08453825473070922,0.7945597452512161
AAP,"[0.00226735 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.18386862624019903,"[ 2.16753852e-04  1.77545619e-04 -2.55073535e-05 -2.77420154e-05
 -2.32496497e-05 -1.28326679e-04]","[ 0.00652271 -0.00208559 -0.00098969  0.0081368   0.0001861  -0.00016269
 -0.00360505  0.00064959  0.00195898 -0.00100235  0.00060351  0.00103291
  0.00034513  0.00251016 -0.00099636 -0.00074959  0.00036203 -0.00065473
 -0.00361688  0.00337647]",-6.144736047322217,0.002144741927581511,0.7945579478758792,-0.03744671911888449,"[-1.35179964e-01 -1.11923405e-01 -7.68996330e-02 -3.64094715e-02
  6.87542656e-03  5.09309809e-02  9.09287419e-02  1.32313005e-01
  1.70223804e-01  1.92674127e-01  1.97087326e-01  1.62701775e-01
  5.53007644e-02 -1.11650635e-01 -2.96845162e-01 -3.56561391e-01
 -2.67682613e-01 -2.23092411e-01 -2.06136210e-01 -1.01673673e-01
  5.17214106e-01  1.19770714e+00  1.82372951e+00  1.32036686e+00
  1.73244409e-03]","[ 6.95989826e-05  5.02889458e-04  7.06615319e-04  5.81438827e-04
 -3.14913920e-04 -9.31478632e-04]","[ 1.03601573e-02 -2.41302201e-03 -1.47165242e-03  4.98035042e-03
 -7.18827595e-04  3.97228491e-03 -8.85597724e-04 -3.06522781e-04
 -1.04113209e-03 -8.30020715e-04  3.12830084e-03  1.82182810e-03
 -9.86930413e-04  2.79222747e-03  1.68171070e-04  1.48436889e-03
  1.04640772e-03  3.72172231e-05  2.12193186e-03 -1.45620230e-03]",0.08453825409610281,0.7945579478758792
AAPL,"[0.00246376 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1827421521351096,"[ 2.92840403e-04 -4.42116433e-04  1.64453959e-04  1.93105441e-04
 -9.80397737e-05  1.07565339e-05]","[ 0.00948009 -0.00065198 -0.00250411  0.00471055 -0.00041759  0.00368737
 -0.00231349 -0.00184986  0.0008021   0.00121115  0.00210878 -0.00034492
 -0.00059155  0.00219975 -0.00218805 -0.0004907   0.0004851   0.00080887
  0.00037507  0.00628811]",-5.3721942527854,0.004643930165729983,0.7945620982426816,-0.03744676665402764,"[-1.35180087e-01 -1.11923460e-01 -7.68998859e-02 -3.64093521e-02
  6.87510951e-03  5.09311907e-02  9.09289612e-02  1.32313325e-01
  1.70223863e-01  1.92674498e-01  1.97087204e-01  1.62702086e-01
  5.53010146e-02 -1.11650571e-01 -2.96844872e-01 -3.56561557e-01
 -2.67683502e-01 -2.23091815e-01 -2.06134561e-01 -1.01673954e-01
  5.17214359e-01  1.19770650e+00  1.82373115e+00  1.32036677e+00
  1.73276102e-03]","[ 6.95841874e-05  5.02874544e-04  7.06639555e-04  5.81442691e-04
 -3.14923910e-04 -9.31474597e-04]","[ 1.03601363e-02 -2.41305377e-03 -1.47168175e-03  4.98036905e-03
 -7.18847113e-04  3.97229170e-03 -8.85617037e-04 -3.06508875e-04
 -1.04112815e-03 -8.30009105e-04  3.12830797e-03  1.82185969e-03
 -9.86898942e-04  2.79222481e-03  1.68175516e-04  1.48438903e-03
  1.04644424e-03  3.72344720e-05  2.12193401e-03 -1.45621140e-03]",0.08453825556148922,0.7945620982426816
ABBV,"[0.00214504 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.18663708752525038,"[ 3.92173365e-04  2.30453169e-04  2.04262308e-06  9.11888938e-05
 -5.49091609e-05 -9.43257985e-05]","[ 0.00752343 -0.00245489 -0.00339691  0.0076804   0.00181398  0.00256046
 -0.00234671 -0.00145732  0.00067491 -0.00205708 -0.00081185  0.00270821
  0.0019782   0.00236155 -0.00130001  0.00046763  0.0013206  -0.00195092
  0.00079986  0.0020875 ]",-6.698407115581466,0.0012328741654778603,0.7945553632786443,-0.0374466895168745,"[-1.35179887e-01 -1.11923371e-01 -7.68994755e-02 -3.64095458e-02
  6.87562400e-03  5.09308502e-02  9.09286054e-02  1.32312805e-01
  1.70223768e-01  1.92673896e-01  1.97087401e-01  1.62701582e-01
  5.53006087e-02 -1.11650675e-01 -2.96845343e-01 -3.56561287e-01
 -2.67682060e-01 -2.23092782e-01 -2.06137237e-01 -1.01673498e-01
  5.17213949e-01  1.19770755e+00  1.82372849e+00  1.32036692e+00
  1.73224672e-03]","[ 6.96081962e-05  5.02898745e-04  7.06600226e-04  5.81436420e-04
 -3.14907699e-04 -9.31481144e-04]","[ 1.03601704e-02 -2.41300223e-03 -1.47163415e-03  4.98033882e-03
 -7.18815440e-04  3.97228068e-03 -8.85585697e-04 -3.06531440e-04
 -1.04113454e-03 -8.30027946e-04  3.12829641e-03  1.82180843e-03
 -9.86950011e-04  2.79222913e-03  1.68168301e-04  1.48435634e-03
  1.04638498e-03  3.72064815e-05  2.12193053e-03 -1.45619662e-03]",0.08453825318354885,0.7945553632786443
ABT,"[0.00237568 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.18545947521741538,"[ 7.13667810e-04  3.38404336e-04  1.26164586e-04  1.49826693e-04
 -2.38280707e-06 -7.44939554e-06]","[ 7.55416667e-03 -1.68633121e-03 -1.85784183e-03  7.10968161e-03
  5.59586186e-04  1.27678961e-03 -3.54561837e-03 -6.14861806e-04
  1.52530825e-03  3.81225659e-05  1.17365540e-03  9.84804505e-04
  7.95159567e-04  1.42212938e-03 -3.13674578e-03 -1.20201574e-04
  1.47548161e-03  1.02058857e-04 -2.09279272e-03  6.27212907e-03]",-5.872983427974769,0.0028144640452325855,0.7945602369373331,-0.03744674533605253,"[-1.35180032e-01 -1.11923436e-01 -7.68997725e-02 -3.64094056e-02
  6.87525170e-03  5.09310966e-02  9.09288628e-02  1.32313181e-01
  1.70223837e-01  1.92674331e-01  1.97087259e-01  1.62701947e-01
  5.53009024e-02 -1.11650600e-01 -2.96845002e-01 -3.56561482e-01
 -2.67683104e-01 -2.23092082e-01 -2.06135300e-01 -1.01673828e-01
  5.17214246e-01  1.19770679e+00  1.82373041e+00  1.32036681e+00
  1.73261889e-03]","[ 6.95908226e-05  5.02881233e-04  7.06628686e-04  5.81440958e-04
 -3.14919430e-04 -9.31476407e-04]","[ 1.03601457e-02 -2.41303953e-03 -1.47166859e-03  4.98036070e-03
 -7.18838360e-04  3.97228866e-03 -8.85608376e-04 -3.06515111e-04
 -1.04112991e-03 -8.30014312e-04  3.12830478e-03  1.82184552e-03
 -9.86913055e-04  2.79222600e-03  1.68173522e-04  1.48437999e-03
  1.04642786e-03  3.72267364e-05  2.12193305e-03 -1.45620732e-03]",0.08453825490431079,0.7945602369373331
ACN,"[0.00221678 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.18023705753061495,"[ 8.69147751e-05  6.74828203e-04 -1.07717883e-04  1.45322352e-04
  2.48751812e-05  1.30724582e-04]","[ 0.00690611 -0.00254424 -0.00274003  0.00803787  0.00107759  0.00181431
 -0.00209998 -0.00048622  0.00104839 -0.00228001 -0.00011276  0.00177964
 -0.00038902  0.00210244 -0.00049835  0.0029119   0.0030665  -0.0025903
 -0.00010661  0.00072641]",-6.059651529442212,0.002335214499260145,0.7945568792589557,-0.03744670687975941,"[-1.35179932e-01 -1.11923391e-01 -7.68995679e-02 -3.64095022e-02
  6.87550819e-03  5.09309268e-02  9.09286855e-02  1.32312922e-01
  1.70223789e-01  1.92674031e-01  1.97087357e-01  1.62701695e-01
  5.53007000e-02 -1.11650652e-01 -2.96845237e-01 -3.56561348e-01
 -2.67682385e-01 -2.23092564e-01 -2.06136634e-01 -1.01673601e-01
  5.17214041e-01  1.19770731e+00  1.82372909e+00  1.32036688e+00
  1.73236248e-03]","[ 6.96027920e-05  5.02893298e-04  7.06609079e-04  5.81437832e-04
 -3.14911348e-04 -9.31479671e-04]","[ 1.03601627e-02 -2.41301383e-03 -1.47164486e-03  4.98034562e-03
 -7.18822569e-04  3.97228316e-03 -8.85592752e-04 -3.06526361e-04
 -1.04113310e-03 -8.30023705e-04  3.12829901e-03  1.82181997e-03
 -9.86938515e-04  2.79222815e-03  1.68169925e-04  1.48436370e-03
  1.04639832e-03  3.72127819e-05  2.12193131e-03 -1.45619995e-03]",0.08453825371880201,0.7945568792589557
ADBE,"[0.00227787 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1829295279892746,"[2.97077918e-04 3.23544592e-04 4.96549791e-05 5.36139523e-05
 5.01073714e-05 6.47857124e-05]","[ 7.55844924e-03 -1.76024563e-03 -1.81301767e-03  7.05115731e-03
  4.97398253e-05  1.21290732e-03 -3.03462007e-03  2.85126420e-04
  2.11770675e-03 -1.16026991e-03  6.10458493e-04  9.07105549e-04
 -4.23164059e-04  1.20034146e-03 -2.28581512e-03  2.53495547e-03
  2.58756606e-03 -1.01453885e-03  1.25176107e-03  4.20481685e-03]",-6.036759452162091,0.002389288987277435,0.794558170170443,-0.03744672166487727,"[-1.35179971e-01 -1.11923408e-01 -7.68996465e-02 -3.64094651e-02
  6.87540958e-03  5.09309921e-02  9.09287537e-02  1.32313022e-01
  1.70223808e-01  1.92674147e-01  1.97087319e-01  1.62701792e-01
  5.53007778e-02 -1.11650632e-01 -2.96845147e-01 -3.56561400e-01
 -2.67682661e-01 -2.23092379e-01 -2.06136122e-01 -1.01673688e-01
  5.17214120e-01  1.19770711e+00  1.82372960e+00  1.32036686e+00
  1.73246106e-03]","[ 6.95981902e-05  5.02888659e-04  7.06616617e-04  5.81439034e-04
 -3.14914455e-04 -9.31478416e-04]","[ 1.03601562e-02 -2.41302371e-03 -1.47165399e-03  4.98035142e-03
 -7.18828640e-04  3.97228528e-03 -8.85598759e-04 -3.06522036e-04
 -1.04113188e-03 -8.30020094e-04  3.12830123e-03  1.82182980e-03
 -9.86928727e-04  2.79222733e-03  1.68171308e-04  1.48436996e-03
  1.04640968e-03  3.72181469e-05  2.12193198e-03 -1.45620278e-03]",0.08453825417458923,0.794558170170443
ADI,"[0.00229494 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.18147782514554742,[ 0.00049323  0.00050306 -0.00016253  0.00026714 -0.00019485 -0.00019368],"[ 8.29159398e-03 -1.61339940e-03 -2.87608191e-03  6.70332822e-03
  1.34900640e-03  1.98264493e-03 -4.47758826e-03 -7.91942066e-04
  3.73323161e-03  3.72220652e-04 -1.06044785e-03 -1.17241903e-03
  7.04989264e-04  3.91920074e-03 -2.19705450e-03  9.15798222e-05
  2.54388265e-03 -6.12835537e-04  8.68914987e-05  5.19017724e-03]",-5.870701356605905,0.0028208941872798383,0.7945585307966128,-0.037446725795215,"[-1.35179981e-01 -1.11923413e-01 -7.68996685e-02 -3.64094547e-02
  6.87538203e-03  5.09310103e-02  9.09287727e-02  1.32313050e-01
  1.70223813e-01  1.92674179e-01  1.97087309e-01  1.62701819e-01
  5.53007996e-02 -1.11650626e-01 -2.96845122e-01 -3.56561414e-01
 -2.67682738e-01 -2.23092327e-01 -2.06135978e-01 -1.01673712e-01
  5.17214142e-01  1.19770705e+00  1.82372974e+00  1.32036685e+00
  1.73248860e-03]","[ 6.95969046e-05  5.02887363e-04  7.06618723e-04  5.81439369e-04
 -3.14915323e-04 -9.31478065e-04]","[ 1.03601543e-02 -2.41302647e-03 -1.47165654e-03  4.98035304e-03
 -7.18830336e-04  3.97228587e-03 -8.85600437e-04 -3.06520827e-04
 -1.04113153e-03 -8.30019085e-04  3.12830185e-03  1.82183254e-03
 -9.86925992e-04  2.79222710e-03  1.68171694e-04  1.48437171e-03
  1.04641285e-03  3.72196457e-05  2.12193217e-03 -1.45620357e-03]",0.08453825430191693,0.7945585307966128
ADM,"[0.00217436 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1817024149300018,"[-1.26660161e-04  1.68612710e-04 -6.30964960e-05  1.07139601e-05
  3.50858010e-06  2.59656202e-05]","[ 0.00925333 -0.00162629 -0.00470658  0.00608346  0.00303858  0.00441196
 -0.00420351 -0.00401732  0.00149848  0.00251375  0.00070925 -0.00091643
  0.00073471  0.00305168 -0.00325208  0.00017858  0.00392382 -0.0001605
 -0.00214242  0.00294485]",-6.274608616628654,0.0018835280911118166,0.7945559828928416,-0.03744669661346402,"[-1.35179906e-01 -1.11923379e-01 -7.68995133e-02 -3.64095280e-02
  6.87557667e-03  5.09308815e-02  9.09286381e-02  1.32312853e-01
  1.70223777e-01  1.92673951e-01  1.97087383e-01  1.62701628e-01
  5.53006460e-02 -1.11650665e-01 -2.96845300e-01 -3.56561312e-01
 -2.67682193e-01 -2.23092693e-01 -2.06136991e-01 -1.01673540e-01
  5.17213987e-01  1.19770745e+00  1.82372874e+00  1.32036690e+00
  1.73229403e-03]","[ 6.96059874e-05  5.02896518e-04  7.06603845e-04  5.81436997e-04
 -3.14909191e-04 -9.31480542e-04]","[ 1.03601672e-02 -2.41300698e-03 -1.47163853e-03  4.98034160e-03
 -7.18818354e-04  3.97228170e-03 -8.85588581e-04 -3.06529364e-04
 -1.04113395e-03 -8.30026212e-04  3.12829747e-03  1.82181315e-03
 -9.86945312e-04  2.79222873e-03  1.68168965e-04  1.48435935e-03
  1.04639043e-03  3.72090566e-05  2.12193085e-03 -1.45619798e-03]",0.08453825340231848,0.7945559828928416
