,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope
A,"[0.00185934 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1432997814932324,"[ 6.06734236e-04  9.45402437e-04 -1.25547572e-04 -1.19356416e-05
  3.15066564e-05 -1.41255084e-04]","[ 0.00329857 -0.00710618  0.00027388  0.00054231 -0.00763526  0.01016641
  0.00063565 -0.00725075  0.00061047  0.00536413  0.00046971 -0.0021672
 -0.0014362   0.0032192   0.00194614 -0.00097476 -0.00241906  0.00300354
  0.00305449 -0.00088001]",-5.027593135498949,0.006554567556448738,0.8252432676523074,-0.038965429758635255,"[-1.20645405e-01 -9.74766191e-02 -6.43711512e-02 -2.88158416e-02
  1.37389519e-02  5.69794426e-02  9.93211835e-02  1.36621319e-01
  1.65825441e-01  1.73129545e-01  1.52923582e-01  7.12823742e-02
 -6.63220906e-02 -2.33514593e-01 -3.24334237e-01 -2.62093001e-01
 -1.97957085e-01 -1.65601613e-01 -7.74482196e-02  3.22386507e-01
  8.70121883e-01  1.27427107e+00  1.11392310e+00 -1.25347378e-01
 -6.36255392e-05]",[ 0.00043306  0.00073683 -0.00026435  0.00063865  0.00063637  0.00028228],"[ 0.00832883 -0.00296418 -0.00502937  0.00399461 -0.00377405  0.0022363
  0.00017915  0.00080433 -0.00107512 -0.00016461  0.00080347 -0.00022447
 -0.00012799  0.00185433  0.00018861  0.00014577 -0.00010141  0.00117543
  0.0012297  -0.00015735]",0.0850254091126714,0.8252432676523074
AAL,"[0.00177125 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.14386625198536324,"[ 4.51849923e-04  7.35174839e-04  1.57303298e-04 -3.78280489e-04
  3.50030492e-04  7.51174993e-05]","[ 2.67484724e-03 -6.26375120e-03  2.16597587e-04 -1.42876863e-03
 -5.51095444e-03  1.21535615e-02 -2.92627719e-03 -6.50511393e-03
  1.55091099e-03  1.75773772e-03  3.86143721e-03 -2.87190344e-04
 -4.41284335e-03  6.95658215e-03 -7.78156968e-05 -5.96916981e-03
  8.97919289e-05  3.33667971e-03  7.99622336e-03 -2.21909202e-03]",-5.413387080647013,0.004456520026426226,0.8252413718469488,-0.03896541065531644,"[-1.20645391e-01 -9.74765738e-02 -6.43711962e-02 -2.88159546e-02
  1.37388928e-02  5.69793057e-02  9.93213038e-02  1.36621306e-01
  1.65825370e-01  1.73129435e-01  1.52923362e-01  7.12824816e-02
 -6.63222501e-02 -2.33514775e-01 -3.24334153e-01 -2.62092783e-01
 -1.97957571e-01 -1.65602367e-01 -7.74479826e-02  3.22385969e-01
  8.70121119e-01  1.27427080e+00  1.11392219e+00 -1.25347759e-01
 -6.33168790e-05]",[ 0.00043307  0.00073683 -0.00026437  0.00063864  0.00063638  0.00028228],"[ 0.00832882 -0.00296418 -0.00502938  0.00399462 -0.00377404  0.0022363
  0.00017915  0.00080433 -0.00107512 -0.00016461  0.00080348 -0.00022446
 -0.000128    0.00185432  0.00018862  0.00014578 -0.00010141  0.00117543
  0.0012297  -0.00015736]",0.08502541310519568,0.8252413718469488
AAP,"[0.0015883 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.       ]",0.13455723855091106,[ 0.00088112 -0.0003143   0.00027976  0.00090694 -0.00032484  0.00024059],"[ 0.00655227 -0.01055986  0.00033279  0.00788196 -0.01284858  0.00411495
  0.00672835 -0.00618955 -0.00176042  0.00549665  0.00153786  0.00063867
 -0.00431882 -0.00047322  0.00432239  0.00016171  0.00045512  0.00097034
 -0.00296971  0.00990533]",-5.261854634057699,0.0051856782591729635,0.8252374343212695,-0.03896537097834852,"[-1.20645360e-01 -9.74764796e-02 -6.43712898e-02 -2.88161893e-02
  1.37387701e-02  5.69790213e-02  9.93215536e-02  1.36621279e-01
  1.65825223e-01  1.73129206e-01  1.52922904e-01  7.12827047e-02
 -6.63225814e-02 -2.33515153e-01 -3.24333978e-01 -2.62092330e-01
 -1.97958579e-01 -1.65603934e-01 -7.74474905e-02  3.22384852e-01
  8.70119532e-01  1.27427023e+00  1.11392032e+00 -1.25348551e-01
 -6.26758020e-05]",[ 0.00043309  0.00073683 -0.0002644   0.00063861  0.00063639  0.00028229],"[ 0.00832879 -0.00296417 -0.00502939  0.00399465 -0.00377403  0.00223629
  0.00017915  0.00080434 -0.00107512 -0.0001646   0.00080349 -0.00022444
 -0.00012801  0.00185431  0.00018864  0.0001458  -0.00010142  0.00117544
  0.00122971 -0.00015738]",0.08502542139753794,0.8252374343212695
AAPL,"[0.00168761 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.13636659415248711,"[ 4.25761764e-04  1.41654046e-03 -3.18218410e-04  3.42654350e-04
 -6.22937501e-05  7.53612498e-05]","[ 3.58536155e-05 -2.99156333e-03 -4.71669253e-04 -6.89684865e-03
 -1.50325322e-03  1.43630725e-02 -4.81901766e-03 -4.58870202e-03
 -6.35732176e-05  1.44322210e-03  2.83875194e-03 -3.21374792e-03
  1.00139519e-03  5.94884348e-03 -3.17418488e-03  1.63548349e-03
 -2.26514914e-03 -2.59262745e-03  5.47897628e-03 -1.22429815e-03]",-5.23407932971533,0.005331730991125454,0.8252395716927755,-0.03896539251583871,"[-1.20645377e-01 -9.74765307e-02 -6.43712390e-02 -2.88160619e-02
  1.37388367e-02  5.69791757e-02  9.93214180e-02  1.36621294e-01
  1.65825303e-01  1.73129331e-01  1.52923153e-01  7.12825836e-02
 -6.63224016e-02 -2.33514948e-01 -3.24334073e-01 -2.62092576e-01
 -1.97958032e-01 -1.65603084e-01 -7.74477576e-02  3.22385459e-01
  8.70120394e-01  1.27427054e+00  1.11392134e+00 -1.25348121e-01
 -6.30237920e-05]",[ 0.00043308  0.00073683 -0.00026438  0.00063863  0.00063638  0.00028228],"[ 0.0083288  -0.00296417 -0.00502938  0.00399464 -0.00377404  0.0022363
  0.00017915  0.00080434 -0.00107512 -0.00016461  0.00080348 -0.00022445
 -0.000128    0.00185432  0.00018863  0.00014579 -0.00010142  0.00117544
  0.00122971 -0.00015737]",0.08502541689628067,0.8252395716927755
ABBV,"[0.00170196 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.14031014549703413,"[-2.00598999e-04  1.20394177e-04 -1.92124101e-04 -7.64422413e-05
 -7.60123374e-05 -1.87321320e-04]","[ 0.00188415 -0.006374    0.00184687 -0.00087552 -0.00876254  0.01151487
  0.00190377 -0.00777849 -0.00111399  0.00545796  0.00222821 -0.00220669
 -0.00232677  0.00255912  0.00232005  0.00148007 -0.00308545 -0.00132304
  0.00399249  0.00476074]",-5.369714604775806,0.004655459766690537,0.8252398805173957,-0.03896539562774845,"[-1.20645379e-01 -9.74765381e-02 -6.43712317e-02 -2.88160435e-02
  1.37388463e-02  5.69791980e-02  9.93213984e-02  1.36621296e-01
  1.65825314e-01  1.73129348e-01  1.52923189e-01  7.12825661e-02
 -6.63223756e-02 -2.33514918e-01 -3.24334086e-01 -2.62092612e-01
 -1.97957953e-01 -1.65602961e-01 -7.74477962e-02  3.22385546e-01
  8.70120518e-01  1.27427058e+00  1.11392148e+00 -1.25348059e-01
 -6.30740724e-05]",[ 0.00043307  0.00073683 -0.00026438  0.00063863  0.00063638  0.00028228],"[ 0.00832881 -0.00296417 -0.00502938  0.00399463 -0.00377404  0.0022363
  0.00017915  0.00080434 -0.00107512 -0.00016461  0.00080348 -0.00022445
 -0.000128    0.00185432  0.00018863  0.00014579 -0.00010142  0.00117544
  0.00122971 -0.00015737]",0.08502541624590283,0.8252398805173957
ABT,"[0.00170032 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.14291293805903288,"[6.25267732e-04 2.65911244e-04 1.76196209e-04 2.63700031e-04
 1.36417575e-05 1.67518183e-04]","[ 1.75899707e-03 -6.05962411e-03  1.62479598e-03 -1.13385228e-03
 -8.76500534e-03  1.11665982e-02  3.05308447e-03 -7.63992406e-03
 -2.55999315e-03  6.87601399e-03  2.27970364e-03 -4.64387348e-03
 -1.38141878e-03  3.74227887e-03  2.45781849e-03  1.33977728e-03
 -3.77864390e-03  9.35073580e-05  1.99274164e-03  3.36317160e-03]",-5.5643468924122095,0.003832082490287612,0.8252398452830878,-0.03896539527270556,"[-1.20645379e-01 -9.74765373e-02 -6.43712325e-02 -2.88160456e-02
  1.37388452e-02  5.69791954e-02  9.93214006e-02  1.36621295e-01
  1.65825313e-01  1.73129346e-01  1.52923184e-01  7.12825681e-02
 -6.63223785e-02 -2.33514922e-01 -3.24334085e-01 -2.62092608e-01
 -1.97957962e-01 -1.65602975e-01 -7.74477918e-02  3.22385536e-01
  8.70120504e-01  1.27427058e+00  1.11392147e+00 -1.25348066e-01
 -6.30683359e-05]",[ 0.00043307  0.00073683 -0.00026438  0.00063863  0.00063638  0.00028228],"[ 0.0083288  -0.00296417 -0.00502938  0.00399463 -0.00377404  0.0022363
  0.00017915  0.00080434 -0.00107512 -0.00016461  0.00080348 -0.00022445
 -0.000128    0.00185432  0.00018863  0.00014579 -0.00010142  0.00117544
  0.00122971 -0.00015737]",0.0850254163201055,0.8252398452830878
ACN,"[0.0017251 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.       ]",0.12957127046276135,"[-1.30617938e-03  1.52374202e-03 -9.61225945e-04  2.71885393e-04
 -1.98854707e-04  8.00723929e-05]","[ 0.00600522 -0.0090632  -0.0019893   0.00471458 -0.00705295  0.00541788
  0.00045995 -0.00337798  0.00085742  0.00082325  0.00172278  0.00335761
 -0.0046446  -0.00068713  0.00511574 -0.00025734 -0.00275303  0.00356838
  0.00141108  0.00012847]",-4.487666348638779,0.011246859457482926,0.8252403787143086,-0.038965400647891696,"[-1.20645383e-01 -9.74765500e-02 -6.43712198e-02 -2.88160138e-02
  1.37388618e-02  5.69792340e-02  9.93213668e-02  1.36621299e-01
  1.65825333e-01  1.73129377e-01  1.52923247e-01  7.12825378e-02
 -6.63223337e-02 -2.33514871e-01 -3.24334109e-01 -2.62092669e-01
 -1.97957825e-01 -1.65602763e-01 -7.74478585e-02  3.22385688e-01
  8.70120719e-01  1.27427065e+00  1.11392172e+00 -1.25347959e-01
 -6.31551850e-05]",[ 0.00043307  0.00073683 -0.00026437  0.00063863  0.00063638  0.00028228],"[ 0.00832881 -0.00296417 -0.00502938  0.00399463 -0.00377404  0.0022363
  0.00017915  0.00080433 -0.00107512 -0.00016461  0.00080348 -0.00022445
 -0.000128    0.00185432  0.00018862  0.00014579 -0.00010142  0.00117544
  0.00122971 -0.00015736]",0.08502541519671111,0.8252403787143086
ADBE,"[0.00165616 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.13170238470024906,"[ 1.17050028e-04  1.79712223e-03 -7.32655800e-04  8.44078965e-04
 -3.90899066e-04  6.11852514e-05]","[ 1.99107299e-03 -4.94137507e-03 -1.59478685e-03 -3.38374609e-03
 -2.50324569e-03  1.11028621e-02 -3.44884451e-03 -3.15736607e-03
 -5.55082528e-05  3.75076715e-04  2.85338439e-03 -3.53680249e-04
 -1.60649378e-03  3.05361316e-03  9.98226118e-04  8.26739622e-04
 -2.72862194e-03  1.00507368e-03  2.59408449e-03 -1.04862541e-03]",-4.989701251648456,0.006807697977013749,0.8252388948972644,-0.038965385696024445,"[-1.20645372e-01 -9.74765146e-02 -6.43712551e-02 -2.88161023e-02
  1.37388156e-02  5.69791268e-02  9.93214609e-02  1.36621289e-01
  1.65825277e-01  1.73129291e-01  1.52923074e-01  7.12826219e-02
 -6.63224585e-02 -2.33515013e-01 -3.24334043e-01 -2.62092498e-01
 -1.97958205e-01 -1.65603353e-01 -7.74476731e-02  3.22385267e-01
  8.70120121e-01  1.27427044e+00  1.11392101e+00 -1.25348258e-01
 -6.29136015e-05]",[ 0.00043308  0.00073683 -0.00026439  0.00063862  0.00063639  0.00028228],"[ 0.0083288  -0.00296417 -0.00502939  0.00399464 -0.00377403  0.0022363
  0.00017915  0.00080434 -0.00107512 -0.0001646   0.00080348 -0.00022444
 -0.00012801  0.00185432  0.00018863  0.00014579 -0.00010142  0.00117544
  0.00122971 -0.00015737]",0.08502541832159709,0.8252388948972644
ADI,"[0.00194621 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1488701302065812,"[ 1.78309848e-04  7.93895086e-04 -1.01709736e-04 -1.10377130e-04
  1.36950788e-04  3.60455053e-05]","[ 8.33983265e-04 -4.59510817e-03  7.24024519e-04 -4.11316581e-03
 -5.17380286e-03  1.32116601e-02 -1.28073653e-03 -6.71552953e-03
 -5.34501428e-04  4.54646738e-03  1.87651323e-03 -3.96910327e-03
  2.10186102e-06  5.10783960e-03 -4.36465790e-04  3.47647616e-04
 -2.51220848e-03  8.49926061e-04  2.49944287e-03 -2.10984724e-03]",-5.159000549382188,0.005747441099604253,0.8252451374237686,-0.038965448599620256,"[-1.20645419e-01 -9.74766638e-02 -6.43711068e-02 -2.88157301e-02
  1.37390102e-02  5.69795776e-02  9.93210649e-02  1.36621332e-01
  1.65825510e-01  1.73129654e-01  1.52923800e-01  7.12822682e-02
 -6.63219333e-02 -2.33514414e-01 -3.24334320e-01 -2.62093217e-01
 -1.97956606e-01 -1.65600868e-01 -7.74484533e-02  3.22387038e-01
  8.70122637e-01  1.27427134e+00  1.11392399e+00 -1.25347002e-01
 -6.39299607e-05]",[ 0.00043305  0.00073683 -0.00026433  0.00063867  0.00063637  0.00028227],"[ 0.00832884 -0.00296418 -0.00502937  0.00399459 -0.00377406  0.0022363
  0.00017915  0.00080432 -0.00107513 -0.00016461  0.00080347 -0.00022448
 -0.00012798  0.00185433  0.00018861  0.00014577 -0.0001014   0.00117543
  0.0012297  -0.00015734]",0.08502540517497392,0.8252451374237686
ADM,"[0.00190944 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.14454485750542567,"[ 7.04973804e-04  6.93561122e-04  8.56987429e-05  5.44209700e-04
 -4.94893687e-05  3.07051502e-04]","[ 0.00345821 -0.00749718  0.00038596  0.00138463 -0.00819323  0.00895312
  0.00172902 -0.00582997 -0.00115573  0.00372204  0.00296734 -0.00098993
 -0.00340589  0.00308973  0.00233955 -0.00087557 -0.00154648  0.00117758
  0.00240211  0.00310041]",-4.910275370918281,0.007370458441985264,0.8252443458987501,-0.03896544062371983,"[-1.20645413e-01 -9.74766449e-02 -6.43711256e-02 -2.88157773e-02
  1.37389855e-02  5.69795205e-02  9.93211152e-02  1.36621326e-01
  1.65825481e-01  1.73129608e-01  1.52923708e-01  7.12823131e-02
 -6.63219999e-02 -2.33514490e-01 -3.24334285e-01 -2.62093125e-01
 -1.97956809e-01 -1.65601183e-01 -7.74483543e-02  3.22386813e-01
  8.70122318e-01  1.27427123e+00  1.11392361e+00 -1.25347161e-01
 -6.38010908e-05]",[ 0.00043305  0.00073683 -0.00026434  0.00063866  0.00063637  0.00028227],"[ 0.00832884 -0.00296418 -0.00502937  0.0039946  -0.00377405  0.0022363
  0.00017915  0.00080432 -0.00107512 -0.00016461  0.00080347 -0.00022448
 -0.00012798  0.00185433  0.00018861  0.00014577 -0.0001014   0.00117543
  0.0012297  -0.00015734]",0.08502540684190817,0.8252443458987501
