,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope
A,"[0.00156834 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.13255652115231673,[ 0.00103538 -0.00118146  0.00032048  0.00056544 -0.00046843 -0.00034595],"[ 0.00310055 -0.00694639 -0.00165211  0.00011159  0.00092767  0.00226011
  0.00170171  0.00413315 -0.00491082  0.0017726  -0.00092004 -0.00234914
  0.00123753  0.00012161  0.00022738  0.0027739  -0.00603937  0.00306768
 -0.0059435  -0.00533773]",-4.461208758716251,0.01154839562353279,0.8314248796017463,-0.04167943346808079,"[-0.12119707 -0.09755188 -0.06391891 -0.02905562  0.01416469  0.05239508
  0.09624514  0.13381188  0.15693346  0.1633851   0.13657933  0.05214382
 -0.09232133 -0.24740399 -0.30232942 -0.23133525 -0.17451559 -0.14145448
 -0.04331641  0.41301974  0.88259318  1.20878951  0.90826119 -0.12007208
  0.00600036]","[-5.74829151e-04 -5.73024775e-04 -4.96214159e-04  9.95428122e-04
 -8.31562676e-06  3.52393585e-04]","[ 8.78491106e-03 -5.03670456e-03 -2.20550044e-03  4.34422445e-03
 -3.73367902e-03  3.41396540e-03 -8.41190563e-04 -3.31180313e-04
 -4.30296192e-05  1.57563495e-03  9.17337936e-04  2.02323516e-03
 -1.13573133e-03  2.62573652e-03 -1.06224798e-04  6.52193451e-05
  4.57499665e-04  4.70281568e-04  1.20840125e-03  2.69667365e-04]",0.08330226044686091,0.8314248796017463
AAL,"[0.0013437 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.       ]",0.13580115751533936,[ 0.00041469  0.00025638  0.00025898 -0.00017575  0.00024137  0.00013749],"[ 0.00740768 -0.00100872 -0.00599114  0.01097147 -0.01135621  0.00466896
 -0.00385978 -0.0020123  -0.00221721 -0.00078358 -0.00117017  0.00068421
 -0.0032793  -0.00017116 -0.00025868 -0.00180756 -0.00028786  0.00285876
 -0.00388784  0.00231927]",-5.755723777228546,0.003164615305469357,0.8314205664280108,-0.04167943864130033,"[-0.12119689 -0.09755205 -0.0639188  -0.02905529  0.0141648   0.05239512
  0.09624458  0.13381159  0.15693323  0.16338536  0.13657984  0.05214438
 -0.09232087 -0.24740467 -0.30232858 -0.2313353  -0.17451546 -0.14145561
 -0.04331575  0.4130186   0.88259229  1.20879058  0.90826048 -0.12007006
  0.00600045]","[-5.74844886e-04 -5.73006362e-04 -4.96231134e-04  9.95400121e-04
 -8.32749085e-06  3.52375337e-04]","[ 8.78493717e-03 -5.03670556e-03 -2.20548371e-03  4.34421884e-03
 -3.73369725e-03  3.41394865e-03 -8.41200128e-04 -3.31218025e-04
 -4.30615822e-05  1.57564883e-03  9.17336612e-04  2.02324488e-03
 -1.13573020e-03  2.62571252e-03 -1.06235357e-04  6.51947764e-05
  4.57491358e-04  4.70285609e-04  1.20841513e-03  2.69642249e-04]",0.0833022991123017,0.8314205664280108
AAP,"[0.00146941 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.13534234309209003,[-0.00067289  0.00114278 -0.00011048 -0.00062165  0.00054459  0.00034459],"[ 0.00728806 -0.00247563 -0.00314565  0.01013472 -0.00912025  0.00863369
 -0.00759884  0.00140356 -0.00698308 -0.0029737  -0.00032082 -0.00363163
 -0.00017253 -0.000329    0.00047248 -0.00028773  0.00069817  0.00320252
 -0.00138843  0.00472262]",-5.234962349260497,0.005327025046477046,0.8314229801575995,-0.04167943574627364,"[-0.12119699 -0.09755195 -0.06391886 -0.02905548  0.01416474  0.0523951
  0.09624489  0.13381175  0.15693336  0.16338521  0.13657955  0.05214407
 -0.09232113 -0.24740429 -0.30232905 -0.23133527 -0.17451554 -0.14145498
 -0.04331612  0.41301924  0.88259279  1.20878998  0.90826088 -0.12007119
  0.0060004 ]","[-5.74836081e-04 -5.73016666e-04 -4.96221634e-04  9.95415791e-04
 -8.32085149e-06  3.52385549e-04]","[ 8.78492256e-03 -5.03670500e-03 -2.20549307e-03  4.34422198e-03
 -3.73368705e-03  3.41395803e-03 -8.41194776e-04 -3.31196920e-04
 -4.30436951e-05  1.57564106e-03  9.17337353e-04  2.02323944e-03
 -1.13573084e-03  2.62572595e-03 -1.06229448e-04  6.52085255e-05
  4.57496007e-04  4.70283347e-04  1.20840736e-03  2.69656304e-04]",0.08330227747442569,0.8314229801575995
AAPL,"[0.00167185 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1445667491652191,"[-1.53402544e-03  1.05689038e-04 -1.38556939e-05 -8.08002771e-04
  5.77709190e-04  4.47213572e-04]","[ 0.00391091 -0.00666919 -0.00064992  0.00107831  0.0020657   0.00392273
  0.00297033  0.00673669 -0.00529124  0.00628198 -0.00534327  0.00231588
 -0.00534187 -0.0003966  -0.00102488 -0.0024132   0.00138879  0.0033257
 -0.00280098  0.00678304]",-4.887207907498051,0.007542452327274115,0.8314268668330432,-0.041679431084596055,"[-0.12119715 -0.09755179 -0.06391897 -0.02905577  0.01416463  0.05239506
  0.09624539  0.13381202  0.15693356  0.16338498  0.13657909  0.05214356
 -0.09232154 -0.24740368 -0.3023298  -0.23133523 -0.17451566 -0.14145397
 -0.04331671  0.41302026  0.88259359  1.20878902  0.90826151 -0.12007301
  0.00600031]","[-5.74821902e-04 -5.73033259e-04 -4.96206337e-04  9.95441023e-04
 -8.31016056e-06  3.52401992e-04]","[ 8.78489904e-03 -5.03670410e-03 -2.20550814e-03  4.34422704e-03
 -3.73367062e-03  3.41397312e-03 -8.41186156e-04 -3.31162937e-04
 -4.30148928e-05  1.57562855e-03  9.17338546e-04  2.02323068e-03
 -1.13573186e-03  2.62574758e-03 -1.06219933e-04  6.52306647e-05
  4.57503493e-04  4.70279706e-04  1.20839486e-03  2.69678937e-04]",0.08330224263232831,0.8314268668330432
ABBV,"[0.00184604 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.14506343394252869,"[-2.60127804e-03  1.61960753e-03 -1.23758060e-03 -5.23545899e-05
 -3.97734689e-05  2.56745514e-04]","[ 3.70163526e-03 -6.20029214e-03 -1.84575277e-03  1.67857639e-03
 -5.99011615e-04  3.24793375e-03  4.32263879e-04  3.51815236e-03
 -4.52435359e-03  9.50843079e-04 -9.61642827e-05 -1.93720622e-03
  1.10304212e-03  7.49889421e-04  5.39104353e-04  2.28266170e-03
 -3.07026334e-03  3.61515383e-03 -3.73133868e-03 -1.05992693e-03]",-4.259714573488381,0.014126333864991594,0.8314302113048846,-0.04167942707323734,"[-0.12119729 -0.09755166 -0.06391906 -0.02905603  0.01416455  0.05239503
  0.09624582  0.13381224  0.15693374  0.16338478  0.1365787   0.05214313
 -0.09232189 -0.24740316 -0.30233045 -0.23133519 -0.17451576 -0.1414531
 -0.04331723  0.41302114  0.88259428  1.20878819  0.90826206 -0.12007458
  0.00600024]","[-5.74809701e-04 -5.73047537e-04 -4.96193174e-04  9.95462736e-04
 -8.30096105e-06  3.52416142e-04]","[ 8.78487880e-03 -5.03670333e-03 -2.20552111e-03  4.34423139e-03
 -3.73365648e-03  3.41398610e-03 -8.41178740e-04 -3.31133695e-04
 -4.29901085e-05  1.57561779e-03  9.17339573e-04  2.02322313e-03
 -1.13573273e-03  2.62576619e-03 -1.06211746e-04  6.52497154e-05
  4.57509934e-04  4.70276572e-04  1.20838410e-03  2.69698413e-04]",0.08330221265081449,0.8314302113048846
ABT,"[0.0012639 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.       ]",0.12413125493269261,"[ 3.74952855e-04 -1.55585973e-03  4.54626045e-04 -1.89248937e-05
 -1.34331414e-04 -2.22630696e-04]","[ 2.39798032e-05 -1.00312413e-02 -1.75070876e-03 -6.71759589e-03
  5.59472022e-03 -3.36981172e-03  6.54643632e-03  3.01903399e-03
 -2.66045910e-03  1.61048711e-03  5.60374499e-04 -3.68249452e-03
  3.40804374e-03 -1.29227648e-03  2.50111211e-03  1.57421239e-03
 -2.67964285e-03  1.85923794e-03 -2.08746262e-03 -4.89533630e-03]",-5.0051755469508326,0.006703164524844802,0.8314190342868895,-0.04167944047895002,"[-0.12119683 -0.09755212 -0.06391875 -0.02905517  0.01416484  0.05239514
  0.09624439  0.13381149  0.15693315  0.16338545  0.13658002  0.05214458
 -0.09232071 -0.24740491 -0.30232828 -0.23133532 -0.17451541 -0.14145601
 -0.04331551  0.4130182   0.88259197  1.20879095  0.90826023 -0.12006934
  0.00600048]","[-5.74850476e-04 -5.72999821e-04 -4.96237164e-04  9.95390174e-04
 -8.33170525e-06  3.52368855e-04]","[ 8.78494644e-03 -5.03670592e-03 -2.20547777e-03  4.34421684e-03
 -3.73370373e-03  3.41394270e-03 -8.41203526e-04 -3.31231421e-04
 -4.30729361e-05  1.57565376e-03  9.17336141e-04  2.02324834e-03
 -1.13572980e-03  2.62570400e-03 -1.06239108e-04  6.51860491e-05
  4.57488407e-04  4.70287044e-04  1.20842006e-03  2.69633327e-04]",0.08330231284717897,0.8314190342868895
ACN,"[0.00150452 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.12746101696891984,[ 0.0011142  -0.00092771  0.00122037  0.0007089   0.00033565  0.00120089],"[ 0.00444039 -0.00437322 -0.00444881  0.00455644 -0.00582524  0.00244803
 -0.00208218 -0.00026296 -0.00396398 -0.00164171 -0.00033915 -0.00278229
 -0.00069132 -0.00093775 -0.00077388 -0.00132981 -0.00276496 -0.0008751
 -0.00108628 -0.00488221]",-4.454530175528744,0.011625780667978598,0.8314236542117144,-0.0416794349378133,"[-0.12119702 -0.09755193 -0.06391888 -0.02905553  0.01416472  0.05239509
  0.09624498  0.1338118   0.15693339  0.16338517  0.13657947  0.05214398
 -0.0923212  -0.24740418 -0.30232918 -0.23133527 -0.17451556 -0.1414548
 -0.04331622  0.41301941  0.88259293  1.20878981  0.90826099 -0.12007151
  0.00600038]","[-5.74833622e-04 -5.73019544e-04 -4.96218981e-04  9.95420167e-04
 -8.31899740e-06  3.52388401e-04]","[ 8.78491848e-03 -5.03670485e-03 -2.20549569e-03  4.34422286e-03
 -3.73368420e-03  3.41396064e-03 -8.41193281e-04 -3.31191027e-04
 -4.30387000e-05  1.57563889e-03  9.17337560e-04  2.02323792e-03
 -1.13573101e-03  2.62572971e-03 -1.06227798e-04  6.52123650e-05
  4.57497305e-04  4.70282716e-04  1.20840520e-03  2.69660230e-04]",0.08330227143186839,0.8314236542117144
ADBE,"[0.00170434 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.14541085862943393,[-0.00243922 -0.00096458 -0.00019263 -0.00058049  0.00026901  0.0003992 ],"[ 0.00124166 -0.00873687 -0.00163084 -0.00414613  0.00443243 -0.00153653
  0.00642321  0.00368801 -0.00158928  0.00371794 -0.00030408  0.00067689
 -0.00055483  0.00146752 -0.00075088  0.00067113 -0.0011274   0.0010581
  0.00100529  0.00038019]",-4.741118209347266,0.008728880010957691,0.831427490646193,-0.041679430336394714,"[-0.12119717 -0.09755177 -0.06391899 -0.02905582  0.01416462  0.05239506
  0.09624547  0.13381206  0.1569336   0.16338495  0.13657902  0.05214348
 -0.09232161 -0.24740358 -0.30232992 -0.23133522 -0.17451567 -0.1414538
 -0.04331681  0.41302042  0.88259372  1.20878886  0.90826161 -0.12007331
  0.0060003 ]","[-5.74819626e-04 -5.73035922e-04 -4.96203882e-04  9.95445073e-04
 -8.30844466e-06  3.52404631e-04]","[ 8.78489526e-03 -5.03670396e-03 -2.20551056e-03  4.34422785e-03
 -3.73366798e-03  3.41397554e-03 -8.41184773e-04 -3.31157483e-04
 -4.30102700e-05  1.57562655e-03  9.17338738e-04  2.02322927e-03
 -1.13573202e-03  2.62575105e-03 -1.06218406e-04  6.52342181e-05
  4.57504694e-04  4.70279121e-04  1.20839286e-03  2.69682570e-04]",0.08330223704015609,0.831427490646193
ADI,"[0.00155663 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.13750306342339685,"[-7.68158712e-04  9.92296360e-05 -1.68555360e-04 -2.21238925e-04
  1.21241553e-04  1.22309461e-04]","[ 7.95672739e-03 -1.46625323e-03 -3.79021714e-03  1.13917187e-02
 -9.69960186e-03  8.08715944e-03 -5.74996151e-03  9.83090260e-04
 -4.71895710e-03 -1.10890454e-03 -9.69965192e-06 -7.34703943e-04
 -6.21405905e-04  1.69127665e-03 -2.60844979e-04  1.50428964e-03
 -1.34150770e-04  3.13134334e-03  2.89847194e-03  3.54394496e-03]",-5.049907509037974,0.006409926279088191,0.8314246547697212,-0.04167943373774427,"[-0.12119706 -0.09755188 -0.06391891 -0.0290556   0.01416469  0.05239509
  0.09624511  0.13381187  0.15693345  0.16338511  0.13657935  0.05214385
 -0.09232131 -0.24740403 -0.30232937 -0.23133525 -0.17451559 -0.14145454
 -0.04331637  0.41301968  0.88259313  1.20878956  0.90826115 -0.12007198
  0.00600036]","[-5.74829972e-04 -5.73023815e-04 -4.96215044e-04  9.95426663e-04
 -8.31624520e-06  3.52392634e-04]","[ 8.78491242e-03 -5.03670461e-03 -2.20549957e-03  4.34422416e-03
 -3.73367997e-03  3.41396453e-03 -8.41191062e-04 -3.31182278e-04
 -4.30312854e-05  1.57563567e-03  9.17337867e-04  2.02323566e-03
 -1.13573128e-03  2.62573527e-03 -1.06225349e-04  6.52180644e-05
  4.57499232e-04  4.70281778e-04  1.20840198e-03  2.69666056e-04]",0.08330226246236733,0.8314246547697212
ADM,"[0.00154071 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.12765985708418265,[-0.00136569  0.00023751 -0.00021101 -0.00013212  0.00021138  0.00047592],"[ 0.00600539 -0.00254576 -0.0053921   0.00756266 -0.00783537  0.0024484
 -0.000236   -0.00125334 -0.00046018  0.00123528 -0.00097917  0.00282347
 -0.0043769   0.00149891 -0.00306081 -0.00175533 -0.00349157 -0.00199852
  0.0010412  -0.0074211 ]",-4.3585529908594784,0.012796891477641308,0.8314243490673578,-0.04167943410440361,"[-0.12119705 -0.0975519  -0.0639189  -0.02905558  0.0141647   0.05239509
  0.09624507  0.13381185  0.15693343  0.16338513  0.13657939  0.05214389
 -0.09232127 -0.24740407 -0.30232931 -0.23133526 -0.17451558 -0.14145462
 -0.04331633  0.4130196   0.88259307  1.20878964  0.9082611  -0.12007183
  0.00600037]","[-5.74831087e-04 -5.73022510e-04 -4.96216247e-04  9.95424678e-04
 -8.31708608e-06  3.52391340e-04]","[ 8.78491427e-03 -5.03670469e-03 -2.20549838e-03  4.34422376e-03
 -3.73368126e-03  3.41396334e-03 -8.41191740e-04 -3.31184951e-04
 -4.30335508e-05  1.57563666e-03  9.17337773e-04  2.02323635e-03
 -1.13573120e-03  2.62573357e-03 -1.06226097e-04  6.52163230e-05
  4.57498643e-04  4.70282065e-04  1.20840296e-03  2.69664276e-04]",0.0833022652028358,0.8314243490673578
