,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope
A,"[0.00205552 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15388694735465855,"[ 1.21371019e-04  1.63203843e-04 -4.05099339e-04  5.33957772e-05
 -3.56122969e-04 -6.10775849e-04]","[ 1.53034777e-02 -1.41155237e-03 -7.33714094e-03  1.20148720e-02
 -9.85319708e-03 -2.81056193e-04 -2.78661496e-05 -5.98751992e-03
  6.87703968e-04 -2.18365202e-03  9.27447412e-04 -8.65045642e-04
  1.29103200e-04 -1.96973944e-03  3.64432952e-03 -1.93821614e-03
  4.56894675e-03  1.39650377e-03  5.60661927e-03 -4.14905741e-04]",-4.898347182302455,0.007458901092127721,0.8036365600154237,-0.03725940528640248,"[-1.30856752e-01 -1.08571097e-01 -7.28549614e-02 -3.27867801e-02
  8.57266633e-03  5.22260025e-02  9.38997642e-02  1.36236269e-01
  1.72290396e-01  1.93096340e-01  1.87202733e-01  1.33433547e-01
  1.10645706e-02 -1.68610280e-01 -3.27129989e-01 -3.41728082e-01
 -2.38972103e-01 -2.10594175e-01 -1.83746947e-01  3.02162183e-02
  6.86984824e-01  1.29660613e+00  1.74025369e+00  6.59608037e-01
 -8.30845493e-04]",[ 0.00075186  0.00182821 -0.00072253 -0.00019657  0.00019055 -0.00045285],"[ 0.01370076 -0.00321848 -0.00375382  0.00663331 -0.00221812  0.00374045
  0.00124869 -0.00173219 -0.00023016  0.00049275  0.00086323  0.00148778
 -0.00178052  0.00259296 -0.00160815 -0.00047764  0.00031659  0.00200717
  0.00098073  0.00024916]",0.08495373280351173,0.8036365600154237
AAL,"[0.00236645 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1657015555614534,[ 0.00137774 -0.00190997  0.00065578  0.00051663 -0.00040786 -0.00029278],"[ 0.01374146 -0.00307884 -0.00633037  0.00768845 -0.00353306 -0.00277547
  0.00583876 -0.00165872  0.00192634  0.00503692 -0.00283428  0.0060388
 -0.00796999  0.00148252 -0.00452666 -0.00549128  0.00351839 -0.00391898
  0.00236494  0.00171469]",-4.53780549843218,0.010696855080442803,0.8036430607198007,-0.03725940937296777,"[-1.30857100e-01 -1.08571353e-01 -7.28550657e-02 -3.27868838e-02
  8.57232010e-03  5.22255891e-02  9.38994403e-02  1.36236114e-01
  1.72291237e-01  1.93095390e-01  1.87203454e-01  1.33434139e-01
  1.10628142e-02 -1.68610441e-01 -3.27130147e-01 -3.41728339e-01
 -2.38971952e-01 -2.10594461e-01 -1.83746804e-01  3.02166756e-02
  6.86982034e-01  1.29660675e+00  1.74025193e+00  6.59608026e-01
 -8.30969404e-04]",[ 0.00075185  0.00182815 -0.00072254 -0.00019656  0.00019056 -0.00045287],"[ 0.01370075 -0.0032185  -0.00375384  0.00663334 -0.00221808  0.00374041
  0.00124867 -0.00173215 -0.00023016  0.00049274  0.00086324  0.00148774
 -0.00178051  0.00259298 -0.00160815 -0.00047766  0.00031658  0.00200715
  0.00098074  0.0002492 ]",0.08495370379100718,0.8036430607198007
AAP,"[0.0024163 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.       ]",0.16656473855581436,[-0.00170502  0.00131171 -0.00133338 -0.00044696 -0.00025627 -0.00068933],"[ 0.0104076  -0.00917466 -0.00045128 -0.00093166  0.00718346 -0.00254321
  0.01003736  0.00464278  0.00127392  0.00925426 -0.00400379  0.00689914
 -0.00559153  0.00172327 -0.00250033  0.00018121 -0.00218484  0.00013944
  0.00118979 -0.00513855]",-4.309713997751493,0.013437392169101019,0.8036441028898228,-0.03725941002811152,"[-1.30857156e-01 -1.08571394e-01 -7.28550824e-02 -3.27869004e-02
  8.57226460e-03  5.22255229e-02  9.38993884e-02  1.36236089e-01
  1.72291372e-01  1.93095238e-01  1.87203570e-01  1.33434234e-01
  1.10625327e-02 -1.68610467e-01 -3.27130173e-01 -3.41728381e-01
 -2.38971928e-01 -2.10594507e-01 -1.83746782e-01  3.02167490e-02
  6.86981587e-01  1.29660685e+00  1.74025165e+00  6.59608024e-01
 -8.30989269e-04]",[ 0.00075185  0.00182814 -0.00072255 -0.00019656  0.00019056 -0.00045287],"[ 0.01370075 -0.0032185  -0.00375384  0.00663334 -0.00221807  0.0037404
  0.00124867 -0.00173214 -0.00023016  0.00049273  0.00086324  0.00148773
 -0.00178051  0.00259298 -0.00160815 -0.00047766  0.00031658  0.00200715
  0.00098074  0.0002492 ]",0.08495369913982467,0.8036441028898228
AAPL,"[0.00226381 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15751796008050614,[ 0.0017652  -0.00121266 -0.00012943  0.00055138 -0.00100698 -0.00144769],"[ 0.01411423 -0.00278611 -0.00652939  0.00922745 -0.00670852 -0.00175229
  0.00274453 -0.00516532  0.00330068 -0.00029313  0.0026916   0.00326955
 -0.00229993  0.0031518  -0.00273019 -0.0008857   0.00216299 -0.00307375
  0.0082202  -0.00019669]",-4.359647963372003,0.012782886901939497,0.803640914708032,-0.03725940802391132,"[-1.30856985e-01 -1.08571269e-01 -7.28550313e-02 -3.27868495e-02
  8.57243440e-03  5.22257256e-02  9.38995472e-02  1.36236165e-01
  1.72290960e-01  1.93095704e-01  1.87203216e-01  1.33433944e-01
  1.10633940e-02 -1.68610388e-01 -3.27130095e-01 -3.41728254e-01
 -2.38972002e-01 -2.10594366e-01 -1.83746852e-01  3.02165246e-02
  6.86982955e-01  1.29660655e+00  1.74025251e+00  6.59608029e-01
 -8.30928499e-04]",[ 0.00075185  0.00182817 -0.00072254 -0.00019656  0.00019056 -0.00045286],"[ 0.01370075 -0.00321849 -0.00375383  0.00663333 -0.00221809  0.00374042
  0.00124868 -0.00173216 -0.00023016  0.00049274  0.00086324  0.00148775
 -0.00178052  0.00259297 -0.00160815 -0.00047765  0.00031659  0.00200716
  0.00098074  0.00024918]",0.0849537133686118,0.803640914708032
ABBV,"[0.00254566 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.16949832646790913,[ 0.00041325 -0.00204866  0.00029725 -0.00052941 -0.00024874 -0.0009368 ],"[ 0.01335315 -0.00573609 -0.00215582  0.00742897 -0.00442596  0.00252195
 -0.00028081 -0.00380196  0.00335668 -0.00317841  0.00604172  0.00386621
 -0.00177116  0.00560969 -0.00269678  0.00166411 -0.00123087  0.0019011
 -0.00214991 -0.00229291]",-4.160446872284335,0.015600584893064517,0.8036468073625972,-0.03725941172823568,"[-1.30857301e-01 -1.08571501e-01 -7.28551258e-02 -3.27869435e-02
  8.57212056e-03  5.22253509e-02  9.38992537e-02  1.36236024e-01
  1.72291722e-01  1.93094843e-01  1.87203871e-01  1.33434481e-01
  1.10618020e-02 -1.68610534e-01 -3.27130238e-01 -3.41728488e-01
 -2.38971866e-01 -2.10594626e-01 -1.83746722e-01  3.02169392e-02
  6.86980426e-01  1.29660711e+00  1.74025091e+00  6.59608020e-01
 -8.31040819e-04]",[ 0.00075185  0.00182812 -0.00072255 -0.00019656  0.00019057 -0.00045287],"[ 0.01370074 -0.00321851 -0.00375384  0.00663335 -0.00221805  0.00374038
  0.00124866 -0.00173212 -0.00023016  0.00049273  0.00086325  0.00148771
 -0.0017805   0.00259299 -0.00160815 -0.00047767  0.00031658  0.00200714
  0.00098075  0.00024922]",0.08495368706982054,0.8036468073625972
ABT,"[0.00243817 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.17303503737806966,"[ 1.29998086e-03  3.36379714e-05 -1.60222977e-04  6.00846623e-04
 -5.92378521e-04 -6.62122551e-04]","[ 0.01472894 -0.00242273 -0.00647454  0.01075349 -0.00885276 -0.00060328
  0.00096166 -0.00699346  0.00450698 -0.00216762  0.00393473  0.00402703
 -0.00309263  0.00317629 -0.00138618 -0.00189877  0.00351651  0.00015121
  0.00288399  0.00236601]",-4.813104244046287,0.008122605969870017,0.8036445601263186,-0.037259410315546033,"[-1.30857180e-01 -1.08571412e-01 -7.28550898e-02 -3.27869077e-02
  8.57224025e-03  5.22254938e-02  9.38993656e-02  1.36236078e-01
  1.72291431e-01  1.93095171e-01  1.87203621e-01  1.33434276e-01
  1.10624091e-02 -1.68610479e-01 -3.27130184e-01 -3.41728399e-01
 -2.38971918e-01 -2.10594527e-01 -1.83746772e-01  3.02167811e-02
  6.86981390e-01  1.29660689e+00  1.74025152e+00  6.59608023e-01
 -8.30997985e-04]",[ 0.00075185  0.00182814 -0.00072255 -0.00019656  0.00019057 -0.00045287],"[ 0.01370075 -0.0032185  -0.00375384  0.00663334 -0.00221807  0.0037404
  0.00124867 -0.00173214 -0.00023016  0.00049273  0.00086324  0.00148773
 -0.00178051  0.00259299 -0.00160815 -0.00047767  0.00031658  0.00200715
  0.00098074  0.0002492 ]",0.08495369709918797,0.8036445601263186
ACN,"[0.00236617 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1666883524398679,[ 0.00069635 -0.00026841 -0.00038625  0.00079375 -0.00078438 -0.00065113],"[ 1.53851727e-02  1.08515573e-03 -1.22348637e-02  1.17386566e-02
 -9.53015054e-03 -7.47008755e-03  7.29583602e-03 -6.34795049e-03
  2.23670052e-03  4.88205549e-03 -4.16302383e-03  1.06640942e-03
 -4.37170984e-04 -3.40175920e-03  3.29394725e-03 -1.00151676e-05
  1.97317514e-03  1.49944125e-03  5.09599263e-03  1.29839674e-04]",-4.669097286675805,0.009380733819426019,0.8036430548665148,-0.0372594093692882,"[-1.30857100e-01 -1.08571353e-01 -7.28550656e-02 -3.27868837e-02
  8.57232042e-03  5.22255895e-02  9.38994406e-02  1.36236114e-01
  1.72291237e-01  1.93095391e-01  1.87203454e-01  1.33434139e-01
  1.10628158e-02 -1.68610441e-01 -3.27130147e-01 -3.41728339e-01
 -2.38971953e-01 -2.10594461e-01 -1.83746805e-01  3.02166752e-02
  6.86982036e-01  1.29660675e+00  1.74025193e+00  6.59608026e-01
 -8.30969293e-04]",[ 0.00075185  0.00182815 -0.00072254 -0.00019656  0.00019056 -0.00045287],"[ 0.01370075 -0.0032185  -0.00375384  0.00663334 -0.00221808  0.00374041
  0.00124867 -0.00173215 -0.00023016  0.00049274  0.00086324  0.00148774
 -0.00178051  0.00259298 -0.00160815 -0.00047766  0.00031658  0.00200715
  0.00098074  0.0002492 ]",0.08495370381713027,0.8036430548665148
ADBE,"[0.00233497 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.16779036773357478,"[ 1.13079821e-03 -2.86186410e-05  1.42706705e-04  3.04055520e-04
 -2.35396637e-04 -3.11243681e-04]","[ 0.01539519  0.00132291 -0.01260566  0.01182847 -0.0097862  -0.00756348
  0.00655944 -0.00648173  0.00146187  0.00292607 -0.00111377 -0.00129908
  0.00339976 -0.00077316  0.00128319  0.00381961  0.00021415 -0.0002272
  0.00790973  0.00184454]",-4.844962226479061,0.00786791464821219,0.8036424024692757,-0.03725940895916896,"[-1.30857065e-01 -1.08571327e-01 -7.28550551e-02 -3.27868733e-02
  8.57235516e-03  5.22256310e-02  9.38994731e-02  1.36236129e-01
  1.72291152e-01  1.93095487e-01  1.87203381e-01  1.33434079e-01
  1.10629921e-02 -1.68610425e-01 -3.27130131e-01 -3.41728313e-01
 -2.38971968e-01 -2.10594432e-01 -1.83746819e-01  3.02166293e-02
  6.86982317e-01  1.29660669e+00  1.74025211e+00  6.59608027e-01
 -8.30956857e-04]",[ 0.00075185  0.00182816 -0.00072254 -0.00019656  0.00019056 -0.00045286],"[ 0.01370075 -0.0032185  -0.00375383  0.00663333 -0.00221808  0.00374041
  0.00124867 -0.00173215 -0.00023016  0.00049274  0.00086324  0.00148774
 -0.00178051  0.00259298 -0.00160815 -0.00047766  0.00031658  0.00200716
  0.00098074  0.00024919]",0.08495370672876519,0.8036424024692757
ADI,"[0.00221974 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.15888482477834434,[-0.00119199  0.00316406 -0.00220946  0.00080112 -0.00099047 -0.00089605],"[ 0.01334516 -0.00305992 -0.00710163  0.00719477 -0.00388091 -0.00427584
  0.00656686 -0.00302024  0.00260407  0.00437044 -0.00203734  0.00389426
 -0.00350945 -0.00044829  0.00098448 -0.00234506  0.00434715  0.00144704
  0.00295878  0.00432045]",-4.598478992027045,0.01006713630012768,0.8036399933934912,-0.03725940744474146,"[-1.30856936e-01 -1.08571232e-01 -7.28550165e-02 -3.27868348e-02
  8.57248347e-03  5.22257842e-02  9.38995931e-02  1.36236187e-01
  1.72290840e-01  1.93095838e-01  1.87203114e-01  1.33433860e-01
  1.10636430e-02 -1.68610365e-01 -3.27130073e-01 -3.41728218e-01
 -2.38972024e-01 -2.10594326e-01 -1.83746872e-01  3.02164598e-02
  6.86983351e-01  1.29660646e+00  1.74025276e+00  6.59608031e-01
 -8.30910937e-04]",[ 0.00075186  0.00182818 -0.00072254 -0.00019656  0.00019056 -0.00045286],"[ 0.01370075 -0.00321849 -0.00375383  0.00663333 -0.0022181   0.00374043
  0.00124868 -0.00173217 -0.00023016  0.00049274  0.00086324  0.00148776
 -0.00178052  0.00259297 -0.00160815 -0.00047765  0.00031659  0.00200716
  0.00098074  0.00024918]",0.08495371748041888,0.8036399933934912
ADM,"[0.00207993 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.16261048822381516,[-0.00011847 -0.00051978 -0.00022914  0.00043295 -0.0004253  -0.00022462],"[ 0.00889498 -0.01290453  0.00365103 -0.00543862  0.01303096 -0.00097192
  0.01077817  0.0082927   0.00083505  0.00997032 -0.00321604  0.00818644
 -0.00698292  0.00281375 -0.00221324 -0.00198453  0.00247761  0.00169418
  0.00074504  0.00280338]",-5.129516789575567,0.005919420108226495,0.803637070329121,-0.03725940560720314,"[-1.30856779e-01 -1.08571117e-01 -7.28549695e-02 -3.27867882e-02
  8.57263915e-03  5.22259700e-02  9.38997388e-02  1.36236257e-01
  1.72290462e-01  1.93096265e-01  1.87202789e-01  1.33433594e-01
  1.10644327e-02 -1.68610292e-01 -3.27130002e-01 -3.41728102e-01
 -2.38972091e-01 -2.10594197e-01 -1.83746936e-01  3.02162542e-02
  6.86984605e-01  1.29660618e+00  1.74025355e+00  6.59608036e-01
 -8.30855220e-04]",[ 0.00075186  0.00182821 -0.00072253 -0.00019657  0.00019056 -0.00045286],"[ 0.01370076 -0.00321848 -0.00375382  0.00663331 -0.00221812  0.00374045
  0.00124869 -0.00173219 -0.00023016  0.00049275  0.00086323  0.00148778
 -0.00178052  0.00259296 -0.00160815 -0.00047764  0.00031659  0.00200717
  0.00098073  0.00024916]",0.08495373052599263,0.803637070329121
