,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope
A,"[0.0021349 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.       ]",0.17436670029427576,"[-1.42521009e-04 -5.29073303e-04  3.78601848e-05 -1.16540952e-04
 -6.37951169e-05 -1.75808387e-04]","[ 4.70782864e-03 -7.26311083e-03 -3.86243980e-03  3.36122726e-03
 -2.44677361e-03  4.63397876e-03 -1.63127459e-03 -3.12481461e-04
  6.42271894e-05  1.58780423e-04 -6.86811061e-04 -1.58676364e-04
  2.99409574e-03  3.03161166e-04 -6.11188908e-04  4.59088601e-03
 -1.77388718e-03  1.37692368e-03 -4.43696341e-03 -1.03137834e-03]",-5.690679427977042,0.0033772975592335423,0.8169398933129216,-0.03850617029389831,"[-0.1140708  -0.09245319 -0.05989392 -0.02240824  0.01699286  0.05847548
  0.09977752  0.13952145  0.16757075  0.17147566  0.14901684  0.06633712
 -0.07315065 -0.23766743 -0.32251862 -0.25757931 -0.19440122 -0.1542943
 -0.06582156  0.34955911  0.87206708  1.26602858  1.0673605  -0.11985615
 -0.00828188]",[-0.00036361  0.00016162 -0.00044693 -0.00033908  0.00030073 -0.00045089],"[ 0.00747334 -0.00481707 -0.00377702  0.00492672 -0.00547369  0.00241103
  0.00091061 -0.001454    0.00039167  0.00046938  0.0011804   0.00166157
 -0.00101789  0.00215014 -0.00076129  0.00045343 -0.00050845  0.00073942
  0.00184316  0.00070167]",0.08599823439632011,0.8169398933129216
AAL,"[0.00215389 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.17581382205470417,"[ 3.53820865e-05 -1.00876780e-04  2.55012460e-04 -4.62732230e-04
  3.13940328e-04  6.04499247e-05]","[ 0.00382217 -0.00456265 -0.00656156  0.00091356  0.00074097  0.00308674
 -0.00101684  0.00221736 -0.00106432  0.00011644 -0.0006221   0.00095586
 -0.00057583 -0.0009329   0.00302897  0.00068958  0.00026319  0.00385147
  0.00103292  0.00336426]",-5.779620903020171,0.0030898865528942586,0.8169402811231589,-0.03850616906071123,"[-0.11407081 -0.09245318 -0.05989396 -0.02240825  0.01699286  0.05847549
  0.09977753  0.13952142  0.16757074  0.17147572  0.14901687  0.06633715
 -0.07315062 -0.23766746 -0.32251862 -0.25757928 -0.19440129 -0.15429425
 -0.06582144  0.34955935  0.87206721  1.26602854  1.06736061 -0.11985618
 -0.00828189]",[-0.00036361  0.00016163 -0.00044692 -0.00033908  0.00030073 -0.00045089],"[ 0.00747334 -0.00481707 -0.00377702  0.00492672 -0.00547369  0.00241103
  0.0009106  -0.001454    0.00039167  0.00046937  0.0011804   0.00166157
 -0.00101789  0.00215014 -0.00076129  0.00045344 -0.00050845  0.00073942
  0.00184316  0.00070167]",0.08599823227929385,0.8169402811231589
AAP,"[0.00192714 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.17558054678204021,"[ 1.39150168e-04 -2.25024779e-04  6.32139108e-05  1.87921217e-04
 -9.74181865e-05  1.70430302e-05]","[ 5.73561123e-03 -8.68098683e-03 -3.71380906e-03  5.71403165e-03
 -4.26205069e-03  3.13043932e-03 -3.25768290e-04 -3.74507009e-04
 -9.15265463e-05 -5.61098378e-04  8.14694309e-04  1.30685242e-03
  6.61775632e-04  8.97926110e-04 -9.92982352e-04  3.42016432e-03
 -8.28059020e-04 -3.35048431e-04 -4.66849619e-03  1.64040103e-03]",-6.496757385686961,0.0015083221789651002,0.81693565136029,-0.03850618378276653,"[-0.11407072 -0.09245331 -0.05989349 -0.02240809  0.01699292  0.05847535
  0.09977741  0.13952181  0.16757089  0.17147502  0.14901655  0.06633686
 -0.07315095 -0.23766716 -0.32251858 -0.2575796  -0.19440053 -0.15429492
 -0.06582285  0.34955649  0.87206569  1.26602901  1.06735938 -0.11985585
 -0.00828186]",[-0.00036361  0.00016159 -0.00044696 -0.00033908  0.00030076 -0.0004509 ],"[ 0.00747333 -0.00481709 -0.00377703  0.00492667 -0.00547368  0.00241103
  0.00091065 -0.001454    0.00039167  0.0004694   0.00118042  0.00166156
 -0.00101791  0.00215014 -0.00076131  0.00045341 -0.00050845  0.00073941
  0.00184316  0.00070167]",0.08599825755281326,0.81693565136029
AAPL,"[0.00206553 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1779819435886007,"[ 3.76665436e-05  5.42671470e-04 -1.84488197e-04  3.58505084e-05
 -2.48817826e-05 -5.17089289e-05]","[ 0.00279711 -0.00231548 -0.00780276 -0.00134133  0.00232751  0.00337047
 -0.00115721  0.00154568  0.00044483  0.00212456 -0.00307606  0.00059795
  0.00133577 -0.00057224 -0.00119709  0.00029421  0.00306104  0.00031661
  0.00259398 -0.00052166]",-6.236293699113427,0.001957095682916007,0.8169384769806876,-0.03850617479765413,"[-0.11407077 -0.09245323 -0.05989377 -0.02240819  0.01699288  0.05847544
  0.09977748  0.13952157  0.1675708   0.17147544  0.14901674  0.06633704
 -0.07315075 -0.23766734 -0.3225186  -0.25757941 -0.19440099 -0.15429451
 -0.06582199  0.34955823  0.87206661  1.26602873  1.06736013 -0.11985605
 -0.00828188]",[-0.00036361  0.00016161 -0.00044694 -0.00033908  0.00030074 -0.0004509 ],"[ 0.00747334 -0.00481707 -0.00377702  0.0049267  -0.00547369  0.00241103
  0.00091062 -0.001454    0.00039167  0.00046938  0.00118041  0.00166157
 -0.0010179   0.00215014 -0.0007613   0.00045343 -0.00050845  0.00073941
  0.00184316  0.00070167]",0.08599824212796883,0.8169384769806876
ABBV,"[0.00196272 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.17406070764028778,"[-2.97445441e-04 -3.81951247e-04 -2.28375927e-06 -1.63906688e-04
 -1.89285655e-06 -9.49624586e-05]","[ 4.39929854e-03 -7.38991133e-03 -3.38244139e-03  2.82659937e-03
 -2.51905321e-03  5.66316588e-03 -1.98888947e-03 -9.99383324e-04
  3.89342035e-04  7.47063318e-04 -8.82207206e-04 -4.84015370e-04
  2.55479251e-03  1.06008335e-03 -1.31484232e-03  2.46145844e-03
  2.93884253e-04  1.04251495e-03  1.46179423e-04 -4.51092600e-05]",-6.264878521765908,0.00190194444927418,0.8169363777751791,-0.038506181472859856,"[-0.11407073 -0.09245329 -0.05989356 -0.02240811  0.01699291  0.05847537
  0.09977743  0.13952175  0.16757087  0.17147513  0.1490166   0.06633691
 -0.0731509  -0.2376672  -0.32251858 -0.25757955 -0.19440065 -0.15429481
 -0.06582263  0.34955694  0.87206592  1.26602894  1.06735957 -0.1198559
 -0.00828187]",[-0.00036361  0.00016159 -0.00044695 -0.00033908  0.00030076 -0.0004509 ],"[ 0.00747333 -0.00481708 -0.00377703  0.00492668 -0.00547368  0.00241103
  0.00091064 -0.001454    0.00039167  0.00046939  0.00118041  0.00166156
 -0.00101791  0.00215014 -0.00076131  0.00045342 -0.00050845  0.00073941
  0.00184316  0.00070167]",0.08599825358737025,0.8169363777751791
ABT,"[0.00191555 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.17169652203856997,"[-1.15930403e-04 -6.67052314e-04  2.42124608e-04 -3.35305772e-05
  4.64787180e-05  1.14388381e-04]","[ 4.80491743e-03 -8.04934424e-03 -2.99713485e-03  3.90159135e-03
 -3.37266608e-03  5.00365509e-03 -9.98846390e-04 -8.97185446e-04
 -4.37296327e-04  1.35077430e-03 -1.19059187e-03 -1.46207901e-03
  3.56922173e-03  6.23188354e-04 -7.54120162e-04  3.45353431e-03
 -2.37882966e-05  1.71714856e-03 -1.77490507e-03  7.53782828e-04]",-6.271998340416157,0.0018884510420192127,0.8169354147096665,-0.03850618453528533,"[-0.11407071 -0.09245331 -0.05989346 -0.02240808  0.01699292  0.05847535
  0.09977741  0.13952183  0.1675709   0.17147498  0.14901653  0.06633685
 -0.07315097 -0.23766714 -0.32251857 -0.25757961 -0.19440049 -0.15429495
 -0.06582292  0.34955634  0.87206561  1.26602904  1.06735932 -0.11985583
 -0.00828186]",[-0.00036361  0.00016158 -0.00044696 -0.00033908  0.00030076 -0.00045091],"[ 0.00747333 -0.00481709 -0.00377703  0.00492667 -0.00547368  0.00241103
  0.00091065 -0.001454    0.00039167  0.0004694   0.00118042  0.00166156
 -0.00101791  0.00215013 -0.00076131  0.00045341 -0.00050845  0.00073941
  0.00184316  0.00070166]",0.08599825884467081,0.8169354147096665
ACN,"[0.00210945 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.17279618099820854,"[-1.85397274e-04  1.47862227e-04 -2.78355019e-05  1.10278057e-04
  2.00242868e-05  1.76511907e-04]","[ 4.03683074e-03 -4.09573986e-03 -7.47587934e-03  1.35414593e-03
  3.36097067e-04  2.03485282e-03 -3.36792640e-04  1.61517925e-03
  3.10042333e-05  6.03696438e-04 -1.20393177e-03  1.45151543e-03
  1.05130725e-03 -3.49964499e-04 -6.25886749e-04  3.22029525e-03
 -8.94133142e-04  5.19281713e-04 -4.50229932e-03 -1.79946955e-03]",-5.747649839531465,0.0031902696386611287,0.8169393736756907,-0.03850617194627841,"[-0.11407079 -0.0924532  -0.05989387 -0.02240822  0.01699287  0.05847546
  0.09977751  0.13952149  0.16757077  0.17147558  0.1490168   0.06633709
 -0.07315069 -0.2376674  -0.32251861 -0.25757935 -0.19440114 -0.15429438
 -0.06582172  0.34955878  0.87206691  1.26602864  1.06736037 -0.11985611
 -0.00828188]",[-0.00036361  0.00016162 -0.00044693 -0.00033908  0.00030073 -0.00045089],"[ 0.00747334 -0.00481707 -0.00377702  0.00492671 -0.00547369  0.00241103
  0.00091061 -0.001454    0.00039167  0.00046938  0.0011804   0.00166157
 -0.00101789  0.00215014 -0.00076129  0.00045343 -0.00050845  0.00073942
  0.00184316  0.00070167]",0.08599823723297978,0.8169393736756907
ADBE,"[0.00213621 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1760130660711306,"[ 8.59411374e-05  3.23386865e-04 -1.68154905e-04  1.05707777e-04
 -1.06133202e-04 -1.15770742e-04]","[ 3.10999082e-03 -2.02283968e-03 -8.80310004e-03 -8.56003529e-04
  2.53029267e-03  2.05093685e-03 -8.16090646e-04  2.40664245e-03
  1.90655468e-04  9.06452048e-04 -1.92551866e-03  1.54701356e-03
  9.38030603e-04 -5.78846329e-04 -1.00639310e-03  2.42418866e-03
 -5.23973538e-05 -1.66328797e-04 -1.89635673e-03 -2.21016537e-03]",-5.872175515281287,0.0028167388052400865,0.816939920038542,-0.038506170208914246,"[-0.1140708  -0.09245319 -0.05989392 -0.02240824  0.01699286  0.05847548
  0.09977752  0.13952145  0.16757075  0.17147566  0.14901684  0.06633712
 -0.07315065 -0.23766744 -0.32251862 -0.25757931 -0.19440123 -0.1542943
 -0.06582155  0.34955912  0.87206709  1.26602858  1.06736051 -0.11985615
 -0.00828189]",[-0.00036361  0.00016162 -0.00044692 -0.00033908  0.00030073 -0.00045089],"[ 0.00747334 -0.00481707 -0.00377702  0.00492672 -0.00547369  0.00241103
  0.00091061 -0.001454    0.00039167  0.00046938  0.0011804   0.00166157
 -0.00101789  0.00215014 -0.00076129  0.00045343 -0.00050845  0.00073942
  0.00184316  0.00070167]",0.085998234250427,0.816939920038542
ADI,"[0.00222892 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.17576706668461461,"[-1.57674233e-04 -2.15121673e-04  8.55941244e-05 -4.31447128e-04
  1.54970987e-04 -1.47089236e-04]","[ 3.28009571e-03 -4.49131187e-03 -5.27098915e-03  1.44946135e-04
 -6.99585152e-05  5.50086412e-03 -2.29770469e-03 -5.64500181e-04
  1.02115510e-03  1.76167162e-03 -2.43503039e-03 -8.74701660e-04
  4.18362417e-03  8.69902251e-04 -2.82529673e-03  3.37315180e-03
  2.37659891e-04  7.51371565e-04 -3.04910912e-03 -3.30533482e-03]",-5.463045877299921,0.00424061964681275,0.8169418130360738,-0.03850616418942358,"[-0.11407084 -0.09245313 -0.05989412 -0.0224083   0.01699284  0.05847554
  0.09977757  0.13952129  0.16757069  0.17147595  0.14901697  0.06633724
 -0.07315052 -0.23766756 -0.32251864 -0.25757918 -0.19440154 -0.15429403
 -0.06582097  0.34956029  0.87206771  1.26602839  1.06736101 -0.11985629
 -0.0082819 ]",[-0.00036361  0.00016164 -0.00044691 -0.00033908  0.00030071 -0.00045089],"[ 0.00747334 -0.00481706 -0.00377702  0.00492674 -0.0054737   0.00241103
  0.00091059 -0.001454    0.00039166  0.00046937  0.00118039  0.00166157
 -0.00101788  0.00215014 -0.00076128  0.00045344 -0.00050846  0.00073942
  0.00184316  0.00070167]",0.08599822391669908,0.8169418130360738
ADM,"[0.0021072 0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.        0.        0.
 0.        0.        0.        0.        0.       ]",0.17206503415195856,"[-2.98522713e-04 -2.22277300e-05 -6.08623556e-05  1.31882063e-04
 -4.02993738e-05  1.26868110e-04]","[ 4.87530828e-03 -7.81957827e-03 -3.58183561e-03  3.71640122e-03
 -2.89579164e-03  4.76156925e-03 -1.34280551e-03 -4.34984253e-04
 -2.20979091e-04  3.74403408e-04 -4.05363233e-04 -2.03660704e-04
  1.93846231e-03  5.90020221e-04 -5.36899317e-05  2.63723724e-03
  1.33057319e-04  2.20713980e-03 -2.99914278e-03  1.63979546e-03]",-5.6355311717888235,0.003568781093837428,0.8169393277903826,-0.03850617209218784,"[-0.11407079 -0.0924532  -0.05989386 -0.02240822  0.01699287  0.05847546
  0.09977751  0.1395215   0.16757077  0.17147557  0.1490168   0.06633709
 -0.07315069 -0.2376674  -0.32251861 -0.25757935 -0.19440113 -0.15429439
 -0.06582173  0.34955876  0.87206689  1.26602864  1.06736035 -0.11985611
 -0.00828188]",[-0.00036361  0.00016162 -0.00044693 -0.00033908  0.00030073 -0.00045089],"[ 0.00747334 -0.00481707 -0.00377702  0.00492671 -0.00547369  0.00241103
  0.00091061 -0.001454    0.00039167  0.00046938  0.0011804   0.00166157
 -0.00101789  0.00215014 -0.00076129  0.00045343 -0.00050845  0.00073942
  0.00184316  0.00070167]",0.08599823748346415,0.8169393277903826
