,priors,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,lt_0 - slope
A,"[0.00229528 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.17004765766147054,[ 0.00077553  0.00211561 -0.00082872  0.00100906 -0.00057918 -0.00024804],"[ 1.46472036e-02 -1.93581579e-03 -7.05862686e-03  9.16993967e-03
 -5.69011573e-03 -3.02354718e-03  5.37445244e-03 -4.38504863e-03
  3.10070836e-03  2.13923690e-03  1.36539853e-03  3.97290031e-03
 -2.82335253e-03  3.24589285e-03 -2.80215563e-03 -7.26465174e-04
  1.77251932e-03 -1.38484048e-04 -4.23885287e-05  1.25165885e-03]",-4.498112932701664,0.01112997975447072,0.7952735062550713,-0.037156865129840316,"[-1.32361970e-01 -1.06881474e-01 -7.36255354e-02 -3.05304398e-02
  9.53553445e-03  5.26717729e-02  9.52950216e-02  1.42117730e-01
  1.72678159e-01  1.96920434e-01  1.89699660e-01  1.41047114e-01
  2.01341618e-02 -1.60315368e-01 -3.31089703e-01 -3.45780319e-01
 -2.46052826e-01 -2.14815456e-01 -1.86084988e-01  4.82185849e-03
  6.82187373e-01  1.29325565e+00  1.76263211e+00  7.40024498e-01
 -9.35064468e-04]",[ 0.00030154  0.00062442  0.00139886  0.00072403 -0.00038707  0.00020094],"[ 0.0140704  -0.00163718 -0.00324104  0.00732259 -0.00466414  0.00373951
  0.00055701 -0.00142246 -0.00106863 -0.00093108  0.001527    0.00178816
 -0.00123291  0.00199184  0.00066255  0.00012832  0.00112575  0.0001473
  0.00325449 -0.0007968 ]",0.08446452636133352,0.7952735062550713
AAL,"[0.00232954 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1760918079225499,[0.00105052 0.00096918 0.00053937 0.00054605 0.00036978 0.00097124],"[ 0.01405676 -0.00112817 -0.00854444  0.00681158 -0.00193249 -0.00538527
  0.00816803 -0.00025113 -0.00016424  0.00431671  0.00085079  0.0028339
 -0.00422156  0.00466866 -0.00556732 -0.00413817  0.00611947 -0.00282428
  0.00084718  0.00664854]",-4.775396976731168,0.008434735029206258,0.795274171802923,-0.03715686430730949,"[-1.32361945e-01 -1.06881444e-01 -7.36255176e-02 -3.05304619e-02
  9.53558966e-03  5.26717742e-02  9.52950168e-02  1.42117698e-01
  1.72678257e-01  1.96920537e-01  1.89699673e-01  1.41047140e-01
  2.01342041e-02 -1.60315268e-01 -3.31089745e-01 -3.45780328e-01
 -2.46052851e-01 -2.14815259e-01 -1.86084959e-01  4.82183193e-03
  6.82187547e-01  1.29325606e+00  1.76263190e+00  7.40024613e-01
 -9.35064834e-04]",[ 0.00030154  0.00062442  0.00139886  0.00072404 -0.00038707  0.00020095],"[ 0.0140704  -0.00163717 -0.00324104  0.00732259 -0.00466414  0.00373951
  0.00055701 -0.00142246 -0.00106863 -0.00093108  0.00152701  0.00178816
 -0.00123291  0.00199184  0.00066255  0.00012832  0.00112575  0.0001473
  0.0032545  -0.0007968 ]",0.0844645224470143,0.795274171802923
AAP,"[0.00244271 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.17217422311747238,"[-4.46073714e-04  2.13666259e-03 -1.04410728e-03  6.60210696e-04
 -3.97215882e-04 -6.82525345e-05]","[ 0.01319783 -0.00345594 -0.00572768  0.00413424  0.00212316 -0.00331593
  0.00843297  0.00405981 -0.00345267  0.00752053 -0.00457573  0.00150195
 -0.00427792 -0.00035241 -0.00211436 -0.00324567  0.0014601  -0.00241218
  0.0035025  -0.00456926]",-4.03652915663224,0.017658656604992877,0.7952763704774847,-0.037156861590032904,"[-1.32361865e-01 -1.06881345e-01 -7.36254589e-02 -3.05305352e-02
  9.53577204e-03  5.26717785e-02  9.52950009e-02  1.42117593e-01
  1.72678579e-01  1.96920878e-01  1.89699717e-01  1.41047223e-01
  2.01343438e-02 -1.60314936e-01 -3.31089883e-01 -3.45780356e-01
 -2.46052933e-01 -2.14814607e-01 -1.86084860e-01  4.82174419e-03
  6.82188121e-01  1.29325740e+00  1.76263121e+00  7.40024993e-01
 -9.35066044e-04]",[ 0.00030154  0.00062443  0.00139885  0.00072405 -0.00038706  0.00020096],"[ 0.0140704  -0.00163716 -0.00324104  0.00732258 -0.00466416  0.00373951
  0.00055701 -0.00142245 -0.00106862 -0.00093108  0.00152701  0.00178816
 -0.00123291  0.00199186  0.00066254  0.00012832  0.00112575  0.00014729
  0.00325451 -0.00079681]",0.08446450951584179,0.7952763704774847
AAPL,"[0.00239477 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.17914572378362129,"[ 6.41615995e-04  1.68415809e-03 -4.75785073e-04  5.52657278e-04
 -2.45918249e-04 -9.32403837e-05]","[ 1.35151077e-02 -2.08173146e-03 -6.73143566e-03  5.49784204e-03
 -6.78733047e-05 -2.34153751e-03  4.19252854e-03  1.61550370e-03
 -1.37013261e-03  4.43818626e-04  3.47098125e-03  2.75638386e-03
 -4.77513545e-03  5.18741206e-03 -4.64970237e-03 -3.61250462e-03
  2.23428380e-03 -1.90930088e-03  1.93415016e-03 -3.17123582e-03]",-4.705711639973279,0.009043476228227685,0.7952754390861643,-0.037156862741111775,"[-1.32361899e-01 -1.06881387e-01 -7.36254837e-02 -3.05305042e-02
  9.53569478e-03  5.26717767e-02  9.52950076e-02  1.42117638e-01
  1.72678443e-01  1.96920733e-01  1.89699699e-01  1.41047188e-01
  2.01342846e-02 -1.60315077e-01 -3.31089825e-01 -3.45780344e-01
 -2.46052898e-01 -2.14814883e-01 -1.86084902e-01  4.82178136e-03
  6.82187878e-01  1.29325683e+00  1.76263150e+00  7.40024832e-01
 -9.35065531e-04]",[ 0.00030154  0.00062442  0.00139885  0.00072404 -0.00038706  0.00020095],"[ 0.0140704  -0.00163717 -0.00324104  0.00732258 -0.00466416  0.00373951
  0.00055701 -0.00142245 -0.00106862 -0.00093108  0.00152701  0.00178816
 -0.00123291  0.00199185  0.00066254  0.00012832  0.00112575  0.00014729
  0.0032545  -0.0007968 ]",0.08446451499367924,0.7952754390861643
ABBV,"[0.00232282 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.170410754672298,"[ 1.70370672e-03 -3.47738160e-04  6.18109315e-04  4.31817650e-04
 -7.29026058e-05  2.49810624e-05]","[ 1.45610179e-02 -7.38342151e-03  5.01655377e-04  8.98244129e-03
 -5.54726481e-03  5.24191959e-03 -1.21307755e-03 -4.43899157e-03
  3.30109000e-03 -1.31599929e-03  1.93433361e-03  3.85909914e-03
 -1.62275159e-03  2.31479574e-03 -1.70689086e-03  2.21326674e-03
 -2.49892348e-03  3.51807833e-04  8.13202599e-05 -3.52839978e-03]",-4.347960954374343,0.01293315700983229,0.7952740413938183,-0.03715686446847823,"[-1.32361950e-01 -1.06881450e-01 -7.36255211e-02 -3.05304576e-02
  9.53557884e-03  5.26717739e-02  9.52950177e-02  1.42117704e-01
  1.72678238e-01  1.96920517e-01  1.89699671e-01  1.41047135e-01
  2.01341958e-02 -1.60315288e-01 -3.31089737e-01 -3.45780326e-01
 -2.46052846e-01 -2.14815298e-01 -1.86084965e-01  4.82183713e-03
  6.82187513e-01  1.29325598e+00  1.76263194e+00  7.40024590e-01
 -9.35064762e-04]",[ 0.00030154  0.00062442  0.00139886  0.00072404 -0.00038707  0.00020095],"[ 0.0140704  -0.00163717 -0.00324104  0.00732259 -0.00466414  0.00373951
  0.00055701 -0.00142246 -0.00106863 -0.00093108  0.00152701  0.00178816
 -0.00123291  0.00199184  0.00066255  0.00012832  0.00112575  0.0001473
  0.00325449 -0.0007968 ]",0.08446452321399577,0.7952740413938183
ABT,"[0.00213501 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.1669895658744894,[ 0.00205927  0.00109185  0.00017821  0.0013686  -0.00037481  0.00032534],"[ 0.01503681 -0.00642653 -0.00102289  0.01040182 -0.00758261  0.00308624
  0.00139835 -0.0064088   0.00459243  0.001407   -0.00050377  0.00427227
 -0.00184339  0.00098362 -0.00176314  0.00087592  0.00077029 -0.00160187
  0.00358991  0.00181977]",-4.858772212399816,0.007760005683326705,0.795270392517051,-0.03715686897801665,"[-1.32362084e-01 -1.06881615e-01 -7.36256186e-02 -3.05303360e-02
  9.53527616e-03  5.26717667e-02  9.52950440e-02  1.42117878e-01
  1.72677702e-01  1.96919952e-01  1.89699598e-01  1.41046997e-01
  2.01339639e-02 -1.60315837e-01 -3.31089507e-01 -3.45780279e-01
 -2.46052710e-01 -2.14816380e-01 -1.86085128e-01  4.82198274e-03
  6.82186559e-01  1.29325375e+00  1.76263309e+00  7.40023959e-01
 -9.35062754e-04]",[ 0.00030153  0.00062441  0.00139887  0.00072401 -0.00038707  0.00020093],"[ 0.01407039 -0.0016372  -0.00324103  0.00732261 -0.00466411  0.0037395
  0.00055701 -0.00142246 -0.00106864 -0.00093107  0.001527    0.00178817
 -0.00123292  0.00199182  0.00066256  0.00012833  0.00112575  0.00014731
  0.00325448 -0.00079678]",0.08446454467431362,0.795270392517051
ACN,"[0.00231233 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.17556855584688574,[ 0.00064174  0.0017146  -0.00047439  0.00084059 -0.00029371  0.00013657],"[ 1.44574628e-02  1.85978578e-03 -1.24211231e-02  7.80657499e-03
 -2.96306544e-03 -9.12581808e-03  1.06797998e-02 -4.46911453e-04
 -1.56642467e-03  5.62085809e-03 -3.36034029e-04 -2.57743174e-04
 -5.18656191e-04  2.77761500e-03 -2.67637719e-03 -8.58640263e-04
  3.54223381e-03  4.33135893e-05 -2.91962014e-04  2.68910030e-03]",-4.843721960515141,0.007877679008907837,0.7952738374817209,-0.03715686472048713,"[-1.32361957e-01 -1.06881459e-01 -7.36255265e-02 -3.05304508e-02
  9.53556193e-03  5.26717735e-02  9.52950192e-02  1.42117714e-01
  1.72678208e-01  1.96920485e-01  1.89699667e-01  1.41047127e-01
  2.01341828e-02 -1.60315318e-01 -3.31089724e-01 -3.45780323e-01
 -2.46052838e-01 -2.14815358e-01 -1.86084974e-01  4.82184527e-03
  6.82187459e-01  1.29325585e+00  1.76263201e+00  7.40024555e-01
 -9.35064650e-04]",[ 0.00030154  0.00062442  0.00139886  0.00072403 -0.00038707  0.00020095],"[ 0.0140704  -0.00163718 -0.00324104  0.00732259 -0.00466414  0.00373951
  0.00055701 -0.00142246 -0.00106863 -0.00093108  0.001527    0.00178816
 -0.00123291  0.00199184  0.00066255  0.00012832  0.00112575  0.0001473
  0.00325449 -0.0007968 ]",0.08446452441327398,0.7952738374817209
ADBE,"[0.00237995 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.17927744840504084,"[ 1.24284460e-03  1.07737850e-03  1.89673900e-04  7.97318783e-04
 -2.01527631e-05  5.03946722e-04]","[ 1.44466006e-02  2.51411434e-03 -1.30397341e-02  7.83053284e-03
 -3.03890262e-03 -9.11524569e-03  9.48855391e-03 -5.32404877e-04
 -1.65742754e-03  3.31900806e-03  2.37707597e-03 -8.80646257e-04
  9.04360775e-04  4.55912434e-03 -3.31694843e-03  1.31624106e-03
  1.51178188e-03  2.76025365e-05  1.17056264e-03  2.02376064e-03]",-4.838869802498721,0.007915995636251559,0.7952751512600906,-0.03715686309682747,"[-1.32361909e-01 -1.06881400e-01 -7.36254914e-02 -3.05304946e-02
  9.53567091e-03  5.26717761e-02  9.52950097e-02  1.42117651e-01
  1.72678400e-01  1.96920689e-01  1.89699693e-01  1.41047177e-01
  2.01342663e-02 -1.60315120e-01 -3.31089806e-01 -3.45780341e-01
 -2.46052887e-01 -2.14814969e-01 -1.86084915e-01  4.82179284e-03
  6.82187803e-01  1.29325665e+00  1.76263159e+00  7.40024782e-01
 -9.35065373e-04]",[ 0.00030154  0.00062442  0.00139885  0.00072404 -0.00038706  0.00020095],"[ 0.0140704  -0.00163717 -0.00324104  0.00732259 -0.00466415  0.00373951
  0.00055701 -0.00142245 -0.00106863 -0.00093108  0.00152701  0.00178816
 -0.00123291  0.00199185  0.00066254  0.00012832  0.00112575  0.0001473
  0.0032545  -0.0007968 ]",0.08446451668648484,0.7952751512600906
ADI,"[0.00223105 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.16960682233285782,[ 0.00052527  0.00250422 -0.00145455  0.00163073 -0.0011199  -0.00051442],"[ 0.01381394  0.00023473 -0.01000701  0.00615056 -0.00085944 -0.00612806
  0.00767696  0.00108171 -0.00149428  0.00321415  0.00109429  0.00188212
 -0.00385351  0.00294337 -0.00180287 -0.00400765  0.0053861   0.00137335
 -0.00052956  0.00401776]",-4.704266317202242,0.009056556420622634,0.7952722583006075,-0.03715686667215017,"[-1.32362015e-01 -1.06881530e-01 -7.36255687e-02 -3.05303982e-02
  9.53543093e-03  5.26717704e-02  9.52950306e-02  1.42117789e-01
  1.72677976e-01  1.96920241e-01  1.89699635e-01  1.41047067e-01
  2.01340825e-02 -1.60315556e-01 -3.31089624e-01 -3.45780303e-01
 -2.46052779e-01 -2.14815826e-01 -1.86085044e-01  4.82190829e-03
  6.82187047e-01  1.29325489e+00  1.76263250e+00  7.40024282e-01
 -9.35063781e-04]",[ 0.00030154  0.00062441  0.00139886  0.00072402 -0.00038707  0.00020094],"[ 0.0140704  -0.00163718 -0.00324103  0.0073226  -0.00466413  0.00373951
  0.00055701 -0.00142246 -0.00106863 -0.00093108  0.001527    0.00178816
 -0.00123292  0.00199183  0.00066256  0.00012832  0.00112575  0.0001473
  0.00325449 -0.00079679]",0.0844645337009893,0.7952722583006075
ADM,"[0.00240126 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0.18324855118967534,[ 0.00168996 -0.00025803  0.00027434  0.00158609 -0.00064634  0.00024729],"[ 0.01319544 -0.00927958  0.0018851   0.00366934  0.00287534  0.00388426
  0.00469925  0.00468318 -0.00342279  0.00857617 -0.00928448  0.00265353
 -0.00656112 -0.00518136  0.00094729 -0.00642006  0.00490819 -0.00247506
  0.00575128 -0.00064203]",-4.8645698198960226,0.007715146380174342,0.795275565251248,-0.03715686258518809,"[-1.32361894e-01 -1.06881381e-01 -7.36254804e-02 -3.05305084e-02
  9.53570525e-03  5.26717769e-02  9.52950067e-02  1.42117632e-01
  1.72678461e-01  1.96920753e-01  1.89699701e-01  1.41047192e-01
  2.01342926e-02 -1.60315058e-01 -3.31089833e-01 -3.45780346e-01
 -2.46052903e-01 -2.14814846e-01 -1.86084896e-01  4.82177632e-03
  6.82187911e-01  1.29325691e+00  1.76263146e+00  7.40024854e-01
 -9.35065601e-04]",[ 0.00030154  0.00062442  0.00139885  0.00072405 -0.00038706  0.00020095],"[ 0.0140704  -0.00163717 -0.00324104  0.00732258 -0.00466416  0.00373951
  0.00055701 -0.00142245 -0.00106862 -0.00093108  0.00152701  0.00178816
 -0.00123291  0.00199185  0.00066254  0.00012832  0.00112575  0.00014729
  0.0032545  -0.00079681]",0.08446451425165835,0.795275565251248
