n_lags,loss,lr,trend_reg,seasonality_reg,ar_reg,mse,rmse,mae,mape
1,MSE,0.1,0.1,0.5,0.1,1.0981419585264578,1.0315728566956,0.927479871120573,0.9539596363349178
1,MSE,0.1,0.1,0.5,10,1.3369854095429023,1.1297011912554908,0.9708897429412147,1.0022387519944973
1,MSE,0.1,0.1,10,0.1,0.867740936263388,0.9215166486385348,0.8435691751670433,0.8633774870224693
1,MSE,0.1,0.1,10,10,1.5377880680410505,1.202887984199446,0.9797378134940287,1.0159898720387084
1,MSE,0.1,10,0.5,0.1,82.14653589353263,8.53857646104615,5.102460923723478,5.451425417297706
1,MSE,0.1,10,0.5,10,34.195929252246074,5.494986058932072,3.5217433607982715,3.7560035530408404
1,MSE,0.1,10,10,0.1,50.15548763928925,6.676586056368507,3.5339970557408114,3.7537475618885376
1,MSE,0.1,10,10,10,43.456570901480454,6.19751713823253,3.8965743087566165,4.155669214531302
1,MSE,1,0.1,0.5,0.1,0.15795612327165803,0.35709373884115375,0.31598099607802144,0.3056368450631402
1,MSE,1,0.1,0.5,10,298.48011793061585,16.373613758153013,14.986947839371252,15.699889170556622
1,MSE,1,0.1,10,0.1,0.027675700615603826,0.13866162603379129,0.11989967876821063,0.12207188404432208
1,MSE,1,0.1,10,10,0.32203676560534483,0.5319562315993227,0.47519221865213246,0.4711807391492067
1,MSE,1,10,0.5,0.1,0.20508971619868152,0.412093055011887,0.34510504677196896,0.3901576565436667
1,MSE,1,10,0.5,10,0.2325228579588673,0.44081928499067574,0.3660607600156597,0.4123769880443645
1,MSE,1,10,10,0.1,0.2238492421454339,0.4318456305992388,0.3605697006581905,0.4065869727342942
1,MSE,1,10,10,10,0.07162461817901325,0.23301757620914554,0.19644958208894953,0.22911557114834571
1,MSE,10,0.1,0.5,0.1,0.05605041086367667,0.20199853870506335,0.18759530497176855,0.18037432903710646
1,MSE,10,0.1,0.5,10,0.0569323294260344,0.20365646167858056,0.1892991748079091,0.18188740210443377
1,MSE,10,0.1,10,0.1,0.05595084660288555,0.20181001566357415,0.1874010472999621,0.18020130151066
1,MSE,10,0.1,10,10,0.05464287827229576,0.19933382774912067,0.18485405658927417,0.17795378072694412
1,MSE,10,10,0.5,0.1,0.05465430729973346,0.1993551299441689,0.18487575175855808,0.17797234505982676
1,MSE,10,10,0.5,10,0.10676614834867743,0.2893301787282415,0.2401034653428381,0.27746901644811095
1,MSE,10,10,10,0.1,0.47128196881759854,0.6546531650891014,0.622881651950432,0.6227084252178713
1,MSE,10,10,10,10,0.04976774056049438,0.18991709134096407,0.1751114298048786,0.16948577997151207
1,MAE,0.001,0.1,0.5,0.1,0.16529333414569886,0.3690672950211437,0.29193228240304214,0.332881486103094
1,MAE,0.001,0.1,0.5,10,0.19741457980348529,0.4059131497816142,0.3572887799671276,0.34839433735339065
1,MAE,0.001,0.1,10,0.1,0.02587474653529236,0.13655814962878235,0.11486424089113699,0.12665389812756453
1,MAE,0.001,0.1,10,10,0.052985980326975865,0.19464748711598018,0.16858788626321297,0.16006410096126703
1,MAE,0.001,10,0.5,0.1,0.09498354511198517,0.2696339908032776,0.2321668462791816,0.2206875469006118
1,MAE,0.001,10,0.5,10,0.029662220277592147,0.14374541163634313,0.12439776267992778,0.12472040052205319
1,MAE,0.001,10,10,0.1,0.17455399769634586,0.38226102619039365,0.32560267031849205,0.31766123765078813
1,MAE,0.001,10,10,10,0.07379256027647998,0.24069519566740566,0.18702472708860415,0.21709484722738864
1,MAE,0.01,0.1,0.5,0.1,1.0058659803451604,0.9895724057342247,0.9029431943540782,0.9270008368560967
1,MAE,0.01,0.1,0.5,10,1.1381727049039254,1.0494700052091204,0.9450228484223784,0.9722978212105121
1,MAE,0.01,0.1,10,0.1,0.8150473841936966,0.8940151154186667,0.8229561201878816,0.8401606129098638
1,MAE,0.01,0.1,10,10,1.173258628179331,1.0640539101816324,0.9531285685907324,0.9814296954101634
1,MAE,0.01,10,0.5,0.1,0.998587216383591,0.9867133792446859,0.9057479357580581,0.928986414714958
1,MAE,0.01,10,0.5,10,0.8580464900307957,0.916111458877024,0.8444851816732422,0.8640971223425307
1,MAE,0.01,10,10,0.1,1.1066476946329091,1.0265798210062673,0.9065915262028253,0.9357807300134762
1,MAE,0.01,10,10,10,1.0567240436225147,1.0125264395608677,0.9210453591264768,0.9465832107357622
1,MAE,0.1,0.1,0.5,0.1,12.410074298408707,3.3264213583572917,1.9285754852101387,2.031858420048661
1,MAE,0.1,0.1,0.5,10,11.666095422829478,3.225749281451018,1.8876884915536563,1.9880739860405838
1,MAE,0.1,0.1,10,0.1,12.571091326654225,3.3469337780797104,1.9338782726791623,2.0378161277056517
1,MAE,0.1,0.1,10,10,11.680600968889673,3.2273200874676875,1.8875088224313925,1.9878517865621035
1,MAE,0.1,10,0.5,0.1,8.139383151023301,2.6859417239957395,1.8707398204807846,1.9800483020183821
1,MAE,0.1,10,0.5,10,6.480127557319169,2.400876251241935,1.7012350104017948,1.7979724763670493
1,MAE,0.1,10,10,0.1,8.581077382290102,2.7559290704871624,1.9300942918698492,2.0425700764670447
1,MAE,0.1,10,10,10,6.0616734498514635,2.3234323001648587,1.663503611364168,1.7572788382717957
1,MAE,1,0.1,0.5,0.1,25.872648266765708,4.797552724477177,2.4852838522005287,2.6303520783619563
1,MAE,1,0.1,0.5,10,20.3559954333289,4.25566481737234,2.287353595270844,2.417489812719106
1,MAE,1,0.1,10,0.1,27.555565937075755,4.949781617705084,2.5680679385891545,2.7187513218696897
1,MAE,1,0.1,10,10,19.67767737761573,4.184440767410918,2.2698671989699553,2.398937354062932
1,MAE,1,10,0.5,0.1,15.38932800253378,3.6872553972936615,2.4510459802874753,2.5971124808521955
1,MAE,1,10,0.5,10,1.9705432817642592,1.355868882967229,1.0607170111419382,1.1064653799659958
1,MAE,1,10,10,0.1,3.1249089262941134,1.6827991504480564,1.2883746936193745,1.3551078707036688
1,MAE,1,10,10,10,1.810116993004904,1.3050608764077707,1.0356446282719036,1.0741032471736573
1,MAE,10,0.1,0.5,0.1,0.026980619225187623,0.1390348748006301,0.11700801311505853,0.13151382238557116
1,MAE,10,0.1,0.5,10,0.03739667420829174,0.16554386213378092,0.13625975625329453,0.1582513056794572
1,MAE,10,0.1,10,0.1,33.00708348916477,5.41648928111948,2.808097072335814,2.9754414339780606
1,MAE,10,0.1,10,10,0.8477633347706887,0.9101899354668953,0.8744561224256977,0.879141567721869
1,MAE,10,10,0.5,0.1,0.17318162435806653,0.37807479491036977,0.30339932541463677,0.34518790612102873
1,MAE,10,10,0.5,10,0.047712985300619376,0.18918395898179918,0.15145914953229808,0.1766304480943765
1,MAE,10,10,10,0.1,0.24219258897938242,0.45113192498164867,0.36718839367118994,0.4133862857480543
1,MAE,10,10,10,10,0.21113017919337024,0.41899128203686453,0.3454463751427566,0.39042082858568883
3,SmoothL1Loss,0.001,0.1,0.5,0.1,0.1286235978770942,0.34274677453055413,0.23093418690381942,0.25139648177594254
3,SmoothL1Loss,0.001,0.1,0.5,10,0.027975281993824288,0.14124043117348212,0.12030756450881551,0.13776885401450045
3,SmoothL1Loss,0.001,0.1,10,0.1,0.02644100842714569,0.13588872660668477,0.1171017423865513,0.12057500309501445
3,SmoothL1Loss,0.001,0.1,10,10,0.09304065217273473,0.2657141641210141,0.23181543337622362,0.2201916282977797
3,SmoothL1Loss,0.001,10,0.5,0.1,0.026789888130483015,0.13648789165580774,0.11686809125427704,0.11958774900160615
3,SmoothL1Loss,0.001,10,0.5,10,82332.92529637352,57.67939869030191,18.106431217689305,18.23545631777201
3,SmoothL1Loss,0.001,10,10,0.1,3.803521462252148,1.7764715760127603,0.8501706558027694,0.9274874102424103
3,SmoothL1Loss,0.001,10,10,10,0.17408040314271397,0.3785713660827941,0.3299370964048226,0.32026098289246563
3,SmoothL1Loss,0.01,0.1,0.5,0.1,0.7306951107918126,0.8467059916549097,0.7738055505729281,0.7849900121902297
3,SmoothL1Loss,0.01,0.1,0.5,10,0.765531286117604,0.8669925788235145,0.7963329533901317,0.8100097368052244
3,SmoothL1Loss,0.01,0.1,10,0.1,0.6936366958271633,0.8239209097463596,0.7463972828448541,0.7547961010256244
3,SmoothL1Loss,0.01,0.1,10,10,1.502231001595668,1.1891769803354042,0.9859787852604861,1.021311189252555
3,SmoothL1Loss,0.01,10,0.5,0.1,0.7715393961270448,0.8701900128005727,0.7969908151370081,0.8131935329779779
3,SmoothL1Loss,0.01,10,0.5,10,5.037634757387545,2.10836505869159,1.3998214048511104,1.4711369268244496
3,SmoothL1Loss,0.01,10,10,0.1,1.3483440402276423,1.1305187695167929,0.9367465443734085,0.9696669653252471
3,SmoothL1Loss,0.01,10,10,10,4.456173776996469,1.9998038795113322,1.4087804499243182,1.478781255647247
3,SmoothL1Loss,0.1,0.1,0.5,0.1,12.455573166489426,3.328148508793275,1.9031705896937097,2.0107691141727577
3,SmoothL1Loss,0.1,0.1,0.5,10,12.218195515822345,3.2932944728232543,1.9083122913648423,2.017187820308903
3,SmoothL1Loss,0.1,0.1,10,0.1,13.976260828533094,3.5221082702829283,2.0062352709326627,2.121675474917676
3,SmoothL1Loss,0.1,0.1,10,10,11.856834168147795,3.2464172878056,1.8687298468066806,1.9736566885518345
3,SmoothL1Loss,0.1,10,0.5,0.1,14.20025071444465,3.5421345393882127,2.371224762236109,2.509920368041469
3,SmoothL1Loss,0.1,10,0.5,10,16.35592132911181,3.8034440043927003,2.5022280730716524,2.6484648971608262
3,SmoothL1Loss,0.1,10,10,0.1,12.802898891814676,3.365550822119104,2.2774703155686478,2.4088937079083297
3,SmoothL1Loss,0.1,10,10,10,15.498404989802506,3.7023779748657812,2.4580257097911535,2.602146828663192
3,SmoothL1Loss,1,0.1,0.5,0.1,15.335754272127295,3.6924306383140624,2.0711305419111308,2.190485025815654
3,SmoothL1Loss,1,0.1,0.5,10,14.8968343867682,3.642443013450254,2.050767951143791,2.162402343568779
3,SmoothL1Loss,1,0.1,10,0.1,17.62136057742757,3.959363900889642,2.1722897650037103,2.2931876418949955
3,SmoothL1Loss,1,0.1,10,10,9.350163213331996,2.891194560166467,1.7583148223213025,1.8467510415314798
3,SmoothL1Loss,1,10,0.5,0.1,19.37407679998695,4.138530192436649,2.6739035687464408,2.830108639561239
3,SmoothL1Loss,1,10,0.5,10,24.44375972722067,4.651019461161269,2.9498176885653913,3.1252707357255067
3,SmoothL1Loss,1,10,10,0.1,27.117831167736703,4.901264985154147,3.1346823629781038,3.327578945332672
3,SmoothL1Loss,1,10,10,10,19.860984907549174,4.189125704406218,2.717958264483615,2.8790237760803192
3,SmoothL1Loss,10,0.1,0.5,0.1,0.05707578898412268,0.20262481591812828,0.17603489075662948,0.16689229024049998
3,SmoothL1Loss,10,0.1,0.5,10,0.8615425532999932,0.9208330886120192,0.8787280444759775,0.8907995523481825
3,SmoothL1Loss,10,0.1,10,0.1,0.05719908754367247,0.2054824758757266,0.17374996003396068,0.2038125915830901
3,SmoothL1Loss,10,0.1,10,10,0.08034043099561096,0.24459298558193152,0.21424041038582387,0.20282578951354263
3,SmoothL1Loss,10,10,0.5,0.1,0.221667997164157,0.42946159057733085,0.3614978437230302,0.4074698066559642
3,SmoothL1Loss,10,10,0.5,10,0.16903924225172245,0.37140362479868855,0.31608706822766747,0.35904049420867656
3,SmoothL1Loss,10,10,10,0.1,0.1359967097229167,0.329925518310464,0.2796095847502977,0.32023189576896605
3,SmoothL1Loss,10,10,10,10,0.07130304319721537,0.22921924183943376,0.19855829251781693,0.18792955768211558
3,MSE,0.001,0.1,0.5,0.1,0.9252206854366389,0.9421364355676729,0.6500014511389283,0.6954309436296221
3,MSE,0.001,0.1,0.5,10,0.20860285303627887,0.441605424095943,0.32656174303958485,0.3287257086947079
3,MSE,0.001,0.1,10,0.1,0.8787453703110218,0.8791059157067849,0.7241111548987943,0.7887483916152527
3,MSE,0.001,0.1,10,10,0.02826373797783451,0.14519986214887623,0.12151621036609775,0.13573202749542077
3,MSE,0.001,10,0.5,0.1,0.04432557346232594,0.18721937806496367,0.14939386446661926,0.17108404300198024
3,MSE,0.001,10,0.5,10,0.09876413356808382,0.28026896864835976,0.2271868928978675,0.26270905958988894
3,MSE,0.001,10,10,0.1,0.043383064748130924,0.1764726303048601,0.1489984011022091,0.17494590403637877
3,MSE,0.001,10,10,10,0.19387108346639054,0.38873968218049615,0.26443689355138367,0.29965251966584416
3,MSE,0.01,0.1,0.5,0.1,0.6104732124823099,0.7650863766614132,0.6978806358331696,0.6984635627195811
3,MSE,0.01,0.1,0.5,10,0.6490021048317615,0.7908769320434919,0.7254921941009056,0.7265591700175754
3,MSE,0.01,0.1,10,0.1,0.6842758518078876,0.8198788255072958,0.7364564955204841,0.7499444445744198
3,MSE,0.01,0.1,10,10,0.6894718656488855,0.8210324002898506,0.7435327325659868,0.750230328511892
3,MSE,0.01,10,0.5,0.1,0.13617132001104335,0.32957642646858154,0.29885164745680126,0.28871003483813024
3,MSE,0.01,10,0.5,10,0.02686532002898083,0.13710789442925536,0.11803256878328622,0.12115529225246956
3,MSE,0.01,10,10,0.1,0.6987274499399889,0.8232974312141629,0.7649851759678165,0.7655887056639816
3,MSE,0.01,10,10,10,0.3559821116514113,0.5831991323764888,0.4939029645532916,0.4942871174553134
3,MSE,0.1,0.1,0.5,0.1,11.810061842122375,3.2332644863585442,1.9880725383564808,2.1032855812450824
3,MSE,0.1,0.1,0.5,10,2.521189357983094,1.5181444426094566,1.1368196488786135,1.187470238806625
3,MSE,0.1,0.1,10,0.1,15.943147786895743,3.761698082442355,2.2025716784969274,2.3317919838532735
3,MSE,0.1,0.1,10,10,5.611779764674833,2.2406536391096274,1.4789445760960298,1.5564546182011014
3,MSE,0.1,10,0.5,0.1,11.784597825062315,3.2201106347333366,2.1400509096909635,2.2788800433819354
3,MSE,0.1,10,0.5,10,4.176483707515493,1.9335078389606848,1.337156678791184,1.4110607189606788
3,MSE,0.1,10,10,0.1,19.808368377702244,4.176579989014951,2.765419988241672,2.9434914923816806
3,MSE,0.1,10,10,10,43.99550219940679,6.24770001835747,3.3550512660706375,3.5735086497604756
3,MSE,1,0.1,0.5,0.1,0.19405531204414558,0.4025124865082852,0.35077998428978724,0.34184636056235373
3,MSE,1,0.1,0.5,10,0.1878848351159221,0.39399801858662054,0.348774289460768,0.3396753659658003
3,MSE,1,0.1,10,0.1,0.04077443400526436,0.1715552585997401,0.15054962914901868,0.17609696363541144
3,MSE,1,0.1,10,10,0.7686585882417192,0.866654012812116,0.8115514443844021,0.816073160635139
3,MSE,1,10,0.5,0.1,0.04881305047516528,0.18606600617598432,0.16191372109046914,0.15424482620153113
3,MSE,1,10,0.5,10,0.0371054234812502,0.162307005499104,0.13815559649211512,0.1618679118935611
3,MSE,1,10,10,0.1,0.09229538973294069,0.26425213263779984,0.23034787460401754,0.21874762277794568
3,MSE,1,10,10,10,0.05764325397316106,0.20638348250934066,0.17471462779598168,0.2047078838733262
3,MSE,10,0.1,0.5,0.1,1.2561540135657643,1.099469065403301,0.9734306016997303,1.0030826728166586
3,MSE,10,0.1,0.5,10,0.7502449583503351,0.8573262531298141,0.7950054004983743,0.8038686325708013
3,MSE,10,0.1,10,0.1,0.03022324473772071,0.14894192859535288,0.1278233443016537,0.14144428480362725
3,MSE,10,0.1,10,10,0.7634451735919834,0.8643654620424035,0.8061560044337307,0.8128843298082505
3,MSE,10,10,0.5,0.1,0.30489695234315817,0.5084565396455774,0.4268269827296696,0.4765149001730051
3,MSE,10,10,0.5,10,0.27677770786860395,0.48327437874011975,0.40383499141987844,0.45231443131493243
3,MSE,10,10,10,0.1,0.2834591088470705,0.4890684825474342,0.4169168674754395,0.46587794279735517
3,MSE,10,10,10,10,0.2720290001331354,0.4786212754238587,0.40548746669892555,0.4539477801747833
3,MAE,0.001,0.1,0.5,0.1,0.21417499030740866,0.4339259507229923,0.3946203176677542,0.43066179039877284
3,MAE,0.001,0.1,0.5,10,1704.9357753423753,10.288418747235909,4.4826292461391795,4.589095267316549
3,MAE,0.001,0.1,10,0.1,0.02936452091091143,0.14529907767929826,0.12230027398825764,0.1402474333501894
3,MAE,0.001,0.1,10,10,0.7830254013956461,0.8340698974199182,0.7806772909203802,0.8370754406657505
3,MAE,0.001,10,0.5,0.1,0.06573728800072662,0.2190802756657046,0.18964186402395858,0.1794480974791887
3,MAE,0.001,10,0.5,10,0.1838254175874854,0.4016145809957515,0.32338328103321984,0.3174663041169833
3,MAE,0.001,10,10,0.1,0.0817855682074852,0.25335874026773286,0.21479783499216856,0.2466333682259784
3,MAE,0.001,10,10,10,0.4095523826684718,0.6085059227599343,0.5552693538904548,0.5531134816939327
3,MAE,0.01,0.1,0.5,0.1,0.9444270692326556,0.9595002051095498,0.8766370662639801,0.8992664524569391
3,MAE,0.01,0.1,0.5,10,0.9459362397697627,0.9610241284747427,0.881478426155002,0.9036806545516491
3,MAE,0.01,0.1,10,0.1,0.9997202402880524,0.9867925217175313,0.901446117307147,0.9252476221365988
3,MAE,0.01,0.1,10,10,1.2987842836701067,1.117020334919625,0.9877236752442552,1.0180195194489399
3,MAE,0.01,10,0.5,0.1,0.7528552617825848,0.8599498505506821,0.792116679290223,0.8090250913830879
3,MAE,0.01,10,0.5,10,0.9549860355618198,0.9637672849406528,0.8808030138672669,0.9047858771881955
3,MAE,0.01,10,10,0.1,0.9124690781705236,0.9434919091047549,0.8667632858209766,0.8882604995479778
3,MAE,0.01,10,10,10,0.998522342759793,0.9873814454134636,0.9104842170786293,0.9334412826611314
3,MAE,0.1,0.1,0.5,0.1,11.963657185309273,3.2661470834460076,1.9048924919533445,2.006749827408462
3,MAE,0.1,0.1,0.5,10,11.942474826075802,3.26366972823901,1.9008642491451093,2.0022184668233995
3,MAE,0.1,0.1,10,0.1,12.65583622365097,3.3583981299541965,1.9383746997669533,2.042762602221316
3,MAE,0.1,0.1,10,10,11.941003413613227,3.2624520777883186,1.9002336912598277,2.0015201378321206
3,MAE,0.1,10,0.5,0.1,4.9232689016660425,2.100517891018503,1.480760998501835,1.5615744720496219
3,MAE,0.1,10,0.5,10,4.766005962629635,2.0677565576409997,1.4512400379645136,1.5303178370125623
3,MAE,0.1,10,10,0.1,5.294242230076775,2.1822066753268277,1.4002460849445004,1.4728927787522201
3,MAE,0.1,10,10,10,4.276159248755477,1.9716476963042164,1.3231472224663827,1.3815479829195636
3,MAE,1,0.1,0.5,0.1,23.594196931511537,4.5800758720269155,2.4199815338319706,2.5597868413750935
3,MAE,1,0.1,0.5,10,23.80023206135767,4.6014476504696145,2.415388075413925,2.5547214106017493
3,MAE,1,0.1,10,0.1,26.982816505827266,4.896709567265043,2.564636984251148,2.714775805237708
3,MAE,1,0.1,10,10,29.44965141281814,5.115485863204206,2.6353560613095803,2.791016180456436
3,MAE,1,10,0.5,0.1,1.735016064576618,1.2806172396179498,1.0533873974736587,1.0875834263191158
3,MAE,1,10,0.5,10,1.687532562054522,1.2638913433306351,1.0193133772197027,1.054110880435866
3,MAE,1,10,10,0.1,6.814723151531392,2.4580762000265373,1.7908957494870454,1.8911972336768608
3,MAE,1,10,10,10,1.8589047668644596,1.3224264204465286,1.0571787067737195,1.0932712530590216
3,MAE,10,0.1,0.5,0.1,0.16594701670350898,0.368400263098208,0.32092025677569636,0.31082453369820595
3,MAE,10,0.1,0.5,10,0.7863852597644407,0.874900166294821,0.8264805943836878,0.8298945458446007
3,MAE,10,0.1,10,0.1,23.979448761177583,4.6181262428038545,2.431633698148212,2.5720553297036908
3,MAE,10,0.1,10,10,33.8036377373436,5.482344581436712,2.7764672839477735,2.9419211628024997
3,MAE,10,10,0.5,0.1,1.3787076271091883,1.1503256859649402,1.013204617184207,1.0440982829102263
3,MAE,10,10,0.5,10,0.1547729365399269,0.3538589870356018,0.29986915066714753,0.3419783100994281
3,MAE,10,10,10,0.1,0.2702434500983969,0.48447879357306606,0.4228347739989882,0.4168201865811981
3,MAE,10,10,10,10,0.06695766360012195,0.2247920009135571,0.1876571189846389,0.21928197931852605
5,SmoothL1Loss,0.001,0.1,0.5,0.1,0.024468641214471287,0.13171390104571767,0.11295389394042428,0.12300355682440586
5,SmoothL1Loss,0.001,0.1,0.5,10,0.12377195554388208,0.31302817344191064,0.2698056291615169,0.2589899266877843
5,SmoothL1Loss,0.001,0.1,10,0.1,0.30810289079352027,0.520632378093966,0.4596902721466423,0.45485774410065805
5,SmoothL1Loss,0.001,0.1,10,10,0.3345541730901032,0.5365692204486954,0.47970208548624244,0.526432151533074
5,SmoothL1Loss,0.001,10,0.5,0.1,0.23132452183301633,0.44512035793590377,0.39056885452283757,0.38302174656835386
5,SmoothL1Loss,0.001,10,0.5,10,4.908841789390165,2.097040911375352,1.7906115834754384,1.8779363683680432
5,SmoothL1Loss,0.001,10,10,0.1,2303536.271623961,1091.6279634837952,352.6954274894396,350.9260753531278
5,SmoothL1Loss,0.001,10,10,10,0.03529446519100924,0.1569717688131261,0.1368791460390995,0.1337591469361867
5,SmoothL1Loss,0.01,0.1,0.5,0.1,0.747457513982816,0.856658574285224,0.7836028009872232,0.7967496308507229
5,SmoothL1Loss,0.01,0.1,0.5,10,1.3046602016345987,1.1139587162140265,0.9482662055919536,0.9794676108374871
