n_lags,loss,lr,trend_reg,seasonality_reg,ar_reg,mse,rmse,mae,mape
5,SmoothL1Loss,0.01,0.1,10,0.1,0.7291767109112476,0.8458538046279969,0.7762584621698334,0.7865118770476043
5,SmoothL1Loss,0.01,0.1,10,10,1.398473730404343,1.149251028661442,0.9540560227874445,0.9884850855171512
5,SmoothL1Loss,0.01,10,0.5,0.1,3.0974659301136884,1.6771122846756248,1.1965769841226201,1.2505745595233253
5,SmoothL1Loss,0.01,10,0.5,10,1.2519991873727583,1.0879809292255163,0.9504751634814136,0.9887220026979848
5,SmoothL1Loss,0.01,10,10,0.1,4.689601552866713,2.0491172959980335,1.4881990240222396,1.562007127843265
5,SmoothL1Loss,0.01,10,10,10,1.699855843216872,1.2553347250494538,1.0240845897089061,1.0639045694206763
5,SmoothL1Loss,0.1,0.1,0.5,0.1,10.313961432439317,3.0310739283755215,1.7758892113756908,1.8743447368561938
5,SmoothL1Loss,0.1,0.1,0.5,10,12.007354251113311,3.2688249074220166,1.879460708114646,1.9855429837130971
5,SmoothL1Loss,0.1,0.1,10,0.1,12.271059083959042,3.304540867228106,1.9161323323556105,2.025326877246166
5,SmoothL1Loss,0.1,0.1,10,10,12.902241652404667,3.386145826744749,1.941582163314845,2.0535908009043755
5,SmoothL1Loss,0.1,10,0.5,0.1,16.793048512605615,3.855143576506989,2.50637233780896,2.6525280512788294
5,SmoothL1Loss,0.1,10,0.5,10,20.78311848070091,4.289017772100832,2.730560286564592,2.891885499015575
5,SmoothL1Loss,0.1,10,10,0.1,20.87140802807092,4.298138302751397,2.730003120175856,2.891057776125952
5,SmoothL1Loss,0.1,10,10,10,14.210097110599321,3.546228485064154,2.3564306658563314,2.49273912990541
5,SmoothL1Loss,1,0.1,0.5,0.1,15.933075624501598,3.765055318723322,2.0657981430668917,2.180090940058802
5,SmoothL1Loss,1,0.1,0.5,10,13.96749274157606,3.5256459414519283,1.9624959962026791,2.0708026134655784
5,SmoothL1Loss,1,0.1,10,0.1,13.823547704125565,3.508948030090916,2.000104993835495,2.107400291354641
5,SmoothL1Loss,1,0.1,10,10,11.697907273616613,3.229923154018108,1.8561500364891022,1.9550262683094446
5,SmoothL1Loss,1,10,0.5,0.1,67.75711170521276,7.749535567729211,4.540908484098467,4.836114296994596
5,SmoothL1Loss,1,10,0.5,10,3.3947940059308452,1.744815450538017,1.3858409527691438,1.4541251072172579
5,SmoothL1Loss,1,10,10,0.1,15.04169408131661,3.647031801581332,2.402300266776178,2.5395289683687756
5,SmoothL1Loss,1,10,10,10,34.010272844766725,5.4921088219425345,3.3224305915867416,3.5213929352112836
5,SmoothL1Loss,10,0.1,0.5,0.1,16.200300704899576,3.7967429669462547,2.0637589355179937,2.178468507404452
5,SmoothL1Loss,10,0.1,0.5,10,0.02667123273425444,0.1360303423014172,0.11734875779498913,0.12052271911173144
5,SmoothL1Loss,10,0.1,10,0.1,0.025363891573277772,0.13284153854848993,0.11442646952023854,0.11950067546821681
5,SmoothL1Loss,10,0.1,10,10,0.04014749072806417,0.16858421357137907,0.1438654204576024,0.1692040398848019
5,SmoothL1Loss,10,10,0.5,0.1,0.09849132218615517,0.2767220756708002,0.2350943446538993,0.2719947093944056
5,SmoothL1Loss,10,10,0.5,10,0.10884932752320688,0.2922737227602733,0.24896096242353158,0.28706506808348015
5,SmoothL1Loss,10,10,10,0.1,0.081165051129557,0.24852338649496494,0.2113058555069137,0.24605046456902308
5,SmoothL1Loss,10,10,10,10,26.48639719765803,4.84059613014601,3.0633033567935812,3.2486026989163297
5,MSE,0.001,0.1,0.5,0.1,9.548615789596422,3.044545975671906,1.7513980025454012,1.8674322180874332
5,MSE,0.001,0.1,0.5,10,0.5121975233295527,0.666198679157279,0.56631072084034,0.6229891179395606
5,MSE,0.001,0.1,10,0.1,0.0643370814242884,0.22851991776957079,0.19425290847969365,0.21952531376237763
5,MSE,0.001,0.1,10,10,4.417673486675635,2.058236078082423,1.1529670309193478,1.2317879533300526
5,MSE,0.001,10,0.5,0.1,0.2824304593853811,0.48862348591803534,0.40808697678651623,0.4568536689316167
5,MSE,0.001,10,0.5,10,5.084653494458473,2.2087240895853903,1.4363533531670445,1.5272205943999861
5,MSE,0.001,10,10,0.1,46.8797819560779,6.73570317429621,3.5622845901183697,3.8070436438681834
5,MSE,0.001,10,10,10,0.47626034054342736,0.6415372705956008,0.5422285534765977,0.5973991887275653
5,MSE,0.01,0.1,0.5,0.1,0.6646377371284329,0.8035366597970197,0.7301907637286265,0.7335586038212875
5,MSE,0.01,0.1,0.5,10,0.5716959939133892,0.7387156869888354,0.6668989125429642,0.6670128950242169
5,MSE,0.01,0.1,10,0.1,0.7343308871510673,0.8486530548813194,0.7780032955517376,0.7885426467895273
5,MSE,0.01,0.1,10,10,0.6388962890671329,0.7847515237340538,0.7176151430044995,0.7185252322043046
5,MSE,0.01,10,0.5,0.1,0.5497616509792276,0.7221047650880845,0.6571877711236004,0.6572985515027782
5,MSE,0.01,10,0.5,10,1.6103040423431196,1.2213169890896987,0.9803676108088869,1.0145747337035351
5,MSE,0.01,10,10,0.1,12547.8717296496,50.772699125845705,12.213468648820774,13.424614924180398
5,MSE,0.01,10,10,10,3.2367393458513174,1.7039931087626587,1.2745405072143579,1.3358755064752483
5,MSE,0.1,0.1,0.5,0.1,20.159752339881912,4.225540519393476,2.4655243438149443,2.614745183304357
5,MSE,0.1,0.1,0.5,10,2.1760030936710932,1.411859690617789,1.0928155143988056,1.1413577700277562
5,MSE,0.1,0.1,10,0.1,23.74677536077854,4.585048154342632,2.6098398186779326,2.7688634050983687
5,MSE,0.1,0.1,10,10,5.755714359505134,2.2671668181001876,1.5164664541425255,1.5964442224280773
5,MSE,0.1,10,0.5,0.1,21.845880611672897,4.402502271422289,2.3443342105979816,2.4896858845223373
5,MSE,0.1,10,0.5,10,30.879072834774185,5.235794460162638,2.750669712025856,2.9204607778943927
5,MSE,0.1,10,10,0.1,23.100360524193928,4.526353748591277,2.4399006114066846,2.587743656905477
5,MSE,0.1,10,10,10,18.18124668302516,4.017154140933228,2.3041783453246913,2.4382282000793785
5,MSE,1,0.1,0.5,0.1,0.2555972576122516,0.4688004492592047,0.412917567114095,0.4064797984215248
5,MSE,1,0.1,0.5,10,0.0351259657657389,0.15700313119305925,0.13530798156878338,0.13254162293734228
5,MSE,1,0.1,10,0.1,0.2291543885422273,0.4407457924707178,0.38913203219909964,0.38189010402351287
5,MSE,1,0.1,10,10,2.024023589631306,1.3906331800369056,1.144676156942659,1.1798687931911989
5,MSE,1,10,0.5,0.1,0.20856775717551956,0.41752502093481403,0.37000709258695946,0.36198268711830167
5,MSE,1,10,0.5,10,0.2543136806586961,0.46767244526291457,0.412206760744979,0.4056670586609679
5,MSE,1,10,10,0.1,0.14180038857145144,0.3365548155780903,0.29483869452157463,0.2838465899352432
5,MSE,1,10,10,10,442.21738181182195,19.929656469251082,18.510725379009212,19.421718556938515
5,MSE,10,0.1,0.5,0.1,0.8318105302529651,0.9040419139129968,0.8423914483681552,0.8580096860262693
5,MSE,10,0.1,0.5,10,0.7511756626139923,0.8578910868938332,0.7955095921312091,0.8041731591454503
5,MSE,10,0.1,10,0.1,1.008877967070609,0.990548415683073,0.8977934303765551,0.9220805475575214
5,MSE,10,0.1,10,10,0.6226656275320408,0.7717006275960083,0.7066182653305066,0.7079261659435125
5,MSE,10,10,0.5,0.1,0.27296865957567723,0.4796211496179699,0.40391598139023055,0.4523307140526811
5,MSE,10,10,0.5,10,0.26570344586124445,0.4728706908662347,0.3970704819547299,0.4451177498874234
5,MSE,10,10,10,0.1,0.23479850094313795,0.44268686728455037,0.3741699718801124,0.42091627438842305
5,MSE,10,10,10,10,0.2562598829479801,0.46370099583154656,0.3935714366495213,0.44138536459841327
5,MAE,0.001,0.1,0.5,0.1,18172291611.265945,110437.02212091503,24080.3692052847,25812.566041468286
5,MAE,0.001,0.1,0.5,10,0.1731674058062546,0.37755705622315505,0.3292090419727497,0.31964944627002273
5,MAE,0.001,0.1,10,0.1,0.03926257718077279,0.16693017897397905,0.1407451636229587,0.1353035241877287
5,MAE,0.001,0.1,10,10,0.11287812370975751,0.2961187749514306,0.2584707341730198,0.2468274215545296
5,MAE,0.001,10,0.5,0.1,0.03858057110614176,0.1704044272096698,0.14358008815243806,0.1659151912256486
5,MAE,0.001,10,0.5,10,0.08000682675364976,0.24471279574069674,0.21012372073641813,0.1992166102131604
5,MAE,0.001,10,10,0.1,0.02433212037081779,0.13090877467025935,0.11228467509273257,0.11947411669437477
5,MAE,0.001,10,10,10,0.2046959227127792,0.41465090768761304,0.3647178469138186,0.35642604486353896
5,MAE,0.01,0.1,0.5,0.1,0.9260114844145458,0.9511844122601735,0.8731514104241924,0.8947592382392534
5,MAE,0.01,0.1,0.5,10,0.9149614802458952,0.9456229524930102,0.8683529608806185,0.889614741908064
5,MAE,0.01,0.1,10,0.1,8.365028129789945,2.743804457022947,1.5720813647588234,1.648879007416268
5,MAE,0.01,0.1,10,10,0.956914068797035,0.9654050481717223,0.8810381407851525,0.9040828770705482
5,MAE,0.01,10,0.5,0.1,1.049846040168754,1.0105744014015203,0.9229165913880931,0.9476346254036924
5,MAE,0.01,10,0.5,10,1.161914995382514,1.0630598878008204,0.971407387275293,0.9971489169558562
5,MAE,0.01,10,10,0.1,0.8815343072873147,0.9292832797904143,0.8611348873935404,0.8803939128925513
5,MAE,0.01,10,10,10,1.3734279429502196,1.1450864213462593,1.0015921274115576,1.0340535052027033
5,MAE,0.1,0.1,0.5,0.1,11.705291619061192,3.2321168361022496,1.8898696077324468,1.9903751877036542
5,MAE,0.1,0.1,0.5,10,12.050402230823364,3.277982394512219,1.9034417341825358,2.005160686823102
5,MAE,0.1,0.1,10,0.1,12.874159787764775,3.3872655464613324,1.952082694169019,2.057507005511735
5,MAE,0.1,0.1,10,10,12.77740760653204,3.37379791533358,1.9439967742040136,2.0487946523477745
5,MAE,0.1,10,0.5,0.1,5.15528393867546,2.1516691534186583,1.4255651501945583,1.5020116030927817
5,MAE,0.1,10,0.5,10,5.642971698236253,2.2524128470472635,1.4268694925320222,1.5016512117116714
5,MAE,0.1,10,10,0.1,4.658388624897553,2.053352390866052,1.3410267418676072,1.4045200154030921
5,MAE,0.1,10,10,10,5.749701215351471,2.2768679166506645,1.4703552422450517,1.5381698050110644
5,MAE,1,0.1,0.5,0.1,23.049066387683787,4.52753842697274,2.4060330966060035,2.544706614694525
5,MAE,1,0.1,0.5,10,14.417848183118416,3.5843159643908553,2.031576844131215,2.1416810235625543
5,MAE,1,0.1,10,0.1,26.602329373756934,4.863064019184587,2.5330916899847007,2.681322513537969
5,MAE,1,0.1,10,10,15.68148689783826,3.736239335557969,2.081287237791251,2.1958768850233668
5,MAE,1,10,0.5,0.1,6.1445464203481555,2.3397507880697566,1.6988318644794433,1.7933388533611672
5,MAE,1,10,0.5,10,0.7386012265000572,0.8506367527588746,0.7919293951952544,0.7974367886980884
5,MAE,1,10,10,0.1,5.0459234353586035,2.124497233260801,1.5746365642481823,1.6600079162709902
5,MAE,1,10,10,10,4.35507185321264,1.973215331538415,1.5128410651395587,1.5923447632821126
5,MAE,10,0.1,0.5,0.1,32.367192677648795,5.364347050223732,2.692692930339252,2.852460245409711
5,MAE,10,0.1,0.5,10,0.0865159410349039,0.25749213491346384,0.2186434107937257,0.25410468451172524
5,MAE,10,0.1,10,0.1,0.07580020130754403,0.23926913613411102,0.20417800030540606,0.23816909931519695
5,MAE,10,0.1,10,10,99.92572610158031,9.423645255620084,5.071454269126445,5.391469715433698
5,MAE,10,10,0.5,0.1,38.369915856160176,5.832155250126177,3.5473133570557542,3.7625880875811113
5,MAE,10,10,0.5,10,0.03849602125854713,0.1655467532902376,0.1392553145123399,0.16322635615608
5,MAE,10,10,10,0.1,0.03147532701667217,0.14828456778566013,0.12660945357124287,0.14734755891666304
5,MAE,10,10,10,10,0.06585864012216228,0.2217883030577983,0.18857199658929635,0.22060086824352718
10,SmoothL1Loss,0.001,0.1,0.5,0.1,0.029299867021391434,0.1454996493587326,0.12195663816902226,0.1386891865162502
10,SmoothL1Loss,0.001,0.1,0.5,10,0.04265460957373718,0.1729739971788508,0.14945600689955427,0.14283694724049506
10,SmoothL1Loss,0.001,0.1,10,0.1,11856.286345539944,105.46303201632976,38.84713211689074,41.473185067194
10,SmoothL1Loss,0.001,0.1,10,10,0.20242130950230033,0.4186960069418728,0.3449109674641115,0.33763629469449746
10,SmoothL1Loss,0.001,10,0.5,0.1,0.033555567270006116,0.1662387023847059,0.13382698865769038,0.1448809667095071
10,SmoothL1Loss,0.001,10,0.5,10,0.04793290965465999,0.18549337239305752,0.15964501070570222,0.15268918313263377
10,SmoothL1Loss,0.001,10,10,0.1,0.32756088286420176,0.5291950391953479,0.4772908285559171,0.5275635188594325
10,SmoothL1Loss,0.001,10,10,10,82519.08003193622,276.11388293952115,83.92649248406413,88.88476177912806
10,SmoothL1Loss,0.01,0.1,0.5,0.1,0.8074275514057895,0.8892632328487979,0.8079110826639395,0.8260130723950365
10,SmoothL1Loss,0.01,0.1,0.5,10,0.8341194290818807,0.9025227648273142,0.8104910837750584,0.8307016798640763
10,SmoothL1Loss,0.01,0.1,10,0.1,1.0096473488170004,0.9876477254687428,0.8744319248946356,0.8993590521750364
10,SmoothL1Loss,0.01,0.1,10,10,1.047891359863921,1.003980852677578,0.8740903606323243,0.9002946164459886
10,SmoothL1Loss,0.01,10,0.5,0.1,1.5484168377681469,1.1859366831370075,0.9540676892275713,0.9978974204994556
10,SmoothL1Loss,0.01,10,0.5,10,9.843714849449647,2.9569242575232524,1.9161373155733912,2.019914382428955
10,SmoothL1Loss,0.01,10,10,0.1,11.554328501469126,3.198495306035042,1.8886108896113625,1.9941145399452092
10,SmoothL1Loss,0.01,10,10,10,0.9628040959683414,0.9669973166837987,0.8587943925204574,0.8854868684741724
10,SmoothL1Loss,0.1,0.1,0.5,0.1,18.503214700538596,4.049161418242435,2.3718837093605627,2.513235646072411
10,SmoothL1Loss,0.1,0.1,0.5,10,16.403559603640723,3.8142322144709313,2.2746960246489194,2.408873812648612
10,SmoothL1Loss,0.1,0.1,10,0.1,16.026216736735705,3.7720824711184577,2.154486417025115,2.2805205380946485
10,SmoothL1Loss,0.1,0.1,10,10,20.51806851311764,4.263907705246983,2.4480764084834403,2.5952690975579253
10,SmoothL1Loss,0.1,10,0.5,0.1,98.95086969432627,9.395734133645279,4.239027745578258,4.516387566847587
10,SmoothL1Loss,0.1,10,0.5,10,96.95933945508418,9.28349495395565,5.023348078765858,5.350726132787617
10,SmoothL1Loss,0.1,10,10,0.1,12.291764572654564,3.304773786654138,2.128250165243565,2.2511554949954777
10,SmoothL1Loss,0.1,10,10,10,12.730717848171208,3.3615691581421525,2.1541238022052824,2.2779217988537
10,SmoothL1Loss,1,0.1,0.5,0.1,19.79350950303359,4.197978567693413,2.3032764740756324,2.439890291991238
10,SmoothL1Loss,1,0.1,0.5,10,23.29542815465674,4.549948025085632,2.3972124849398533,2.5409624918392684
10,SmoothL1Loss,1,0.1,10,0.1,26.444927747416955,4.849128685298638,2.564201999452358,2.717050733602307
10,SmoothL1Loss,1,0.1,10,10,20.954620792129102,4.316950270784292,2.2894543082650918,2.422155739680878
10,SmoothL1Loss,1,10,0.5,0.1,7.360707186772928,2.563832320073546,1.9094633062740178,2.026692777043644
10,SmoothL1Loss,1,10,0.5,10,170.40133410283454,12.331690624956094,6.357506965447707,6.7626681445662395
10,SmoothL1Loss,1,10,10,0.1,6.076779540107067,2.3302609849007454,1.6368143672650093,1.7251547400367835
10,SmoothL1Loss,1,10,10,10,125.74027860111902,10.555904794437062,6.17618227383976,6.600105217463472
10,SmoothL1Loss,10,0.1,0.5,0.1,15.87106767840412,3.7575883055200587,2.0604319773298134,2.180371320817435
10,SmoothL1Loss,10,0.1,0.5,10,1.8895739850194389,1.3357792724470625,1.0986136029039715,1.1353538176862332
10,SmoothL1Loss,10,0.1,10,0.1,3.7022601788944947,1.8331710126019403,1.3129705609395468,1.371768589793258
10,SmoothL1Loss,10,0.1,10,10,15.126575175390007,3.671740891716142,2.0498145133900882,2.1616867718450115
10,SmoothL1Loss,10,10,0.5,0.1,0.0624220881084777,0.21490802883272866,0.1837146036009283,0.2153126640958923
10,SmoothL1Loss,10,10,0.5,10,0.7532479377255986,0.8571073787540742,0.8025589530842818,0.8052950372094579
10,SmoothL1Loss,10,10,10,0.1,8.23362844775177,2.713950101813551,2.4149120456374127,2.529484592816374
10,SmoothL1Loss,10,10,10,10,3.988024436796564,1.8907468158927738,1.446412299530275,1.5170134875815444
10,MSE,0.001,0.1,0.5,0.1,0.6093576000313295,0.7547168796817099,0.6504922885043612,0.6752143332596945
10,MSE,0.001,0.1,0.5,10,3.4368135085008427,1.5807318074019638,0.7663340242678142,0.8011057479199034
10,MSE,0.001,0.1,10,0.1,1.3791987860042214,1.1052773633859188,0.7495876246097797,0.8131597071298098
10,MSE,0.001,0.1,10,10,50.76693971536449,6.268256996211439,2.586564318615901,2.6768309196186104
10,MSE,0.001,10,0.5,0.1,2.4895439413985536,1.440476573301819,0.8936853887601134,0.961775568157059
10,MSE,0.001,10,0.5,10,0.07356244871296941,0.24208695176800954,0.20064483024995036,0.23137911043053075
10,MSE,0.001,10,10,0.1,0.3152018786161252,0.5189019243098092,0.43358995393327493,0.4829540189083669
10,MSE,0.001,10,10,10,3.621922863281587,1.8710388039634351,1.1347699445020403,1.2052180665632601
10,MSE,0.01,0.1,0.5,0.1,0.640206755167338,0.7928706348480618,0.7120751578861279,0.7197170462260566
10,MSE,0.01,0.1,0.5,10,0.29592787980569973,0.5115285076400325,0.44370124339611344,0.4391256436485951
10,MSE,0.01,0.1,10,0.1,0.3609237649493819,0.5689005361355757,0.46975298817079214,0.4689863805508866
10,MSE,0.01,0.1,10,10,0.5348905984588996,0.7096736321402355,0.6399267710674862,0.6396446298550549
10,MSE,0.01,10,0.5,0.1,0.21512123355021334,0.4292475367012408,0.37083194646183243,0.36206533670820673
10,MSE,0.01,10,0.5,10,0.6041114808268077,0.7591352228778402,0.696165737571381,0.6970957194724988
10,MSE,0.01,10,10,0.1,0.050335061763777805,0.1895598962350156,0.16311703499839353,0.15531187873322352
10,MSE,0.01,10,10,10,0.17204771281024744,0.40007579548941224,0.29389832964708906,0.2912649581817512
10,MSE,0.1,0.1,0.5,0.1,17.76126526360104,3.960168392596568,3.221931270146377,3.3481051673075966
10,MSE,0.1,0.1,0.5,10,12.803516759860194,3.3675094034028494,2.052938193919829,2.1721496165847745
10,MSE,0.1,0.1,10,0.1,7.785008192526844,2.632301055308055,1.6791875859736987,1.77138598797233
10,MSE,0.1,0.1,10,10,3.848709271691024,1.8474114835432993,1.3107709488697483,1.3763396737011921
10,MSE,0.1,10,0.5,0.1,108.00163460920929,9.812339040645154,4.782670165128312,5.092641442752025
10,MSE,0.1,10,0.5,10,1.4440944977390218,1.163987616748057,0.965977852436319,1.0079741219878442
10,MSE,0.1,10,10,0.1,31.969583016742497,5.32964245988991,2.707003386362772,2.8752732830407037
10,MSE,0.1,10,10,10,60.96854877584904,7.364685886497151,3.749115024909671,3.9909580059309233
10,MSE,1,0.1,0.5,0.1,0.909736749791621,0.9292149961887627,0.8323685944330248,0.8531117274472142
10,MSE,1,0.1,0.5,10,0.5222182497463502,0.6990442918435885,0.6296255455142432,0.6295360273599975
10,MSE,1,0.1,10,0.1,0.033513803719660985,0.15337973679999983,0.13152055261925844,0.15365296929568228
10,MSE,1,0.1,10,10,0.6622433594382034,0.7975311215199105,0.7376093979196506,0.7396714723380253
10,MSE,1,10,0.5,0.1,5.844527600335729,2.2150190308517805,1.5134726936231302,1.6062498107262588
10,MSE,1,10,0.5,10,0.8718516810085009,0.9211405117963435,0.8174652514687767,0.8343113040188594
10,MSE,1,10,10,0.1,5.826744182111147,2.2730307368584017,1.4325194728286912,1.5002362740273005
10,MSE,1,10,10,10,0.9759839193714515,0.9790708357498963,0.921970897126067,0.9418942303897491
10,MSE,10,0.1,0.5,0.1,0.5531364016766566,0.723531085464011,0.6559902357498691,0.6561356350001236
10,MSE,10,0.1,0.5,10,0.428046234635809,0.6263495848733527,0.5591633803398981,0.5573860535334694
10,MSE,10,0.1,10,0.1,0.6860879239550903,0.8156025066628583,0.753540050039626,0.7555151471957652
10,MSE,10,0.1,10,10,0.38139638066785486,0.5871097686420951,0.5209801626320295,0.518121550191952
10,MSE,10,10,0.5,0.1,0.13408347989735245,0.32750819189743474,0.27644099039979037,0.3167747723952227
10,MSE,10,10,0.5,10,0.1592772829398754,0.35958393918323156,0.30332373690469333,0.34556833240702783
10,MSE,10,10,10,0.1,0.11930251484106282,0.3070370616977888,0.2605613017543983,0.299779169576247
10,MSE,10,10,10,10,0.12004853109617297,0.3082494464892761,0.260052713429133,0.2992168845276375
10,MAE,0.001,0.1,0.5,0.1,1.6355687758083934,1.2142109590950527,0.6753718590236772,0.7111307432754093
10,MAE,0.001,0.1,0.5,10,0.04199035776724831,0.17205837369000196,0.14764914784557923,0.14166560415552554
10,MAE,0.001,0.1,10,0.1,15752.992457027143,43.123273620149014,13.936137413003621,14.476481906715561
10,MAE,0.001,0.1,10,10,0.38110974913574697,0.5767221897812701,0.49610167732600574,0.5454775584161178
10,MAE,0.001,10,0.5,0.1,149994312.8640028,7323.424589884292,1638.0679073916392,1752.7322286164922
10,MAE,0.001,10,0.5,10,0.058080634678833315,0.21684631598605897,0.16501031510996358,0.16170546799147326
10,MAE,0.001,10,10,0.1,0.07220223872975455,0.23038311110974496,0.19779742639067613,0.1867825615332304
10,MAE,0.001,10,10,10,0.13059162221207807,0.33376841085459,0.2840593513374688,0.278633729349036
10,MAE,0.01,0.1,0.5,0.1,1.1281281760577997,1.0437004213002532,0.9363188284079732,0.9639697688369376
10,MAE,0.01,0.1,0.5,10,0.7778358084703613,0.8751044908928419,0.804111769237718,0.8185712737388697
10,MAE,0.01,0.1,10,0.1,1.4762986572981585,1.1837630861179198,1.0203054699915157,1.054913262674564
10,MAE,0.01,0.1,10,10,1.2772602233025196,1.105262247389473,0.9722260502494531,1.0032906105045034
10,MAE,0.01,10,0.5,0.1,1.0252230698262388,0.9980803720018389,0.9078236052569031,0.9326914299480865
10,MAE,0.01,10,0.5,10,1.0847442263279448,1.0259768910294194,0.9331875758293852,0.9587963728188683
10,MAE,0.01,10,10,0.1,1.5518900649274483,1.207372439749498,1.0191594669949608,1.0553398360673594
10,MAE,0.01,10,10,10,1.3347195507254281,1.128679330485719,0.9889158267125328,1.020936759872439
10,MAE,0.1,0.1,0.5,0.1,9.938488270551801,2.979949827103518,1.7917345197840424,1.8861166384983514
10,MAE,0.1,0.1,0.5,10,9.573400526092248,2.9257261648775796,1.77156131098141,1.8645409895175393
10,MAE,0.1,0.1,10,0.1,9.817155867623484,2.961004256976329,1.781600791113669,1.8760606974981564
10,MAE,0.1,0.1,10,10,10.548719187609603,3.0684964192365562,1.8247963448565059,1.9220499167779423
10,MAE,0.1,10,0.5,0.1,7.049250760545463,2.5156681710610895,1.6046363823456748,1.6837961908928023
10,MAE,0.1,10,0.5,10,9.611262687746047,2.930079768723232,1.7726503702136869,1.8650177753891155
10,MAE,0.1,10,10,0.1,9.573133555771735,2.9242533090189373,1.7696621429313453,1.8614860618939275
10,MAE,0.1,10,10,10,7.794506766510516,2.643583348454965,1.6530522113452273,1.7356578551449486
10,MAE,1,0.1,0.5,0.1,13.569346870060258,3.4785592761700874,1.9780753753678766,2.0849639749872506
10,MAE,1,0.1,0.5,10,18.4920566588921,4.0581621363875495,2.2022191764772705,2.3258359784001716
10,MAE,1,0.1,10,0.1,55.872252408441554,7.046064812707769,3.751280656899562,3.9831759852958446
10,MAE,1,0.1,10,10,15.411044114760386,3.7047405723322884,2.0654689007491482,2.178981547783697
10,MAE,1,10,0.5,0.1,30.387650840203044,5.2060958359173775,2.9946406246326367,3.179679693651881
10,MAE,1,10,0.5,10,11.69383103713293,3.2230097447433947,2.0290648743104827,2.143439892373878
10,MAE,1,10,10,0.1,19.96213105202259,4.208121661868115,2.4619732978350863,2.6054804043881066
10,MAE,1,10,10,10,9.333720539375323,2.881083322080701,1.8752369585699045,1.9830385621304465
10,MAE,10,0.1,0.5,0.1,16.99214510185097,3.8902379767982493,2.1322731604053895,2.251248205110329
10,MAE,10,0.1,0.5,10,22.172298295405312,4.442729626099199,2.343796625332313,2.477915722731956
10,MAE,10,0.1,10,0.1,19.86102164936443,4.202946189840709,2.2614557204716816,2.3898328710220698
10,MAE,10,0.1,10,10,40.94310954449578,6.032533994938608,3.087587044747802,3.274979597938954
10,MAE,10,10,0.5,0.1,2.5799252307060914,1.5451775732822723,1.1906819205297534,1.2370301269978712
10,MAE,10,10,0.5,10,0.04105509292260153,0.17051122835555294,0.14512693340378485,0.17082534257534696
10,MAE,10,10,10,0.1,0.027849720203243347,0.1390004451583588,0.11897859608686608,0.13698346185560753
10,MAE,10,10,10,10,20.059882819208966,4.218063766989194,2.597540067216634,2.7473929870967315
20,SmoothL1Loss,0.001,0.1,0.5,0.1,0.2959806756412327,0.5099311596368947,0.4495159364022616,0.44440010989739803
20,SmoothL1Loss,0.001,0.1,0.5,10,0.45750829219181616,0.6519746830288536,0.5752287490482895,0.5742902010726282
20,SmoothL1Loss,0.001,0.1,10,0.1,0.7407457348341441,0.8527511640539557,0.7547812923942315,0.773340962499707
20,SmoothL1Loss,0.001,0.1,10,10,0.752760512613275,0.859861738402388,0.769944348967574,0.7832772915109437
20,SmoothL1Loss,0.001,10,0.5,0.1,0.43167053569008396,0.6311092205467187,0.5663239905089014,0.5640468167868585
20,SmoothL1Loss,0.001,10,0.5,10,0.5353251169220927,0.7130694085959515,0.6354312382553967,0.6481481895476096
20,SmoothL1Loss,0.001,10,10,0.1,0.5556901367660378,0.7306607455909484,0.6530552394176886,0.6640256537086205
20,SmoothL1Loss,0.001,10,10,10,0.41584094814443046,0.6186785423261045,0.5571529659849994,0.5547041771186435
20,SmoothL1Loss,0.01,0.1,0.5,0.1,1.2786284856276275,1.0944926266340576,0.911350176746347,0.9476620457045829
20,SmoothL1Loss,0.01,0.1,0.5,10,0.8641880878246347,0.9026913211457951,0.7640158145080334,0.792265814119648
20,SmoothL1Loss,0.01,0.1,10,0.1,1.0108248310958952,0.9789812357040053,0.8346495396365738,0.8656215010177372
20,SmoothL1Loss,0.01,0.1,10,10,2.6590093405950825,1.5555397721278883,1.1819911265770033,1.236857575079951
20,SmoothL1Loss,0.01,10,0.5,0.1,7.538295764611227,2.585465139177333,1.7118647936331592,1.8047348790875135
20,SmoothL1Loss,0.01,10,0.5,10,17.000625572067065,3.877633715737156,2.2245458796162323,2.3548213237640274
20,SmoothL1Loss,0.01,10,10,0.1,21.985632660770662,4.411705791350048,2.4945764327374387,2.6422928640150407
20,SmoothL1Loss,0.01,10,10,10,15.10985083733898,3.6468210689891336,2.2208424336836834,2.350690097211429
20,SmoothL1Loss,0.1,0.1,0.5,0.1,13.126344049922043,3.4144378030955287,2.2097875936070146,2.345595004248616
20,SmoothL1Loss,0.1,0.1,0.5,10,16.103991162420304,3.7774519654505996,2.3725190194760315,2.5189853054772273
20,SmoothL1Loss,0.1,0.1,10,0.1,6.949597085467165,2.4965304727300683,1.7212807168258502,1.8177438119370928
20,SmoothL1Loss,0.1,0.1,10,10,8.411033957021584,2.7400434176302144,1.8354207933428122,1.9399901524318404
20,SmoothL1Loss,0.1,10,0.5,0.1,37.12638565638762,5.75952405817952,3.9417224930462837,4.21508848799958
20,SmoothL1Loss,0.1,10,0.5,10,3.323225969393139,1.7346357147920668,1.3390414919730973,1.4144753933967706
20,SmoothL1Loss,0.1,10,10,0.1,37.007592757040065,5.739951542203036,3.9066604059063628,4.1776842471332305
