,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.004785644985725567,0.9522534730485204,[ 0.00012278  0.00013686 -0.00013948  0.00034993 -0.0002727   0.000145  ],"[ 0.01631595 -0.00585249 -0.00260617  0.01199601 -0.00872534 -0.00039458
  0.00631575 -0.00527907  0.00012841  0.00523873 -0.00061997 -0.00124482
  0.00113204  0.0037394  -0.00453808 -0.00012762  0.00440675 -0.00046609
 -0.00213471  0.00403694]",-4.8190718166423325,0.008074278072614084
AAL,0.43838678623062344,0.5287480767565941,"[ 1.54806228e-04  1.80712735e-03 -1.32391748e-05 -3.98486233e-04
 -3.65379606e-05  8.00581217e-04]","[ 0.01373707  0.00037879 -0.00926841  0.00443089  0.00097642 -0.0026623
  0.00413294  0.00127482  0.00038889  0.00228719 -0.00144533  0.00384031
 -0.00373613 -0.00047719 -0.00109924 -0.00207597  0.00591663 -0.00325757
  0.00693777  0.00964306]",-4.527329768105081,0.010809501445929343
AAP,0.7487264358998056,0.21006736540339555,[ 0.00263263  0.00368714 -0.00033212  0.00036264 -0.00080874  0.00020725],"[ 0.01338487  0.0024414  -0.01239723  0.00324911  0.00297963 -0.00569905
  0.00664475  0.00368068 -0.00167706  0.00416388 -0.00321503  0.00230843
 -0.00197625 -0.00288161  0.00267221  0.0012574  -0.0013686   0.00073386
  0.00417041 -0.00089778]",-4.215494290840788,0.014765021748055773
AAPL,0.06850838008683288,0.913694099672855,"[ 1.03795244e-03 -1.19105920e-04  1.09327715e-04  7.47999814e-04
 -3.09968259e-04  7.79070559e-05]","[ 0.0144491  -0.00215413 -0.00643696  0.00682764 -0.00178187 -0.00119399
  0.0035496   0.00021679 -0.00112235  0.00073007  0.00236612  0.00122052
 -0.00201729  0.00404342 -0.00402512 -0.0012383   0.00297885 -0.00214021
  0.00323593  0.00147049]",-4.494366892701449,0.011171751293913682
ABBV,-0.4116628378121768,1.3746085556549714,[ 0.00138579 -0.00011101  0.00022385 -0.00025971 -0.00036349 -0.00018983],"[ 0.01632014 -0.00930231  0.00325373  0.01213838 -0.0092706   0.00632306
 -0.00022413 -0.00632194  0.00109389  0.0006833   0.0005037  -0.00145094
  0.00330485  0.00207647 -0.00171031  0.00347056  0.00042088  0.00113287
 -0.00146497  0.00308572]",-4.748367003272511,0.00866583493500033
ABT,-0.2569160085021586,1.2171712296176977,"[ 1.44227228e-03  6.30354330e-05  1.48546857e-04  1.00185367e-03
 -3.43411062e-04  4.14925394e-05]","[ 0.01657746 -0.00796693  0.00083884  0.01288652 -0.01053439  0.00323196
  0.00334438 -0.00797555  0.00285802  0.00400424 -0.00143614  0.00029823
  0.0015419   0.00214532 -0.00379186  0.00167121  0.00250916 -0.00201537
  0.00131686  0.00443977]",-5.006998073135801,0.006690958957837362
ACN,0.4363049364700793,0.5304153526334446,"[ 6.45861095e-04  1.54329776e-03 -4.12668857e-04  4.20987734e-04
 -4.71751221e-04  8.52734764e-05]","[ 0.01438145  0.00094813 -0.01117767  0.00621885 -0.00110777 -0.00623009
  0.00899273  0.00042933 -0.00105499  0.0066926  -0.00329878  0.0006754
 -0.00041672  0.00023752 -0.0024424   0.00042181  0.00290337 -0.00226285
  0.00200764  0.00440709]",-4.695515280214378,0.00913615847309752
ADBE,0.44164872664288135,0.5306249750547828,"[ 1.29059766e-03  3.22507445e-04  3.32959402e-04  6.65687551e-05
 -2.03402763e-04  3.33304006e-04]","[ 0.01373239  0.00126357 -0.01101977  0.00426344  0.00170603 -0.00507123
  0.00698204  0.00301434 -0.00234649  0.0049016  -0.00307499  0.00059027
 -0.00053153 -0.00105996 -0.00102145  0.00098707  0.00153817 -0.00341664
  0.00765079  0.00357856]",-4.46676638710719,0.01148439195120017
ADI,0.43544093816836343,0.5269780883092839,[-0.00017494  0.00199771 -0.00174091  0.00132441 -0.00142447 -0.00073803],"[ 0.01407467 -0.00065319 -0.00841105  0.00550256 -0.00012463 -0.00297278
  0.00565685  0.0012821  -0.00124314  0.00411483 -0.00233083  0.001469
 -0.00220781 -0.00040474 -0.00076071 -0.00204063  0.00621713 -0.00098084
  0.00277226  0.00749874]",-4.584232717850843,0.010211581947169238
ADM,0.00487944557417789,0.9628819999933464,[ 0.00089295  0.00074992 -0.00015825  0.00089957 -0.00024521  0.00018086],"[ 0.01559374 -0.00425965 -0.00448785  0.00996637 -0.00612093 -0.00156263
  0.00706781 -0.00357122  0.0004656   0.00688629 -0.00442238  0.00065288
 -0.00069056 -0.00150378  0.00066022 -0.00070642  0.00428988  0.00095718
  0.00179167  0.00536306]",-4.650614015793089,0.009555732758017636
