,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.0010691705384212236,0.9656192494580627,"[-8.87479139e-06  1.65138138e-03 -1.11576520e-04  5.93254667e-04
  2.25101063e-04  9.22455660e-04]","[ 0.01670305 -0.00337498 -0.00530757  0.01060238 -0.00393917 -0.00280835
  0.00526859  0.00136043 -0.0057114   0.00306892  0.00215121 -0.00569881
  0.00307397  0.00657992 -0.00576571  0.00023186  0.00221307 -0.00229342
  0.00447568  0.00229322]",-4.7994237000716025,0.008234491218556086
AAL,0.43558103083575167,0.5215424570687105,"[-1.48643898e-03  2.23165789e-03 -7.97857092e-05 -1.08057256e-04
  9.28448747e-04  1.65752930e-03]","[ 0.01166819 -0.000863   -0.00135517  0.0039514  -0.00371654  0.00492688
  0.00127743 -0.00221239 -0.001379    0.000828    0.0015494  -0.00070374
  0.00104768  0.0030795  -0.00405943  0.00124916  0.00235184 -0.00224486
  0.00384577  0.00163029]",-3.974986438332139,0.018779556175060875
AAP,0.9078068842977921,0.02857934729098539,"[1.98092113e-03 9.27866339e-04 1.05036535e-03 8.45318987e-05
 7.10138641e-04 8.96324745e-04]","[ 5.51382343e-03  1.72688657e-03  4.88030290e-03 -2.21624617e-03
 -8.23508029e-03  1.29352799e-02  1.91241865e-03 -8.78379444e-03
  2.42421134e-05  3.67233832e-03  1.01065671e-03  8.48152515e-04
 -7.70252925e-04 -2.49797091e-04 -5.23013866e-04  3.26541585e-03
 -1.56828703e-04 -2.25341289e-03  2.99501467e-03 -9.75631575e-05]",-4.447279487625747,0.011710381913202386
AAPL,-0.14144980632013168,1.1050996608291965,"[-5.82894351e-05  1.69053017e-04  3.43329567e-04  5.15426513e-04
  2.18858104e-04  9.40717981e-04]","[ 0.01666945 -0.00301442 -0.00654404  0.00970603 -0.0005686  -0.00291184
  0.00172094  0.00402495 -0.00347224 -0.00242096  0.0031108  -0.00040961
  0.00026864  0.00391099 -0.00309576 -0.00019641  0.00153669  0.00078447
  0.00285804 -0.00289054]",-4.740825238916769,0.008731437689336029
ABBV,0.0010680027293850972,0.960890072705376,"[-1.85305960e-04  2.13082339e-03 -4.52415465e-04  8.86098753e-04
  3.69532620e-06  8.37710954e-04]","[ 0.01495833 -0.00357658 -0.00256736  0.01088046 -0.00798482 -0.00263087
  0.00821504  0.00066176 -0.006821    0.00332592  0.00103852 -0.00386586
  0.00437559  0.00246937 -0.0055862   0.00413885  0.00090496 -0.00307699
  0.00330497 -0.00380808]",-4.55993483656975,0.010462740709287894
ABT,0.0010692304641954234,0.9624418619858298,"[1.20445434e-03 7.90655486e-04 4.05836722e-04 8.15190401e-04
 8.92330438e-05 7.43123693e-04]","[ 0.01483952 -0.00343251 -0.00236051  0.01063779 -0.00817135 -0.00238037
  0.00842278  0.00031221 -0.00716023  0.00390007  0.00119895 -0.00469632
  0.00467118  0.00324739 -0.00639114  0.00405525  0.0014957  -0.00411856
  0.00382238 -0.00173965]",-4.667592518676847,0.009394860273336544
ACN,0.4283983141014362,0.5271519019766718,[ 0.00038751  0.00294183 -0.00025171  0.00066316  0.00035785  0.00106169],"[ 0.01014786 -0.00108288  0.00135416  0.0047861  -0.00894158  0.00428063
  0.00684411 -0.00334898 -0.00635553  0.00419393  0.0031598  -0.00428191
  0.00241635  0.004591   -0.0063707   0.00236653  0.00322479 -0.00504616
  0.00475024  0.00304586]",-4.525683843378243,0.010827307721518764
ADBE,0.017298349746404873,0.9320843114727092,"[ 3.46765514e-04  1.11999102e-03  4.70107689e-04 -5.60073301e-06
  6.61117096e-04  1.01996235e-03]","[ 0.01150861 -0.00128153 -0.00084384  0.00498135 -0.00532961  0.00375509
  0.00311241 -0.00199321 -0.00249581  0.00138353  0.00103614 -0.00068212
  0.00212781  0.00136747 -0.00433725  0.00386324  0.00131686 -0.00492687
  0.00482853  0.00244958]",-4.254870519317757,0.014194928595631017
ADI,-0.3231839427627409,1.2766606428516412,[-0.00017663  0.00042532 -0.0002556   0.00086342 -0.00029452  0.00041053],"[ 1.81105899e-02 -2.74244346e-03 -8.99805658e-03  9.50765306e-03
  3.44544403e-03 -3.22683391e-03 -2.12875952e-03  5.04187038e-03
  4.06212434e-04 -3.79626914e-03 -1.15378110e-04  3.13247377e-04
  3.13383158e-03  3.88641671e-03 -6.15293049e-03  8.52545986e-05
  3.03477252e-03 -9.63360717e-04  5.50838980e-03 -6.10172194e-06]",-4.7834219896015675,0.008367317048932274
ADM,-0.48045521014397735,1.4250592961331119,[-0.00032302  0.00161706 -0.00027143  0.00060819  0.00011517  0.00079761],"[ 0.01891718 -0.00344605 -0.00885523  0.01087591  0.00159047 -0.00357372
 -0.0003789   0.00293343  0.00071926  0.00033911 -0.00311782 -0.0025561
  0.00600323  0.00396349 -0.00675258  0.00100213  0.00197752  0.00037342
  0.00362099 -0.00532192]",-5.022556447427813,0.006587664147307159
ADP,0.001069227822372712,0.963747917613283,[ 0.00026951  0.00284036 -0.00045901  0.00042351  0.00022719  0.00059662],"[ 1.54470183e-02 -2.32335219e-03 -5.46367798e-03  7.80682562e-03
 -7.38810166e-04 -2.67991316e-05  4.16521560e-04  9.85976895e-04
 -3.66842663e-04  2.44541924e-04 -1.01917037e-03 -1.57773627e-03
  3.93993311e-03  3.27094263e-03 -5.31251253e-03  1.74339583e-03
  4.87252437e-04 -1.54994232e-03  7.17772046e-03 -3.01403254e-03]",-4.320186376674696,0.013297404985355069
ADSK,-0.022538211702148297,0.987115088401282,[-0.00182613  0.00135663 -0.00056072  0.00033092  0.00022647  0.00101384],"[ 0.01584975 -0.00272531 -0.00482148  0.00908858 -0.00335886 -0.00066434
  0.00320681 -0.00065075 -0.00147444  0.00432526 -0.00334441 -0.00513223
  0.00760106  0.00382853 -0.00729766  0.00383511 -0.00188246 -0.00391585
  0.01280069 -0.00476283]",-4.625388853420233,0.009799843592124848
AEE,0.41601690001686925,0.5171402042067063,"[ 1.46221159e-03 -7.43996198e-04  6.97427217e-04  3.49460865e-04
 -1.24440744e-05  1.26167543e-04]","[ 0.00564854  0.00156729  0.00549203 -0.00164432 -0.01003175  0.01314981
  0.00326446 -0.01072511  0.00067005  0.00696081 -0.00217562 -0.00115447
  0.00254795 -0.00100727 -0.00176074  0.00573454 -0.00234084 -0.00480622
  0.00739101  0.00053638]",-4.818797191942738,0.008076495773307973
AEP,0.42175386491393063,0.5170831512366203,[ 0.0016991  -0.00018713  0.00087769  0.00082374  0.00012457  0.00079322],"[ 8.60954103e-03  3.50865188e-05  2.67293611e-03  1.86848746e-03
 -8.79178740e-03  8.67836871e-03  4.51126535e-03 -7.57385691e-03
 -2.04859521e-03  6.62298106e-03 -2.73775468e-04 -3.52234093e-03
  2.36297115e-03  1.97549953e-03 -2.12731794e-03  4.08696854e-03
 -3.36496945e-03 -4.22099153e-03  1.05378462e-02 -4.06752945e-04]",-4.512079076279788,0.010975617292417982
AES,-0.32924964186660055,1.283095016149932,"[ 5.48723891e-04  3.19714619e-04  3.41570849e-05  5.73933809e-04
 -1.65996861e-04  1.89002977e-04]","[ 0.0177438  -0.00390166 -0.00666352  0.01185915 -0.00216553 -0.00458357
  0.00312268  0.00350415 -0.00220536 -0.00016231 -0.00174683 -0.00130651
  0.00552317  0.00163794 -0.00611434  0.00339193  0.00100378 -0.00141082
  0.00451854 -0.0054404 ]",-4.8700909525600595,0.007672667407415773
