,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.42554118978410144,0.5353496054678233,[ 0.00015638  0.0009259  -0.00037196  0.00022685 -0.00017212 -0.00016154],"[ 0.00455242 -0.00772799  0.00097251  0.00222092 -0.01080522  0.00741647
  0.00329988 -0.00669484 -0.00031831  0.00452534 -0.00057932 -0.00097897
  0.00105479  0.00153159 -0.00178887  0.00129514 -0.00052266  0.00166298
  0.00357975 -0.00508399]",-4.876820420585832,0.007621207779584032
AAL,0.42464347753002557,0.5411934171491402,"[-1.52470862e-04  8.64748525e-04 -9.84431267e-05 -3.75925340e-04
  2.92723332e-04  8.28905714e-05]","[ 0.00367729 -0.00715859  0.00200209  0.00106698 -0.01194753  0.00893882
  0.00430925 -0.00804202 -0.00141936  0.00511155  0.0008516  -0.00071495
 -0.00091041  0.00111709  0.00067484  0.00065495 -0.0018547   0.00458132
  0.00281049 -0.01005699]",-5.18480226094413,0.005601044050975784
AAP,0.4195933867538018,0.5320285713892737,[ 0.00142446 -0.00111509  0.00045844  0.00044858 -0.00036295 -0.00035933],"[ 0.00345213 -0.00847221  0.00291543  0.00464573 -0.01439809  0.00353033
  0.00808475 -0.00232517 -0.00558359  0.00126353  0.003167    0.00060203
  0.00011295  0.00180674 -0.00423032  0.00130224  0.0026835  -0.0015759
  0.00334869  0.00302768]",-5.035848635046368,0.006500679071191813
AAPL,0.4162513520291435,0.5362352102373331,"[-6.52721053e-05  9.44623857e-04 -4.33567546e-04  1.74710870e-04
 -1.61440514e-04 -1.58679227e-04]","[ 0.00228732 -0.00641326  0.00293805 -0.00086491 -0.01145978  0.01138873
  0.0019377  -0.00989771  0.00226825  0.00557032 -0.00273745  0.00010421
  0.00207031 -0.00012203 -0.00200104  0.0024132  -0.00061446  0.00054029
  0.00501251 -0.00172251]",-5.403341837755618,0.0045015124541377795
ABBV,0.4199026637245483,0.535345485530157,"[ 3.18746337e-04  2.06248362e-04 -4.01537566e-05 -1.89599702e-04
 -1.59067774e-05 -3.15108746e-04]","[ 0.00081844 -0.007189    0.0048829   0.00121456 -0.01400014  0.00835379
  0.00434224 -0.00686461  0.00019966  0.00378708 -0.00108314  0.00010545
  0.00030372  0.00143034  0.00057851  0.000682   -0.00286503  0.00031896
  0.00558658  0.00268867]",-5.17011282627893,0.005683927486652663
ABT,0.4153920970506793,0.5382476825553821,"[ 5.49139877e-04  7.06406489e-04  1.12990525e-05  3.50584099e-04
 -2.82952294e-05  1.63076598e-04]","[-0.00123746 -0.00694262  0.00739348  0.00093531 -0.01691589  0.00850126
  0.00676965 -0.0066951  -0.00151801  0.00338369 -0.00037556  0.00043733
  0.00065154  0.00171634 -0.00098219 -0.00029161 -0.00110623  0.00158
  0.00481036  0.00193425]",-5.534818240324895,0.003946925962775771
ACN,-0.16656951331878653,1.120181970047708,[-0.00205307  0.00149748 -0.00118946  0.00043222 -0.00029063  0.00023506],"[ 1.25782143e-02 -8.90070101e-03 -8.53920180e-03  5.41399541e-03
 -5.72194242e-04  2.73653353e-03 -3.71114371e-03 -2.01726761e-03
  2.68627579e-03  1.79723248e-03 -1.97020872e-04 -9.80833295e-04
 -7.04762058e-04  3.82518440e-03 -7.63209094e-05 -1.32404551e-03
 -1.38100573e-03  2.38240971e-03  5.06077787e-03 -2.73345960e-03]",-4.496794173331121,0.011144667202041825
ADBE,0.05283617089823364,0.9124293144102971,"[-2.67932021e-04  2.99404679e-04  2.47122635e-05  2.68470731e-04
  7.38182965e-05  4.45646497e-04]","[ 0.0070146  -0.00753893 -0.0021465   0.00164686 -0.00704058  0.008314
  0.00023155 -0.00767585  0.00142406  0.00522706 -0.00055184 -0.00120204
 -0.00046728  0.00111465  0.00094798  0.00216186 -0.00291249  0.00067898
  0.00548586 -0.00451332]",-4.885609407997386,0.0075545185749291725
ADI,0.42046664759092583,0.5385230720975314,"[-2.34216369e-04  8.24824056e-04 -3.72013985e-04 -1.12054488e-04
 -1.32179442e-05 -1.59131088e-04]","[ 2.35949087e-03 -6.92425248e-03  3.23013803e-03  3.44170246e-04
 -1.25954036e-02  9.89737824e-03  3.81386458e-03 -8.81373023e-03
  1.23242169e-05  5.38153342e-03 -7.93030333e-04 -5.60162325e-04
  5.98515692e-04  7.01877583e-04 -9.62019593e-04  1.70876428e-03
 -2.97452896e-04  1.51067749e-03  1.26310996e-03 -3.61707890e-03]",-5.28317932808656,0.005076265994665617
ADM,0.42746707536981027,0.5382703297880843,[ 0.00180612  0.00014548  0.00054303  0.00072663 -0.00011025  0.00021819],"[ 5.24290663e-03 -8.06122527e-03  4.33992004e-05  3.04393441e-03
 -9.63927203e-03  6.04666785e-03  2.46577232e-03 -5.04552969e-03
 -2.43609198e-04  3.35035135e-03  2.26887452e-04 -1.03416415e-03
 -2.53721017e-04  3.17591421e-03 -4.11183852e-04 -9.60823080e-04
 -1.43269800e-03  2.11456551e-03  5.28732473e-03 -7.45552668e-04]",-4.90105407478157,0.00743873795089838
ADP,0.4206956244274407,0.5267728910541767,"[-5.48785154e-04  6.07908472e-04 -3.41160434e-04  8.89489028e-05
 -2.69882517e-05  1.11973867e-04]","[ 0.00518616 -0.00913483  0.00103672  0.00663323 -0.01273636  0.00035835
  0.00745318  0.00154363 -0.00620717 -0.00255885  0.00511069  0.00467992
 -0.00334887 -0.00083064  0.00132703  0.00168543 -0.00210363  0.00225619
  0.00507726 -0.00585935]",-4.75174234958153,0.008636634050310796
