,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4283954476473656,0.532456683154205,[ 0.00014694  0.00098192 -0.00037525  0.00028385 -0.000173   -0.00010414],"[ 0.00537116 -0.00789721  0.00116046  0.00232261 -0.01093221  0.00766763
  0.0033902  -0.00658891 -0.00036086  0.00482783 -0.00067711 -0.00082299
  0.00110103  0.0015685  -0.00157554  0.00139254 -0.00048038  0.00154385
  0.00345753 -0.00521753]",-4.878844769929695,0.007605795397901678
AAL,0.4270371090494312,0.5385315429846255,"[-1.22643774e-04  8.53234531e-04 -8.70502404e-05 -3.85910529e-04
  2.95595631e-04  7.23644545e-05]","[ 0.00440848 -0.00736524  0.00250557  0.00113633 -0.01221781  0.00926641
  0.00428299 -0.00778324 -0.00116677  0.00521055  0.00072052 -0.00041456
 -0.0010334   0.00117976  0.00060657  0.00048226 -0.00197463  0.00461668
  0.00276714 -0.01009116]",-5.191777900111097,0.005562109144526515
AAP,0.42303588978517703,0.5293484169361676,"[ 1.46917039e-03 -7.21812474e-04  4.75630988e-04  8.49149917e-04
 -3.57596810e-04  4.32887511e-05]","[ 4.15257803e-03 -8.42696159e-03  3.45367051e-03  4.27303858e-03
 -1.45734547e-02  4.10808268e-03  7.93540197e-03 -2.51454915e-03
 -5.01786084e-03  1.14911726e-03  3.28816225e-03  1.01719168e-03
 -7.52685734e-05  1.59487867e-03 -3.41971690e-03  1.16435129e-03
  2.90239436e-03 -1.21316378e-03  2.73393034e-03  3.20459023e-03]",-5.012023100589182,0.006657421040434475
AAPL,0.4187411105812483,0.5337209635712371,"[-3.26083030e-05  1.00610947e-03 -4.21069058e-04  2.37342166e-04
 -1.57866701e-04 -9.58874721e-05]","[ 3.12640564e-03 -6.63096914e-03  3.60602535e-03 -8.73551989e-04
 -1.17380239e-02  1.19175821e-02  1.78301924e-03 -9.57927798e-03
  2.39080073e-03  5.58223365e-03 -3.11053208e-03  4.05198637e-04
  2.00645001e-03 -6.52157119e-05 -1.58058991e-03  2.17302451e-03
 -5.74264962e-04  7.71425637e-04  4.83916726e-03 -1.45522275e-03]",-5.40562299124288,0.004491255516577314
ABBV,0.4226265437630791,0.5330215010908143,"[ 2.44249166e-04  4.45306899e-04 -6.87718723e-05  5.44418924e-05
 -2.40970765e-05 -7.03280767e-05]","[ 2.52823021e-03 -7.38808577e-03  4.91972511e-03  1.24011932e-03
 -1.39662265e-02  8.85461282e-03  4.42277663e-03 -7.01057706e-03
 -5.52381691e-05  4.27633378e-03 -8.59677565e-04  8.00452963e-05
 -3.73688912e-05  1.24354784e-03  4.99550828e-04  1.13715488e-03
 -2.76572976e-03  2.27926585e-05  5.22950518e-03  2.48158917e-03]",-5.1920435338738615,0.005560631856762987
ABT,0.41785479752483895,0.536155095855943,"[ 5.04324992e-04  8.74602052e-04 -5.68888552e-06  5.22901317e-04
 -3.31187982e-05  3.36199220e-04]","[ 7.09496766e-04 -7.12762742e-03  7.66325647e-03  9.13340420e-04
 -1.70301869e-02  9.02245707e-03  6.89007353e-03 -6.78665817e-03
 -1.61410302e-03  3.72378842e-03 -1.96748548e-04  4.87295868e-04
  4.66345465e-04  1.49571258e-03 -9.10630948e-04  3.30389031e-05
 -8.71857585e-04  1.39836439e-03  4.59489503e-03  1.65872214e-03]",-5.548108759298994,0.0038948163175351125
ACN,-0.10262380277087862,1.056343781331052,[-0.00199936  0.0014452  -0.00116883  0.00038043 -0.00028476  0.00018334],"[ 0.01186584 -0.00893342 -0.00862155  0.00541073 -0.00044425  0.00280306
 -0.00391455 -0.00195722  0.00266591  0.00178082 -0.00039397 -0.00064399
 -0.00071975  0.00384938 -0.0001337  -0.00154414 -0.00145502  0.00254757
  0.00511852 -0.00281805]",-4.498358735490787,0.011127244310607827
ADBE,0.43059030685579563,0.5354702202076539,"[-1.94086873e-04  4.69437675e-04  5.10568563e-05  4.43377679e-04
  8.03226296e-05  6.18508313e-04]","[ 0.00728276 -0.00766547 -0.00204751  0.00161043 -0.00685525  0.00870059
 -0.00015764 -0.00742096  0.00160908  0.00521807 -0.0006355  -0.00070462
 -0.00084307  0.00114846  0.00097913  0.00191376 -0.00296664  0.00094193
  0.00516734 -0.00437951]",-4.89174518836974,0.007508307623238028
ADI,0.42311966476019697,0.5359661386715256,"[-2.45792093e-04  9.16412602e-04 -3.76326116e-04 -1.75108616e-05
 -1.45081615e-05 -6.41869683e-05]","[ 3.51574042e-03 -7.13299055e-03  3.55074709e-03  3.86118641e-04
 -1.27354056e-02  1.03545081e-02  3.83712811e-03 -8.67598942e-03
 -6.48425976e-06  5.67388121e-03 -8.45419323e-04 -3.70334865e-04
  4.81678797e-04  6.68189417e-04 -8.22921442e-04  1.81909711e-03
 -2.17073392e-04  1.44541607e-03  1.07829866e-03 -3.73000355e-03]",-5.287699858234129,0.005053370370369287
ADM,0.4301635558041222,0.5353209805928926,"[ 1.79391114e-03  7.44718319e-05  5.38421243e-04  6.53240911e-04
 -1.11452466e-04  1.44680323e-04]","[ 0.00590297 -0.00823417  0.00024741  0.00321695 -0.0097929   0.00612814
  0.00255748 -0.00489958 -0.00026623  0.00356586  0.00012788 -0.00090327
 -0.00020203  0.00328327 -0.00047158 -0.0010123  -0.00149453  0.0020272
  0.00537034 -0.00071028]",-4.899432185721467,0.007450812547783335
