,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,-0.10604334502480421,1.073440976954859,[-0.00015399  0.00129325 -0.00010846  0.00073137  0.00038608  0.00090362],"[ 0.01609654 -0.00296572 -0.00526692  0.01016737 -0.00341844 -0.00181193
  0.00535333  0.001623   -0.00521217  0.00231846  0.00268349 -0.00574113
  0.00260485  0.00703051 -0.0058191  -0.00012991  0.00273501 -0.00255224
  0.00471054  0.00273454]",-4.761003623492785,0.00855701706313225
AAL,0.03141779070673677,0.9224598670868157,"[-4.52419452e-04  3.47281971e-03 -6.36744006e-04  1.25247374e-05
  3.76492852e-04  1.33729448e-03]","[ 0.01144168 -0.00093868 -0.00079566  0.00421311 -0.00436443  0.00435622
  0.00217245 -0.00251233 -0.001569    0.00095545  0.00119765 -0.00067406
  0.00146426  0.00246848 -0.00404932  0.00211008  0.00225975 -0.00233261
  0.00354848  0.00081973]",-3.9819225936175164,0.018649748959164547
AAP,0.8620486390158333,0.07398423135844515,"[ 2.70991733e-03  2.48156060e-03  5.54965657e-04 -8.83003174e-05
  4.85898112e-05  6.36528116e-04]","[ 0.00508637  0.00137721  0.00628601 -0.00177733 -0.00937687  0.01089953
  0.00356753 -0.00902374 -0.0004906   0.00294571  0.00032279  0.00179623
  0.00030144 -0.00167938 -0.0013381   0.00475555  0.00037954 -0.00174653
  0.00206567 -0.00229727]",-4.5256455736163925,0.010827722087935547
AAPL,-0.1440746147849901,1.10860528678481,"[-6.41175065e-05 -1.61442005e-04  3.00262292e-04  7.35178598e-04
  2.97871545e-04  8.66007722e-04]","[ 1.64663222e-02 -2.72850992e-03 -6.78643470e-03  9.58818989e-03
 -2.73955130e-04 -2.17004072e-03  1.53248642e-03  4.46356731e-03
 -3.21254430e-03 -2.49783395e-03  3.37107770e-03 -5.32489298e-04
 -2.65182817e-05  4.25577538e-03 -2.99635394e-03 -5.75538107e-04
  1.64152794e-03  6.41595514e-04  3.04115339e-03 -2.29982660e-03]",-4.737410924749001,0.008761300512262836
ABBV,-0.0038935212981160336,0.9673998310846531,[-0.00051963  0.00152483 -0.00034895  0.00108015  0.00020627  0.00083169],"[ 0.01424648 -0.00302043 -0.00232114  0.01016814 -0.00698891 -0.00149845
  0.00832346  0.00094726 -0.00612162  0.00231606  0.0018644  -0.00377953
  0.00364657  0.00320911 -0.00570884  0.00378509  0.00172912 -0.00303913
  0.00357372 -0.0027165 ]",-4.547431123130688,0.010594385127812413
ABT,-0.0038950053201820285,0.968138946303342,[0.00106281 0.00053829 0.00036416 0.00098264 0.00019558 0.00067662],"[ 0.0139263  -0.00294711 -0.00184476  0.0100647  -0.00757867 -0.00139811
  0.00895881  0.00073023 -0.00654398  0.00271863  0.00186928 -0.00439597
  0.00423643  0.00367694 -0.00673417  0.00392808  0.00247246 -0.00405913
  0.0040064  -0.00120178]",-4.660974854045407,0.009457238479261868
ACN,0.4278624055443483,0.5247964971982659,"[ 1.03286463e-03  4.12944918e-03 -6.14879231e-04  5.54831650e-04
 -7.25161666e-05  8.99389836e-04]","[ 0.00967059 -0.00121871  0.00250832  0.00534631 -0.00985857  0.00345809
  0.00891858 -0.00330316 -0.00613045  0.00367316  0.00253122 -0.00383637
  0.00316322  0.00356047 -0.00670639  0.00353033  0.00366261 -0.00477018
  0.00404274  0.00142655]",-4.538913084884541,0.010685013947422594
ADBE,0.024988646354403954,0.9224380193852194,"[1.08808215e-03 2.15340797e-03 5.81679372e-05 1.00560961e-04
 1.60187584e-04 7.47375431e-04]","[ 1.10847970e-02 -1.30561051e-03 -5.33528242e-05  5.25321693e-03
 -6.00191234e-03  3.25180388e-03  4.27916426e-03 -1.95171207e-03
 -2.62443581e-03  1.04985484e-03  8.02742667e-04 -2.87992565e-04
  2.55061536e-03  6.58813960e-04 -4.61806208e-03  4.99392931e-03
  1.73469987e-03 -4.78361909e-03  4.21924663e-03  1.40312373e-03]",-4.256986171681622,0.014164928807144372
ADI,-0.003892329695016338,0.9590001983287161,"[ 6.76454466e-06  2.26649422e-04 -3.79672891e-04  1.12145524e-03
 -2.96487139e-04  2.87890520e-04]","[ 1.83464686e-02 -2.58997795e-03 -9.76724779e-03  9.86603534e-03
  3.50419931e-03 -2.91165583e-03 -2.64291075e-03  5.64873332e-03
  3.36664316e-04 -3.52285341e-03 -1.02835920e-04  1.01983487e-06
  3.15491238e-03  4.14309691e-03 -5.98685073e-03 -1.02464824e-05
  3.00721626e-03 -1.11301613e-03  5.84053662e-03  1.44725120e-04]",-4.865141442569624,0.007710737487804754
ADM,-0.4572031372855173,1.4032026551911638,[-0.00037796  0.00127709 -0.00030188  0.00077452  0.00025487  0.0007583 ],"[ 0.01871761 -0.003103   -0.0093477   0.01073339  0.00196391 -0.00266916
 -0.00105056  0.00320358  0.00063714  0.00017705 -0.00260448 -0.00287154
  0.00564275  0.00442553 -0.00660827  0.0007983   0.00216946  0.0001618
  0.00387181 -0.00463115]",-5.013119413747453,0.006650126421471695
