,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.06040018053371258,0.9139563755012757,[ 0.00257463 -0.00031282  0.00102485  0.00054334 -0.00015705  0.00027461],"[ 0.00946708 -0.0063767  -0.00627796  0.00454548 -0.00692549  0.00094678
 -0.004457   -0.00400894 -0.00190528 -0.00630594  0.00234434 -0.00032202
 -0.00157674  0.00336793 -0.00267859  0.00375414 -0.00103594  0.00404721
  0.00476396  0.0041173 ]",-4.832920635206106,0.007963229580586704
AAL,0.4570491465392953,0.5220826923436799,"[1.43029874e-03 4.08011742e-04 5.09340256e-04 6.25256147e-05
 9.05020067e-06 2.13331238e-04]","[ 0.01710738 -0.00478318  0.0035703   0.00983564  0.00058976  0.00830324
 -0.00030607  0.00031293 -0.00058958 -0.0057125   0.0023216  -0.00283938
 -0.00265541  0.00013533 -0.00560658  0.00098519 -0.00392278  0.0017684
  0.00687088  0.00275989]",-5.457976451072368,0.004262171737482502
AAP,0.45933185361404405,0.5155743385933363,"[ 8.11094186e-04  7.04132937e-04  3.90906761e-05 -1.75783911e-04
 -2.95614805e-04 -4.95507016e-05]","[ 1.39656178e-02 -5.27349823e-03  7.45615424e-05  8.58263475e-03
 -1.64660157e-03  8.40722199e-03 -2.12342234e-03  3.24592166e-03
 -3.40983088e-03  1.41020257e-04 -1.21772227e-03  1.39356375e-03
 -4.21984560e-03  1.66386334e-03 -3.59338245e-03  8.12178320e-04
 -1.41464491e-03  1.38654644e-03  3.34206684e-03 -1.49398106e-03]",-5.0931589032964855,0.006138597989945466
AAPL,0.06041257952248159,0.9130724451566696,[ 0.00202816  0.0011654   0.00025946  0.00049409 -0.00036988  0.00010272],"[ 0.01085935 -0.00636006 -0.00395501  0.00460619 -0.00438131  0.00120455
 -0.00237812 -0.00390871 -0.00100846 -0.00739095  0.00253295 -0.00313994
 -0.00085852 -0.00081269 -0.00096477  0.00020325 -0.00086938  0.00355684
 -0.00121105  0.00641349]",-5.077346602354839,0.006236434822951436
ABBV,0.4573585355515068,0.5176959610177732,[ 0.00098194 -0.00069985  0.00057868  0.00031709 -0.00012735  0.00014006],"[ 0.01127937 -0.00549607 -0.00451094  0.00720852 -0.00649851  0.0045663
 -0.00535529 -0.00183806 -0.00313981 -0.00583315  0.00180642 -0.00161943
 -0.0010262   0.00093981 -0.0010128   0.00075587  0.00085272  0.00159792
  0.00523907  0.00259653]",-5.252607962575206,0.005233850897496652
ABT,0.06159853452998702,0.9143774442911213,[0.00146545 0.00063151 0.00056006 0.00013039 0.00017338 0.00039074],"[ 1.26695735e-02 -5.39207577e-03 -1.90384126e-03  7.73824379e-03
 -3.34983734e-03  6.33504125e-03 -2.50981310e-03  7.79297466e-04
 -1.72248767e-03 -2.39210442e-03  1.85299885e-03  5.81440104e-04
 -1.54904917e-03  2.13726060e-03 -1.99672436e-03  1.44603141e-03
 -9.14267292e-04  1.53688738e-03  2.98081953e-03  2.10181946e-05]",-4.81962708137416,0.008069795955261395
ACN,0.46280200763209106,0.5169527397115435,"[1.35401999e-03 9.25939504e-04 4.10187190e-04 8.85266045e-05
 1.19382172e-04 2.76235878e-04]","[ 1.40750228e-02 -5.33504761e-03  3.51105985e-04  8.01983934e-03
 -8.27058698e-04  6.87982694e-03 -2.89045175e-05  1.25915604e-03
  2.28998557e-04 -2.23404136e-03  3.20285374e-03  9.77962143e-05
 -6.97804281e-04  1.24473194e-03 -1.66351303e-03  8.16813093e-04
 -1.97072593e-03  1.97844477e-03 -1.19717713e-03  2.08111618e-03]",-5.005240749011507,0.006702727478953046
ADBE,0.46209241550490615,0.5188107059164646,"[ 3.26369436e-03  1.50279714e-05  1.12437657e-03 -4.19753424e-04
  5.80402951e-05 -4.81522887e-04]","[ 0.01289154 -0.00537023 -0.00202035  0.00754607 -0.00385142  0.00508889
 -0.00287874 -0.00134511 -0.00153457 -0.00521213  0.00191156 -0.00102687
 -0.00283013  0.00143229 -0.00504729  0.00068171 -0.00368322  0.00059897
  0.00151233  0.00097663]",-5.103562829037519,0.006075063549194271
ADI,0.4544534506858159,0.5272577696669974,"[ 1.32053007e-03  2.66606717e-04  2.23598131e-04  2.66158346e-04
 -9.08513951e-05 -1.29313938e-04]","[ 0.01576931 -0.00425807  0.000438    0.01113192 -0.00374762  0.00910006
 -0.00433892 -0.00018336 -0.00237797 -0.00650022  0.00235529 -0.00239846
 -0.00269808  0.00101992 -0.00620552  0.00017729 -0.00361728 -0.00068077
  0.00681868  0.00257714]",-5.774167432910291,0.0031067831876236693
ADM,0.45997701971417876,0.5217423957765955,"[ 1.57042623e-04  4.61119339e-04  2.71651432e-05 -4.43818117e-04
  2.40645501e-04 -6.41909392e-05]","[ 0.0116582  -0.00544198 -0.00449252  0.00732285 -0.00703155  0.00386119
 -0.00579759 -0.00347041 -0.00270173 -0.00785463  0.00255853 -0.00170422
 -0.0019066   0.00315158 -0.00501672  0.00393315 -0.0037256   0.00366098
  0.00424483  0.00531584]",-5.305178151381477,0.004965813483098689
