,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,-0.011669241978312334,0.95712362069744,[-0.00278538  0.00150192 -0.00116606 -0.00060668  0.00030035 -0.00020489],"[ 0.0091956  -0.00597014 -0.00659832  0.00682518 -0.0090238   0.00490767
 -0.00871405  0.00233273 -0.01085612  0.00134703 -0.00762946  0.00094654
 -0.00645627  0.00069989 -0.00106231  0.00103615  0.00333649  0.0068364
  0.00337848  0.011207  ]",-4.3169411641512,0.013340627986522658
AAL,-0.6434973304411411,1.5857242739123878,"[-2.24387253e-03  9.17691461e-05 -9.36615284e-04  4.29129472e-04
  2.44288342e-04  1.36715876e-05]","[ 0.00445052 -0.00843154 -0.01087468 -0.000799   -0.00824929 -0.0049529
 -0.00166853 -0.00536803 -0.00202413  0.00068604 -0.00242928  0.00576576
 -0.00766223  0.00554044 -0.00593687  0.00019804  0.00121811 -0.00165818
  0.00877516 -0.00048111]",-4.417709273771768,0.012061831014753872
AAP,-0.8731434566382469,1.7962996730790814,"[-3.10843081e-03 -1.87765716e-04 -1.17376668e-03 -4.92780581e-04
  4.64038451e-05 -4.98114965e-04]","[ 0.00375938 -0.0103062  -0.010019   -0.00565472 -0.00415512 -0.01108418
  0.00555985 -0.01048306  0.00467477 -0.00111842  0.00092733  0.00635796
 -0.00819498  0.00595284 -0.00794527 -0.00073911  0.00044359 -0.00218011
  0.00896348  0.0023285 ]",-4.579909316830307,0.01025582628507158
AAPL,-1.0947961691547536,2.044897949467803,"[-1.32834101e-03 -1.49096783e-03  1.62110301e-04 -1.44657381e-04
  4.64740077e-04  1.17366879e-05]","[ 1.30238256e-03 -9.45296089e-03 -1.53204909e-02 -3.48181312e-03
 -1.22166720e-02 -8.94681027e-03 -4.28717437e-03 -1.02295793e-02
 -2.68887542e-03 -3.89465854e-03 -1.49342283e-03  2.55146397e-03
 -5.62482521e-03  3.35950677e-03 -3.41759773e-03 -5.21121999e-04
  2.52272654e-03 -6.61827638e-05  6.47971758e-03  3.20577171e-03]",-4.766939399182382,0.008506374977993482
ABBV,-0.37283338563335827,1.317336160615689,[-0.00263413 -0.00041644 -0.00021019  0.00055448  0.00071611  0.00026812],"[ 0.0063757  -0.00846905 -0.00762819 -0.00134838 -0.00407058 -0.00636478
  0.0037582  -0.00798794  0.004026   -0.00259615  0.00387526  0.00348871
 -0.00282062  0.00512404 -0.00438509  0.00226839 -0.00233766  0.00212708
 -0.00034109  0.00282726]",-4.110261781112553,0.016403479842980656
ABT,-0.7223766910295288,1.689534599028403,"[-4.21037702e-03  7.56918348e-05 -1.53722793e-03 -3.11093979e-04
  5.64838649e-04 -4.85011334e-04]","[ 3.34308740e-03 -7.77275100e-03 -1.35119392e-02  1.06253959e-03
 -1.24812583e-02 -2.80188226e-03 -6.76554260e-03 -4.17537552e-03
 -5.22247011e-03 -3.64123146e-06 -2.00532947e-03  4.36438503e-03
 -3.97816191e-03  5.27484718e-03 -1.79821069e-03  2.43757484e-03
  1.44502720e-03  2.09649719e-03  2.39384788e-03  1.34789771e-03]",-4.6100863889519275,0.00995095861782943
ACN,-0.4593020418237168,1.4127479377097123,[-0.00448075  0.00036484 -0.00166365 -0.00093904  0.00013216 -0.00028503],"[ 0.00537998 -0.00835557 -0.01030975 -0.00077924 -0.00916674 -0.00612233
 -0.00426988 -0.00946418 -0.00474035 -0.00695399 -0.00354658 -0.00244259
 -0.0065739  -0.00092162 -0.00421913 -0.00151379  0.00046436  0.00250523
  0.00342309  0.00643897]",-4.309636808909905,0.013438429425868335
ADBE,-0.011669207256890163,0.9642082412976245,"[-1.52575195e-03  1.88488414e-03 -6.87546893e-04 -1.31051277e-03
  6.20919606e-04 -4.11459820e-05]","[ 8.14449266e-03 -6.21915088e-03 -7.50090997e-03  5.40473035e-03
 -8.32604127e-03  2.79796498e-03 -5.53827844e-03  6.24255314e-04
 -5.97718979e-03  1.47980230e-03 -2.64675059e-03  3.28694823e-03
 -3.65842933e-03  3.93134828e-03 -1.57255465e-03  2.69989043e-03
  6.82434194e-05  3.83344250e-03 -7.74220658e-04  2.43776322e-03]",-4.448108481255191,0.01170067810395174
ADI,-0.8234873171565689,1.7787575934865782,[-0.00262473  0.00067177 -0.00083216 -0.00026291  0.0002574   0.00022345],"[ 3.04716031e-03 -9.18396648e-03 -1.30287779e-02 -2.82051489e-03
 -1.04714636e-02 -8.35974154e-03 -3.56836007e-03 -1.02681308e-02
 -3.08215014e-03 -4.75938830e-03 -2.75919786e-03  1.62732777e-03
 -7.59644815e-03  3.12995166e-03 -6.04440280e-03  5.75208917e-04
  3.24449307e-05  2.60681311e-03  5.00038799e-03  7.57929257e-03]",-4.774872804714171,0.008439157440230145
ADM,-0.6983021616421289,1.6342716738574672,"[-1.03874686e-03 -1.96126716e-04 -3.62753702e-04  4.66444120e-04
 -9.94448575e-05 -1.35868321e-04]","[ 0.00498743 -0.01029809 -0.00794581 -0.00515973 -0.00210747 -0.00963329
  0.00625193 -0.00796657  0.00284446  0.00114239 -0.00280678  0.00661967
 -0.01142738  0.00446878 -0.00886295 -0.00168682  0.00146275  0.00106231
  0.00906287  0.01113676]",-5.572369749168451,0.003801461240587645
ADP,-0.6352570016035906,1.604243482448169,"[-2.98805933e-03  6.22740618e-04 -8.24732691e-04 -6.02611926e-04
  7.46711627e-04  9.11580734e-05]","[ 0.00405629 -0.00875094 -0.01197696 -0.00156337 -0.01029713 -0.00673296
 -0.00463402 -0.00898148 -0.00482705 -0.00457683 -0.00439998  0.00105272
 -0.00878017  0.00283196 -0.00755839  0.00143307 -0.00279134  0.00422276
  0.00068945  0.00810375]",-4.446952118384753,0.011714216159613983
ADSK,-0.5309000623170732,1.490132227005625,[-0.00140351  0.00085722 -0.00013139 -0.00022143  0.00028872  0.00076029],"[ 0.00438722 -0.00713695 -0.013441    0.00302872 -0.01456958 -0.00118357
 -0.01028511 -0.0045483  -0.00754856 -0.00209037 -0.00225648  0.00352238
 -0.00364565  0.00730836 -0.00255419  0.0063254   0.00135738  0.00441695
  0.00827403  0.00137018]",-4.768923734435462,0.008489512214470012
AEE,-0.011669194289652757,0.9538050984300845,"[ 7.07778889e-04  2.02999401e-03 -2.44784128e-04 -1.47181104e-03
 -3.00031276e-04 -5.43045355e-05]","[ 0.01175662 -0.0064646  -0.00105499  0.0043505  -0.00012969  0.00130343
  0.00374223 -0.00094318  0.00153966  0.00050076  0.00199225  0.00273181
 -0.00224251  0.00349808 -0.00212643  0.00236284 -0.00062407  0.00413774
  0.00011189  0.0040025 ]",-4.025141723180316,0.017860892671420766
AEP,0.42148223332172063,0.5181378941671774,"[-2.21066913e-04  1.57449960e-03 -2.80735367e-04 -1.12401289e-03
 -6.12533313e-05  2.02718173e-04]","[ 0.01624546 -0.0056731   0.00515539  0.00738248  0.0050636   0.00573483
  0.00657791  0.00326639  0.00182797  0.00186681  0.00154996  0.00063908
 -0.00166711 -0.00045081 -0.00035757 -0.00091566  0.00046846  0.00383854
 -0.00169368  0.00628278]",-4.537475983711445,0.010700380432453164
AES,-0.5653557046600911,1.5005416560309501,"[-1.80026564e-03 -9.02002146e-05 -6.26306358e-04  7.86914858e-05
  2.83504882e-04 -2.31785911e-04]","[ 0.00545109 -0.00952242 -0.00801462 -0.00364286 -0.00332181 -0.00837221
  0.00434571 -0.00820053  0.00203987 -0.00109737 -0.00131561  0.00408838
 -0.00827586  0.00322669 -0.00621291 -0.00084803  0.00109629  0.00253823
  0.00530585  0.01015311]",-4.60824293854434,0.009969319635162097
AFL,-0.9423071441922706,1.890470169511639,"[-2.74164047e-03  1.30970937e-03 -9.98782519e-04 -7.76655527e-05
  4.50219424e-04  7.95411859e-05]","[ 0.00240763 -0.00951553 -0.01366038 -0.0037096  -0.01054119 -0.00957856
 -0.00277971 -0.01165822 -0.00145455 -0.00616079 -0.00013072  0.00040593
 -0.00402123  0.00224608 -0.00196913  0.00079062  0.0025655   0.00437766
  0.00389602  0.00956746]",-4.884672831580787,0.007561597273218712
AIG,-0.6231716509377587,1.580696181260943,"[-2.13643736e-03 -7.76861397e-04 -3.27774572e-04  9.74540897e-05
  6.54306511e-04 -8.80157683e-05]","[ 0.0042238  -0.00817183 -0.01193911  0.00014455 -0.01066102 -0.00396628
 -0.00542024 -0.0053891  -0.00538125 -0.00121703 -0.00365757  0.00304755
 -0.00577773  0.00383973 -0.00190974  0.00209997  0.0041506   0.00520732
  0.00735487  0.00931937]",-4.409097250334373,0.012166156367552257
AIZ,-0.5269321254357043,1.4697236845143458,[-0.00216248  0.00066116 -0.00058513 -0.0015805   0.00035574 -0.00018623],"[ 4.90589452e-03 -8.20809624e-03 -1.14468573e-02 -5.36889183e-04
 -1.07134569e-02 -6.44408411e-03 -5.25572183e-03 -1.08852488e-02
 -3.78576960e-03 -8.88712484e-03 -5.35602672e-04 -3.23615017e-03
 -3.12624315e-03 -7.82233461e-05 -1.99872185e-03  6.40460066e-05
  1.01802629e-03  2.59821440e-03  3.94834442e-03  4.10371665e-03]",-4.434409188343141,0.011862072088231887
AJG,-1.071361309393329,2.0291573957792868,[-0.00170803 -0.00064394 -0.00039815 -0.00063499  0.00045786 -0.00022712],"[ 0.00112169 -0.00912804 -0.01651237 -0.00236438 -0.01488212 -0.00788158
 -0.00801326 -0.01012752 -0.00556795 -0.00476974 -0.00265221  0.00226362
 -0.00560454  0.00488766 -0.0036477   0.00263593  0.0019014   0.00230926
  0.00780644  0.00260577]",-4.7669625865195755,0.008506177740095294
AKAM,-1.1714141162404694,2.114568776610428,"[-1.74350194e-03 -1.89053251e-05 -4.94078397e-04  2.15044664e-04
  2.61310467e-04  1.93028453e-04]","[ 0.00108525 -0.0097481  -0.01508875 -0.00422533 -0.01093163 -0.00962821
 -0.00170099 -0.00995493  0.0001276  -0.00177406  0.00023851  0.00585704
 -0.00599399  0.00688359 -0.00549495  0.00192028  0.00055547  0.00088851
  0.00611419  0.00464985]",-5.065613165744808,0.006310040615608062
ALB,-0.01166919993973027,0.9496566121853117,[-0.00253788  0.00123817 -0.00104396 -0.00070062  0.00056942 -0.00054334],"[ 1.06201891e-02 -6.43685595e-03 -3.01277966e-03  4.67627008e-03
 -2.85787218e-03  2.08839762e-03 -1.27509559e-04  2.64380053e-04
 -3.00846303e-03  1.49435742e-03 -2.71996358e-03  2.72665322e-03
 -5.68868955e-03  2.54081145e-03 -3.45324651e-03  1.46238576e-03
  6.25422847e-05  5.31615733e-03  1.10145594e-03  8.57575273e-03]",-3.755832566825083,0.023380976278307666
ALGN,-0.36217803089377143,1.3287356934335535,"[-3.24025846e-04  5.11037398e-04 -3.06880419e-05 -2.21830993e-03
 -9.90952062e-06 -6.98919001e-04]","[ 5.91911593e-03 -8.15861993e-03 -9.52615997e-03 -9.55265139e-05
 -8.38382090e-03 -4.87146899e-03 -3.56070463e-03 -7.34983426e-03
 -4.31502033e-03 -3.79776351e-03 -3.59744325e-03  1.25316316e-03
 -7.19534012e-03  3.37007223e-03 -5.04389230e-03  2.97905543e-03
  4.49063279e-04  6.54879844e-03  5.11113619e-03  1.01227804e-02]",-4.302746660203391,0.013531341925887275
ALK,-0.2838183788589554,1.234031243402118,"[-3.66852197e-04 -6.68529169e-04  1.32012250e-05  7.42758510e-05
  1.44974029e-04 -2.44905550e-04]","[ 6.26983965e-03 -6.84533941e-03 -1.03223001e-02  3.69490663e-03
 -1.14004410e-02  1.65151943e-04 -8.60097483e-03 -2.78050623e-03
 -8.76779140e-03 -1.71104589e-03 -5.63204875e-03  9.31475653e-04
 -6.72822207e-03  2.04193596e-03 -4.04070202e-03  1.02342968e-03
 -7.98775693e-05  3.02229330e-03  2.94147323e-03  4.19513829e-03]",-4.651363233414503,0.009548576115925756
ALL,-0.5158701936032853,1.4699341378637838,[-0.00184244  0.00132462 -0.00049548 -0.00131818  0.00058245  0.00025535],"[ 0.00481078 -0.00792439 -0.01163743  0.0004594  -0.01112476 -0.00442024
 -0.00626955 -0.00737631 -0.00571003 -0.00419677 -0.00360755  0.00112146
 -0.00686312  0.00356416 -0.00573139  0.00245543 -0.00150386  0.00362268
  0.00298928  0.00461637]",-4.432207598566259,0.011888216273699632
ALLE,-0.5561675357924114,1.5194433680224801,[-0.0014935  -0.00041235 -0.00013926 -0.0001936   0.00037172 -0.00017263],"[ 0.00462337 -0.008085   -0.01148725  0.00049186 -0.01058999 -0.00345115
 -0.00614786 -0.00501025 -0.00689715 -0.00153821 -0.00560779  0.00195724
 -0.00759438  0.00240073 -0.00372806  0.00123699  0.00167256  0.00577879
  0.00321268  0.01098821]",-4.8416011515139985,0.007894403790222645
AMAT,-0.011669383053085118,0.9648826228320143,[-0.00249757  0.00129543 -0.00074579 -0.00087064  0.00042591  0.00023199],"[ 0.0099485  -0.00600157 -0.00587741  0.0066268  -0.00890357  0.00384461
 -0.00906151 -0.00051209 -0.01102582 -0.0031255  -0.00725265 -0.00308789
 -0.00612214 -0.00184762 -0.00205199  0.00071486  0.00041221  0.0081927
 -0.00058694  0.01280996]",-4.509259358416102,0.011006609110119225
AMCR,-0.7325437815980792,1.6981463540954391,[ 0.00193662 -0.00034945  0.00073363  0.00128247  0.00022642  0.00014394],"[ 0.00300116 -0.00805298 -0.01481878  0.00100436 -0.0151393  -0.00325132
 -0.01058537 -0.00564011 -0.00868249 -0.00197055 -0.00440669  0.00379892
 -0.00541028  0.00742542 -0.00292697  0.00766906  0.00128385  0.00863238
  0.00581606  0.00701839]",-4.4886971410537155,0.01123527225308948
AMD,-0.011669090640378528,0.9490021108837728,[-0.00165016  0.00177362 -0.00037182 -0.00042666  0.00057232  0.00065836],"[ 0.01118528 -0.00600441 -0.00272275  0.00661229 -0.00362693  0.00517145
 -0.00239446  0.00401361 -0.00612548  0.00469184 -0.00583713  0.00444613
 -0.00783194  0.00324976 -0.00429752  0.00182038  0.00032424  0.00639765
  0.00138212  0.01140024]",-4.7231989740337275,0.008886704691603487
AME,-1.0636407094446896,2.0217380675948076,"[-1.70237316e-03 -8.64053943e-05 -4.40391495e-04 -7.92031009e-05
  2.20634511e-04 -1.35963717e-04]","[ 0.00121764 -0.00904468 -0.01601742 -0.0019868  -0.01391562 -0.00671087
 -0.00694394 -0.00764506 -0.00521011 -0.00145946 -0.00314786  0.00471618
 -0.00616778  0.00605546 -0.00339452  0.00317346  0.00232533  0.0043042
  0.00526419  0.0075894 ]",-4.868460038056974,0.00768519108171294
AMGN,-0.16667259883697336,1.1210190548431331,[-0.00549383  0.001353   -0.00197159 -0.00103789  0.00117102 -0.00030758],"[ 0.00722585 -0.00693029 -0.0082808   0.00313595 -0.00833029 -0.00042049
 -0.00481362 -0.00287156 -0.0056129  -0.00113689 -0.00358117  0.00159436
 -0.00569584  0.00246426 -0.00354846  0.00142963 -0.00043198  0.00392169
  0.00054171  0.00517219]",-3.779810099883321,0.022827025868400148
AMP,-1.0611520373228742,2.0136373074994216,[-0.00205291 -0.00086411 -0.00037297 -0.00028867  0.00032636 -0.0002591 ],"[ 0.00145806 -0.00913587 -0.01526611 -0.00258729 -0.01233398 -0.00763545
 -0.00432676 -0.00851609 -0.0023045  -0.00172387 -0.00077355  0.0050765
 -0.00522476  0.00639334 -0.0038457   0.00242612  0.00163704  0.00178
  0.00616808  0.00420277]",-4.9282360953574,0.0072392613928023075
AMT,-0.5313317192622397,1.4837218164649288,[-0.00389455  0.00081981 -0.00091159 -0.00042499  0.00071791  0.00032782],"[ 0.00532189 -0.00891992 -0.00893165 -0.00193679 -0.0055321  -0.00610951
  0.00088232 -0.00615984 -0.00112188 -0.00014386 -0.00287011  0.0042145
 -0.00765541  0.00372043 -0.00425514  0.00099282  0.00263271  0.0053934
  0.00534962  0.01217263]",-4.629232891308241,0.009762244933692385
AMZN,-0.31991598693055695,1.277656432200583,[-0.00206248  0.00192364 -0.00064707  0.00088972  0.00053026  0.00116622],"[ 0.00597017 -0.00703621 -0.01073096  0.00305148 -0.01155752 -0.00100237
 -0.00800884 -0.00431816 -0.00725247 -0.00271681 -0.00360703  0.0014064
 -0.00524792  0.00413274 -0.0037996   0.00422191 -0.00095846  0.00603558
  0.00176043  0.00619437]",-4.589463474957836,0.010158307097694438
ANET,-0.011740795592703898,0.9578729500899652,[-0.00160951 -0.00016722 -0.00045731 -0.00070125  0.00046023 -0.00029845],"[ 0.00892903 -0.00569888 -0.00726839  0.00713828 -0.00969812  0.00470804
 -0.00813538  0.00136328 -0.00790828  0.00071228 -0.00265173  0.00237435
 -0.00192566  0.00462071  0.00086771  0.00572868  0.0027062   0.00839171
  0.00348143  0.00770044]",-4.455927331243207,0.011609548983818786
ANSS,-0.624843975254335,1.572639416428225,[-0.00267311 -0.00064347 -0.00042744 -0.00110111  0.0007184  -0.0003951 ],"[ 4.56929739e-03 -8.72009824e-03 -1.05019062e-02 -1.33777773e-03
 -7.85099679e-03 -5.41513477e-03 -1.98226677e-03 -5.67822766e-03
 -3.67440748e-03 -3.13981345e-05 -5.01338601e-03  4.08942027e-03
 -9.55440785e-03  3.24512675e-03 -6.16086030e-03 -4.18787083e-04
  1.36086643e-03  2.81423429e-03  5.43480613e-03  9.70285817e-03]",-4.516315165667823,0.010929221933300898
AON,-0.6949927846668834,1.647588048471269,"[-2.14305365e-03  9.93166354e-04 -6.44156966e-04 -7.59139310e-04
  3.48265660e-04  1.21554339e-05]","[ 0.0036872  -0.00831209 -0.01297983 -0.00044474 -0.01198079 -0.00529606
 -0.00663904 -0.00765438 -0.00594569 -0.00374567 -0.00383334  0.0015234
 -0.00647373  0.00332725 -0.00392909  0.0016416   0.00155497  0.00292442
  0.00644321  0.00419589]",-4.727577187346526,0.008847881852167457
AOS,-0.6463924551891108,1.6142835865217218,"[-1.87723502e-03  6.01255288e-06 -4.59155111e-04 -4.12541951e-04
  2.47555045e-04  5.45765449e-06]","[ 0.00388065 -0.00850929 -0.01265688 -0.00058527 -0.01166267 -0.00531933
 -0.00657556 -0.00748335 -0.00656199 -0.00339199 -0.00548097  0.00181121
 -0.00893502  0.00345601 -0.00657027  0.0021453  -0.0002968   0.00565993
  0.00498611  0.01165049]",-5.150909906883153,0.005794130208587144
APA,-0.5546228443738309,1.5024237823316973,"[-1.59164698e-03 -2.17619951e-04 -1.91161755e-05 -4.40134704e-04
  3.72347019e-04  3.24033229e-04]","[ 0.00483887 -0.00867558 -0.01071428 -0.00173142 -0.00858523 -0.00742873
 -0.00198408 -0.01028372 -0.00133981 -0.0057706  -0.00056626  0.00099782
 -0.00600678  0.00397833 -0.00651889  0.00292993 -0.00285614  0.00466127
  0.00145861  0.00738204]",-4.780493014318193,0.008391860639996146
APD,-0.9461704053453307,1.9022525923994846,"[-1.78271471e-03 -1.06301981e-03 -3.95055591e-04 -6.87667178e-04
  7.03873673e-05 -3.22878890e-04]","[ 0.0021958  -0.00953259 -0.01411154 -0.00354771 -0.01134876 -0.00910729
 -0.00420815 -0.01070498 -0.00347725 -0.00469817 -0.00275804  0.00205298
 -0.00690514  0.00410575 -0.00489833  0.00265085  0.00035605  0.00559024
  0.00328582  0.00960534]",-4.829095661636053,0.007993747050315332
APH,-0.7715770066485562,1.7372489331171124,[-0.00201282 -0.00022156 -0.00036285  0.00010462  0.00030463  0.00026182],"[ 0.00319863 -0.00907861 -0.01303797 -0.00234874 -0.01098345 -0.00769898
 -0.00479336 -0.00976348 -0.004691   -0.00486235 -0.00432628  0.00101043
 -0.0087487   0.00253188 -0.00711277  0.00077215 -0.00162065  0.00400634
  0.00218042  0.00958687]",-4.7447868410812015,0.008696915633363103
APTV,-0.7995948582187542,1.7622628102969242,"[-2.61286110e-03 -5.21984530e-04 -5.20356759e-04 -2.36045814e-04
  2.64975539e-04 -4.43197107e-05]","[ 0.00275864 -0.00813792 -0.01450324  0.00081368 -0.01385494 -0.00271465
 -0.00885657 -0.00355972 -0.00803015  0.00101781 -0.00537861  0.00519645
 -0.00675796  0.00582533 -0.00267269  0.00348777  0.00324366  0.00569601
  0.0056591   0.00953721]",-4.996296990475055,0.006762943934382665
ARE,-0.659777813375632,1.6271771559287027,"[-2.76625176e-03 -1.06998879e-03  1.45830852e-06 -7.13139065e-04
  7.30171951e-04  3.82869108e-04]","[ 0.0037624  -0.00795355 -0.0127723   0.00109156 -0.01176568 -0.00217778
 -0.00674671 -0.00258394 -0.00654466  0.00225138 -0.0044455   0.00618559
 -0.00604545  0.00657814 -0.00185026  0.00403766  0.00399376  0.00557432
  0.00625108  0.00733492]",-4.776069035652938,0.008429068294680146
ATO,0.4179724462788176,0.5169644644972385,"[-9.18608401e-05  2.57600776e-03 -5.79251298e-04 -5.31288714e-04
 -2.17840214e-04  5.41616800e-05]","[ 0.01444489 -0.00685436  0.00317638  0.00393474  0.00402449  0.00093908
  0.00606849 -0.00181901  0.00038446 -0.00233563 -0.00193017 -0.00261626
 -0.00617108 -0.00396228 -0.00388735 -0.00410204 -0.00051156  0.00378135
 -0.00132903  0.01146478]",-4.6981210308823576,0.009112382912098337
AVB,-0.011669207832492158,0.9557139156791492,[-0.00554228  0.00125501 -0.00183511 -0.00141819  0.00089892 -0.00034742],"[ 0.01090701 -0.00610675 -0.00291333  0.00624307 -0.00343704  0.00467787
 -0.00137902  0.00325515 -0.00391722  0.00366882 -0.00200869  0.00342884
 -0.00244158  0.00255277  0.00212944  0.00200959  0.00581266  0.00724444
  0.00471944  0.01132518]",-4.325172687931417,0.013231265019457752
AVGO,0.03210975211033362,0.9126166277983478,"[ 1.39758086e-03  4.86465645e-04  9.78032585e-04 -2.98781055e-04
 -1.33326889e-06  1.01120885e-03]","[ 0.01192273 -0.00526086 -0.00318771  0.00898257 -0.00673548  0.00770458
 -0.00817021  0.00469014 -0.01187781  0.00227089 -0.00966442  0.00068343
 -0.00927763 -0.00017247 -0.00467824 -0.00084923  0.00059399  0.00287036
  0.00445884  0.00523697]",-4.322553959443903,0.013265959517998749
AVY,-0.7443172398040933,1.6969107173233078,"[-1.73315496e-03  1.93778127e-05 -6.72811736e-04  3.35952217e-04
  1.30534533e-04 -7.81856072e-05]","[ 0.00347294 -0.00863404 -0.01287642 -0.00129766 -0.01125771 -0.00626628
 -0.00550829 -0.00835982 -0.00517912 -0.00418237 -0.00368637  0.00083498
 -0.00649125  0.0020583  -0.0035884   0.00055518  0.00151781  0.00384317
  0.00358608  0.00792234]",-4.452186096618755,0.01165306438034894
AWK,0.41473499243174816,0.5209863064617677,"[ 1.01593352e-03  1.38570730e-03 -4.15698158e-05 -2.92491789e-04
 -3.13638975e-04 -3.65308676e-05]","[ 0.01797609 -0.00599433  0.00772098  0.00684091  0.00751526  0.0047226
  0.00822869  0.00134661  0.00186904 -0.00110165 -0.00013184 -0.00272634
 -0.00449134 -0.00411594 -0.0033714  -0.00410048 -0.00137605  0.00296921
 -0.00209577  0.0094736 ]",-5.071935717936563,0.006270270909985148
AXP,-0.9836197663689784,1.9454259721502245,[-0.00210217  0.00027002 -0.00063538  0.00047614  0.00031925  0.00050763],"[ 1.65232290e-03 -8.40459933e-03 -1.53533255e-02 -3.74168352e-04
 -1.30881262e-02 -4.16594162e-03 -5.66725376e-03 -4.23566675e-03
 -3.17913240e-03  2.11572918e-03 -8.22790594e-06  7.45468025e-03
 -2.44843720e-03  7.90746833e-03 -8.13385559e-05  3.21174773e-03
  3.79080350e-03  5.96404090e-04  4.85748540e-03 -1.51352061e-03]",-4.891914072914628,0.007507039693192103
AZO,-0.5776078371261401,1.5343085570282953,"[-2.42525812e-03  2.46913826e-03 -1.13257721e-03 -1.48051095e-03
  5.08404976e-04  5.12730665e-05]","[ 0.00474986 -0.00930916 -0.01034944 -0.0033629  -0.00755317 -0.0095136
 -0.00075875 -0.0122851  -0.00111592 -0.00736384 -0.00179241 -0.00057985
 -0.00774682  0.0016053  -0.00713618 -0.00012295 -0.00115118  0.00222949
  0.00539041  0.00636889]",-4.68666750331884,0.009217351825612029
BA,-0.8861273989434496,1.85214977581913,[-0.00232969 -0.00040934 -0.00022474 -0.00034753  0.00077697  0.00037605],"[ 0.00225829 -0.00830269 -0.01477513 -0.00012797 -0.0132277  -0.00409815
 -0.00700135 -0.00489063 -0.00547869  0.00034052 -0.00273556  0.00518777
 -0.00480202  0.00593369 -0.00180285  0.00284499  0.00285369  0.00301464
  0.00481383  0.00360513]",-4.8587155588663,0.00776044532752235
BAC,-0.7922015466786235,1.756066656374694,"[-1.16179484e-03  6.57242380e-04 -4.41961334e-04 -5.67217832e-04
  1.86114266e-04 -6.58088363e-05]","[ 0.0026823  -0.00798542 -0.01508258  0.00083577 -0.01480676 -0.00352831
 -0.0091913  -0.00558729 -0.00655256 -0.00101328 -0.00237564  0.00528481
 -0.00444298  0.00832168 -0.00289156  0.00613305  0.00143796  0.00378347
  0.00656347  0.00055921]",-5.135063052122758,0.005886680325819371
BAX,-0.29369900610474164,1.2574585553756603,[-0.00194377  0.00088268 -0.00085892 -0.00118438  0.00049223 -0.00051706],"[ 0.00643955 -0.00798789 -0.00865061  0.00044148 -0.00732    -0.00392639
 -0.00242643 -0.00598148 -0.00346572 -0.00231816 -0.00322741  0.00233369
 -0.0075536   0.00408354 -0.00644891  0.0034576  -0.00220288  0.0071114
  0.00100091  0.01125456]",-4.647371067003464,0.009586771811827814
BBY,-0.7227761508226629,1.664273190207605,[-0.00272386  0.0002279  -0.00087902 -0.00106759  0.0002505  -0.0004003 ],"[ 0.00419625 -0.00935465 -0.01052673 -0.00313943 -0.0065799  -0.00805314
  0.00137785 -0.00816306  0.00084649 -0.00029796 -0.00121435  0.00667192
 -0.00861331  0.00726491 -0.00771703  0.00195968  0.0010871   0.00066806
  0.01161712  0.00441316]",-4.777903317496685,0.008413621179260287
