,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.42916576864668804,0.5340304397189248,[ 0.00121802  0.0019767  -0.00053431  0.00076549 -0.00046457 -0.00057106],"[ 1.46065949e-02  8.12922176e-05 -8.85144745e-03  9.18366477e-03
 -6.01827800e-03 -3.94361996e-03  5.01602822e-03 -4.39730953e-03
  2.75027171e-03  5.84156778e-04  2.68767051e-03  3.37288582e-03
 -2.57170537e-03  3.60219051e-03 -1.76676866e-03 -1.02016417e-03
  2.50467348e-03  1.20440908e-03 -4.02010990e-04  1.49201763e-03]",-4.540129145866363,0.010672028216191728
AAL,0.4274938310386789,0.5400552901417429,"[ 8.35595885e-04 -9.65323165e-05  1.61597590e-04 -1.77715078e-04
  1.94670215e-04  5.40457717e-04]","[ 1.36052769e-02 -4.99820864e-05 -9.45352444e-03  5.87113078e-03
 -4.60313475e-04 -6.04803938e-03  8.65682656e-03  9.14483381e-04
 -3.95755691e-04  3.91228787e-03  1.54405841e-03  3.74961269e-03
 -5.65384620e-03  5.52180287e-03 -5.56782870e-03 -4.71585827e-03
  6.03115838e-03 -2.30440099e-03 -1.75375760e-04  5.61836585e-03]",-4.878642220360614,0.007607336104511502
AAP,-0.008600105302718354,0.9713832795589026,[-0.00103007  0.00080109 -0.00165542 -0.00021888 -0.00066037 -0.00056625],"[ 0.01285569 -0.0033109  -0.00593623  0.00360364  0.00350106 -0.00378362
  0.00947882  0.00514017 -0.00375416  0.0081111  -0.00430522  0.00227025
 -0.00548685 -0.00033958 -0.00265045 -0.00373811  0.0012688  -0.00283814
  0.00321978 -0.00581423]",-4.073238261529818,0.017022176900310295
AAPL,0.4328954303926449,0.5412597239144791,"[ 1.21982391e-03  1.94919821e-03  8.25203933e-05  4.05061969e-04
 -8.52633199e-06 -5.76291618e-04]","[ 0.01352798 -0.00051718 -0.00804153  0.00602881 -0.00056652 -0.00294048
  0.00382847  0.00131555 -0.00150662 -0.00069689  0.00411182  0.00228061
 -0.00436306  0.00540031 -0.00363669 -0.00338034  0.00280342 -0.00098506
  0.00233202 -0.00267849]",-4.6751560585337915,0.009324069923500747
ABBV,-0.009633186678941917,0.9831733249119562,[ 0.00172564 -0.00176628  0.00014709 -0.00024252 -0.00037101 -0.00027099],"[ 0.01441967 -0.00656992 -0.00058735  0.00881907 -0.00580625  0.00446512
 -0.00151373 -0.00487729  0.00405867 -0.00247389  0.0033341   0.00470255
 -0.00239773  0.00343095 -0.0017702   0.00166587 -0.00279783  0.00107665
 -0.00092546 -0.0046822 ]",-4.180733613756145,0.015287288486864907
ABT,0.43413164357637907,0.5418840261411664,"[ 2.82851957e-03  4.46355928e-04 -2.69615499e-05  1.15681259e-03
 -6.42880119e-04  6.09660824e-05]","[ 0.01509493 -0.004268   -0.00338492  0.0106754  -0.00883763  0.00165086
  0.00087415 -0.00785647  0.00623573 -0.00067365  0.00165488  0.00578478
 -0.00326331  0.0015382  -0.00072015 -0.00028054  0.00120339 -0.00017512
  0.00431618  0.00093531]",-4.6470891094559095,0.009589475255607117
ACN,0.42842429381084757,0.5412145386455833,[ 0.00093466  0.00151192 -0.00034478  0.0006142  -0.00025245 -0.00010824],"[ 1.44531228e-02  4.28718331e-03 -1.42720536e-02  7.92433258e-03
 -3.12769049e-03 -9.90508054e-03  1.03846157e-02 -3.06612756e-04
 -2.04125399e-03  4.01908432e-03  9.56365783e-04 -6.76996826e-04
 -6.29892917e-04  2.75751011e-03 -1.43312231e-03 -1.43690444e-03
  4.25719592e-03  1.23102268e-03  3.76946595e-05  2.26241920e-03]",-4.896145342036426,0.007475342494921586
ADBE,0.42818528053852867,0.5421234464811394,"[1.49549943e-03 8.48438047e-04 3.62103998e-04 5.02358991e-04
 4.69901698e-05 1.58469787e-04]","[ 0.01436401  0.00447682 -0.01427529  0.00781211 -0.00305017 -0.00932321
  0.0088345  -0.00032256 -0.00208682  0.00174142  0.0032696  -0.00119067
  0.00077073  0.00454771 -0.00195672  0.00070348  0.00197915  0.00126936
  0.00175642  0.00157238]",-4.946603049724438,0.0071075118319694425
ADI,0.4277084121418031,0.5362604726444781,[ 0.00072018  0.00262736 -0.00122523  0.00156406 -0.00101881 -0.0007353 ],"[ 0.01372007  0.00103399 -0.01039254  0.00631461 -0.00096877 -0.00624473
  0.00787472  0.00098192 -0.00147282  0.00302932  0.00120758  0.001845
 -0.00379307  0.00298772 -0.00165733 -0.00368265  0.00556151  0.00141063
 -0.00057738  0.0042348 ]",-4.707829332754221,0.009024345187887181
ADM,-0.20255855920122418,1.1788394333059267,[ 0.00087851 -0.00130414 -0.00044457  0.00085015 -0.00087086  0.00011342],"[ 0.01256234 -0.0091582   0.00107918  0.0026472   0.00491608  0.00273029
  0.00571353  0.00606078 -0.00344653  0.00837686 -0.0072022   0.00403239
 -0.00803334 -0.00415304 -0.00021726 -0.00614135  0.00367102 -0.00211933
  0.00363668 -0.00234983]",-5.063587500299912,0.006322835601644372
