,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4149907623760878,0.5300506806534576,[ 0.0007913   0.00020723  0.00024456 -0.00016637 -0.00011257 -0.00024409],"[ 9.51220751e-03 -1.05352121e-02 -1.15739256e-02  8.83260462e-03
 -8.05488322e-04  7.66107307e-03  3.87456316e-05 -3.39455516e-03
 -5.56669264e-04  3.29258033e-03  5.86525779e-03 -1.29848572e-03
 -4.38603748e-03  1.17792763e-03  2.55266077e-03  1.11658230e-03
 -2.88968077e-03 -3.38879616e-03  2.84743211e-03  4.51111614e-03]",-5.286765175136668,0.005058095878321858
AAL,-0.7641272485588001,1.7183680127727037,[-0.00160405 -0.00032797 -0.00043129  0.00050119 -0.00013426  0.00011393],"[ 0.01189825  0.00328177  0.00684869  0.0023283  -0.00980366 -0.00879576
 -0.00594855  0.00516542  0.00383001  0.00032085 -0.00145186  0.0007665
  0.00039847  0.00637499  0.00162357 -0.00247408 -0.00238728  0.00070154
  0.00409959  0.00380701]",-5.206012789936727,0.005483494000107191
AAP,0.4227182672604826,0.5352507717846403,[-0.00073606  0.0002522  -0.00046453 -0.00089075 -0.00019402 -0.00069866],"[ 1.25254280e-02 -1.90093374e-03 -7.66175651e-04  9.29613682e-04
 -1.18910125e-02 -3.89553848e-04 -5.26098498e-04  7.60003844e-03
  5.86508337e-03 -1.57345563e-03  4.01989354e-05  4.31446123e-04
  1.49067350e-03  2.54403135e-03 -1.91761248e-03 -3.92637351e-03
 -1.48407431e-03  2.32120846e-03  2.73383996e-03 -1.74987299e-03]",-5.142616384770844,0.005842383775020636
AAPL,-0.14562848252998323,1.0926796182101859,"[-9.33971198e-04 -6.57152339e-05 -2.79033009e-04 -1.16598731e-04
  1.00976672e-04 -4.41360457e-05]","[ 0.01228166 -0.00160688 -0.00013887  0.00105449 -0.01233078 -0.00145662
 -0.00154101  0.00929689  0.00965142 -0.00114809 -0.00084018 -0.00411195
 -0.00243989  0.00532392  0.0020575  -0.00187348 -0.00317019 -0.00209007
 -0.00155241  0.0030444 ]",-5.1472453696369085,0.005815401966315778
ABBV,0.411702329444914,0.5284392867073292,"[ 2.00012966e-04 -3.90255529e-04  7.19879374e-05 -5.71907280e-04
  6.44754423e-05 -4.07192397e-04]","[ 1.09135366e-02 -8.33422238e-03 -1.03524477e-02  5.31215943e-03
 -4.87758375e-03  1.04048059e-02  6.56590351e-03 -1.33611504e-03
 -3.30941965e-03 -4.04876262e-03  2.04291805e-03  4.99550323e-03
  1.25216966e-03 -2.02145048e-03 -4.56388514e-03 -1.57797687e-04
  1.61185698e-03 -6.23698115e-05 -6.69360873e-03  3.12906650e-04]",-5.359716620195473,0.004702238438206023
ABT,0.00438293365576161,0.9372765247677564,[-0.00122244 -0.00033116 -0.00069243 -0.00021518 -0.00032758 -0.00090878],"[ 0.01190597 -0.00332116 -0.0029579   0.00229707 -0.01022457  0.00245807
  0.00235103  0.00645941  0.00641427 -0.00491132 -0.00437368 -0.00188595
 -0.00121236  0.00810242  0.00293518 -0.00274018 -0.00441819 -0.00038268
  0.00386906  0.00514687]",-4.845696501516309,0.007862139555403531
ACN,0.4227776527444404,0.5384262878563543,"[ 5.63632125e-04  8.42563385e-04  6.46845846e-05 -1.23128874e-04
 -7.13326085e-05  3.54838720e-05]","[ 0.01081731 -0.01131313 -0.01352306  0.00518301 -0.0061049   0.01146523
  0.00444298  0.00221421  0.00361324 -0.00041152  0.00444871 -0.00218191
 -0.00368921 -0.00071822 -0.00087203  0.00120004 -0.00017481 -0.00148945
  0.00030994  0.00030153]",-5.297413755810121,0.005004520095585474
ADBE,0.4307060513986771,0.5337437623924801,[ 0.00155731  0.00098046  0.00032878 -0.0006419  -0.00026985 -0.00034364],"[ 0.01084219 -0.00982587 -0.01143228  0.00539529 -0.00566431  0.00938204
  0.00342134  0.00161682  0.00303465 -0.0005007   0.00354048 -0.00203431
 -0.00400551  0.00031554 -0.00062454  0.00176887 -0.00026109 -0.00081783
  0.00135581  0.00217785]",-4.759302271588737,0.008571587951995596
ADI,0.42525124275429854,0.5368836509996243,[ 0.00082637  0.00072885  0.00012055  0.00018166 -0.00022702  0.00017766],"[ 0.01198944 -0.0066132  -0.00678077  0.00207406 -0.01081285  0.00439695
  0.00040429  0.00763451  0.00804855  0.00034497  0.00256352 -0.00279317
 -0.00088696  0.00213078  0.00051098 -0.00390446 -0.00396907 -0.00082374
  0.00215391  0.00012234]",-5.108040542713088,0.006047921965529137
ADM,0.4245660405597028,0.5309118343259025,"[ 2.18116142e-03  4.42943114e-04  7.15672464e-04 -7.99139931e-04
 -2.01371968e-04 -2.69610033e-05]","[ 0.010538   -0.00904087 -0.00982163  0.00634746 -0.00410316  0.00664203
  0.00044035 -0.0006232  -0.00035777  0.00213415  0.00528091  0.00215371
  0.00124503 -0.00039588 -0.00108947 -0.00490519 -0.00523211  0.00060903
  0.00433689  0.00204764]",-4.905464969017633,0.007405998722265767
