,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.41948626259709376,0.5503861971847859,"[-1.25455053e-04  3.05448170e-04 -1.49057923e-04 -1.05812801e-05
 -1.00113887e-05 -2.64198357e-05]","[ 7.54090462e-03 -9.51977165e-03 -6.54510449e-03  1.25935102e-02
  1.31312851e-03 -2.19358477e-05 -3.12802732e-03 -2.66219865e-04
  2.15508201e-03 -1.00302196e-03 -8.28281682e-04  6.36742324e-04
 -1.24518302e-03  2.38753171e-03 -1.57722189e-03  2.20103275e-03
  1.97265395e-03 -2.78504366e-04  1.97772174e-03  5.61005579e-03]",-6.274978775284259,0.0018828310159079852
AAL,-0.5125144030981114,1.476219044433426,"[-9.49825545e-04  1.31941886e-04 -4.02544868e-04  4.91463541e-05
 -1.14126800e-04  2.55849589e-05]","[ 0.01503648 -0.00216325 -0.00098936 -0.00173637 -0.01021512  0.00225834
 -0.00040518  0.00284139  0.00230911  0.00204577  0.00291725 -0.00153357
 -0.00125954  0.00224401 -0.00260942 -0.00341365 -0.00181523  0.00347372
 -0.00382168  0.00306515]",-6.0638044465212255,0.002325536656631229
AAP,0.4636686792755357,0.5508673434253717,[-0.00094238  0.00071177 -0.00105495 -0.00033812 -0.0004242  -0.00098897],"[-0.02189327  0.01853136 -0.00951461  0.01343504 -0.01928685  0.00704292
 -0.00110677  0.00140069  0.00012144 -0.00115525  0.00672621  0.00531953
 -0.00325573  0.01013548 -0.00198987  0.00038955  0.00098742  0.00143655
  0.00762188  0.00013399]",-4.381865685580621,0.01250201202557826
AAPL,0.4208751334581773,0.5465242028528405,"[-7.13189182e-04 -1.02161892e-06 -2.59931651e-04 -2.44268307e-05
 -6.49982078e-05 -4.15795161e-06]","[ 1.35759932e-02 -3.48296189e-03 -1.45649664e-03  8.95609621e-04
 -8.99834367e-03  1.12748632e-03 -7.38878831e-04  4.02636471e-03
  3.85245902e-03  4.74429713e-05  4.96739147e-04 -2.05157958e-03
 -2.47689726e-03  4.00635556e-03  1.34069107e-04 -9.36124642e-04
 -6.39958656e-04  4.37886851e-04 -1.38165788e-03  2.38434218e-03]",-6.025376421354199,0.0024166417205832924
ABBV,0.426961699062348,0.5419870734313987,"[-2.74982316e-05  1.15764954e-04 -7.98695201e-05 -1.99492821e-04
  1.60799598e-05 -1.91843269e-04]","[ 0.01022889 -0.00739593 -0.00578998  0.00781904 -0.00164702  0.00272443
  0.00010146 -0.00189869 -0.00162828 -0.0008623   0.00088701  0.00242147
 -0.00077555  0.00327551  0.00177053 -0.0004828  -0.00084471 -0.0008347
  0.00251478 -0.0033185 ]",-5.591797448229432,0.0037283203754540192
ABT,0.4234777728950662,0.5406692483329577,"[-6.34288730e-04  4.53623352e-05 -3.97146842e-04 -5.67641725e-05
 -1.73236664e-04 -2.47946230e-04]","[ 1.33605844e-02 -3.95982442e-03 -2.29008220e-03  1.02751728e-03
 -9.17973675e-03  2.55093650e-03  1.83185753e-03  3.69849407e-03
  2.13080859e-03 -2.41663107e-03 -2.11025742e-04 -4.15489144e-06
 -1.69777048e-03  3.69444112e-03  5.50599442e-04 -7.91736884e-04
 -1.71578119e-03  2.15822362e-04  1.52876134e-03  3.84056252e-03]",-5.667994162140223,0.0034547880754948104
ACN,0.42708032694207004,0.5484086260732155,"[-4.16812648e-04 -3.90842132e-05 -2.21881106e-05 -3.43253808e-05
  6.55504739e-05  1.60854198e-04]","[ 0.00896179 -0.00852756 -0.00618075  0.00981622 -0.00118878  0.00147665
 -0.00083982  0.00053554  0.00185438 -0.00213488 -0.00086575  0.0004134
 -0.00232294  0.00274271 -0.00065254  0.00272642  0.00222738 -0.00014404
  0.00302704  0.00186058]",-5.858028344026989,0.0028568708999624315
ADBE,0.426544688949362,0.5428835710499037,"[-1.23650261e-03  5.27763708e-05 -4.26160100e-04 -7.59564791e-05
 -5.75910130e-05  5.28949368e-05]","[ 0.0085389  -0.00853556 -0.00565964  0.01061886 -0.00051722  0.00040963
 -0.00197156  0.00010909  0.00136194 -0.00129657 -0.00031746  0.00085064
 -0.00218376  0.0030193   0.00116776  0.00219266  0.00042693 -0.00202974
  0.00330893  0.00291857]",-5.65017071804823,0.003516916322569185
ADI,0.42763239680845005,0.5484728103631741,"[-8.37579267e-04  5.34711943e-04 -5.38994235e-04  1.13993024e-04
 -1.60399428e-04 -3.88619218e-05]","[ 0.01073011 -0.00584522 -0.00255442  0.00556273 -0.00656166 -0.00013892
 -0.00042238  0.00471478  0.00381889 -0.00300649 -0.00102044 -0.00032079
 -0.00312652  0.00298153  0.00095919  0.00264743 -0.00044555 -0.00131623
  0.00721519  0.0053196 ]",-5.8260658274268495,0.002949658649301226
ADM,0.41980844047378796,0.5510091357459975,"[ 1.53698837e-04  1.43125825e-04 -4.34189187e-05 -5.68317889e-05
 -1.30575188e-05 -1.25078521e-04]","[ 7.17750329e-03 -9.24468080e-03 -5.36514382e-03  1.26732545e-02
  2.62429387e-04 -1.07501652e-03 -2.51892028e-03  9.98396108e-04
  1.64548418e-03 -2.68314311e-03 -1.27184126e-03  2.34286600e-03
 -7.75940969e-04  2.00552213e-03 -6.89318227e-05  2.78776300e-03
  6.32970941e-04 -1.42077863e-03  8.72021103e-03  3.55933957e-03]",-6.283952933588382,0.0018660097834050603
