,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4404144710546765,0.5358519267593872,"[ 4.35168212e-04 -7.70975431e-05  2.77105374e-04 -2.54695230e-04
  1.96913370e-04 -8.31297213e-07]","[ 0.0034855  -0.0054929  -0.00182066 -0.00013094 -0.00433337  0.00916923
 -0.00047441 -0.00462239 -0.00033193  0.00512515 -0.00013873 -0.00292934
  0.0009903   0.002989    0.00100654  0.0007076  -0.00322805  0.00348031
  0.00095483 -0.00233296]",-5.1568899516512685,0.005759584446099618
AAL,0.4363807671226572,0.5411466462434382,"[ 2.51827543e-04  4.94189861e-05  3.77622233e-04 -4.54080155e-04
  4.00647086e-04  1.68155650e-04]","[ 0.00339171 -0.00504536 -0.00218442 -0.00112308 -0.00250573  0.01048451
 -0.00354141 -0.00414161  0.00120684  0.00178202  0.0021093  -0.00123427
 -0.00179276  0.00606138 -0.00062492 -0.00452816 -0.00017722  0.00445507
  0.00647474 -0.0029822 ]",-5.548289063461022,0.003894114129248366
AAP,0.43459389979501317,0.5404245717427592,"[ 7.78567706e-04 -9.61674736e-04  5.67850358e-04  3.82994879e-04
 -5.25368550e-05  2.37213850e-04]","[ 0.0061431  -0.00827305 -0.00328305  0.00515148 -0.00681989  0.00311612
  0.00350829 -0.0022988  -0.00195036  0.00491829 -0.00039534 -0.00108622
 -0.00048351 -0.00030353  0.00307033  0.0015544  -0.00063229  0.00295646
 -0.00419988  0.00678761]",-5.5778183476259855,0.0037808049298096776
AAPL,0.43444279458622254,0.5366136947030545,"[ 3.70964009e-04  8.08707605e-04 -5.37888531e-05  1.40851797e-04
  4.75223532e-05  1.02628687e-04]","[ 1.95152738e-03 -2.99370611e-03 -2.24932670e-03 -4.22771666e-03
 -5.61890557e-05  1.24800429e-02 -5.30583088e-03 -3.13706994e-03
  5.57571554e-04  8.81994265e-04  1.70845082e-03 -2.63783024e-03
  2.35216652e-03  5.60794349e-03 -3.75027966e-03  1.47138439e-03
 -1.94358956e-03 -1.34773951e-03  4.13932283e-03 -2.45131338e-03]",-5.4803233056310905,0.0041679819480142126
ABBV,0.4356452609708777,0.5363232772729414,"[ 8.27417171e-05 -8.18707205e-04  2.64305644e-04 -3.20944136e-04
  6.35152191e-05 -1.89419075e-04]","[ 3.08320524e-03 -5.35586447e-03 -1.06569883e-03 -4.84788549e-04
 -5.05192816e-03  9.94147980e-03 -6.90815402e-05 -5.40846966e-03
 -5.69651358e-04  5.61534132e-03  1.55893008e-04 -3.02995794e-03
  9.40249851e-04  2.83738742e-03  5.66963014e-04  1.87356796e-03
 -3.21736336e-03  4.02219890e-04  2.83515666e-03  1.94751168e-03]",-5.40943155946636,0.004474182795481794
ABT,0.4320340303187982,0.5426684075130372,[ 0.0004239  -0.0002081   0.00033962  0.00012016  0.00010046  0.0002383 ],"[ 2.62250150e-03 -5.12964568e-03 -2.62067925e-04 -7.46337164e-04
 -6.13456215e-03  1.02183029e-02  1.50838317e-03 -5.77056177e-03
 -2.51245017e-03  6.64638452e-03  1.70527081e-03 -4.26386660e-03
  2.78864257e-05  3.61320959e-03  1.73024310e-03  1.85302318e-03
 -4.20113550e-03  8.22017322e-04  4.98954454e-04  2.65196279e-03]",-5.788576306179604,0.003062338907340314
ACN,0.44227568695451946,0.5268316635303648,[-0.00174738 -0.00040772 -0.00015283 -0.0001676   0.00019171  0.00053093],"[ 0.00550549 -0.00730156 -0.00398081  0.0028967  -0.0035345   0.00507529
 -0.00070492 -0.00070713 -0.00036838  0.00034384  0.00093595  0.00121667
 -0.00140001 -0.0003373   0.00321966  0.00200787 -0.00354241  0.00341907
 -0.00097262 -0.00144598]",-4.726423658914154,0.008858094024333293
ADBE,0.43736366228192075,0.531068828963538,"[ 6.24282317e-04  4.60391294e-04 -1.87443116e-06  1.93179032e-04
 -5.83544177e-05 -4.71479990e-05]","[ 0.00244253 -0.00246936 -0.00460606 -0.00407615  0.00193196  0.00950505
 -0.00425008  0.00044781 -0.00153161  0.00024689  0.00113743 -0.00275444
  0.00272557  0.00282009 -0.00015214  0.00332672 -0.00422435  0.00237293
 -0.00070598 -0.00397705]",-5.120946962577917,0.0059703665035777944
ADI,0.44008437197065303,0.5403482557268885,"[ 2.90570648e-04  5.85395738e-05  2.42082348e-04 -2.83583013e-04
  2.43223519e-04  6.83619087e-05]","[ 0.00246208 -0.00413323 -0.00156019 -0.00251665 -0.00256029  0.01162153
 -0.00285139 -0.00482369  0.00029561  0.00401879  0.00046546 -0.00361855
  0.00226675  0.00513853 -0.0020409   0.00052885 -0.0021664   0.00179156
  0.00148572 -0.0040246 ]",-5.355154870220212,0.004723737874528929
ADM,0.44071425166646666,0.5307980643573745,"[ 9.30638370e-04 -7.08440341e-04  6.47999504e-04  4.96428224e-04
  1.36454400e-05  4.27437107e-04]","[ 4.99783438e-03 -7.74415133e-03 -1.84632662e-03  2.80919569e-03
 -6.00918993e-03  7.50819900e-03 -5.34522494e-05 -4.47474270e-03
  3.52114195e-04  3.55869701e-03  8.15661349e-04 -9.34114812e-04
 -7.52846457e-04  3.27490461e-03 -4.91538853e-05 -9.10644813e-04
 -4.48767360e-04  2.32773093e-03  1.29714700e-03  2.41425497e-04]",-4.959351063817774,0.007017480252154457
