,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4253870275673398,0.530137048126669,[-0.00026372  0.00091859 -0.00084085  0.0007608  -0.00060809 -0.0002701 ],"[ 0.01542207 -0.00014648 -0.00815704  0.0122142  -0.00899916 -0.00195577
  0.00170373 -0.00515289  0.00054235 -0.00124903  0.00136124 -0.00080549
  0.00054679 -0.0003339   0.00137293 -0.00087978  0.00438012  0.0007677
  0.00416093  0.0016696 ]",-4.835113847656678,0.007945783664617024
AAL,0.42865465507412814,0.5308153813293389,[ 0.00085475 -0.00086496  0.00051943  0.00050577 -0.00012283  0.00022429],"[ 1.33313021e-02 -1.21145303e-03 -8.91406234e-03  5.58436282e-03
 -8.13751133e-04 -6.90957109e-03  9.45091330e-03 -8.14477961e-05
  1.12883090e-03  6.41404723e-03  7.66616654e-04  5.02046187e-03
 -5.94854152e-03  5.90175965e-03 -6.75992628e-03 -4.33815489e-03
  5.82660396e-03 -3.38172837e-03  6.88938237e-04  6.59503843e-03]",-4.703079109533402,0.009067314818821276
AAP,-0.001594351288124545,0.9643029367818948,[-0.00160634  0.00091197 -0.00163727  0.00036794 -0.00089104 -0.00093515],"[ 0.01235337 -0.00534697 -0.00389866  0.00241261  0.00401274 -0.00292545
  0.00925104  0.00481415 -0.00272898  0.01115368 -0.00596345  0.00359689
 -0.00615197 -0.00072189 -0.00332654 -0.00322428 -0.00066046 -0.00367243
  0.00366852 -0.00724933]",-4.173933563502252,0.015391597066672287
AAPL,0.4321050827085797,0.5263152291152431,[ 0.0013776  -0.00025998 -0.00061737  0.00121876 -0.00122976 -0.00111094],"[ 1.48051549e-02 -7.43147079e-04 -8.05793899e-03  1.04023340e-02
 -7.05020635e-03 -3.08878029e-03  3.57951909e-03 -4.47575509e-03
  1.80177626e-03  7.28665153e-05  2.62310382e-03  1.70033081e-03
 -1.29355174e-03  3.69074926e-03 -3.78722386e-03 -7.84140695e-04
  2.79561851e-03 -4.24859691e-03  9.32093921e-03  6.52659517e-04]",-4.35837198791357,0.01279920796233619
ABBV,-0.0015943765705072107,0.9769922875258432,"[ 1.23744103e-03 -2.35176292e-03  5.37766341e-04  2.45126972e-05
 -4.84941081e-04 -9.05058727e-04]","[ 0.01429058 -0.00565515 -0.00154358  0.00928549 -0.00613295  0.00392419
 -0.00154522 -0.00473524  0.00366265 -0.00367191  0.0041583   0.00417399
 -0.00226969  0.00364578 -0.00148272  0.00129843 -0.00215245  0.00146553
 -0.00110581 -0.00410173]",-4.149980824489272,0.015764718778490228
ABT,0.0008890493064781706,0.9779372502019289,"[ 1.80806101e-03 -1.02213046e-04 -7.46231282e-05  1.07258390e-03
 -7.84021122e-04 -5.78126002e-04]","[ 0.01538682 -0.00343817 -0.00432451  0.01231517 -0.01033643  0.00118431
  0.0003845  -0.00856619  0.00630355 -0.00166874  0.00195718  0.0050747
 -0.00258504  0.00088743  0.00029394 -0.00027602  0.00187078  0.00021839
  0.00558797  0.00129248]",-4.690706071069415,0.009180201992335605
ACN,0.4333398838740124,0.539606030370444,[ 0.00050607  0.00046268 -0.00041034  0.00089433 -0.0005729  -0.00018067],"[ 1.48770751e-02  3.26861361e-03 -1.37299666e-02  9.92929695e-03
 -5.79326518e-03 -9.87235860e-03  9.26316762e-03 -2.38627726e-03
 -1.33029266e-03  4.97252056e-03 -2.08200140e-04 -1.78283158e-03
  1.35820061e-03  1.13531956e-03 -5.73758601e-04 -7.83279076e-05
  4.54984723e-03  4.46790662e-04  2.46332339e-03  3.73945172e-03]",-4.883710355883134,0.007568878630332157
ADBE,0.4316542193968323,0.5400451246007867,"[ 8.59761293e-04 -2.56337245e-05  9.68050132e-05  8.10843790e-04
 -3.18730999e-04  1.49021632e-04]","[ 0.0152471   0.00325446 -0.01354625  0.01099597 -0.00732213 -0.00928242
  0.00825823 -0.00376236 -0.00070974  0.00343737  0.00107585 -0.00271573
  0.00393995  0.0021426  -0.00126489  0.00337965  0.00181919 -0.00058058
  0.00557434  0.00422684]",-4.984858532039468,0.00684074570535407
ADI,0.42926950018150345,0.5286000681250741,[-0.00026826  0.0030057  -0.00202899  0.00131502 -0.00121343 -0.00090111],"[ 0.01396271 -0.00075385 -0.00898657  0.00780742 -0.00360357 -0.00606041
  0.00818989 -0.00174589  0.00057747  0.00608335 -0.00138236  0.00219218
 -0.00248588  0.00117221 -0.001665   -0.00200307  0.0050577  -0.00041367
  0.00217589  0.00605793]",-4.58415648769897,0.01021236040728262
ADM,-0.4498983156639936,1.4213281404104177,"[ 6.14627024e-04 -1.31127309e-03 -2.54049147e-05  9.29144925e-04
 -7.71771563e-04 -3.90732072e-04]","[ 1.16007141e-02 -1.08469546e-02  2.81745211e-03  1.23243371e-05
  6.90722202e-03  3.01024723e-03  6.71307578e-03  6.44335344e-03
 -2.17972173e-03  1.15990689e-02 -7.64911434e-03  6.02957529e-03
 -8.77260225e-03 -2.28044684e-03 -2.21948334e-03 -5.04200492e-03
  1.62858931e-03 -2.28096397e-03  1.50778731e-03 -1.62294199e-03]",-5.114160166869148,0.006011023972252202
ADP,0.42576816777487353,0.5435848965401012,"[ 1.30813798e-03  8.00719012e-05 -1.25334399e-05  6.69358557e-04
 -4.50000342e-04 -3.32061408e-04]","[ 1.43110613e-02  1.79652060e-03 -1.24762238e-02  8.22579769e-03
 -3.72069751e-03 -9.93428575e-03  1.10340739e-02 -1.05470737e-03
 -1.51215688e-03  7.94836527e-03 -1.95904167e-03 -1.26010253e-03
  1.44637543e-03  9.57431785e-04 -1.34997150e-03  1.20410668e-03
  3.43545478e-03  1.91756413e-05  1.90057348e-03  6.00929472e-03]",-5.401184991209171,0.004511232003748844
ADSK,0.4276420238764054,0.5320018373300004,"[-3.38979044e-04  4.05026773e-04 -1.24068485e-04  4.94409653e-04
 -5.88874863e-05  4.63443671e-04]","[ 0.01563041  0.00262484 -0.01251984  0.01243565 -0.00984312 -0.00776764
  0.00653387 -0.00701516  0.00324373  0.0011763   0.00309594  0.00094465
  0.00160403  0.00399875 -0.00204084  0.00295297  0.00061685  0.00106491
 -0.00089276  0.00327982]",-4.8169071570145565,0.008091775067067847
AEE,0.43243316477918164,0.5477980874554061,"[ 6.17441471e-04  1.08101244e-04  1.24794574e-05  3.23256552e-04
 -1.55561991e-04 -4.60363566e-05]","[ 1.42742237e-02  1.41383681e-04 -1.08282756e-02  7.95428766e-03
 -3.65426617e-03 -9.37638398e-03  1.22034022e-02 -1.46961087e-03
 -1.03187092e-03  1.07887849e-02 -4.61944172e-03 -2.12059385e-03
  4.84835402e-03 -1.28837840e-03  2.31169041e-05  6.68116363e-03
 -1.49572917e-03 -6.81138796e-05  5.88225846e-03  6.04827554e-03]",-5.260401416468419,0.00519321965634987
AEP,0.43138716632586815,0.5359342573656286,"[ 7.59747292e-04 -1.72195599e-04  1.82392509e-04  3.80065624e-04
 -1.31540276e-04  5.17545062e-05]","[ 1.33792736e-02 -2.50042510e-03 -7.09701220e-03  5.62258835e-03
 -5.05261741e-05 -5.00640254e-03  8.86957727e-03  2.51532577e-03
 -4.65834431e-03  8.82559177e-03 -4.77858677e-03 -3.70545966e-03
  3.66095739e-03 -2.65446083e-03  1.43254327e-03  3.43452805e-03
  1.91296216e-03  6.41522457e-04  6.06540617e-03  6.75669331e-03]",-4.802941112084005,0.008205577999889217
AES,-0.5235879614929225,1.4784017302052255,"[ 1.54090951e-04 -1.23157955e-03 -2.19635446e-04  8.34867643e-05
 -5.83127938e-04 -8.81475301e-04]","[ 1.28630735e-02 -1.12834887e-02  4.73655076e-03  4.43329049e-03
  6.02926497e-04  7.80840516e-03  6.76916948e-05  7.66436979e-04
  1.63351241e-03  4.07652452e-03 -4.38851068e-03  7.25682077e-03
 -8.92490887e-03 -3.34585752e-03  1.38111348e-03 -5.93785721e-03
  3.41704882e-03  5.76626635e-04  2.51974736e-03 -1.24357143e-03]",-4.57036547235216,0.010354174861384409
AFL,0.9539492309960632,0.01012201204417602,[ 0.00084761  0.00070677 -0.00029223  0.00078338 -0.00044647 -0.00016037],"[ 0.01581721  0.00364997 -0.01368263  0.01279281 -0.00982322 -0.00872657
  0.00725068 -0.00605524  0.00116165  0.00266969  0.00052956 -0.00115591
  0.00198562  0.00036241  0.00070069  0.0008708   0.00354202  0.00092959
  0.00345399  0.00234862]",-5.027126987586697,0.006557623666675256
AIG,0.43443941532407476,0.5357226023616959,"[ 1.18998511e-03 -2.83397794e-05 -5.75433548e-04  1.38006036e-03
 -1.12923386e-03 -7.39547808e-04]","[ 1.54684900e-02 -6.28512533e-04 -8.01189466e-03  1.22904902e-02
 -9.62839736e-03 -2.84880623e-03  3.72230060e-03 -6.76916457e-03
  3.38101566e-03  1.91339681e-03 -1.19031728e-03  2.36691362e-03
 -1.72035785e-03 -2.23219502e-03  2.21168483e-03 -1.67741753e-03
  4.06669754e-03  6.16465567e-05  8.21007355e-03  1.04841976e-03]",-4.663083340366821,0.009437319028614286
AIZ,0.43036222464109236,0.5380039582571156,"[ 5.90589336e-04  3.53175392e-04  8.88873655e-05  2.21353529e-04
 -7.06262885e-06  8.91569604e-05]","[ 0.0150039   0.0029743  -0.01307864  0.01037233 -0.00622851 -0.00860604
  0.0076076  -0.00232895 -0.00231471  0.00284006  0.00143377 -0.0038003
  0.00407237  0.00246927 -0.00138481  0.00284938  0.00199917  0.00049983
  0.0005201   0.0028548 ]",-4.954009707239884,0.007055063399601261
AJG,0.43964553831544956,0.5397904590589421,[ 0.00066313  0.00100688 -0.00095611  0.00082687 -0.00090543 -0.00091284],"[ 0.01517997 -0.00146843 -0.00726629  0.0116704  -0.00915043 -0.00274303
  0.00432695 -0.00691855  0.004185    0.00267449 -0.00109473  0.00301465
 -0.00111228 -0.00131007  0.00142234  0.0003672   0.00201552  0.00048914
  0.006003    0.00193578]",-4.597959659675384,0.010072365847515948
AKAM,-0.6397028213411822,1.609107010018633,[ 0.00014228 -0.00180716  0.00099276 -0.0003319   0.00041699  0.00048769],"[ 0.01139781 -0.01232498  0.00563685 -0.00071163  0.00858875  0.00792
  0.0006859   0.00930294 -0.00645622  0.00442281 -0.00327249  0.00152356
 -0.00573038 -0.00090504 -0.00051943 -0.00460044  0.00376238  0.00120422
 -0.00196043  0.0011984 ]",-4.401166636936364,0.012263025056595135
ALB,0.43392399623368727,0.533175266457134,"[ 3.44456910e-06  4.64800003e-04 -6.10990798e-04  3.23899603e-05
 -3.73846214e-04 -6.50664342e-04]","[ 0.01479649  0.00136482 -0.01139195  0.00965257 -0.00534644 -0.00801754
  0.00935769 -0.00194086 -0.00157316  0.00790631 -0.00445281 -0.00160013
  0.00091262 -0.00323527  0.00167257 -0.00027641  0.00408647 -0.00048371
  0.00725054  0.00312496]",-4.577228259904776,0.01028335963190269
ALGN,0.9569395305282696,0.01144548590601045,"[ 1.09780678e-03 -1.21826478e-03  4.15353746e-04 -1.12917323e-06
 -1.89474204e-04 -4.49125711e-04]","[ 0.01630596  0.00366775 -0.01373602  0.01391721 -0.01156355 -0.00882572
  0.00735456 -0.00810926  0.00332195  0.00272721  0.00061895  0.00036501
  0.00148817  0.00077383 -0.00048357  0.00108863  0.00352008 -0.00220858
  0.01128536  0.00352582]",-4.927803401509265,0.0072423944544513855
ALK,-0.001597516962827648,0.9673208393306899,[ 0.00242483 -0.00417236  0.00119526  0.00178535 -0.00115947 -0.00029718],"[ 0.01362677 -0.00511359 -0.00185784  0.00676075 -0.00134141  0.00447359
 -0.00312582  0.00189341 -0.0045982  -0.00625597  0.00615774 -0.0030032
  0.00096405  0.00502846 -0.00258471 -0.0008447   0.00475808 -0.00058931
  0.00356178  0.00348309]",-4.107092221724213,0.016455554129194486
ALL,0.42879470901459643,0.5348053638463292,"[ 9.56810926e-04  4.29123249e-04 -4.95415606e-05  5.86278963e-04
 -2.96378620e-04 -1.11150527e-04]","[ 0.0150271   0.00268136 -0.01308545  0.0105721  -0.00712145 -0.00940608
  0.00907154 -0.00431955  0.00101626  0.00461128  0.00067634 -0.00019448
  0.00174447  0.0026365  -0.00178     0.0025879   0.00089812  0.00079267
 -0.00081959  0.00274298]",-4.885966919274714,0.007551818232074124
ALLE,0.43168942933322507,0.5378693407509056,"[ 2.23477482e-03  1.25022251e-03 -7.12604061e-05  1.31913375e-03
 -5.57440905e-04 -8.97649526e-05]","[ 0.01540961  0.00076414 -0.00989697  0.01201515 -0.00925126 -0.00465349
  0.00406754 -0.00631317  0.00248721 -0.00037614  0.00297093  0.00061833
  0.00075465  0.00289647 -0.00157342  0.00034911  0.00459517 -0.00137786
  0.00742472  0.00575876]",-4.88514367191043,0.007558037806302008
AMAT,0.4243752686742815,0.5344673879895915,[ 0.00056161  0.00051083 -0.00016273  0.00029655 -0.0001935  -0.00016522],"[ 0.01577202  0.00015033 -0.0086929   0.01313625 -0.01066547 -0.00265325
  0.00201747 -0.00726341  0.00254032 -0.00182473  0.00248623 -0.00026817
  0.00196435  0.00049436  0.00186477  0.00125388  0.00422348  0.00237595
  0.00334772  0.00590763]",-5.069644033408588,0.006284656870561373
AMCR,0.42872064377442387,0.5345075800537054,[0.00076606 0.00047622 0.00045945 0.00066879 0.00017124 0.0008407 ],"[ 0.01464836  0.00183073 -0.01146541  0.0091559  -0.00461776 -0.00637663
  0.00471811 -0.00094313 -0.00353058 -0.00188148  0.00609678 -0.00516994
  0.00574943  0.00622236 -0.00217526  0.00376762  0.00427848  0.00266967
 -0.00190782  0.0099462 ]",-4.871559191074389,0.007661410367652492
AMD,0.42845132743157804,0.5309423425834425,[ 0.00140192  0.00123234 -0.00037112  0.00090546 -0.00052423 -0.00031293],"[ 1.52380970e-02  1.57697061e-03 -1.07437825e-02  1.13690646e-02
 -7.71678734e-03 -5.31298640e-03  4.71719322e-03 -3.97958184e-03
 -7.00083818e-05  1.23044905e-03  5.98491102e-04 -3.23504974e-04
 -1.05630669e-03  1.20016319e-04  4.06702880e-04 -3.21488231e-03
  6.84841273e-03  4.33763373e-05  4.11778402e-03  3.20154828e-03]",-4.730169455081225,0.008824975476078765
AME,0.4421959988124414,0.5300785985522793,[ 0.00126863  0.00039984 -0.00089507  0.00228518 -0.00157825 -0.00061627],"[ 0.01441988 -0.00081696 -0.00838501  0.00941618 -0.00573519 -0.00442245
  0.00601436 -0.00330291  0.00087851  0.00411892 -0.00149797  0.0009614
 -0.00034436 -0.00119771  0.00190187  0.00053871  0.00161054  0.00305908
 -0.00045434  0.00082967]",-4.0615801640999525,0.017221784357940684
AMGN,0.4395203440917605,0.5395093585269877,"[ 1.77250225e-04  3.53318083e-04 -5.18570769e-04  1.14320330e-03
 -7.01079723e-04 -7.15027238e-05]","[ 0.01475823 -0.00190845 -0.00652187  0.0105412  -0.00744122 -0.00156824
  0.00290336 -0.00513924  0.00284389  0.00073127  0.00066256  0.00302271
 -0.00275807  0.00037142  0.00041526 -0.00237541  0.00475971  0.00098857
  0.00230262  0.00320355]",-4.583329894082668,0.010220805368997535
AMP,0.43171528574858714,0.5316723700920529,[ 0.00175139 -0.00062377 -0.00030184  0.0010476  -0.00111383 -0.00114316],"[ 1.44443340e-02 -1.86094156e-03 -7.16775014e-03  9.64494953e-03
 -6.60018170e-03 -3.42510807e-03  5.54870170e-03 -5.16815018e-03
  4.09694310e-03  3.66189530e-03 -4.54156182e-04  4.75332488e-03
 -3.26096644e-03  1.02619398e-03 -1.10502100e-03 -2.02982009e-04
 -4.94451980e-04 -5.16451739e-05  1.90524298e-03 -3.41552374e-03]",-4.6069853218837045,0.009981865104672718
AMT,0.4297321938116104,0.532222354635686,"[ 7.79928422e-04 -2.58404768e-04  7.46907405e-05  4.06484918e-04
 -2.73019591e-04 -1.73366447e-04]","[ 1.51134746e-02  1.07192244e-03 -1.08623667e-02  1.10657576e-02
 -7.97329579e-03 -7.02109084e-03  7.84068951e-03 -5.37965467e-03
  2.43347023e-03  5.42965119e-03 -2.12487832e-03  1.69135154e-03
 -6.89596625e-04 -1.35757120e-03  1.03836149e-03 -3.01501222e-05
  2.40238637e-03  2.16625634e-04  5.52726729e-03  7.51242971e-04]",-4.726717805718894,0.0088554888274539
AMZN,1.037490702457713,-0.07571391913366322,[ 0.00175323  0.00027839  0.00018555  0.00044495 -0.00026528 -0.00034894],"[ 0.01606955  0.0042128  -0.01416604  0.01345684 -0.01068052 -0.00865426
  0.00625636 -0.00677801  0.00159585  0.00032666  0.00334105 -0.00115714
  0.00244411  0.00368683 -0.00221645  0.00173438  0.00271419 -0.00072643
  0.0026065   0.00304293]",-5.226525375319377,0.0053721591478668685
ANET,-0.0015944094642830783,0.9602796858300698,"[ 6.41900566e-04 -1.44179749e-03  4.17011674e-04 -3.85302437e-04
 -7.98068703e-05 -5.74741166e-04]","[ 1.44637984e-02 -6.79547073e-03  3.03583214e-04  9.76459741e-03
 -6.32468024e-03  6.30412211e-03 -3.06852929e-03 -4.19223376e-03
  2.27375054e-03 -2.74932285e-03  1.26336708e-04  2.80917195e-03
 -2.39341166e-03 -3.44985254e-03  5.99603948e-03 -1.23133675e-03
  2.44610748e-03  6.74343145e-03 -1.32936533e-03  5.61895005e-05]",-4.286833987310934,0.013748384023897732
ANSS,0.4290392503186089,0.5292842764817055,[-0.00065884 -0.00139361 -0.00052081  0.0005488  -0.0008283  -0.00064066],"[ 0.01376629 -0.0020614  -0.00677487  0.00729688 -0.00257322 -0.00277101
  0.00484152 -0.00031091 -0.00080841  0.00289497  0.00025055  0.00209417
 -0.00438792  0.0022699  -0.00328287 -0.00504568  0.00660101 -0.00326999
  0.00560328  0.00269212]",-4.6198096575008245,0.00985467164550945
AON,0.43904644508124663,0.5350039038607333,[ 0.00057752  0.00129676 -0.00109541  0.00207599 -0.00128997 -0.00026216],"[ 1.51416982e-02 -1.44701569e-03 -7.11832722e-03  1.16747585e-02
 -9.24213554e-03 -2.12477498e-03  3.10849393e-03 -7.13048300e-03
  4.58704004e-03  5.29251202e-04  9.59685778e-04  3.58815478e-03
 -1.72778640e-03  3.51057374e-04  1.00820702e-03 -4.34988561e-05
  1.81612473e-03  1.89723139e-03  1.96054473e-03  6.53554231e-04]",-4.4203056377812935,0.012030554730697056
AOS,0.4278324885841912,0.535679494746934,"[ 1.47544813e-03  2.67883443e-04  9.22267567e-05  9.37694661e-04
 -4.29167134e-04 -5.63075693e-05]","[ 0.01540198  0.00352393 -0.01339188  0.01156073 -0.00796203 -0.00802309
  0.005907   -0.00416024 -0.00031096 -0.00011712  0.00410044 -0.00155012
  0.00135185  0.00486907 -0.0032628  -0.00019887  0.00458808 -0.00097657
  0.00127388  0.00359193]",-4.967746379307189,0.006958812901534535
APA,0.4289306573590315,0.5327246609863168,[-0.00092184  0.00026167 -0.00034468  0.00036253 -0.0001345   0.00030716],"[ 1.44660164e-02 -4.56723082e-04 -8.86336645e-03  9.49049216e-03
 -5.98156956e-03 -4.84591462e-03  5.97239138e-03 -3.87674851e-03
  1.93630256e-03  3.11251101e-03  3.09631897e-04  2.22108915e-03
 -1.14760992e-03  1.19176824e-03  2.35054371e-04  8.51632903e-04
 -2.73731785e-05  3.65042694e-03 -5.50216626e-03 -1.11956347e-03]",-4.781379553933514,0.008384424219920082
APD,-0.0015284103218567919,0.9896082910322131,"[ 1.41237589e-03 -6.74679179e-04  1.21788353e-05  5.16514966e-04
 -6.41599719e-04 -8.07507815e-04]","[ 0.01414285 -0.00329336 -0.00524703  0.00868404 -0.00514879 -0.00133017
  0.00408783 -0.00364038  0.00269418  0.00303003 -0.00115692  0.00399142
 -0.00365194 -0.0012135   0.00248557 -0.00247032  0.00474068  0.00456016
 -0.0029467   0.00480057]",-4.398846116913612,0.012291514694381656
APH,0.43912533982976676,0.5329983177614752,[ 0.00113201 -0.00167129  0.00067646  0.00093171 -0.00038583  0.00022219],"[ 1.50449507e-02 -4.28826270e-05 -9.13779954e-03  1.12630948e-02
 -8.54241976e-03 -4.55346739e-03  5.00897958e-03 -6.28956062e-03
  3.61995334e-03  1.60001209e-03  1.32097109e-03  2.65194397e-03
 -9.27027174e-04  1.79570749e-03 -7.52676122e-04  4.86780260e-04
  1.88755769e-03  4.86377443e-04  2.55273626e-03  1.82015124e-03]",-4.332630875556486,0.013132950840943583
APTV,0.43379268736623655,0.5323596665128352,[ 0.00017086  0.00028944 -0.00068897  0.00081321 -0.00076531 -0.00053031],"[ 0.01478041  0.00130405 -0.01090743  0.01004518 -0.00603432 -0.00648906
  0.00662417 -0.00261369 -0.00113852  0.00337964 -0.00028504 -0.00160546
  0.00118476  0.00013599  0.00047383 -0.00021774  0.00484718  0.00111454
  0.00216653  0.00497779]",-4.547690936153666,0.010591632926130167
ARE,0.4335005618203257,0.5285127801265235,[ 0.00045512  0.002239   -0.00069678  0.00125508 -0.00040244  0.00039142],"[ 1.39546906e-02 -1.56929150e-03 -7.72274208e-03  7.69740708e-03
 -2.94522688e-03 -4.45627563e-03  7.07677787e-03 -8.37819174e-05
 -2.60468436e-03  6.20675804e-03 -3.15245723e-03 -2.06222152e-03
  1.71260724e-03 -1.87177434e-03  1.01691703e-03  1.07937092e-03
  3.61576216e-03  3.23767529e-04  4.97279766e-03  6.27060963e-03]",-4.3865017608748,0.012444185903199914
ATO,0.43261665931615206,0.5438215671730021,"[ 1.46816436e-04  5.14822676e-04 -2.08172036e-04  2.86108590e-04
 -1.10968903e-04  5.64218796e-05]","[ 0.0153442   0.00308674 -0.01323622  0.01107242 -0.00701936 -0.00897274
  0.00854949 -0.00280522 -0.0023564   0.00531467 -0.00204952 -0.00424423
  0.00437981 -0.00173818  0.0013013   0.00271012  0.00191708 -0.00078627
  0.00897642  0.00066787]",-5.101896020242777,0.006085197962264771
AVB,0.431299431967077,0.5418976740404118,"[ 9.43844935e-04  3.74620806e-05 -1.43534359e-04  4.38689531e-04
 -4.04032992e-04 -4.16323301e-04]","[ 0.01436981 -0.00017861 -0.00966387  0.00816031 -0.00309782 -0.00680703
  0.00925211  0.0005183  -0.00441193  0.00867572 -0.00528808 -0.00489743
  0.00467814 -0.00402183  0.00249181  0.00311523  0.00312693  0.00030053
  0.00766274  0.00695797]",-5.071780601317905,0.006271243608645689
