,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4180477275984622,0.5513213183215933,"[-3.24072859e-05  2.99734995e-04 -1.94121544e-04  2.13310049e-05
 -9.06763496e-06 -4.58927045e-05]","[ 8.10848405e-03 -9.38362098e-03 -6.47285274e-03  1.18755773e-02
  1.07400919e-03  2.40684727e-04 -3.37515902e-03 -6.70525168e-04
  1.94963942e-03 -8.30802809e-05 -5.52012327e-04  1.37231497e-04
 -9.81388053e-04  2.70583667e-03 -1.59282762e-03  1.23191393e-03
  1.79929325e-03  9.72303231e-05  1.14535531e-03  5.29433671e-03]",-6.258865661722442,0.0019134150259849227
AAL,0.4170351087326973,0.5487922833484538,"[-8.87441815e-04  3.61164190e-05 -3.10473116e-04  9.54506036e-05
 -1.75040867e-04  8.07581429e-06]","[ 0.01532718 -0.00102252 -0.00039723 -0.00227065 -0.01050304  0.00212579
 -0.00058667  0.00284613  0.00186288  0.00237968  0.00344343 -0.00158866
 -0.00103525  0.00202731 -0.00248726 -0.00372992 -0.00225832  0.00342187
 -0.00423575  0.00263032]",-6.159981433157589,0.002112292489970421
AAP,0.4276076784259824,0.548152477642632,"[-2.50222924e-04  1.31839362e-04 -3.67696801e-04 -1.65555601e-04
 -4.83495343e-05 -2.93480250e-04]","[ 1.15288354e-02 -4.99594378e-03 -2.22012527e-03  4.28264340e-03
 -7.24440346e-03  4.28396842e-04 -9.36121420e-05  4.36130812e-03
  2.65972220e-03 -2.43365594e-03 -3.90100113e-05  5.98590047e-04
 -1.63633972e-03  1.46101904e-03 -1.53566398e-03  1.59742188e-03
  5.14592341e-04  6.40018584e-04  4.66210928e-03  3.01005717e-03]",-5.674498928035192,0.0034323884190886078
AAPL,0.4200145998125282,0.5486693013332582,"[-8.26845481e-04 -1.03797417e-04 -1.49572964e-04 -4.19378214e-05
 -8.90253976e-05  2.86790359e-05]","[ 1.33525251e-02 -2.91520576e-03 -8.75472277e-04  1.17613195e-03
 -9.00290674e-03  5.15569946e-04 -1.03652033e-03  4.32941932e-03
  3.38146026e-03 -6.89578524e-06  6.97574085e-04 -1.76831054e-03
 -2.09389251e-03  3.62679882e-03  2.63824812e-04 -9.44742129e-04
 -1.05395396e-03 -1.00659267e-04 -1.38099086e-03  2.20849747e-03]",-6.025344934942422,0.00241671781315756
ABBV,0.424893138904291,0.5434927565618648,"[ 7.22996578e-05  1.28259464e-04 -1.49905655e-04 -2.30236518e-04
  1.02216487e-04 -1.74571048e-04]","[ 1.07984711e-02 -6.88851642e-03 -5.63456645e-03  6.95894726e-03
 -1.95878415e-03  3.06705001e-03 -1.51487573e-04 -2.34369006e-03
 -1.68560665e-03  6.60505789e-05  1.37679279e-03  2.09912669e-03
 -7.05960619e-04  3.60976229e-03  1.67638406e-03 -1.42608384e-03
 -1.38309244e-03 -3.65088530e-04  1.69439091e-03 -3.73692324e-03]",-5.603425133474011,0.003685219705758603
ABT,0.421872279111155,0.5423676897930373,"[-6.07913997e-04  4.76838175e-05 -4.12586385e-04 -6.03106588e-05
 -1.56675285e-04 -2.45616900e-04]","[ 0.01345939 -0.00345757 -0.0021942   0.00090042 -0.00912364  0.00262157
  0.00170377  0.00365874  0.00190732 -0.00223175 -0.00017488 -0.00016868
 -0.00161963  0.00373011  0.00052725 -0.00095864 -0.00199904  0.00022645
  0.00132625  0.0035827 ]",-5.669387031042231,0.003449979358355149
ACN,0.424673274119353,0.5485206880080985,"[-6.85478391e-05  2.30490739e-04 -3.21419194e-04  8.16961581e-05
  5.67235781e-05  3.04413730e-05]","[ 9.19056112e-03 -9.04955967e-03 -7.26428366e-03  9.64710739e-03
 -9.69099768e-04  2.76450621e-03 -1.67401796e-04  9.36132381e-05
  1.98022360e-03 -2.23574074e-03 -1.44037711e-03 -7.25829792e-04
 -2.88780256e-03  3.53182977e-03 -6.79255375e-04  2.84753222e-03
  3.03155385e-03  5.99582718e-04  3.33099703e-03  1.71404247e-03]",-5.837137324988645,0.0029171816271400426
ADBE,0.42374253089812913,0.5441954753001924,"[-9.28611261e-04  1.02234780e-04 -5.91931182e-04  8.13147850e-05
 -1.29243681e-04 -5.96162110e-05]","[ 9.36702874e-03 -8.12547073e-03 -5.78597120e-03  9.43806186e-03
 -8.25366843e-04  1.23243113e-03 -2.03094640e-03 -6.11240568e-04
  1.16926387e-03 -1.19635112e-04  8.82777571e-05 -1.06920449e-04
 -2.17361144e-03  3.72218941e-03  1.12118489e-03  9.82378522e-04
  2.68743722e-05 -1.24121024e-03  2.35594477e-03  2.18956878e-03]",-5.687788966049233,0.003387073631122786
ADI,0.42648087950355623,0.5497858081367173,"[-8.10567595e-04  4.43710420e-04 -5.07287013e-04  1.34642187e-04
 -1.71439058e-04 -3.38739230e-05]","[ 0.01125047 -0.00507643 -0.00203105  0.0048061  -0.00686865 -0.00017982
 -0.00087694  0.00448605  0.00335375 -0.00199864 -0.00047392 -0.00062726
 -0.00268898  0.00308932  0.00091597  0.0015818  -0.00121675 -0.00109412
  0.00609612  0.00476129]",-5.79442747965025,0.00304447295054566
ADM,0.41962650361027665,0.5514075123000006,"[ 1.32093729e-04  2.00401124e-05  1.60185660e-05 -1.02514124e-04
  4.37635867e-05 -7.08763708e-05]","[ 7.98690345e-03 -8.51070786e-03 -4.51306869e-03  1.14578966e-02
 -3.87894256e-04 -1.31771775e-03 -3.28248634e-03  6.10789854e-04
  1.19506241e-03 -1.06942091e-03 -3.62859286e-04  2.35166123e-03
 -1.52513223e-04  2.16196232e-03 -2.11166889e-05  1.04966871e-03
 -4.06291139e-04 -1.14634003e-03  6.94083408e-03  2.77305129e-03]",-6.187407404218562,0.002055148020436256
