,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4416120699065141,0.5381029493241135,"[-9.16740318e-05  5.67862395e-04 -4.37006141e-04  2.25196783e-04
 -1.77260548e-04  1.35236980e-04]","[ 1.12125013e-02 -6.08590452e-05 -2.16259430e-03  2.94040417e-03
 -2.36539390e-03  6.03266015e-03  6.54566057e-04 -3.25796954e-03
 -9.31170701e-04  1.12637604e-03  1.83834260e-03 -2.39214647e-06
 -8.44106266e-04  2.15162244e-03 -7.70133896e-04  1.44289906e-03
  8.02621312e-04 -1.50599933e-03 -2.05567170e-04 -7.11866169e-05]",-5.814383037267341,0.0029843209744314686
AAL,0.4418157255403851,0.5343601871620938,"[-4.19451328e-04 -2.36544613e-04  9.34238034e-05 -6.77622887e-05
  9.96751442e-05  1.30631937e-04]","[ 1.07449869e-02 -1.83377194e-05 -1.67690991e-03  2.81095807e-03
 -2.74723537e-03  6.22356162e-03  9.53148712e-04 -3.11378907e-03
 -1.10736206e-03 -2.74388176e-05  1.48498473e-03  2.22341467e-03
  2.87488831e-04 -1.22764414e-04 -2.41751420e-03  2.37750275e-03
  1.44818622e-03  3.60820623e-04  2.30319642e-03 -2.46260407e-03]",-5.629988928721991,0.003588615057666985
AAP,0.43758271381071273,0.5435001390368827,"[ 4.01155465e-04  1.78393426e-04  2.11974624e-05 -1.17980419e-04
  4.13979108e-05 -5.78984676e-05]","[ 3.78253927e-03 -1.41803719e-03  5.53859997e-03  7.58080276e-03
 -6.69202189e-03  1.73747583e-06  2.59683368e-04  5.03861943e-04
  2.70876930e-03  1.30263893e-03 -1.30507202e-03 -2.62702105e-03
 -7.14468788e-04  3.48897125e-03  6.84433921e-04  3.31734576e-03
  1.16083008e-04 -4.26033632e-03 -9.85994418e-04 -3.63558362e-03]",-6.319300456856449,0.001801203084882594
AAPL,0.4421347984703959,0.5418611175228463,"[ 3.94694069e-04 -2.05952789e-04  2.58106740e-04  1.95456023e-04
  2.45260897e-05  2.29766217e-04]","[ 0.01167246 -0.00078649 -0.00333892  0.00560722 -0.00032803  0.00174191
 -0.00193221  0.00114539  0.00090943 -0.00234306  0.00227782  0.00117965
 -0.00337576  0.00294534  0.00265262 -0.00080712 -0.00077963  0.00094495
 -0.00472411 -0.00064754]",-5.94817301058737,0.0026106057131012853
ABBV,0.44340815220169666,0.536157259151179,[-0.00020407  0.00060622 -0.00027168  0.00029888 -0.00010338  0.00014363],"[ 6.19678577e-03 -1.32054073e-03  3.46800649e-03  7.31848848e-03
 -5.95254445e-03 -5.38017677e-05  1.11253780e-03  1.87557395e-03
  9.68749266e-04 -1.40171075e-03 -1.82762674e-04 -5.71455973e-04
 -4.37777883e-04  4.01045281e-03 -1.66655315e-04 -3.07657792e-04
  4.33556316e-04 -6.01755708e-04 -1.46423020e-03 -3.53101214e-05]",-5.632281329439857,0.0035803979359989345
ABT,0.43805970433805586,0.540796187453394,"[7.22586504e-04 4.57668545e-04 1.73277400e-04 1.97189418e-04
 7.89105538e-05 2.51704701e-04]","[ 6.00305868e-03 -1.43144733e-03  3.40762053e-03  7.70725483e-03
 -5.47554106e-03 -2.64290793e-04  4.49808340e-04  1.37032268e-03
  1.06748161e-03 -4.43495109e-05  9.19262535e-04 -1.84555412e-03
 -1.95865792e-03  4.20090222e-03  7.71512464e-04  9.62105694e-04
  1.32388637e-03 -2.32700732e-03 -3.79503067e-03 -2.24450942e-04]",-6.1499339416914145,0.0021336227088898756
ACN,0.43736246043963184,0.5390420180940808,"[ 2.49006075e-04  1.09878988e-03 -2.08855511e-04  1.92299418e-04
  2.08872555e-05  1.31540280e-04]","[ 4.55735750e-03 -9.81260197e-04  5.37919609e-03  6.07565426e-03
 -7.45678385e-03  2.14854755e-03  1.77279765e-03 -7.40271868e-04
  1.27651952e-03  9.95475703e-04 -9.67691762e-04 -1.35246192e-03
 -6.15664616e-05  2.82778902e-03  2.93485338e-05  2.62661124e-03
 -5.99956034e-05 -2.92969490e-03 -1.65884835e-03 -2.44097315e-03]",-6.126808890683896,0.0021835377625501625
ADBE,0.443650563182753,0.5368522198661739,"[5.39251627e-04 9.26307892e-04 8.07814184e-05 8.99085773e-05
 1.31134813e-04 3.46096007e-05]","[ 5.69866017e-03 -1.41455122e-03  3.53411911e-03  7.51241675e-03
 -5.11570950e-03  1.19153299e-04 -5.37295611e-04  1.00307852e-03
  2.49828985e-03 -7.92302756e-05 -4.42551168e-04 -1.00578361e-03
 -1.40982679e-03  2.65621889e-03  1.06321766e-03  2.94755947e-03
  1.96647901e-04 -3.48525780e-03 -2.74478101e-03 -1.12875665e-03]",-5.647035113618021,0.0035279612882430367
ADI,0.4417569226385761,0.5403735626394869,"[ 3.17714404e-04  3.16838587e-04 -6.15062784e-05  2.62482262e-04
 -8.51621304e-05  1.06277052e-04]","[ 1.09740931e-02 -6.67585110e-04 -2.75750405e-03  5.26293245e-03
 -9.70718304e-05  2.23308389e-03 -3.65738643e-03  6.78895475e-04
  4.32924057e-03 -1.98777628e-03 -1.94096877e-03  1.14025294e-03
 -7.93081181e-04  2.43864585e-03  2.17261544e-03  6.50735203e-04
 -2.46052399e-03 -1.09211209e-03 -2.84404492e-03 -3.89697264e-04]",-5.907373151664473,0.002719320756691597
ADM,0.43882469155180787,0.5406468671168346,"[-3.15210095e-04  4.28269453e-04 -2.50910772e-04  8.11611481e-05
 -1.47056943e-05  2.07449993e-04]","[ 1.18655074e-02 -5.76671884e-04 -4.00786765e-03  4.68417098e-03
  1.03063405e-03  3.79275148e-03 -3.99859995e-03 -1.77067878e-03
  3.26242274e-03  7.83350044e-04 -1.44420797e-05 -2.63120459e-04
 -1.49097168e-03  2.06300321e-03  7.24287622e-04  1.98687615e-03
  5.58685768e-04 -1.24091005e-03 -3.15195432e-03 -2.57829029e-03]",-6.035094004698982,0.0023932715380038942
