,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.434636266726678,0.5479244843665961,"[ 2.32442490e-05 -6.14298698e-04 -1.43738399e-04  1.82474821e-04
 -3.14919345e-04 -2.53808444e-04]","[ 0.01034258  0.00200789  0.00168389  0.00075847 -0.00543077  0.00284355
 -0.00015985 -0.00058345 -0.00239922  0.00063929  0.00479411  0.00241459
 -0.0004552   0.00174017  0.00168702 -0.00257716 -0.00336888 -0.00220785
 -0.00522082 -0.00057399]",-6.164125924865405,0.0021035562274501337
AAL,0.4348369589356161,0.5435722279923374,"[-1.59475402e-06 -8.21413941e-04  2.03756965e-04 -1.42515505e-04
  8.03050811e-07 -5.52564104e-05]","[ 0.01015108  0.00168665  0.00171054  0.00082363 -0.00642863  0.00260027
  0.00038624  0.00165337 -0.00071287 -0.00048542  0.00462884  0.00176616
 -0.00125622 -0.00038775 -0.00191492 -0.00068009 -0.00146181  0.00195206
 -0.00032815  0.00124596]",-5.952331518553823,0.0025997720300371552
AAP,0.4388011011279135,0.540535000270047,"[ 9.13276958e-05 -4.10500686e-04  1.55682276e-04 -1.17409655e-04
  7.99509105e-06 -1.88329642e-04]","[ 6.07709410e-03 -2.39921527e-03 -5.50780621e-04  8.90073810e-03
  1.47907956e-05 -9.08582066e-04 -5.04583050e-03  1.55617346e-03
  3.26925546e-03 -1.23543591e-04  1.07997049e-03 -9.01403821e-06
  1.19521354e-04  1.65904283e-03 -2.61239373e-03 -6.34950873e-04
  3.37442532e-04  5.51102697e-04 -3.79942796e-03  5.83345929e-03]",-5.631971410161126,0.003581507742311132
AAPL,0.4407597880073562,0.5392227932399448,"[ 3.49127500e-05 -1.16895071e-03  3.82819188e-04  2.70584552e-06
  1.19581468e-05  1.34308022e-04]","[ 6.76708579e-03 -2.32185183e-03 -1.61919187e-03  7.76450907e-03
 -2.85322090e-04  1.72431249e-03 -1.53322738e-03 -6.81082791e-04
 -4.30197010e-04 -1.40132889e-03  2.07956287e-03  2.14588411e-03
 -1.09263046e-03  1.29771389e-03 -5.99026118e-06  1.15428583e-03
 -5.76644189e-04 -1.57403901e-03  2.16008943e-03  4.62698368e-03]",-5.465935939724233,0.004228381684071923
ABBV,0.4314641148901657,0.5523066636752807,"[ 1.47815144e-04  1.50147571e-04  6.41250297e-05  9.61991211e-06
  1.54446432e-05 -1.46461369e-04]","[ 0.00628806 -0.00247195 -0.00125769  0.00867497  0.00046964  0.00077383
 -0.00261637 -0.00113123 -0.00091596 -0.00094176  0.00197914  0.00333339
  0.00143434  0.00161703 -0.00048715 -0.00213577 -0.00206725 -0.0003199
 -0.00198623  0.00073881]",-6.552253045706482,0.0014268971095619378
ABT,0.43773080967696715,0.5421133184087868,"[ 7.02905007e-04  2.02805921e-04  3.00846744e-04  2.38214826e-04
  2.22627213e-05 -6.97658021e-05]","[ 5.80638359e-03 -2.89726808e-03 -1.26309426e-03  9.38503800e-03
  5.23103523e-04  2.38477910e-05 -3.38977237e-03  2.82782059e-04
  9.04076622e-04 -1.12413956e-03  1.74829473e-03  2.14621651e-03
  3.49389326e-05  4.03145919e-04 -2.09486262e-03  8.72882248e-04
  4.38014524e-04 -7.09334445e-04 -7.43128607e-04  5.90275685e-03]",-5.761224570675663,0.0031472552012825968
ACN,0.4355359536233897,0.5502711514229691,"[3.62736189e-04 1.76697434e-04 1.22632956e-04 2.06547373e-04
 2.68459551e-05 2.09940065e-04]","[ 6.36641297e-03 -2.95157798e-03 -2.23568233e-03  8.49006770e-03
  6.22827961e-05  1.91904361e-03 -1.13233798e-03 -1.83164385e-04
  4.16766227e-04 -2.41592756e-03  6.65628126e-04  1.55323945e-03
 -1.49710635e-03  2.34399307e-03  2.58078204e-04  2.09684016e-03
  2.29296569e-03 -1.63249645e-03  2.26661861e-04 -3.08353640e-04]",-6.1252691875697876,0.002186902352012672
ADBE,0.44211416984940094,0.5420818828010644,"[ 5.47725304e-04 -1.74794011e-04  9.27950981e-05  8.60277957e-05
 -5.48898695e-05  3.51476036e-05]","[ 6.59881227e-03 -1.80100301e-03 -3.35589713e-04  8.17141320e-03
  2.66916966e-04 -1.61428574e-04 -4.21877386e-03 -9.21100886e-04
 -7.51041007e-05  5.04011906e-04  2.61689361e-03  2.03794716e-03
  1.59463321e-04  1.75796569e-03  1.47906987e-04 -6.60498390e-04
 -3.79758516e-04 -1.93062753e-03 -2.13540808e-03  8.40660223e-04]",-5.533470931078549,0.003952247276542726
ADI,0.436761589120057,0.5483585949361057,"[ 3.97785324e-05 -2.64987018e-04 -4.14292269e-05  4.55769713e-05
 -1.17797790e-04 -1.15690704e-04]","[ 5.46914532e-03 -2.98549137e-03 -8.85090763e-04  9.71834541e-03
  1.02670930e-04 -2.44601139e-04 -2.33721200e-03  1.10891689e-03
  8.04109992e-04 -2.99690289e-03  6.79727603e-05  2.58806479e-03
 -8.14235868e-04  2.43930352e-03  1.58239835e-03  2.17907930e-03
  7.15773966e-04 -3.53755485e-03  3.49266420e-03  6.45981704e-04]",-6.097890255478754,0.0022476045924077204
ADM,0.4306089034028178,0.5511672123384606,"[-6.76959588e-05  4.95999656e-05 -3.85803641e-06  2.13329738e-05
  4.80166167e-06 -8.04917877e-06]","[ 0.0062941  -0.00269759 -0.00181352  0.00903151  0.00154487  0.00111021
 -0.00325061 -0.00250907 -0.00120321  0.000185    0.00264209  0.00232429
 -0.00051137  0.00196949  0.00085234  0.0002392   0.00042172 -0.00221387
 -0.00087205 -0.00147871]",-6.542823427785946,0.0014404158421876768
