,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4417567720568422,0.5404534883670672,"[ 2.09087082e-04  1.26196482e-05 -3.73898511e-05 -5.10355518e-05
 -6.81886912e-05 -2.17921597e-04]","[ 0.00329363 -0.00550681 -0.00315275 -0.00015193 -0.00292693  0.00769898
 -0.00063228 -0.00295564 -0.00065996  0.00396044 -0.00095872 -0.00301504
  0.00180258  0.00196983  0.00106827  0.00159651 -0.00273886  0.00382374
 -0.00048076 -0.0016196 ]",-5.359559790461533,0.004702975946839342
AAL,0.43876568095098206,0.5473697262317979,"[ 1.26551774e-04  1.83485701e-04  1.21644195e-04 -2.68768514e-04
  1.90896835e-04  7.99389184e-06]","[ 1.38068570e-03 -2.20975627e-03 -4.21371553e-03 -4.18148577e-03
  1.01432868e-04  8.69888498e-03 -1.28676804e-03 -1.89061762e-03
 -1.64126963e-03  4.30959508e-03  1.54265666e-06 -3.63012841e-03
 -1.02141978e-03  3.23418966e-03  3.44837779e-03 -3.44138159e-03
 -1.19338366e-03  7.00361141e-03  5.10460881e-03  1.71099793e-03]",-5.793105997521698,0.003048498826616435
AAP,0.4358310728537019,0.5442751605084993,"[ 3.59466632e-04 -5.67423603e-04  2.41699029e-04  2.74572407e-04
 -9.81392280e-05  9.50178626e-05]","[ 6.09055016e-03 -9.06996092e-03 -2.94837239e-03  5.61495615e-03
 -6.19722450e-03  3.84240972e-03  1.48681928e-03 -2.11429011e-03
 -8.59437120e-04  2.07992444e-03  4.68230435e-04 -3.08562721e-04
 -7.06589247e-05  8.09242374e-04  8.74436468e-04  1.91802143e-03
 -6.67568115e-04  1.67911433e-03 -3.48658274e-03  4.11133214e-03]",-5.782037084238285,0.0030824298390526687
AAPL,0.43729773365802005,0.5433771019121387,"[ 3.06074066e-04  5.96703215e-04 -1.79354743e-04  2.64516809e-04
 -1.42091722e-04 -7.39583720e-05]","[ 1.92544311e-03 -3.05701838e-03 -4.32236065e-03 -3.86604365e-03
  1.20445240e-03  9.46819998e-03 -4.31361939e-03 -9.35731736e-04
 -6.55806579e-05  1.26105259e-03 -2.43140526e-04 -2.78659902e-03
  2.97240090e-03  3.49959282e-03 -2.25774827e-03  1.83403546e-03
 -1.13695109e-03  6.51522102e-04  2.32685445e-03 -1.24060477e-03]",-5.701058564292417,0.003342425411927805
ABBV,0.43694179097805963,0.5388441878024043,"[-2.54924979e-04 -7.28967548e-04 -6.39943994e-05 -7.37738852e-05
 -1.91342248e-04 -3.17639543e-04]","[ 0.00416616 -0.00734323 -0.00193613  0.0018727  -0.0047738   0.00816116
 -0.00141945 -0.00447648  0.00110784  0.00276891 -0.00044522 -0.00147966
  0.00183179  0.00280331 -0.00188194  0.00213771 -0.00148854 -0.00029786
  0.00203067 -0.00036679]",-5.50934650345905,0.004048752364550389
ABT,0.4339106435776113,0.5461765722859723,"[ 3.67147110e-04 -3.91777950e-04  1.70435386e-04  2.52887447e-04
 -1.21370035e-04  1.22596590e-05]","[ 3.44152475e-03 -6.34902851e-03 -2.09627977e-03  8.16844556e-04
 -4.73000817e-03  7.92932129e-03  3.82229808e-04 -4.09187150e-03
 -1.10683920e-03  4.39403961e-03  1.61073684e-05 -3.23534904e-03
  1.44406204e-03  2.79683959e-03  5.15516584e-05  2.04989688e-03
 -2.33565915e-03  1.19930943e-03 -2.24188010e-04  1.03504703e-03]",-5.957560786848533,0.0025862126084126033
ACN,0.4378963419117023,0.5379491497425831,"[-1.67806286e-04  5.36485379e-04 -2.06569178e-04  3.38570363e-04
 -7.34464312e-05  2.31895701e-04]","[ 0.00318294 -0.00293295 -0.00691931 -0.00167058  0.00147792  0.00358852
  0.00031467  0.00328533 -0.00374401  0.00246637 -0.00163212 -0.00261467
  0.00193764 -0.00259389  0.00514226  0.00428347 -0.00363793  0.00565541
 -0.00515102  0.00297811]",-5.437672818210861,0.004349593797134259
ADBE,0.437149375375027,0.5381087261486779,[ 0.00033519  0.00062032 -0.00030603  0.00027274 -0.00024862 -0.00025848],"[ 0.00242171 -0.0030605  -0.00544556 -0.00333664  0.00218076  0.00755084
 -0.0037056   0.00173003 -0.00182116  0.00017309  0.00012987 -0.00280706
  0.0032487   0.00156273  0.00029078  0.00404733 -0.00356279  0.00294378
 -0.00250666 -0.00244851]",-5.480563765054412,0.004166979837966809
ADI,0.4412824332686871,0.5466352749208675,"[ 2.17661344e-04  7.17265590e-05  2.58638264e-05 -1.20033804e-04
  1.81375661e-05 -1.45754500e-04]","[ 2.27197151e-03 -4.02303881e-03 -3.44930206e-03 -2.47666455e-03
 -1.03155251e-03  9.11112832e-03 -2.27835876e-03 -2.49960638e-03
 -5.37063822e-04  3.34364979e-03 -7.06447597e-04 -3.65048510e-03
  2.67708062e-03  3.26788159e-03 -7.40763870e-04  1.38541118e-03
 -1.79961181e-03  2.82589257e-03 -5.75942645e-05 -2.20901908e-03]",-5.644573676320015,0.0035366558399009197
ADM,0.44181517130602327,0.5350670404514826,"[ 4.75119133e-04 -9.30416812e-04  2.78226368e-04  5.81718123e-04
 -2.90521852e-04  8.52207551e-05]","[ 4.72650909e-03 -7.56138368e-03 -2.82855360e-03  2.76263712e-03
 -4.75015834e-03  6.40821132e-03 -2.79257426e-04 -3.28724789e-03
  2.90294544e-04  2.69357769e-03  9.38198017e-07 -9.33960756e-04
  2.61339419e-05  2.45614681e-03 -1.17448276e-04 -2.22467161e-04
 -1.35627303e-04  2.57274840e-03  3.10503749e-04  3.49458344e-04]",-5.123893301940323,0.005952801666432419
