,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.052075572123886915,0.9236959871796555,[ 0.00021404 -0.00190636  0.00018252  0.00070052 -0.00040955 -0.00043283],"[ 0.0079902  -0.00047189  0.00042979  0.00448555 -0.00317839  0.00264934
  0.00161391 -0.00011422 -0.00153626 -0.00404721  0.00023068  0.00275211
 -0.00191786  0.00267968  0.00061156  0.00286296  0.00133006 -0.00190315
 -0.00166892  0.00475762]",-5.255259122180518,0.005219993500618961
AAL,-0.2700960503387483,1.2441356946194808,"[ 1.05704498e-05 -8.85544403e-04  2.97269442e-04 -2.82081131e-04
  1.18085028e-04 -1.46420113e-05]","[ 0.00864953  0.00184274  0.00349036  0.00266678 -0.0055132   0.00018519
  0.00049035  0.00185266 -0.001247   -0.00345098  0.00160196  0.00402174
 -0.00078826 -0.00043269 -0.00325857  0.00316619  0.0028154   0.00204462
  0.00247205  0.00439647]",-5.499615066337291,0.004088344877177866
AAP,0.05209373679287387,0.9210702315223422,"[-2.35402962e-04 -1.56674892e-03  3.82212514e-04 -9.10944179e-05
  2.42349818e-04 -1.17658974e-04]","[ 7.12827445e-03  6.19523142e-04  2.49950596e-03  6.36270048e-03
 -6.87682690e-04 -9.32956054e-04 -2.74047597e-03 -2.55157584e-03
 -2.27389465e-03 -2.36345831e-05  2.11335671e-03  1.30246319e-03
 -4.16745110e-03  3.84834627e-03  3.23213154e-03  4.29826738e-03
  5.88272183e-04 -2.39815409e-03  4.54698637e-03  6.47014546e-03]",-5.339112169634678,0.00480013052065586
AAPL,0.4631231453015698,0.5145926760583023,"[-2.72274501e-04 -1.96604289e-03  6.34834889e-04 -1.73154893e-04
  2.44710164e-04  8.68009520e-05]","[ 0.00696175 -0.00147327 -0.00010206  0.00712892  0.00028155  0.00132232
 -0.00145556 -0.00337994 -0.00286754 -0.00069161  0.00162671  0.00229276
 -0.00239742  0.00418865  0.00309765  0.00185446 -0.00025353 -0.00140868
  0.00573944  0.00254112]",-5.186338783109441,0.005592444531010976
ABBV,0.45826485417400986,0.5235812712748437,"[ 8.12428170e-05 -1.90803051e-05 -3.88675516e-05 -5.14880057e-05
 -3.31028747e-05 -1.86581417e-04]","[ 0.00655768 -0.00207499 -0.0010911   0.00799087  0.00120143  0.00287248
  0.00076115 -0.00407931 -0.00317368 -0.00344736 -0.00020634  0.00235777
 -0.00288022  0.00322415 -0.00082633  0.00353303  0.00128219  0.00240396
  0.00291642  0.00683356]",-5.835565895593362,0.0029217693758177973
ABT,0.05209493607797424,0.9210163826671279,"[ 9.58815857e-04 -6.84337054e-04  3.92298088e-04  4.05021757e-04
 -5.57598817e-05 -8.64981394e-06]","[ 6.97561460e-03 -1.67897359e-03 -5.92514588e-04  6.97927224e-03
  2.15830927e-04  2.07117782e-03 -9.37029323e-04 -3.54417993e-03
 -3.09939232e-03 -3.40561799e-04  3.24494747e-03  1.96227559e-03
 -3.70296533e-03  1.57094802e-03  1.17431592e-03  3.78305515e-03
 -8.61760836e-05 -1.33693191e-03  4.06234477e-03  7.31913927e-03]",-5.386668475339718,0.004577197007340635
ACN,0.4549598030947164,0.5252840319801535,"[ 6.32191846e-04 -1.72396186e-04  3.90503912e-04  1.96405981e-04
 -4.82965018e-05  2.82289528e-04]","[ 0.00720861 -0.00356686 -0.0030499   0.00638195 -0.001214    0.00412644
  0.00031171 -0.00086114 -0.00024271 -0.00137838  0.0020795   0.00051816
 -0.0027403   0.00259013  0.00136868  0.00200871  0.00147534 -0.00153897
  0.001145   -0.00119268]",-5.92433945738039,0.002673573111052243
ADBE,0.4629406188324282,0.5165305125845012,"[ 5.69164313e-04 -1.11090606e-03  6.06977754e-04  7.34395142e-05
  2.12734261e-04  1.51225624e-04]","[ 7.03090459e-03 -1.10287299e-03  7.41714459e-04  6.91799826e-03
 -2.05263981e-04 -7.34715164e-05 -3.11290994e-03 -2.53836686e-03
 -2.11434896e-03  1.08862617e-03  3.44931100e-03  2.21173932e-03
 -1.60825892e-03  2.12574659e-03  1.58072393e-03  6.76164720e-04
 -6.71058690e-04 -2.13464012e-03 -1.78378439e-04  1.83923475e-03]",-5.275326518100875,0.005116285875561314
ADI,0.4545462605422029,0.5219480564594067,"[ 1.42986898e-05 -5.27156756e-04  7.59618439e-05 -4.43398011e-05
 -1.17635877e-04 -1.80679813e-04]","[ 0.00662943 -0.0040254  -0.00313234  0.00765064 -0.00015637  0.003241
 -0.00096935 -0.00075567  0.00144143 -0.00089658  0.00103192 -0.00158422
 -0.00297287  0.00437427  0.00170449 -0.00021913 -0.00132511  0.00026037
  0.0017983  -0.00072057]",-5.950104941520132,0.0026055670718914737
ADM,0.44927066552618083,0.5302341049486585,"[ 2.18537418e-04  8.89186900e-06  6.89368005e-05  3.67051012e-05
 -6.52035771e-05  1.58280460e-05]","[ 5.60674622e-03 -3.78510011e-03 -2.31074382e-03  1.00298496e-02
  2.83224006e-03  1.94134847e-03 -1.70738525e-03 -3.82344040e-03
 -8.37249057e-04 -1.35067859e-03  2.40734577e-04 -4.39381532e-05
 -2.97219696e-03  3.40973779e-03 -1.53697092e-03  2.31407957e-03
  2.15706820e-03  2.84623069e-03 -2.17187885e-03  2.26550299e-03]",-6.598005418101449,0.0013630841108257922
ADP,-0.015423486576794758,0.988542711830922,[-0.00015747 -0.00165528  0.00056042  0.00026712  0.00020846  0.00021792],"[ 0.00761146  0.00031673  0.0021904   0.00546366 -0.00190313 -0.00029926
 -0.00186842 -0.00138132 -0.00232125 -0.00060582  0.00290496  0.00319906
 -0.00163931  0.00065234 -0.00088622  0.00292863  0.00271037 -0.00049932
 -0.00105337  0.00082841]",-5.090458091113815,0.00615519959900368
ADSK,-0.4560957546414375,1.43095474375176,"[ 1.35426249e-05 -6.14033573e-04  1.12814436e-04  3.19299746e-04
 -4.41626989e-05  5.03174934e-05]","[ 0.00876311  0.00326342  0.00524798  0.0023706  -0.00554959 -0.00092589
  0.00052223  0.00117085 -0.00256897 -0.0043605   0.00010307  0.00532941
 -0.00041472  0.00188856 -0.00021702  0.00343849  0.00261727 -0.00173684
 -0.00064348  0.00594187]",-5.596229051141687,0.0037118344964357226
AEE,-0.19682840175829242,1.1721085482336913,"[-7.84989223e-04 -1.67104978e-03  8.90955340e-05  3.63513931e-04
  1.18530934e-06 -2.46681069e-05]","[ 8.58349974e-03  1.44565042e-03  3.27706708e-03  2.81377211e-03
 -5.73334003e-03 -2.41423848e-04 -3.47205922e-04  3.09205419e-03
  1.04584765e-03 -3.09425166e-03  3.84636010e-04  1.55110908e-03
 -1.34123631e-03  2.70578367e-03 -9.43586163e-05  1.11428039e-03
  3.78608074e-04  8.25758990e-04  3.75546906e-03  1.71439868e-03]",-5.1314196804725825,0.005908166807884012
AEP,0.052089644408143704,0.9247882324590755,"[ 3.11123796e-04 -1.78194997e-03  4.31436693e-04  5.33223034e-04
 -6.07626406e-05 -5.21705275e-05]","[ 0.00743668 -0.00058459  0.00107511  0.00574061 -0.00194966  0.00059648
 -0.00111032 -0.00047235 -0.00062566 -0.00201364  0.00033956  0.00161839
 -0.00151039  0.00403561  0.00077357  0.00066761  0.00011835  0.00227006
  0.007675    0.00018743]",-4.91291283246349,0.007351044753955582
AES,0.45708271211614665,0.5258321464028588,"[-9.81072124e-05  7.11921724e-05 -1.10801170e-04 -1.31127398e-04
 -1.04316554e-04 -7.98570711e-05]","[ 7.12785639e-03 -2.16893977e-03 -1.48059217e-03  6.72980543e-03
 -2.47718693e-04  3.51449393e-03  1.12323734e-03 -2.87967367e-03
 -2.72050513e-03 -3.10122509e-03  5.11954466e-04  2.34233838e-03
 -2.92765625e-03  3.26766714e-03  8.54358432e-04  3.90676951e-03
  2.64642639e-03 -8.43197348e-05  2.86470959e-03  2.06668250e-03]",-5.8564187221645465,0.0028614730847161414
