,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,-0.01730597083456962,0.9660010888021794,"[-7.13155715e-04  9.87068054e-04 -5.05685398e-04 -1.63331736e-05
  5.83568007e-05  2.67333227e-04]","[ 0.00365353 -0.00478338 -0.0138965   0.00811069 -0.01363558  0.00689932
 -0.00709999  0.00514266 -0.0041404   0.0047637   0.00145808  0.00440969
  0.00028702  0.0022461  -0.00039282 -0.00078924 -0.0018899   0.00069925
 -0.00421768  0.00394328]",-4.666839758189999,0.009401935015388833
AAL,-0.32597128568627776,1.2704911500146543,[-0.00106786  0.00030375 -0.00073438  0.00035733 -0.00027399  0.00043603],"[ 4.98489524e-03 -5.62615113e-03 -1.22644857e-02  5.54877609e-03
 -1.26501669e-02  3.26396091e-03 -7.24905488e-03  1.40986527e-03
 -4.65280738e-03  2.03969836e-03  1.86705350e-03  2.94165565e-03
  2.48815313e-03  1.27202370e-03  2.80179936e-03 -2.17432504e-03
  1.51037450e-03 -1.88760714e-03 -2.22198634e-03  9.40139592e-05]",-4.583306141933117,0.010221048137978325
AAP,-0.017309484170868382,0.9603290280556738,"[-4.32302383e-03  4.16976881e-04 -1.59773999e-03 -1.86822307e-03
  4.19812462e-04  5.04428717e-05]","[ 7.88804037e-03 -6.02965248e-03 -7.88656606e-03  4.03010340e-03
 -8.14368475e-03  1.37893492e-03 -4.12378950e-03 -1.91520797e-04
 -2.79500736e-03  1.02812889e-03  2.20926775e-03  2.02923571e-03
  7.91171156e-04  5.00058983e-05 -5.23972923e-04 -3.38258705e-03
 -2.66722257e-03 -1.99323357e-03 -4.08156126e-03  2.07350006e-03]",-4.16394407153092,0.015546121828932388
AAPL,-0.799389552681671,1.7245645206506548,[-0.00103867 -0.00099635  0.00019713 -0.00059853  0.0003361   0.00032992],"[ 2.32542831e-03 -5.43416763e-03 -1.62604321e-02  6.68273415e-03
 -1.65794253e-02  4.49446829e-03 -9.61166680e-03  1.46444768e-03
 -5.97590767e-03 -3.52892410e-04  3.80093255e-04 -1.97808893e-03
 -9.43035215e-05 -3.70677734e-03  3.66329037e-04 -4.81151422e-03
  1.06073543e-03 -8.71035909e-04  1.32417284e-03  4.04991426e-03]",-4.777625944784951,0.008415955211865793
ABBV,-0.017306176733077525,0.9594110944233416,[-0.00069915  0.00472572 -0.00130549  0.00019496  0.00046146  0.00123831],"[ 0.00784656 -0.0050774  -0.00681028  0.00642848 -0.00508177  0.00466988
  0.00014276  0.00274793  0.00139133  0.00295028  0.00470792  0.00355119
  0.00142112  0.00208337 -0.00058727 -0.00096441 -0.00250346 -0.00075763
 -0.00448996 -0.00044229]",-3.7836871713727143,0.02273869520002266
ABT,-0.9553395393782789,1.8960658445604102,"[-2.68866332e-03  3.60227363e-04 -1.51906942e-03 -1.13023159e-03
 -7.54103266e-05 -2.53194201e-04]","[ 0.0014195  -0.00391074 -0.01647426  0.01095593 -0.0147866   0.00979662
 -0.00671842  0.00651026 -0.0037729   0.00380503  0.00051248  0.00226805
 -0.00128205  0.00077408 -0.00033276 -0.00125844  0.00061159 -0.00071251
 -0.00086862 -0.0011305 ]",-4.718916513738947,0.008924843256755476
ACN,-0.18226908908441258,1.1335575987415416,"[-1.74140277e-03 -5.28860092e-05 -9.90135341e-04 -6.93514538e-04
 -9.92439169e-05 -9.92541228e-05]","[ 0.00594234 -0.00539096 -0.01038707  0.00594314 -0.00983275  0.00345926
 -0.00432039  0.00085677 -0.00225033  0.00016628  0.00251042 -0.00043637
  0.00054023 -0.00249709 -0.00069053 -0.00518458 -0.00227066 -0.00315956
 -0.00351599  0.00102078]",-4.191003341046785,0.01513109560500985
ADBE,-0.320631100913807,1.2794485534448787,[-0.00074013  0.00067766 -0.00076331 -0.00055321  0.00011804  0.00038883],"[ 5.06540917e-03 -4.55288029e-03 -1.11730875e-02  8.91847962e-03
 -9.52646578e-03  7.83820855e-03 -2.74520635e-03  6.01051855e-03
  9.18394134e-05  5.15693708e-03  4.75751880e-03  4.02309024e-03
  2.07559959e-03  7.09325140e-04 -2.26558019e-04 -3.44045973e-03
 -3.09167316e-03 -3.28940082e-03 -6.12309086e-03 -1.12765132e-03]",-4.522702530595094,0.010859635478068244
ADI,-0.26545397144096206,1.2066004114309175,"[-1.08422816e-03 -6.51414318e-04 -4.02158329e-04 -4.79565774e-05
 -1.14227368e-04  4.05438731e-04]","[ 5.22280354e-03 -6.20884361e-03 -1.25232058e-02  4.31251825e-03
 -1.40882584e-02  2.10506571e-03 -9.50947230e-03  8.35796048e-04
 -7.23249818e-03  1.98147622e-03 -7.14791315e-04  2.55993027e-03
 -6.06090123e-04  5.33435993e-05 -8.33647705e-04 -3.57715541e-03
 -2.66343105e-03 -1.98792024e-03 -4.46648724e-03  2.60066771e-03]",-4.305826147665586,0.01348973642277201
ADM,-0.017307770285473482,0.9694165013885307,"[ 6.14646869e-04  1.22989865e-03  1.60182270e-05  3.62810185e-04
 -2.79201806e-05 -3.22701170e-04]","[ 0.00807926 -0.00668671 -0.00825294  0.00279565 -0.00967289  0.00055951
 -0.00616722  0.00032125 -0.00437436  0.00315086  0.00189692  0.00509311
  0.00126804  0.002838   -0.00053782 -0.00062217 -0.00360802  0.00207724
 -0.00508094  0.00878971]",-4.311680323615423,0.013410995837734665
ADP,-0.017306173519107588,0.9743215302430548,[-0.00189235  0.00077303 -0.00057735 -0.00152792  0.00071682  0.000354  ],"[ 0.00865245 -0.00750056 -0.00753384  0.00101503 -0.01005873 -0.00262136
 -0.00865601 -0.00379861 -0.00945471 -0.00023125 -0.00437195  0.00402189
 -0.00341013  0.00410072 -0.00132229  0.00043753 -0.00197034 -0.00041166
 -0.00460704  0.000388  ]",-4.1032036700161365,0.016519666974581508
ADSK,-0.801782077373626,1.748261065834989,"[-4.22916664e-04  1.76919233e-04 -4.12477556e-04 -2.47629460e-04
 -4.50474801e-05 -7.07537682e-05]","[ 1.98518821e-03 -5.40393091e-03 -1.69703398e-02  7.40535160e-03
 -1.76061153e-02  6.26192357e-03 -1.03711460e-02  4.74618522e-03
 -5.76443173e-03  4.30773612e-03  2.22996671e-03  3.22641039e-03
  2.93999376e-03  3.67944993e-05  2.36957196e-03 -3.01268763e-03
  5.46017394e-04  2.25728154e-04 -1.98897261e-03  7.95377756e-03]",-4.959029721522643,0.0070197356277190955
AEE,0.8828511813867277,0.057113746514075484,"[-4.71870418e-04  2.57509066e-03 -2.45067676e-04  4.22370344e-04
  2.30023503e-04  3.60578437e-05]","[ 1.51934127e-02 -8.90149001e-03  2.43856193e-03 -3.64534212e-03
  7.79317217e-04 -8.23043025e-03 -3.08433179e-04 -8.55625454e-03
 -2.77451220e-03 -2.48640601e-03  9.97949737e-04  4.20437618e-03
  4.97802601e-04  5.35904001e-03  8.17385947e-05  2.13339631e-03
 -2.00187192e-03  2.39311304e-03 -3.43873094e-03  4.79753729e-03]",-4.401051684616743,0.012264434800796096
