,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.46747053976591146,0.5234161768608896,"[-3.14338223e-04 -9.85679461e-04  2.64287722e-04  3.13954920e-04
 -1.88028201e-05  9.27465666e-05]","[ 5.04206399e-03 -8.36028856e-03 -2.06372389e-03  5.89284295e-03
 -4.65039997e-03  3.98746902e-03 -6.04663182e-04 -1.93902338e-05
 -2.74990789e-03  1.64655693e-04  5.90217277e-04 -2.96772479e-03
  2.99460781e-03  9.79562283e-06  2.56387241e-03  2.68196560e-03
 -6.98340920e-04  4.89129516e-03 -7.76313729e-04 -3.61601870e-04]",-5.27773690101953,0.005103968518217375
AAL,0.4590692429717814,0.5238461253257454,[ 0.00011606  0.00062903  0.00018186 -0.00028026  0.00014356  0.00036743],"[ 4.63587797e-03 -2.55063211e-03 -9.26666067e-03  4.92490498e-03
 -3.81897530e-03 -3.02416700e-03  3.09513770e-03 -6.76862516e-04
 -7.20839151e-05  3.23647135e-04  2.46636840e-03  1.45069689e-03
 -7.37278454e-04  2.47798408e-03  6.23751760e-04  6.47904554e-04
  3.41174484e-04  3.90911067e-03 -2.06880290e-03  2.55765146e-03]",-5.718798767585585,0.0032836529645818282
AAP,0.4576418750885187,0.5275483063406108,"[-1.52900209e-04 -2.03904648e-04  3.55899818e-05  3.31777726e-04
 -9.64685181e-05  8.83857356e-05]","[ 0.00547756 -0.01148717  0.00143164  0.00685485 -0.0057162   0.00652297
 -0.00069497 -0.00038278 -0.00317533  0.00191883 -0.00075829 -0.00310049
  0.00114403  0.00061177 -0.00012738 -0.00152128  0.0033253   0.00234445
 -0.00153495 -0.00201569]",-5.931344126220378,0.002654911053860101
AAPL,0.46526790143639885,0.5211380883040528,"[-6.86310108e-04  4.38082360e-04 -3.72823759e-06 -1.48895724e-04
  2.08042600e-04  3.91418104e-04]","[ 0.00383721 -0.00420292 -0.0072937   0.0023856   0.00073431 -0.0013682
  0.00288733  0.00488338 -0.00458604  0.00194352 -0.00021887 -0.00132563
 -0.00041067 -0.00067126  0.00228028 -0.00023656  0.00097045  0.00172051
  0.00585277  0.00271705]",-5.290332949942318,0.005040081885326163
ABBV,0.466662930965995,0.5270175193407654,"[-7.97446334e-04  6.22338773e-04 -4.99262521e-04  3.37882966e-04
 -2.96257826e-04  2.76228926e-05]","[ 0.00514527 -0.00727912 -0.00292177  0.0061479  -0.00516877  0.00424336
 -0.00236586 -0.00075192 -0.00217528 -0.00232012  0.00189337 -0.00292884
  0.00362518 -0.00051383  0.00410592  0.00323817  0.00050768  0.00453949
  0.00425267  0.00483069]",-5.48019221939707,0.004168528348883276
ABT,0.45825001039779895,0.5282160040028783,"[-3.69226764e-04 -8.75949572e-04  1.43306123e-04  1.65631683e-04
 -5.33859581e-05 -2.80712021e-05]","[ 0.00498366 -0.0097872  -0.00047105  0.00576527 -0.00438638  0.00506167
 -0.00027057  0.00035254 -0.00306176  0.00187035 -0.00119712 -0.00300212
  0.00249385 -0.00078954  0.00130207  0.00161332  0.00055882  0.00204881
  0.0012878   0.00028255]",-5.909195876056516,0.0027143686989078712
ACN,0.46473374997564604,0.5198801097018181,"[1.30621465e-05 1.15118979e-04 2.62020386e-04 2.76500247e-04
 2.01998134e-04 4.88865887e-04]","[ 4.41429955e-03 -4.51613980e-03 -7.22186656e-03  4.08014117e-03
 -1.93668866e-03 -1.92587380e-03  3.81981087e-03  2.14589877e-03
 -2.73114184e-03  2.32844573e-03  8.24984592e-04 -9.24882096e-05
 -1.27011893e-03  1.71579111e-03  7.27979377e-04 -6.15453913e-04
 -1.21981949e-03  4.27422139e-03 -2.30218578e-03 -6.80959874e-03]",-5.260938230850539,0.0051904326094791816
ADBE,0.46582029178617074,0.519023515607902,"[-7.26758071e-04 -4.35673267e-05 -3.71973903e-04  3.77508656e-04
 -9.82488213e-05 -2.40966631e-05]","[ 3.85342788e-03 -4.19303838e-03 -7.70060890e-03  2.20740430e-03
  1.26597784e-03 -2.59673892e-03  4.61560045e-03  5.69801403e-03
 -5.07944464e-03  3.33925969e-03 -1.99326342e-04 -6.76822562e-04
 -2.47646542e-03  7.47316907e-04  9.11252716e-04 -2.50503982e-03
 -3.38628843e-05  2.72911029e-03  1.49142791e-03 -7.14705427e-03]",-5.169437414601623,0.005687767774391721
ADI,0.469593704482284,0.5219103067864487,[ 0.00026021 -0.0008386   0.00057946 -0.00027556  0.00019603  0.00038163],"[ 0.004646   -0.00617219 -0.00505112  0.00492133 -0.00332473  0.00042835
  0.00230169  0.00077593 -0.00216087  0.00194189  0.00038628 -0.00068029
  0.00020666  0.00132339 -0.00015361  0.00095544 -0.00177866  0.00125192
  0.00234991 -0.00542217]",-5.1131323290729425,0.006017205506147661
ADM,0.051742037626947485,0.9219284640767872,[-0.00196453  0.00019642 -0.00054221  0.00040922  0.0003882   0.00041289],"[ 0.00464355 -0.0067213  -0.0046444   0.00490243 -0.00367792  0.00025073
  0.00313502 -0.00049452  0.00010025  0.0026871   0.00098533  0.00252447
 -0.00244249  0.00402892 -0.00380584 -0.00039664 -0.00167818  0.00012854
 -0.00325315 -0.0048919 ]",-5.078025904754922,0.006232199836389367
ADP,0.4653273636688089,0.5190584916067265,"[-3.08083302e-04  1.92393101e-05  6.65265129e-06  6.84125123e-04
 -7.58227073e-05  5.78363420e-04]","[ 0.00519513 -0.00650437 -0.00436342  0.00655548 -0.00617215  0.00185383
  0.00011518 -0.00255634  0.0003226  -0.00095342  0.00289884  0.00044199
  0.00072707  0.0029727   0.00024005  0.00209271 -0.00178762  0.0039581
 -0.00125629 -0.00218392]",-5.188440598153466,0.005580702590978551
ADSK,0.46570850024145466,0.5240237626963784,"[ 8.01968861e-04 -2.01043143e-04  4.44754696e-04 -1.79334023e-04
  1.88235217e-05  1.03605368e-04]","[ 0.00399252 -0.00263317 -0.00904065  0.00272187  0.00035528 -0.00241872
  0.00199088  0.00467059 -0.00444111 -0.00122513  0.00359    -0.00068305
 -0.00186044  0.00248046  0.00205991 -0.00185344  0.00018082  0.00479139
  0.00210219 -0.00523396]",-5.405029397035537,0.004493922291248347
AEE,0.46602841742400736,0.5162184074726526,[-0.00050417 -0.00130571  0.00029322  0.00019019  0.00026088  0.00031973],"[ 4.33193953e-03 -8.00631792e-03 -2.41413230e-03  4.01594542e-03
 -2.09470508e-03  3.80009660e-03 -6.80244643e-04  1.56464364e-03
 -1.88969959e-03 -9.69405843e-05  1.06225292e-03  6.45957181e-04
 -1.24957650e-03  1.39058726e-03 -7.76462821e-04  1.70225020e-05
 -1.10999986e-03 -1.26192035e-03  7.00442586e-03 -3.14712422e-03]",-5.019383735455233,0.006608598099358537
AEP,0.05173384747644467,0.9333227674307617,[-0.000439   -0.00093056  0.00021548  0.00026028  0.00020779  0.00025078],"[ 4.32007565e-03 -1.01811499e-02  1.50447784e-04  3.98931679e-03
 -1.80310492e-03  5.95122514e-03 -1.17354493e-03  2.21842205e-03
 -2.66018137e-03  1.08862683e-03 -6.26672047e-04  1.76980954e-04
 -1.72085979e-03  1.83696903e-05 -3.64697829e-04 -1.43688916e-03
  5.00622830e-04 -1.20628636e-03  6.09969399e-03 -3.01436418e-03]",-5.505458221958511,0.004064525699179624
AES,0.05173891342259773,0.9286844192019579,"[-5.79300030e-04 -4.79646394e-04 -1.33292540e-04  5.52755062e-04
 -5.65282066e-05  1.18426115e-04]","[ 0.00401389 -0.00779501 -0.00251216  0.00301555 -0.00027086  0.00413821
 -0.00165757  0.00385649 -0.0038582  -0.00168025  0.00255097 -0.0006879
 -0.00109364  0.00247995 -0.00082866 -0.00080467  0.00012872 -0.00010653
  0.00508979 -0.00236287]",-5.081178768418936,0.006212581503194694
AFL,0.465541896934773,0.5264320018057015,[-0.00022112  0.00072964 -0.00025044  0.00046424 -0.00015704  0.00029326],"[ 0.00492915 -0.00739694 -0.00269506  0.00553803 -0.00410168  0.00471812
 -0.00324991  0.00040063 -0.00265268 -0.00383196  0.00358399 -0.00210002
  0.00155826  0.00100094  0.00391174  0.00101239  0.00073262  0.00629183
  0.0013953   0.0006218 ]",-5.504589219758675,0.004068059316091562
