,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,-0.0073186495627513455,0.9719849949417418,[ 0.00040183  0.0006047  -0.00023088  0.00019403 -0.00016363 -0.00020166],"[ 0.01540234 -0.00358765 -0.00495601  0.0108751  -0.00780957 -0.00211715
  0.00601695 -0.00669373  0.0031206   0.00430796 -0.00054538  0.00209902
 -0.00011213  0.00305718 -0.00475397  0.001208    0.00219914 -0.00195367
 -0.00011231  0.00380164]",-4.4544728314415485,0.011626447356874084
AAL,0.4355287448733304,0.5393887509486867,[-0.00058968  0.00039268 -0.00010301  0.00014388  0.00013073  0.00047564],"[ 0.01478206 -0.0004     -0.00855604  0.00860125 -0.00430097 -0.0056894
  0.00774909 -0.00244351  0.00036296  0.00418426  0.00066818  0.00140914
 -0.00170212  0.00447825 -0.00570506 -0.00228096  0.00684279 -0.00256752
  0.00124461  0.00890759]",-4.694462046017591,0.009145786056788847
AAP,0.43638780484058665,0.5294845423184409,[ 0.00084932  0.00079463 -0.00089371 -0.00090428 -0.00048668 -0.00205586],"[ 1.42471076e-02  6.38966513e-04 -1.00354427e-02  6.96913215e-03
 -1.81906405e-03 -7.97669369e-03  1.03669648e-02  6.43126650e-04
 -1.89209793e-03  7.18321252e-03 -2.34327108e-03  1.96270435e-05
 -6.54959896e-04  1.22789178e-03 -2.63673115e-03  2.22114617e-04
  6.32101442e-04 -5.94757619e-04  3.05143671e-04 -1.86597311e-03]",-4.202734308327026,0.014954630295632036
AAPL,0.07231521583604485,0.9052136907508108,[ 0.00054403  0.00052376 -0.00025409  0.00018601 -0.00024006 -0.00036777],"[ 1.42360450e-02 -2.19417049e-03 -6.20035039e-03  7.48296263e-03
 -2.78482382e-03 -2.48303044e-03  4.68174114e-03 -7.36401259e-04
 -6.10758661e-04  1.44581058e-03  2.59832180e-03  1.28687646e-03
 -1.96508651e-03  5.66877533e-03 -6.01079558e-03 -1.43788951e-03
  2.61525057e-03 -2.34840095e-03  1.28881469e-03 -5.46568011e-06]",-4.604739102937641,0.010004311759801016
ABBV,-0.10693728795835143,1.073031753337674,"[ 1.47843970e-03 -1.29753308e-03  5.79942043e-04 -3.61756631e-04
 -7.84983363e-05 -7.16405978e-04]","[ 1.55001398e-02 -7.72489816e-03  4.19894491e-04  1.12707844e-02
 -8.47810471e-03  4.91351286e-03 -8.93273152e-05 -7.55799021e-03
  3.58143063e-03 -1.23884794e-04  1.36768412e-03  1.66249233e-03
  1.68242601e-03  2.84022772e-03 -3.03603843e-03  4.60090805e-03
 -2.07564284e-03 -2.86530213e-04 -9.80582836e-04  4.05499923e-04]",-4.442454491846824,0.011767020988269698
ABT,-0.19549031921044896,1.154639550825823,[ 0.00151601  0.00017944  0.00018302  0.00063594 -0.00029697 -0.00015029],"[ 1.59416281e-02 -7.92033313e-03  9.61285175e-05  1.23670941e-02
 -9.86065343e-03  3.21630944e-03  2.96708944e-03 -8.78955283e-03
  3.93765344e-03  3.74799877e-03 -1.68006493e-03  1.44354295e-03
  1.50540250e-03  1.56558463e-03 -4.30389452e-03  2.76006729e-03
  1.92631767e-03 -2.85214305e-03  1.44840544e-03  5.02395308e-03]",-4.943733847833769,0.007127934002009978
ACN,0.43295214012898775,0.5380438478023463,"[ 2.97857319e-04  1.35058081e-03 -5.30040416e-04  6.52166673e-04
 -3.15959068e-04 -1.35036038e-05]","[ 0.01475929  0.00053931 -0.01010716  0.00832049 -0.00360804 -0.00845342
  0.01111827 -0.00106804 -0.0013526   0.00779367 -0.00218348 -0.00056432
  0.00016618  0.00253312 -0.00474023 -0.00021066  0.00368091 -0.00184896
 -0.00068066  0.00336934]",-4.757602655185829,0.008586168750850274
ADBE,0.43572745668037904,0.5393103974921994,"[ 2.07266329e-04  5.12038692e-04 -6.32683008e-05  6.68642578e-04
 -1.29655896e-04  4.13947364e-04]","[ 0.01477437  0.00136687 -0.01074496  0.00847182 -0.00387095 -0.00829447
  0.00968232 -0.00131029 -0.00146404  0.00528383  0.00030867 -0.00133501
  0.00170185  0.00427171 -0.00512176  0.00197758  0.00168445 -0.00176215
  0.00106945  0.00288547]",-4.6851335060481825,0.009231502068597464
ADI,0.4335267186727296,0.5347684570646232,"[-5.55308762e-05  1.67621758e-03 -1.66260984e-03  1.33987887e-03
 -1.31220618e-03 -9.92910308e-04]","[ 1.45086101e-02 -3.01587619e-04 -8.66331744e-03  7.92471671e-03
 -3.22632594e-03 -5.78444618e-03  7.82471651e-03 -9.26281802e-04
 -9.50510911e-04  4.41065626e-03 -1.93110997e-06  5.14332487e-04
 -1.42342922e-03  2.87545575e-03 -2.98585058e-03 -2.22729474e-03
  6.02352190e-03  1.97269818e-04 -7.05788219e-04  6.20651068e-03]",-4.579516704369895,0.010259853640806208
ADM,-0.10945516041492327,1.0804754768218179,[ 0.00163762 -0.00105641  0.0002719   0.000621   -0.00060165 -0.00064464],"[ 1.43591350e-02 -7.71950438e-03 -3.06529178e-04  7.29840480e-03
 -2.15422377e-03  2.17214123e-03  5.12192909e-03  5.37461417e-04
 -2.08050806e-03  7.79869682e-03 -7.41007959e-03 -1.95176242e-06
 -1.73378090e-03 -5.73413611e-03  2.06545994e-03 -3.09350513e-03
  6.55508295e-03 -1.20689038e-03  5.92051169e-03  5.27029813e-03]",-4.730543135004551,0.008821678375987938
ADP,0.43164859366515307,0.5418250357351637,"[ 4.91731873e-04  1.53857581e-03 -4.04640892e-04  5.23474182e-04
 -1.59788548e-04  7.37766467e-05]","[ 1.45270826e-02  1.55216098e-03 -1.09910193e-02  7.66743134e-03
 -2.70333601e-03 -8.70976002e-03  1.04158773e-02 -5.97705739e-05
 -2.05242010e-03  6.65716110e-03 -1.71670340e-03 -1.12438318e-03
  7.79725511e-04  1.55256995e-03 -2.41446176e-03  5.15686040e-04
  3.49907363e-03 -1.93927642e-04  3.54517924e-04  4.84424299e-03]",-4.992455335851314,0.006788974797997779
ADSK,0.42604431481349414,0.5332832951364732,"[-4.27399776e-05  3.12572087e-04 -3.91239060e-05  3.46384083e-04
 -1.29312225e-05  3.40617072e-04]","[ 0.01579371  0.00106997 -0.01009746  0.01160217 -0.00897345 -0.00690323
  0.00780601 -0.00841077  0.00443809  0.00323439  0.0017403   0.00215344
  0.00194627  0.00468796 -0.0040843   0.00522959 -0.00127243  0.00034296
 -0.00220907  0.00517238]",-4.870554880651199,0.007669108667035145
AEE,0.4323863694264034,0.5448006478687464,[-0.00017414  0.00108919 -0.00037243  0.00064026 -0.00015898  0.00035747],"[ 0.01452243  0.00298152 -0.01247843  0.00727731 -0.00217586 -0.01008409
  0.01133011  0.00035875 -0.0022966   0.00789744 -0.00402934 -0.00186296
  0.00286995 -0.00225156  0.0012615   0.00447739 -0.00097722 -0.00010732
  0.00644024  0.00325237]",-5.088928685058471,0.006164620600974601
AEP,-0.0073150813445712025,0.9768970550134547,"[-9.10752528e-05  1.26196921e-03 -3.88665681e-04  1.10613309e-03
 -2.67221832e-04  6.36828153e-04]","[ 0.0145625  -0.00281971 -0.00603334  0.00741753 -0.00190482 -0.00399007
  0.00886965  0.0018364  -0.00486521  0.00894703 -0.00670032 -0.00494855
  0.00469978 -0.0044255   0.0011637   0.00362876  0.00275608 -0.00178496
  0.00763136  0.0074014 ]",-4.72249487170667,0.008892964044410563
AES,-0.5918885302460907,1.5479219453901478,"[ 2.44690510e-05 -5.99605464e-04 -1.65352762e-04 -3.62147928e-05
 -3.03615652e-04 -5.39082592e-04]","[ 0.01521743 -0.01109475  0.00390847  0.01010216 -0.00644608  0.00740862
  0.00065721 -0.00471342  0.00145102  0.00415619 -0.00474338  0.00121687
 -0.00058725 -0.00351572  0.00067852 -0.0006637   0.00463798 -0.00091486
  0.00322657  0.00521567]",-4.762033018303869,0.008548213046351132
AFL,0.4381073113754794,0.5370543407739662,"[ 7.52582566e-04  1.35427702e-03 -2.02654995e-04  3.18234327e-04
 -4.08962640e-05  2.58538265e-05]","[ 0.01561579 -0.0007677  -0.00871121  0.01092583 -0.00749901 -0.00722003
  0.01067352 -0.00571277  0.00162945  0.00792953 -0.00236255  0.00025045
  0.00144149  0.00277609 -0.00549706  0.00206371  0.00213513 -0.00257155
 -0.0002325   0.00378016]",-4.464847356354754,0.011506452012725769
AIG,-0.007318669433311362,0.9717560579297201,[ 0.00226409  0.00074803 -0.00022025  0.00084221 -0.00072367 -0.0008753 ],"[ 0.0151238  -0.00390933 -0.00480942  0.01030279 -0.00715236 -0.00223878
  0.00675403 -0.00612505  0.00322431  0.00576743 -0.00241565  0.00315315
 -0.00191     0.00096696 -0.00336984 -0.00072871  0.00299948 -0.00245883
  0.00308835  0.00230782]",-4.294929108539495,0.01363753844803228
AIZ,0.431699855163735,0.5384694528315982,"[5.60602875e-04 7.14836664e-04 5.15250603e-05 1.97334778e-04
 9.21014554e-05 2.21715857e-04]","[ 0.01494349  0.00235965 -0.01198719  0.00864346 -0.00395604 -0.009788
  0.01071237 -0.00120171 -0.00189369  0.00555128  0.0008799  -0.00223393
  0.00298253  0.00539161 -0.0057486   0.00344811  0.0006924  -0.00038162
 -0.00408725  0.00314863]",-4.840295829027211,0.00790471526144332
AJG,-0.04111622940786464,0.9952274255598784,"[ 6.48222093e-05  1.61981294e-03 -6.59191370e-04  1.90539034e-04
 -1.74450247e-04 -2.34853292e-04]","[ 1.58632991e-02 -6.77369233e-03 -1.47464156e-03  1.20045202e-02
 -9.10159250e-03  9.52238709e-04  5.27972553e-03 -7.37230118e-03
  2.19314364e-03  5.98867016e-03 -3.47647227e-03 -5.47252571e-04
  3.17700534e-03  9.12022395e-05 -3.30780979e-03  3.72413044e-03
  2.04484363e-03 -2.54128418e-03  1.88643226e-03  6.00846519e-03]",-4.832622982240975,0.007965600212278656
AKAM,-0.2681151721547943,1.2453607147493346,[ 0.00037184 -0.00225618  0.00145172 -0.0010074   0.00085705  0.00053689],"[ 0.01388295 -0.00925767  0.0024765   0.00556099  0.00087323  0.0075952
 -0.00202123  0.00514801 -0.0067084  -0.00029226 -0.00100595 -0.0043601
  0.00128317 -0.00238534  0.00359052 -0.001936    0.00792089  0.0038159
 -0.0003996   0.00900083]",-4.139532496584956,0.015930297232283255
ALB,0.43107493988388906,0.5323902055279409,"[ 6.05156227e-04 -1.23802674e-04 -4.14387101e-05 -2.76183692e-04
 -1.27866294e-04 -6.33642874e-04]","[ 1.47188982e-02 -2.56305410e-04 -9.29521346e-03  8.09812045e-03
 -3.33951212e-03 -7.99066312e-03  1.17495771e-02 -9.40952635e-04
 -1.17748922e-03  9.90016158e-03 -5.37630078e-03 -2.06864496e-04
  4.53373664e-06 -1.30244579e-03 -1.96134790e-03  1.55861858e-04
  2.93844108e-03 -2.14159490e-03  3.61834470e-03  3.31657193e-03]",-4.585173590902782,0.010201978663341396
ALGN,0.4253286348121156,0.5310622681295183,"[ 9.78345764e-04 -9.94335194e-04  5.18690176e-04 -1.36105166e-04
 -1.44605889e-05 -2.91342335e-04]","[ 0.01501825  0.00245206 -0.01194629  0.00909848 -0.00522975 -0.00946807
  0.01028725 -0.00419308  0.00253456  0.00542758  0.00032824  0.00373317
 -0.00302679  0.00428739 -0.00548952 -0.00123935  0.00195015 -0.00327911
  0.00492074  0.00014053]",-4.804830275087691,0.008190090958886436
ALK,-0.007318689646256252,0.9934043025026247,"[ 1.96733676e-04 -6.40749642e-04  3.50084180e-04 -5.10722657e-06
  9.92830245e-05  1.83785995e-04]","[ 1.40138858e-02 -5.88738414e-03 -1.34010297e-03  6.86160206e-03
 -1.36933657e-03  3.49240209e-03 -3.58684809e-04  1.78833143e-03
 -3.79120151e-03 -1.90778692e-03  3.69237686e-03 -2.34793330e-03
  1.06261107e-03  4.96472790e-03 -4.44376823e-03  5.62634367e-05
  3.74422513e-03 -1.06749780e-03  5.83194851e-04  3.40129484e-03]",-4.345672734887827,0.012962784796235994
ALL,0.4338078295195919,0.5337135642013021,"[ 1.40137450e-03  6.95415047e-04  1.90087646e-04  2.54982610e-04
 -6.65811270e-06 -5.79994574e-05]","[ 0.01587563 -0.00086448 -0.00855385  0.01158383 -0.00841262 -0.00698378
  0.01046672 -0.00661875  0.00174338  0.0078494  -0.00248084 -0.00088361
  0.00377928  0.00246921 -0.00511114  0.00497286  0.0004634  -0.00225303
 -0.00063259  0.00533565]",-4.517817128845226,0.010912818965809614
ALLE,0.4329999753553841,0.5346931481228289,[ 0.00126074  0.00225073 -0.00029434  0.00127863 -0.00026138  0.00049804],"[ 0.01507971 -0.00223981 -0.00643122  0.00979752 -0.00622717 -0.00346873
  0.00649329 -0.00494445  0.00226592  0.00391669  0.00038068  0.00242337
 -0.00150115  0.00439088 -0.00665173 -0.00075012  0.00382751 -0.00463205
  0.00444691  0.00435443]",-4.596599240510985,0.010086077811940567
AMAT,0.4395435457553671,0.53554384578802,"[ 7.37224594e-04  3.77386096e-04  7.91155919e-05  5.39638356e-04
 -1.31600245e-04  1.77248143e-04]","[ 1.53135360e-02 -2.25707899e-03 -6.35509341e-03  1.05976188e-02
 -7.60065518e-03 -3.23807419e-03  6.14045494e-03 -7.01069651e-03
  4.29399735e-03  3.57347934e-03  3.48079712e-04  4.26154143e-03
 -2.69916776e-03  3.44695755e-03 -4.20549282e-03 -1.21006798e-03
  3.61896226e-03 -1.12662768e-03 -9.44087902e-05  4.01266635e-03]",-4.323895161465397,0.01324817911249937
AMCR,-0.20855218219451674,1.1569308130401599,[-0.00240431 -0.0008877  -0.00082469 -0.00077041 -0.00021459 -0.00067733],"[ 0.01534192 -0.00811338  0.00051628  0.01048269 -0.00692212  0.00397101
  0.0024851  -0.00485953  0.00043694  0.00438667 -0.00399114 -0.00184767
  0.00461962 -0.0024037  -0.00064782  0.00616124 -0.0011537  -0.00294147
  0.00745355  0.00385474]",-4.129908606789688,0.016084348755685013
AMD,0.42552916424312776,0.5323369356343413,"[ 2.46748980e-03 -2.42492629e-05  2.87418619e-04  7.58837862e-04
 -5.08908690e-04 -5.61672170e-04]","[ 1.42883902e-02  1.79315936e-03 -1.09958081e-02  7.09946377e-03
 -2.42295363e-03 -8.02264047e-03  8.75656691e-03 -1.18718519e-03
  1.17540555e-03  3.98495477e-03  1.28926245e-03  4.48124938e-03
 -5.58595919e-03  4.54334249e-03 -4.33742554e-03 -4.67353927e-03
  4.78672995e-03 -3.60564613e-05 -2.43954562e-03  1.57471412e-03]",-4.852601766264699,0.007808036413525609
AME,0.019825483939816348,0.9450585734753849,[ 0.00143623  0.00034055 -0.0003677   0.00109353 -0.00083619 -0.00060841],"[ 0.0149139  -0.00251396 -0.00618536  0.00944201 -0.00563563 -0.00346258
  0.00708779 -0.00392899  0.00096558  0.005491   -0.00228082  0.00063044
  0.0007123   0.00012978 -0.00089537  0.00197498  0.00099086  0.00104092
 -0.00131657  0.00220341]",-4.078154631991166,0.016938694954846487
