,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.44054940420197564,0.5165398416188056,"[-1.43260795e-04  2.12545455e-03  2.03131596e-05  3.29955836e-04
  3.13358360e-04  1.24445282e-04]","[ 0.004913   -0.01036903 -0.00126909  0.01365599 -0.00212791 -0.00598159
 -0.00406252  0.00163723  0.00094544  0.0030237   0.00452976 -0.00271095
 -0.00556359  0.00487513  0.00215414 -0.00202219 -0.0010243   0.00216169
 -0.00219296 -0.00113992]",-5.056822672629377,0.006365753497292175
AAL,0.434151104478781,0.5214788697631868,"[-1.30863781e-03  7.96770626e-04 -4.66458044e-04 -2.13735821e-05
  8.78835106e-05  2.06857307e-04]","[ 1.31490587e-02 -4.58294434e-03 -2.60455755e-03 -4.52435832e-04
 -1.03296478e-02  5.31086888e-03  6.25267929e-03  1.62951975e-03
 -1.25274521e-03 -2.66108764e-03  9.56836539e-05 -1.63617202e-03
 -3.32024703e-03  9.08082683e-03  4.04297520e-03 -4.22455326e-03
 -8.41964634e-04  8.63703603e-04 -5.36796005e-03 -4.13200854e-03]",-5.745072754892494,0.0031985018365203364
AAP,0.4422492782763639,0.5212259782982391,"[-5.08426026e-05 -1.65502079e-04 -5.37173003e-05 -4.32736616e-04
  3.76234421e-05 -3.56854454e-04]","[ 9.56347737e-03 -7.17040780e-03 -1.35798662e-03  6.08271755e-03
 -7.82305812e-03 -1.53076959e-03  2.25536089e-03  5.55698031e-03
  5.55520901e-04 -4.92345089e-03  2.13205512e-04  2.69083738e-03
 -1.87875768e-03  2.82070022e-03  1.57180163e-03 -3.81061246e-05
 -2.44232321e-03 -8.51345306e-05  4.19080530e-03  8.76028308e-04]",-5.149159974261941,0.005804278422806544
AAPL,0.006585678611756608,0.9402127047283692,[-0.00094195 -0.00030785 -0.00011509 -0.00014269  0.00011443  0.00037124],"[ 0.01262848 -0.00540931 -0.00303536  0.00188352 -0.00817151  0.00226471
  0.00230494  0.00388919  0.00304964 -0.00312945 -0.00256155 -0.0023201
 -0.00300354  0.00938634  0.00533183 -0.00275534 -0.00278851 -0.00229442
 -0.00376615 -0.0002347 ]",-5.4248696396075475,0.004405640445393141
ABBV,0.4401089727915492,0.507957762531986,"[ 7.00081000e-04  9.90039738e-04 -3.10425060e-05 -2.73990153e-04
  1.36236425e-04 -3.53663228e-04]","[ 9.07574422e-03 -8.15146418e-03 -2.97766577e-03  7.79255371e-03
 -4.53691346e-03 -6.59146084e-04  5.09190287e-04  7.77586138e-04
 -2.30039591e-03 -9.56852957e-05  5.48534871e-03  1.69958808e-03
 -5.35839946e-03  5.41296058e-04  1.63367950e-03  1.23103121e-03
 -2.85174645e-03  2.31704129e-03  8.65407347e-03 -3.78414629e-03]",-4.627013032355687,0.009783939811380742
ABT,0.006706894513576099,0.9396213672755338,[-0.00035206  0.00086619 -0.00038264  0.00015263 -0.00011477 -0.00018056],"[ 0.01105643 -0.00559289 -0.00089762  0.00227025 -0.01096128  0.00185493
  0.0065481   0.00491425 -0.00159909 -0.00591715 -0.00017368  0.00145358
 -0.00302015  0.00750528  0.00582849 -0.00421174 -0.00633034 -0.00055127
 -0.00055276  0.00110906]",-5.052262014112353,0.00639485182853685
ACN,0.007389691460370972,0.9550694521512116,"[-2.02843672e-03  1.49325104e-03 -9.48370567e-04  9.74975659e-05
  4.78047974e-05  4.92592979e-04]","[ 0.01041748 -0.00781991 -0.00449444  0.00695729 -0.00267388  0.00025998
 -0.00264136 -0.00057394  0.00210562  0.00294609  0.00185652 -0.00372537
 -0.00415526  0.00653582  0.00185348 -0.00218547  0.00031834  0.00233128
 -0.00144051 -0.00499591]",-4.786605211750182,0.008340724367638764
ADBE,0.0067067364250360615,0.9533199518557585,[-0.00210188  0.00085355 -0.00011735 -0.00012799  0.00049228  0.00066298],"[ 9.94525723e-03 -7.98485468e-03 -4.07686268e-03  7.34635637e-03
 -3.01666638e-03 -8.50948621e-05 -2.13250135e-03 -3.76923584e-04
  1.31659766e-03  2.73693993e-03  2.77380463e-03 -3.44543725e-03
 -5.41762938e-03  6.31591095e-03  3.50316302e-03 -1.74254721e-03
 -2.20379137e-03  8.77009193e-04  2.91389143e-04 -1.94639856e-03]",-4.870839253558668,0.007666928090368961
ADI,0.4419179502716112,0.5166354411812144,[-0.00048353  0.00199935 -0.00031524  0.00033307  0.00018649  0.00032922],"[ 0.0095841  -0.00728771 -0.00208382  0.00585215 -0.00675809  0.0003145
  0.00191247  0.00182864 -0.0003015  -0.00071523  0.00137165 -0.00163033
 -0.00320537  0.00782308  0.00345211 -0.00508054 -0.0040639   0.00226917
 -0.00012937  0.00089588]",-4.955306061920501,0.007045923460722409
ADM,0.43947839645099485,0.5168640995044184,"[9.87126704e-04 1.44116778e-03 4.38967612e-04 1.88381322e-04
 3.31270296e-04 5.66654214e-05]","[ 5.16682757e-03 -1.07023075e-02 -2.32536713e-03  1.44787229e-02
 -4.28370545e-04 -6.53254414e-03 -5.59432474e-03  1.91031952e-03
  1.90776062e-03  1.78198521e-03  2.84309148e-03  7.66674695e-05
 -1.86872974e-03  2.44380160e-03 -3.03869742e-04 -2.45596443e-03
 -4.36979451e-03  3.75327896e-03  8.15715620e-03  3.59953759e-03]",-5.099215003031777,0.0061015343720465355
ADP,0.4357158002011682,0.513438588609759,"[-1.10170960e-03  4.90951432e-04 -4.10787915e-04 -1.88417040e-04
  7.06789399e-05  7.62123249e-05]","[ 7.66545720e-03 -7.60384142e-03  5.21611694e-04  7.46007679e-03
 -9.29111594e-03 -3.09502169e-03  3.77567269e-03  6.58735882e-03
 -1.50611057e-03 -5.36941283e-03  2.70856229e-03  2.94794303e-03
 -4.67486705e-03  2.64909302e-03  3.54553125e-03 -3.39451120e-05
 -3.35108476e-03  6.53913230e-04  3.01707187e-03 -2.92864652e-03]",-5.237175550713858,0.005315248303861159
