,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.41661865479057025,0.5540911650465523,"[-7.14804085e-04  6.01777492e-04 -9.21879051e-04 -3.15791585e-04
 -1.74370075e-04  7.84066931e-06]","[ 1.28949541e-02 -4.69420042e-03 -3.57056608e-03  9.85871204e-03
 -7.40180997e-03  5.49129480e-03 -5.50208555e-03 -9.84754909e-04
 -5.66201068e-03 -3.29092892e-03  3.18733988e-05 -2.73483191e-04
 -3.26189863e-03  3.65393168e-03 -4.20700836e-03  2.33741038e-03
 -4.75065061e-04  1.65488896e-03  7.57720985e-03  7.01794265e-03]",-5.042105033575873,0.006460135193786565
AAL,-0.4769084660792774,1.4366202788348958,"[-1.11705225e-03  4.35183809e-04 -4.72247157e-04  1.93228639e-04
 -4.61661941e-05  4.35955009e-04]","[ 6.85175545e-03 -8.71783070e-03 -5.39136492e-03 -1.91511422e-03
 -9.70246456e-04 -5.27359398e-03  4.57327017e-03 -3.63120297e-03
  9.52746124e-04  7.52637742e-04 -1.65428734e-03  2.62016879e-03
 -6.56719589e-03 -9.93172025e-05 -3.59631768e-03 -3.96651861e-03
  8.23870665e-04 -2.56881564e-03  4.63861031e-03 -9.03066699e-04]",-4.498994107732633,0.011120176613991516
AAP,-1.1041930398918887,2.0629093153100175,"[-1.50348399e-03 -5.21356905e-04 -9.69974572e-04 -4.91930587e-04
 -2.78129194e-04 -7.94169809e-05]","[ 3.60897778e-03 -1.18225245e-02 -4.74938789e-03 -9.13012384e-03
  4.07525700e-03 -9.68267866e-03  9.22347186e-03 -3.07434827e-03
  2.48336613e-03  2.00839094e-03 -7.51018820e-04  1.38621678e-03
 -2.93272450e-03 -9.78736311e-04 -9.66280952e-04 -1.39056929e-03
 -3.28230428e-04 -9.47246755e-05  2.95230494e-03 -2.10554354e-03]",-4.831866822405151,0.007971625757077794
AAPL,-0.6485397859119897,1.6212626663272625,"[ 1.41711914e-04 -4.10224135e-04 -4.81209079e-04 -7.71439148e-05
 -2.77006259e-04  1.17525566e-04]","[ 0.00519651 -0.00898449 -0.00810912 -0.00263019 -0.00453521 -0.00682685
  0.00059201 -0.00734962 -0.00138416 -0.00480715  0.00018594 -0.00222449
 -0.00327324 -0.0002287  -0.00333392 -0.00083214 -0.00103861 -0.00038858
  0.00535237  0.00212192]",-5.051493699976033,0.006399766971541523
ABBV,-0.03177539902042062,1.0054741373919307,"[-8.01147109e-04 -7.90364658e-04 -2.84072402e-04 -6.42127529e-04
  7.62259602e-07 -2.12381725e-04]","[ 0.00962891 -0.00697583 -0.00416221  0.00281792 -0.00301342 -0.00143082
  0.00163294 -0.00403886  0.00174088 -0.00295695  0.00461301  0.00044217
  0.00127799  0.00410861 -0.00158886  0.00412619 -0.00320651  0.00193612
  0.00116947 -0.00285585]",-4.5148877300464845,0.010944833833842618
ABT,-0.027309277054529,1.001225502085861,[-0.00083691  0.00099366 -0.0012411  -0.00019021 -0.0002452   0.00028692],"[ 0.00981628 -0.00557014 -0.00755729  0.00583941 -0.00896337 -0.00135965
 -0.00311155 -0.00747494 -0.00065609 -0.00545032  0.00156082  0.00089761
 -0.00554081  0.00359171 -0.00614648 -0.00050843 -0.0016853  -0.00065084
  0.00315597  0.00474   ]",-4.702736599733206,0.009070420994925695
ACN,-0.23496492288499857,1.2096200626513278,"[-1.66910525e-03 -4.35460165e-04 -1.85037725e-03 -4.37817194e-04
 -6.97034715e-04  4.96398783e-05]","[ 0.00786989 -0.00729746 -0.00684768  0.00158657 -0.00551022 -0.00353733
 -0.00043661 -0.0062523  -0.00114953 -0.00434622  0.00038806 -0.00131043
 -0.00378966 -0.00049133 -0.00259289 -0.00275715  0.00165771 -0.00094569
  0.00468662  0.00370726]",-4.59323946222183,0.010120021787381445
ADBE,0.4152435635231989,0.555414651713452,"[ 8.64870895e-07  1.39464695e-03 -3.97993881e-04 -3.71281305e-04
  1.71418220e-04 -8.06929296e-05]","[ 0.01214913 -0.00450301 -0.00538904  0.00882783 -0.00790126  0.00211331
 -0.00273342 -0.00394952 -0.00139442 -0.0022677  -0.00014868  0.00281548
 -0.00631113  0.00322241 -0.00449596 -0.00056785 -0.00024372  0.00205035
 -0.00052141  0.00687116]",-5.156911060001912,0.005759462872054688
ADI,-0.5869512533101197,1.554372333222358,"[-4.67414788e-04  1.05546576e-03 -1.16625479e-03 -2.30884164e-05
 -3.82393292e-04 -4.91409513e-05]","[ 0.00570087 -0.00857337 -0.00812237 -0.00198913 -0.00432215 -0.0068315
  0.00185408 -0.00670027 -0.00065823 -0.00225103 -0.00211409  0.00036279
 -0.00636011 -0.00116612 -0.00269114 -0.00283456  0.00105684  0.00211657
  0.00040974  0.00713092]",-5.075235588522152,0.006249613928872532
ADM,-1.5220333012371887,2.4762563912021323,"[-3.83838305e-04 -5.97907773e-04 -4.47011099e-04  1.91938366e-04
 -3.97352951e-04 -2.02061881e-05]","[ 1.49463460e-03 -1.36332785e-02 -4.56363897e-03 -1.22462252e-02
  5.47470344e-03 -9.47702457e-03  7.76247634e-03  6.97121035e-05
 -3.14295748e-03  3.51108160e-03 -4.76770223e-03  5.74351042e-04
 -4.87642878e-03 -1.22508539e-04 -3.42547308e-03  1.91007054e-03
 -2.64252722e-03  2.60323386e-03  7.35842590e-03  5.17685591e-03]",-5.741755388871382,0.0032091300569330157
