,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4526512806697356,0.5097465141050924,[ 0.000387    0.00058248 -0.00027362  0.00034718 -0.00027344 -0.00023432],"[ 3.92060981e-03 -7.69149454e-03  1.44478181e-03  1.41611809e-03
 -1.06935152e-02  8.24978193e-03  2.51491308e-03 -7.04583584e-03
  3.68756286e-04  4.22018471e-03 -3.51550869e-04  3.87026499e-05
  1.12855385e-04  1.31667228e-03 -9.85863881e-04  7.05666688e-04
 -7.75837178e-05  2.35560005e-03  2.52572940e-03 -4.51708884e-03]",-4.853594461198016,0.007800289261254347
AAL,0.450261235784487,0.5152405545228654,"[-1.93057219e-04  7.86945976e-04 -6.76584662e-05 -3.80634000e-04
  2.83773651e-04  6.66554871e-05]","[ 0.00263724 -0.00735181  0.00308695  0.00075523 -0.01246337  0.00903432
  0.00384741 -0.00772232 -0.00051498  0.00444835  0.00045292  0.00026521
 -0.00112156  0.00125276  0.00078791 -0.00051562 -0.00174602  0.00558145
  0.00297587 -0.0092879 ]",-5.197256758897169,0.0055317184631188355
AAP,0.44632572210565435,0.5066160093325675,"[ 1.62106767e-03 -7.84522827e-04  5.16854877e-04  7.89865723e-04
 -3.44494308e-04 -1.80954663e-05]","[ 0.00286811 -0.00841677  0.00346598  0.00393683 -0.01443493  0.00444265
  0.00753033 -0.0026397  -0.0048148   0.00077925  0.0031427   0.00159098
 -0.00047388  0.00154298 -0.00323373  0.00066509  0.00293781 -0.00074743
  0.00234942  0.00354774]",-5.00844455828777,0.006681287581489861
AAPL,0.4420325461291313,0.5111872267150197,"[-4.47346978e-06  7.96418796e-04 -3.83858964e-04  2.49321837e-04
 -1.94952663e-04 -1.40688513e-04]","[ 0.00058162 -0.00634605  0.00459967 -0.00191505 -0.01195167  0.01201693
  0.00081286 -0.00961535  0.00366838  0.00429138 -0.00303852  0.00174782
  0.00134475  0.00021016 -0.00136548  0.00038746 -0.00010111  0.00212671
  0.00492675  0.00020753]",-5.412708375036867,0.0044595457182307445
ABBV,0.4462553209554237,0.511868782152607,"[ 5.83908020e-04  1.85002058e-06  1.05320615e-05  2.34898071e-04
 -1.88814020e-04 -1.98076526e-04]","[ 0.00279057 -0.00738044  0.00295916  0.00066488 -0.01248165  0.00939828
  0.00400509 -0.00848239 -0.00072848  0.00542086  0.00068054 -0.00041948
 -0.00139816  0.00073115  0.00109751  0.00261689 -0.00205236 -0.00111612
  0.00364218  0.00200519]",-5.241925288145395,0.0052900621312378295
ABT,0.44236865394704383,0.5143163743190375,"[ 7.14517562e-04  4.66419221e-04  5.48499266e-05  6.67412973e-04
 -1.70452792e-04  2.39772160e-04]","[-0.000159   -0.00690775  0.00639835 -0.00023189 -0.01573669  0.00993364
  0.00613547 -0.00796144 -0.00196174  0.00391123  0.00122636  0.00093994
 -0.00092853  0.00106687 -0.00077205  0.0003487   0.00026662  0.001057
  0.00374198  0.00166531]",-5.532807744389481,0.003954869223652548
ACN,0.045035109494255515,0.9087800586643994,[-0.00203644  0.0014713  -0.00119954  0.00031565 -0.00026629  0.00015404],"[ 0.01076144 -0.00895584 -0.00719022  0.00508325 -0.00133212  0.00312274
 -0.00431283 -0.00167857  0.00378117  0.00074719 -0.00092864  0.00050428
 -0.00067404  0.0034551   0.0001395  -0.00268242 -0.00138532  0.00397366
  0.00484902 -0.00284746]",-4.469796527622113,0.01144964530006352
ADBE,0.4530110304708847,0.5114518681907231,"[1.13787140e-04 4.10486026e-05 1.75232601e-04 4.00467574e-04
 1.05777486e-05 4.18668877e-04]","[ 0.00522031 -0.00734459 -0.00082699  0.00044158 -0.00705744  0.00922825
 -0.00134343 -0.00738866  0.00296385  0.00361254 -0.00056479  0.00110358
 -0.00178044  0.0008856   0.00170635  0.0003023  -0.00220999  0.00257956
  0.00403203 -0.00308165]",-4.908688031735953,0.00738216714984885
ADI,0.4470727710105913,0.5133758023485038,"[-7.36133381e-05  6.77761016e-04 -3.04765305e-04  6.54817304e-06
 -7.00674831e-05 -1.55054888e-04]","[ 0.00193374 -0.00693628  0.00362022 -0.00051529 -0.0123903   0.01066787
  0.00304166 -0.0091727   0.00055221  0.00513032 -0.00037067  0.00038934
 -0.00039661  0.00059015 -0.00047721  0.00115373  0.00037298  0.00207072
  0.00061184 -0.00290471]",-5.277010279822121,0.005107678517652503
ADM,0.45360577931896634,0.5119404818575225,[ 0.00162588 -0.00017743  0.00049339  0.00086395 -0.00023776  0.00019815],"[ 0.00565598 -0.008431   -0.00034429  0.00339024 -0.00952224  0.00584751
  0.00253634 -0.00514471 -0.00038446  0.00386504  0.00036245 -0.0013022
 -0.00034094  0.00317978 -0.00035531 -0.00074866 -0.00146231  0.00169043
  0.00516546 -0.00073558]",-4.892907318312844,0.007499587062320966
ADP,0.44690040709114554,0.5014732926871655,"[-4.40936962e-04  5.52972266e-04 -2.97910023e-04  1.94836155e-04
 -7.01699570e-05  1.27513789e-04]","[ 0.00548764 -0.00924568  0.00066779  0.00650029 -0.01242054  0.00092174
  0.00734821  0.00116322 -0.00621561 -0.0025019   0.00553223  0.00461251
 -0.00387693 -0.00091346  0.00142444  0.002104   -0.0019666   0.00211887
  0.00450546 -0.00594226]",-4.74680808783636,0.008679354774252678
ADSK,0.44246152611379935,0.508955961124582,"[ 1.05175611e-03 -2.79309826e-05  3.16478385e-04  2.87729668e-04
 -5.41469542e-05  1.00395226e-05]","[ 0.00370656 -0.00659854  0.00042556 -0.00139749 -0.00726275  0.01103362
 -0.00221226 -0.0079843   0.00370645  0.00234757 -0.00018098  0.00348924
 -0.0028057  -0.00056669  0.00166382  0.00022025  0.00034226  0.00356603
 -0.00138908 -0.00355463]",-5.300330983298277,0.004989942046079499
AEE,0.4451596883200545,0.5087996881314037,[ 0.00158888 -0.00113392  0.00064858  0.00014619 -0.00015225 -0.00033887],"[ 0.00623527 -0.00988155 -0.0002898   0.00824828 -0.0111371  -0.00145179
  0.00553515  0.00366855 -0.00338175 -0.00434587  0.00164647  0.00547074
  0.00067721 -0.00077403 -0.00312306  0.00166408  0.00199878  0.00087196
  0.00130394  0.00020465]",-5.134418311722655,0.005890476930228526
AEP,0.4448927021396504,0.5070347515994758,[ 0.00119382 -0.00098661  0.0005019   0.00019946 -0.00016783 -0.00024499],"[ 5.31152298e-03 -9.78460741e-03  9.79769885e-04  8.02755360e-03
 -1.27605836e-02 -1.11604149e-03  7.13004258e-03  3.16232144e-03
 -4.73845819e-03 -3.62591211e-03  2.57998589e-03  4.47926752e-03
  9.70400119e-05  1.21280727e-04 -2.49167801e-03  1.04893675e-03
  5.19082923e-04  7.42955279e-04  4.86779459e-03  7.13779590e-04]",-5.078284226839633,0.00623059012945567
