,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.5027443636111338,0.473604515555664,"[ 2.65673629e-03 -4.99870755e-04  8.41257873e-04  6.73373497e-04
  6.01608362e-05  2.24947198e-04]","[ 0.00913347 -0.00654838 -0.00655032  0.00416338 -0.00687136  0.00042872
 -0.00425457 -0.0042513  -0.00180629 -0.00590505  0.00205883 -0.00035585
 -0.00187999  0.00315435 -0.00264384  0.00356544 -0.00079295  0.00444387
  0.00463723  0.00406454]",-4.845024886282128,0.007867421661675165
AAL,0.503405614440785,0.47659897669168355,[0.00148163 0.00021846 0.0003614  0.00019862 0.00020487 0.00016458],"[ 1.73747693e-02 -4.63250725e-03  4.20630864e-03  9.42064906e-03
  1.04077231e-03  8.22502567e-03 -8.13037076e-05  6.43069008e-05
 -6.05628323e-04 -5.86676369e-03  2.21971559e-03 -3.43455470e-03
 -3.00351891e-03 -1.36490130e-04 -5.99342519e-03  1.06142397e-03
 -4.21223237e-03  2.17166094e-03  7.08986555e-03  2.98349625e-03]",-5.460967630136322,0.0042494418667670935
AAP,0.5024866759441159,0.47394707305709743,[ 0.00095863  0.00030724 -0.00029009  0.00010328  0.00012706 -0.00014853],"[ 0.01411142 -0.0052334   0.00059321  0.00810253 -0.00106222  0.00817741
 -0.00169667  0.00312846 -0.00316837 -0.00026347 -0.00140366  0.00101085
 -0.00482345  0.00117968 -0.00374477  0.00060319 -0.00157462  0.00169562
  0.00314497 -0.00093415]",-5.088706433913759,0.006165990847223642
AAPL,0.5020293740882423,0.4739881859402099,"[ 2.15882083e-03  8.50909811e-04 -1.56672674e-05  7.06349923e-04
 -2.53837505e-05  2.43812108e-05]","[ 1.05421267e-02 -6.60486375e-03 -4.03417895e-03  4.07624440e-03
 -4.05064943e-03  5.45388284e-04 -1.93828596e-03 -4.18662891e-03
 -9.78141357e-04 -6.92889645e-03  2.08556195e-03 -3.40636262e-03
 -1.22838625e-03 -1.26261023e-03 -9.90615926e-04 -6.51298677e-05
 -8.60083310e-04  4.21616456e-03 -1.28181323e-03  6.50383515e-03]",-5.099665566971586,0.006098785859917708
ABBV,0.5014309427771629,0.4740533392889572,"[ 1.07948691e-03 -7.54676722e-04  4.83263723e-04  3.56536380e-04
 -2.94902009e-05  1.24766807e-04]","[ 0.01083884 -0.00557075 -0.00483136  0.00664959 -0.00651709  0.00429197
 -0.00531825 -0.00167181 -0.0031193  -0.00507101  0.00146231 -0.00150101
 -0.00101959  0.00075597 -0.00050396  0.00060299  0.00134992  0.00183723
  0.00470504  0.00233968]",-5.259971912129339,0.005195450645801593
ABT,0.5036527061560935,0.47418641339474765,[0.00154285 0.00049917 0.00042834 0.00021872 0.00032435 0.00035617],"[ 0.01222368 -0.005454   -0.00222357  0.00708695 -0.00337754  0.0058345
 -0.00240398  0.00066788 -0.00171504 -0.00217675  0.00157326  0.00072924
 -0.00177789  0.00205143 -0.0018615   0.00132528 -0.00067725  0.00167963
  0.00290257  0.00014814]",-4.832135702461782,0.007969482634027223
ACN,0.5045695636412785,0.4758695502799931,[0.00143329 0.00079693 0.00028318 0.00017736 0.00026979 0.00024316],"[ 1.38934030e-02 -5.32743258e-03  4.10136514e-04  7.55161203e-03
 -6.25814025e-04  6.68784928e-03  1.71756071e-04  1.29515870e-03
  7.87724317e-05 -2.08729293e-03  2.95833969e-03  7.01714655e-05
 -7.27588297e-04  1.04373592e-03 -1.54434497e-03  7.03893904e-04
 -2.00596579e-03  2.26914049e-03 -1.18963045e-03  2.08591601e-03]",-5.011658684879669,0.006659847551348948
ADBE,0.5047547219852871,0.47671738994759194,[ 0.00343431 -0.00018794  0.00092543 -0.00027842  0.00030656 -0.00053694],"[ 0.0126616  -0.00541376 -0.00199974  0.00701882 -0.00362     0.00484412
 -0.00267804 -0.00128586 -0.00158751 -0.00476745  0.00161528 -0.00117453
 -0.00304738  0.00109592 -0.00477439  0.00053569 -0.00363551  0.00087019
  0.00127281  0.001122  ]",-5.103774735856925,0.006073776338189081
ADI,0.5035505515644293,0.4786340190277947,"[ 1.33388136e-03  2.48482022e-04  1.97294133e-04  2.75732717e-04
 -6.37013341e-05 -1.32433791e-04]","[ 0.01555793 -0.00408328  0.00042151  0.01047818 -0.00376465  0.00900149
 -0.00440871 -0.00014494 -0.00233715 -0.00605453  0.00229814 -0.00251608
 -0.00271555  0.00095254 -0.00598233  0.00021165 -0.0034717  -0.00063841
  0.00659724  0.00246993]",-5.776806917975587,0.00309859369257836
ADM,0.5045071070234287,0.4776879780954256,"[ 1.93986273e-04  4.31213801e-04 -1.06019565e-05 -4.20981265e-04
  2.78556637e-04 -7.00477023e-05]","[ 0.01147433 -0.00542172 -0.00458113  0.00694478 -0.00700462  0.00372502
 -0.00577857 -0.00348022 -0.00260077 -0.0072852   0.00241219 -0.00182692
 -0.00196544  0.00296596 -0.00482497  0.00384481 -0.00358158  0.00403077
  0.00414579  0.00499756]",-5.309163781811589,0.00494606097501662
ADP,0.5068996727291829,0.4806772200593662,[0.00128442 0.00046562 0.0003812  0.00023212 0.00035839 0.00046037],"[ 1.41025802e-02 -4.87148281e-03 -9.19323765e-04  8.12984087e-03
 -3.60064767e-03  5.01717313e-03 -2.34268240e-03 -3.26013797e-03
  6.21546392e-04 -7.90014167e-03  5.46839250e-03 -2.56834103e-03
 -3.16652206e-04  2.16724230e-03 -5.32681042e-03  1.87102400e-03
 -4.88440846e-03 -8.90605161e-05  3.88190301e-03 -3.03528847e-04]",-5.420466416796622,0.00442508223374998
ADSK,0.5049553233678588,0.47717587008555695,[ 0.00296105 -0.00044683  0.00072762 -0.00012808  0.00034375 -0.00030066],"[ 0.01122735 -0.00595806 -0.00405002  0.00553021 -0.00522599  0.00191919
 -0.00326813 -0.00407997 -0.00113682 -0.00690392  0.0023413  -0.00172008
 -0.0028204   0.00177883 -0.00476176  0.00189392 -0.00256989  0.0033736
  0.00378373  0.00664763]",-5.121617336699139,0.005966365465625572
AEE,0.5007535711824178,0.47305074005946884,[0.00042765 0.00043974 0.00017382 0.00010283 0.00018445 0.00030587],"[ 0.01520378 -0.00517743  0.00226588  0.00800189  0.00116291  0.00718585
  0.00198112  0.00149751  0.00140764 -0.00187239  0.00322877  0.00042039
 -0.00236445  0.00092458 -0.00424567 -0.00065651 -0.00325896  0.00063276
  0.00025472  0.00407286]",-5.308991354434937,0.00494691388486569
AEP,0.49897049757369033,0.4717082060348606,[0.00073219 0.00030043 0.000183   0.00012662 0.00016324 0.00019709],"[ 0.01644106 -0.00515239  0.00404468  0.00812529  0.00294209  0.00702007
  0.00389858  0.0008372   0.00313632 -0.00291239  0.00458423 -0.00056688
 -0.00201503 -0.00016669 -0.00469633 -0.00242081 -0.00320047 -0.00153511
  0.00146169  0.00326538]",-5.4649323175717965,0.00423262751184603
AES,-0.5825976821302647,1.556673662225211,[ 0.00035168 -0.00124343  0.00075306  0.00012808 -0.00012924  0.0001121 ],"[ 0.00846679 -0.00745063 -0.00575933  0.00216999 -0.00377627 -0.00098935
 -0.00027376 -0.00277633 -0.00030214 -0.00231075  0.00047028  0.00174875
 -0.00431759  0.00165095 -0.00260734  0.00016603  0.00048384  0.0035627
  0.00142763  0.00733193]",-4.6910733676106755,0.009176830755055541
AFL,0.5020450578333093,0.4729627107500477,"[ 1.49771772e-03  1.22292281e-03 -5.31229604e-05  1.87509841e-04
  3.04435081e-04  1.81818036e-04]","[ 0.01084971 -0.00684465 -0.00281322  0.0039933  -0.00199472  0.00191553
 -0.00011958 -0.00080762 -0.00143732 -0.00149835 -0.00147389  0.00150037
 -0.00681821  0.00115253 -0.00523579  0.00014195 -0.00156972  0.00487402
  0.0004055   0.01115057]",-4.93386024207268,0.007198661002912919
AIG,0.5030729092504744,0.47625567999875423,"[1.45491850e-03 7.23133761e-05 4.87672701e-04 1.47074809e-04
 1.67619750e-04 1.32826533e-04]","[ 0.01097612 -0.00600714 -0.00445919  0.00576661 -0.00585187  0.0029127
 -0.00451741 -0.00247201 -0.00302065 -0.00456092 -0.0003227   0.00080552
 -0.00583693  0.00418824 -0.00717362  0.00407722 -0.00299565  0.00472663
  0.00748739  0.006857  ]",-5.334607562705458,0.004821801995953742
AIZ,-0.48190953765674227,1.4596036608115404,[0.00195016 0.00024488 0.00040314 0.00014799 0.00036174 0.00019388],"[ 0.00905686 -0.00681237 -0.00595807  0.00366414 -0.00542873  0.00060637
 -0.00277117 -0.00261387 -0.00188719 -0.00302157 -0.00012829  0.00185184
 -0.00521068  0.00334154 -0.00496168  0.00216037 -0.00154232  0.00335852
  0.0037113   0.00470402]",-4.639847537856354,0.009659170173071628
AJG,0.5009936861309698,0.47250655474580583,[0.0014863  0.00096743 0.00033896 0.00044907 0.0004801  0.00076629],"[ 0.00875099 -0.0063599  -0.00737896  0.00470213 -0.00788296  0.0012911
 -0.00497988 -0.00335569 -0.0017867  -0.00443146  0.0024755   0.00173916
 -0.00177278  0.00502855 -0.00285462  0.00360031  0.0001415   0.00105474
  0.00845375 -0.00233979]",-4.9804474809249,0.006870987233750878
