,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4865532268994595,0.49537838508546855,"[ 8.86028567e-04  1.84134863e-04  2.46915588e-04  5.27261938e-04
 -7.11671155e-05  2.55819663e-04]","[ 1.03936481e-02 -8.74032535e-03 -3.27558143e-03  5.13149402e-04
 -6.33891503e-03  7.12911518e-05 -5.17331620e-03  8.04842309e-04
 -2.62743709e-03  1.34655338e-03  1.43475005e-03  3.49586280e-03
 -2.29989859e-03  3.77208811e-03 -6.33492332e-04  3.04461415e-03
  1.17721358e-03  1.27213502e-03 -2.17284496e-03 -3.77407745e-03]",-5.308050839592018,0.004951568719428423
AAL,0.4866187089071493,0.49194582575378504,"[7.36201837e-04 8.27578811e-04 4.94078236e-05 3.86322817e-04
 1.65437221e-05 2.44877139e-04]","[ 8.42808572e-03 -6.96637203e-03 -4.51236711e-03  5.01774724e-03
 -4.33986690e-03  5.42884448e-03 -2.35392922e-05  3.91382684e-03
  3.32628652e-03  4.66724544e-04  4.18781108e-03 -2.53762770e-04
 -2.86165008e-03  4.77998684e-05 -2.70590350e-03  1.87857916e-03
  9.15800033e-04  1.71175840e-03  3.32131809e-05 -6.32944937e-03]",-4.623706205436679,0.009816347160138121
AAP,0.08238564321334359,0.8933082335434971,"[-1.86068879e-05 -1.31231533e-04 -1.73881744e-05  2.62284716e-04
 -1.18487281e-04  8.41510691e-05]","[ 7.19139160e-03 -4.85822565e-03 -2.85389048e-03  8.62139578e-03
 -7.95189117e-05  5.68258325e-03  2.17636184e-03 -7.20209508e-04
 -3.02968103e-04 -3.27039095e-03 -1.66790690e-04  1.26944667e-03
 -3.06143892e-03  4.09904824e-03 -6.96270890e-04  2.46147001e-03
 -1.17313682e-03  1.14183799e-03 -4.33875444e-03  8.50283154e-04]",-4.752506004172789,0.00863004116273009
AAPL,0.483596160890981,0.4943241471274727,"[ 4.09968441e-04  2.76433193e-04  7.70503973e-06  1.99183457e-04
 -5.36118553e-05  2.14632832e-05]","[ 1.22754424e-02 -9.31255479e-03  7.80336302e-05 -1.50422597e-03
 -3.47263788e-03 -3.72092028e-03 -3.49428865e-03 -4.04623186e-03
 -2.41362641e-03 -2.64385647e-03  1.11407202e-03  5.95911316e-04
 -2.53223644e-03  1.75060489e-03 -9.53227390e-04  1.82868503e-03
  1.00186885e-03  1.27505617e-03 -1.39367370e-03 -3.01360079e-03]",-5.824445287097653,0.0029544425653172594
ABBV,0.4842840423157768,0.49376754533532363,"[ 2.83754339e-04 -2.51217313e-05  2.16322453e-04  4.51978097e-05
  1.22168002e-04  2.16394124e-04]","[ 0.00655992 -0.00520164 -0.00509914  0.00870911 -0.0028129   0.00794934
  0.00101373  0.00398428  0.00195367  0.00056103  0.00267732  0.0018993
 -0.00255927  0.00278834 -0.00142264  0.0026613   0.0008762   0.0005635
 -0.0026437  -0.00782515]",-5.366214826995842,0.004671781385697753
ABT,0.4859330088389515,0.4948875536729827,[ 0.00161407 -0.00025478  0.00078842  0.00021583  0.00020001  0.00029299],"[ 1.12332381e-02 -9.16431042e-03 -2.09875663e-03 -8.40366639e-04
 -5.82129216e-03 -2.03507981e-03 -5.42486686e-03 -1.27441885e-03
 -2.98873003e-03 -2.73125891e-05  1.66038907e-03  2.03907061e-03
 -2.07852004e-03  1.56380335e-03 -1.21473873e-03  1.03250310e-03
  9.01728715e-04  9.30220793e-04  9.11895814e-05 -3.36355940e-03]",-5.333645583218281,0.004826442702339375
ACN,0.4906546247756021,0.4980239951234649,"[ 1.33751790e-03  2.32634403e-06  4.15229146e-04  4.13955026e-04
 -3.19491741e-05  1.33806990e-04]","[ 0.00830643 -0.00713505 -0.00478456  0.00405088 -0.00566595  0.00311593
 -0.00392788  0.00138308 -0.00280194  0.00025895  0.0002275   0.00227688
 -0.00333528  0.00232276 -0.0014803   0.00067577  0.00096995 -0.00127908
  0.00138436 -0.0072706 ]",-4.968453082401206,0.006953896824234459
ADBE,0.48379681921616213,0.4942662264275228,[ 0.00182907 -0.00085873  0.00105845  0.00010922  0.00025137  0.00027314],"[ 0.01011807 -0.00785139 -0.00189156  0.00139259 -0.00460428 -0.001491
 -0.00579773 -0.00238333 -0.00545451  0.00019683  0.00052133  0.0039271
 -0.00174072  0.00191412 -0.00231562 -0.00079399 -0.00124298 -0.00017031
  0.00124414 -0.00663157]",-5.624736266453639,0.0036075144331407347
ADI,0.48408861484460425,0.495671284507525,"[ 6.68566501e-04  2.72809794e-05  1.19266177e-04  1.79236723e-04
 -6.98844271e-05 -5.77774736e-05]","[ 0.0111569  -0.00938324 -0.00266619 -0.00078483 -0.00634875 -0.00099963
 -0.00497154  0.00036566 -0.00162313  0.0006355   0.0019628   0.00157183
 -0.00338209  0.00165738 -0.00249233  0.00261842  0.00122129  0.00141646
 -0.00036847 -0.00762137]",-5.856664897181856,0.002860768748228561
ADM,0.47784763190544066,0.4915357698263312,"[ 3.39164126e-04 -3.95327801e-04  2.83358007e-04  1.86596394e-05
  6.56484803e-05  1.00829511e-04]","[ 6.86667522e-03 -5.13113062e-03 -4.08730150e-03  8.42454010e-03
 -2.21054151e-03  6.57898449e-03 -8.90117542e-05  2.42648148e-03
 -7.90548529e-04  7.76444028e-04  5.27634397e-04  4.06870190e-03
 -4.12947991e-03  5.54382293e-03 -3.53554876e-03  5.48524980e-03
 -1.83116394e-03  3.57156711e-03 -6.54912824e-03 -6.44491711e-03]",-6.219571687547601,0.0019900974182537117
ADP,0.4862733308187237,0.4938888914509045,"[ 1.14659707e-03 -3.11152245e-04  5.29210773e-04  2.17392503e-04
  7.81358567e-05  1.78919629e-04]","[ 1.03901841e-02 -8.16372132e-03 -1.92583654e-03  1.13892826e-03
 -4.17777281e-03 -1.07158468e-03 -3.78623425e-03 -2.59653667e-03
 -3.19660188e-03 -2.31663579e-03  1.06208596e-04  2.85968202e-04
 -3.65177679e-03  6.06141765e-04 -2.24177369e-03  8.45165045e-05
  9.36390431e-04 -6.27588623e-04  2.13015071e-03 -7.46195215e-03]",-5.080520780441375,0.006216670652291357
ADSK,0.485276707232843,0.4954036801190578,"[ 7.43198145e-04 -7.18189937e-04  4.05891626e-04  2.72681592e-05
 -9.97285745e-06 -7.70066074e-05]","[ 9.40941757e-03 -7.46636013e-03 -2.99202323e-03  2.75168952e-03
 -4.79793880e-03  8.83201262e-04 -4.52849720e-03 -2.80682915e-04
 -3.82946032e-03  7.11061520e-04  6.78144249e-04  4.02285461e-03
 -2.03369376e-03  3.36751857e-03 -1.29824082e-03  1.04536902e-03
 -1.96322804e-04 -1.13960833e-05 -2.30830958e-04 -6.04075466e-03]",-5.543627847579629,0.003912307805256298
AEE,0.48189548817652184,0.49303335434054296,"[-7.09099745e-05  5.62642634e-04 -2.24040726e-05  3.65722680e-04
  6.85410729e-05  4.90266569e-04]","[ 0.00627161 -0.00443976 -0.00411935  0.01025288 -0.00060194  0.0086733
  0.00328383  0.00311051  0.00300201 -0.00076896  0.00260246  0.00099285
 -0.00329057  0.00224351 -0.00324008  0.00245307 -0.00191636  0.00103588
 -0.00606101 -0.00748288]",-5.673354140690109,0.0034363200239105347
AEP,0.4827992565542763,0.4947796607829205,"[ 8.27832150e-06  4.48460670e-04 -4.59537518e-05  2.99316546e-04
  2.11376976e-05  3.29700548e-04]","[ 0.00735454 -0.00483327 -0.00246123  0.00923914  0.00100178  0.00722157
  0.0050685   0.00116352  0.00449044 -0.00306236  0.00299376 -0.0011415
 -0.00321137  0.00146412 -0.00215785  0.00273045 -0.00013871  0.00076668
 -0.00583684 -0.00795948]",-5.8103750336793505,0.0029963061458655213
AES,0.482040275592878,0.491355679329914,[0.00034944 0.00024599 0.0002282  0.00023394 0.00013687 0.00040994],"[ 0.0071883  -0.00618641 -0.00563781  0.0070276  -0.00427335  0.00745504
  0.0001923   0.00465912  0.00187711  0.00071866  0.00201145  0.00177314
 -0.00320122  0.00359778 -0.00104128  0.00297626 -0.00040283 -0.00037594
 -0.00644666 -0.0041317 ]",-5.39022353577199,0.004560953685472093
AFL,0.4852282258600914,0.495210400024071,"[7.31252189e-04 2.06174088e-04 1.95331768e-04 1.64749691e-04
 2.38672520e-05 6.33826216e-05]","[ 0.01035893 -0.00856798 -0.00295985  0.00061194 -0.00589861 -0.00045175
 -0.00521005 -0.00041696 -0.00345714  0.00015623  0.00047209  0.00238063
 -0.00354272  0.00225955 -0.00292804  0.0017511  -0.000722    0.00206332
  0.0010269  -0.00241958]",-5.5182596018429715,0.004012825782815423
AIG,0.48745344668023,0.49826872344490825,"[ 3.50253736e-04 -4.70013410e-04  2.66727143e-04  9.31486624e-05
 -4.82855903e-06  5.69689661e-05]","[ 0.00913011 -0.00756704 -0.00386695  0.00286752 -0.00582806  0.00182632
 -0.00512489  0.00158642 -0.00343003  0.0025602   0.00143157  0.00528904
 -0.0018103   0.00417053 -0.00194299  0.00235693 -0.00110562  0.00250526
 -0.00069893 -0.00253197]",-5.61973718029353,0.00362559386127363
AIZ,0.48197949071341073,0.491082755647099,"[-7.03890828e-05  1.54893435e-04  1.21353056e-04  3.34331301e-04
  6.82660370e-05  4.80099777e-04]","[ 5.17975671e-03 -3.79170729e-03 -5.21287650e-03  1.14428855e-02
 -1.03186121e-03  9.13732221e-03  2.18544350e-03  2.08030982e-03
  7.98154598e-05 -1.69697465e-03  3.09510207e-04  1.76272706e-03
 -2.84712413e-03  3.01298725e-03 -1.79582428e-03  4.00453623e-04
 -2.93798861e-03  6.00440192e-04 -2.12977896e-03  2.43285925e-03]",-5.304838270654998,0.004967501554248056
AJG,0.48689596735312857,0.4965249737730083,"[ 5.83587680e-04  1.30632700e-03 -1.20573054e-05  4.49592257e-04
  1.09075716e-04  4.70840688e-04]","[ 0.0081581  -0.00663465 -0.00402849  0.00453033 -0.00490641  0.00235646
 -0.00455055  0.0002623  -0.00410277  0.00070897  0.00045526  0.0033699
 -0.00279651  0.00195132 -0.00272982  0.00072238  0.00116671  0.002001
  0.00782745 -0.00608473]",-5.428617322951461,0.004389160400360501
AKAM,0.48352001396412086,0.4943892771744816,"[6.63698038e-04 2.68685479e-04 1.24369773e-04 1.26886589e-04
 9.87906099e-06 8.63807406e-06]","[ 0.01115779 -0.00899339 -0.00187021 -0.00066565 -0.00581522 -0.00228066
 -0.00627772 -0.00118608 -0.00390834  0.00119434  0.00192059  0.00332688
 -0.00213391  0.00122093 -0.00336608  0.00062028 -0.00047301  0.00211183
  0.00324378 -0.00713663]",-5.716343712259478,0.0032917244181600723
