,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.46777450831375283,0.4932072265375789,[ 0.00014885  0.00098071 -0.00037432  0.00028279 -0.00017271 -0.00010504],"[ 0.00538991 -0.00789279  0.00112965  0.00233053 -0.01090294  0.00765414
  0.00337487 -0.0065786  -0.0003602   0.00482591 -0.00067012 -0.00083046
  0.00109435  0.00157895 -0.0015746   0.00138622 -0.00047921  0.00154067
  0.00345676 -0.00520845]",-4.879079699229236,0.007604008783588637
AAL,0.46911613752829295,0.49659565759060925,"[-1.21964250e-04  8.53081952e-04 -8.67550020e-05 -3.86263388e-04
  2.95711208e-04  7.20490638e-05]","[ 0.0044276  -0.00735543  0.00246758  0.00114487 -0.01218228  0.00924808
  0.00426922 -0.00777121 -0.00116903  0.00521132  0.00073026 -0.00042616
 -0.00103939  0.00119158  0.00060614  0.00047903 -0.00197155  0.00460903
  0.00276957 -0.0100849 ]",-5.191639188820189,0.005562880725378373
AAP,0.4634556056350116,0.48906677793504644,"[ 1.47031203e-03 -7.22678228e-04  4.76092771e-04  8.48835782e-04
 -3.57588206e-04  4.28021887e-05]","[ 4.18669708e-03 -8.41555610e-03  3.42348084e-03  4.28183316e-03
 -1.45530701e-02  4.09708404e-03  7.92123565e-03 -2.49865222e-03
 -5.01427582e-03  1.14414817e-03  3.29222633e-03  1.00786824e-03
 -7.78875222e-05  1.60650712e-03 -3.41230306e-03  1.15622855e-03
  2.90157233e-03 -1.21515117e-03  2.73145478e-03  3.21846861e-03]",-5.0127918070441035,0.0066523054043707034
AAPL,1.120943684322187,-0.1664266455367964,"[-1.64851844e-05  9.99674421e-04 -4.14926320e-04  2.29592915e-04
 -1.56061009e-04 -1.03845711e-04]","[ 0.00355663 -0.00677131  0.00301794 -0.00064474 -0.01120382  0.01164533
  0.00152647 -0.00941858  0.00238409  0.00560116 -0.00297032  0.00023371
  0.00189239  0.00012661 -0.00156008  0.00211397 -0.00055912  0.0006644
  0.00482763 -0.00133322]",-5.406719163704109,0.0044863350233110095
ABBV,1.179052606833104,-0.2211701052345805,"[ 2.64712678e-04  4.32036394e-04 -5.98833720e-05  4.31803077e-05
 -2.17456864e-05 -8.14300827e-05]","[ 2.95437578e-03 -7.51158591e-03  4.32061422e-03  1.46767833e-03
 -1.34084373e-02  8.57019413e-03  4.13846572e-03 -6.82729820e-03
 -3.96751714e-05  4.27642743e-03 -7.26453258e-04 -9.15329108e-05
 -1.62232536e-04  1.45236204e-03  5.48624031e-04  1.04234485e-03
 -2.75575104e-03 -6.81887843e-05  5.20957591e-03  2.65764684e-03]",-5.197863947432426,0.005528360686592631
ABT,1.4158562000750152,-0.4589452137731711,"[ 5.24628789e-04  8.62868048e-04  3.07660381e-06  5.11168195e-04
 -3.03962546e-05  3.25108739e-04]","[ 1.33577574e-03 -7.34198940e-03  6.80970121e-03  1.25297925e-03
 -1.62767989e-02  8.64888171e-03  6.53520646e-03 -6.57263702e-03
 -1.63353294e-03  3.76044752e-03  8.53877487e-06  2.57413132e-04
  3.03384060e-04  1.76206249e-03 -8.82116576e-04 -2.43909903e-05
 -8.41642185e-04  1.23729489e-03  4.58156245e-03  1.80844376e-03]",-5.554602133601032,0.0038696077502534147
ACN,-0.5814562285927223,1.5336732289588697,[-0.0020214   0.00145581 -0.00117723  0.00039142 -0.00028713  0.00019452],"[ 0.01163238 -0.00890989 -0.00828755  0.00530831 -0.0007668   0.00295877
 -0.00373704 -0.00207442  0.00263912  0.00180794 -0.00045712 -0.00056745
 -0.00064982  0.00371909 -0.00016114 -0.0014545  -0.00145787  0.00256864
  0.0051202  -0.00293868]",-4.499800663817654,0.011111211183924111
ADBE,0.4701655514102986,0.4960208326009191,"[-1.93165460e-04  4.70190581e-04  5.14786751e-05  4.43508343e-04
  8.04718975e-05  6.18620249e-04]","[ 0.00730372 -0.0076661  -0.0020799   0.00161926 -0.00682566  0.00868655
 -0.00017354 -0.00741071  0.00161227  0.0052161  -0.0006271  -0.00071176
 -0.00085154  0.00115749  0.00097703  0.00190856 -0.00296547  0.00093914
  0.00516392 -0.00437133]",-4.891811693206342,0.0075078083010702385
ADI,1.0542667607745235,-0.09332151346297786,"[-2.29791113e-04  9.09442484e-04 -3.69900838e-04 -2.57246769e-05
 -1.24911686e-05 -7.22008677e-05]","[ 3.88572167e-03 -7.23929272e-03  3.03303602e-03  5.87532867e-04
 -1.22622204e-02  1.01121394e-02  3.60746917e-03 -8.52990377e-03
 -7.29360596e-06  5.68521640e-03 -7.26305747e-04 -5.17989269e-04
  3.82613741e-04  8.40379875e-04 -8.00195349e-04  1.76066062e-03
 -2.04660063e-04  1.35509599e-03  1.07132406e-03 -3.61414055e-03]",-5.287060543071425,0.005056602099606504
ADM,0.4698154485260804,0.49581001302229794,"[ 1.79580675e-03  7.42959505e-05  5.39030348e-04  6.53882442e-04
 -1.11572331e-04  1.44792784e-04]","[ 0.00591924 -0.00822499  0.00021441  0.00321666 -0.00976155  0.00611576
  0.00254293 -0.00488754 -0.00026646  0.00356235  0.00013564 -0.0009106
 -0.00020874  0.00329369 -0.00047    -0.00101916 -0.00149183  0.00202411
  0.0053699  -0.00070001]",-4.89938314599392,0.007451177942560034
