,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4824591483045352,0.49645309015651345,"[ 7.43336523e-05  4.73599503e-05 -1.30566706e-04  8.81901582e-05
 -1.49860125e-04 -1.91109146e-04]","[ 1.11166944e-02  1.13065204e-03 -1.70254784e-03  1.29309289e-03
 -3.75883810e-03  5.69165908e-03  1.06881805e-03 -1.38649318e-03
 -6.23520770e-04 -3.37521936e-04  2.18627605e-03  1.57712827e-04
 -1.20910688e-03  3.25732657e-03  2.03735687e-04 -9.37465933e-04
 -6.60367658e-05 -6.74025236e-04 -3.79942664e-03  1.27033825e-03]",-6.330868948331347,0.0017804859464177886
AAL,0.48374486539950695,0.49516836528968755,"[-1.47404722e-04 -4.12169548e-04  1.80008223e-04 -2.28246165e-04
  1.42613626e-04  6.82394097e-05]","[ 1.13937195e-02  2.05466025e-03  1.52335601e-05  3.27455205e-04
 -5.72085503e-03  4.35744076e-03  8.72928437e-04  9.55654246e-04
  1.74670629e-04 -6.46010246e-04  3.25914332e-03  6.83601901e-04
 -1.02935315e-03  4.19467048e-04 -3.04355129e-03 -1.66482726e-04
  4.52425806e-04  2.31218481e-03 -4.67002284e-05  2.38431844e-03]",-5.831263058747563,0.0029343683589889468
AAP,0.48308416332789195,0.49507672186389995,"[-6.74449335e-05  6.95040512e-05  6.81636387e-05 -2.84227142e-04
  1.65917819e-04 -4.15888140e-06]","[ 6.82529281e-03 -1.56101109e-03 -7.43898670e-05  7.90714520e-03
 -5.78381217e-04 -9.31888074e-04 -4.71560358e-03  1.26277360e-03
  2.20533559e-03  7.17655624e-05  1.51920075e-03  9.52958827e-04
  5.14390356e-04  1.56166200e-03 -1.94463448e-03 -1.28588291e-03
 -5.52331829e-04 -5.81911531e-05 -4.25309829e-03  4.22997526e-03]",-6.020192717150867,0.002429201401138639
AAPL,0.484175790093859,0.49320037392453503,"[ 2.28054576e-04 -4.44152622e-04  2.72276625e-04  9.29924713e-05
  3.73554187e-05  1.55869158e-04]","[ 8.77688774e-03 -1.11287894e-03 -2.42575827e-03  5.53103353e-03
 -3.78195850e-04  3.26758882e-03 -2.20895772e-03 -1.81792205e-03
  4.74371018e-04  6.20615181e-04  1.97494707e-03  2.06067177e-04
 -6.62719976e-04  2.10342508e-03 -1.60999204e-03 -2.16898983e-04
  7.30630869e-05  2.73720506e-04  5.76489735e-04  5.44851518e-03]",-5.413173541757513,0.004457471768377045
ABBV,0.48350882688831665,0.4985960481869645,"[ 2.35517975e-04  2.28576768e-04  9.07105134e-06 -4.77543120e-05
  2.86022095e-05 -6.35473472e-05]","[ 6.98176838e-03 -2.36990145e-03 -2.04044925e-03  8.23305454e-03
  8.00058084e-04  1.19691030e-03 -2.84918916e-03 -9.16190689e-04
  3.66667885e-05 -1.47380902e-03  6.01430864e-04  3.27340985e-03
  1.64167121e-03  1.46410658e-03 -1.24424507e-03 -6.61769285e-04
 -4.13545869e-04 -1.33557686e-03 -4.05403321e-04  1.79416530e-03]",-6.620763100343661,0.001332413792144954
ABT,0.48392687444941046,0.4949504685140044,"[6.63731649e-04 2.94145353e-04 2.03552686e-04 7.12097401e-05
 8.62529850e-05 7.84654855e-05]","[ 7.44657392e-03 -1.79539984e-03 -1.66796400e-03  7.50277851e-03
  3.96782610e-04  9.43921766e-04 -4.04604129e-03 -5.63686340e-04
  1.48479136e-03  2.60147408e-04  1.33695564e-03  1.18644925e-03
  8.56393130e-04  1.04892704e-03 -3.28950615e-03 -2.73018821e-04
  9.98093113e-04  3.32518848e-05 -2.29306223e-03  6.27404472e-03]",-5.831286642434722,0.002934299156579587
ACN,0.4811422625622448,0.49349278169232774,"[-2.58766589e-05  6.70595701e-04 -2.05427027e-05  1.43403223e-05
  1.62588718e-04  2.56753556e-04]","[ 0.00619335 -0.00319507 -0.00241429  0.0092144   0.00086222  0.00123511
 -0.00190778 -0.00022981  0.0004261  -0.00279132  0.0001012   0.00240086
 -0.00086693  0.00184815  0.00025259  0.00273854  0.00253464 -0.00310551
  0.0002106  -0.00013752]",-6.095142464966529,0.002253789031862776
ADBE,0.4820535620841505,0.4937959239620804,"[3.71737964e-04 4.35094110e-04 3.88186214e-05 9.24010528e-05
 4.44350603e-05 7.35348341e-05]","[ 0.00638524 -0.00288648 -0.0019939   0.00889346  0.00046164  0.00077567
 -0.00250988  0.00039039  0.00119448 -0.00231206  0.00038787  0.0018366
 -0.0009407   0.00132695 -0.00081571  0.00270027  0.0021669  -0.00207895
  0.00172373  0.00262583]",-5.9807320770488,0.0025269756740205233
ADI,0.48242185214780386,0.4932948416787942,"[ 2.79238243e-04  4.85201673e-04 -8.86500762e-05  6.11333092e-05
 -2.76408936e-05 -7.47405823e-05]","[ 7.79966255e-03 -1.75413567e-03 -2.16109983e-03  7.33823932e-03
  8.26961208e-04  1.10031161e-03 -4.99343573e-03 -3.89275799e-04
  3.41876231e-03  5.88066663e-04 -4.91854346e-04 -8.34165146e-04
  4.36117869e-04  3.31112976e-03 -2.09782454e-03 -1.77988605e-04
  1.53950775e-03 -5.43707293e-04 -7.07701351e-05  4.98549939e-03]",-5.806707163635156,0.003007316387144616
ADM,0.48129269093728994,0.49469549946527874,"[-1.41260465e-04  1.97140239e-04 -3.89831517e-05 -2.00236892e-05
  4.48783233e-05  6.71127345e-05]","[ 0.0083722  -0.00229139 -0.00455003  0.00718347  0.00276991  0.00394974
 -0.00395492 -0.00424151  0.00098736  0.00176536  0.00055249 -0.00035721
  0.0003489   0.00309351 -0.00243473  0.00036688  0.0035606  -0.00054833
 -0.00181936  0.00207536]",-6.2898305066488716,0.001855074342977708
ADP,0.48264562756857876,0.4944502543605612,"[2.79740555e-04 3.49501570e-04 8.22380222e-05 9.88117419e-05
 6.72404819e-05 1.41149495e-04]","[ 1.07035028e-02  1.51689529e-04 -3.06712185e-03  2.65210258e-03
 -1.68501987e-03  5.76040455e-03 -4.76384972e-04 -2.36555726e-03
  5.04304621e-04  4.54609439e-04  1.44751399e-03 -7.21068744e-04
 -1.18975118e-03  2.69041940e-03 -2.14675278e-03  1.16926589e-03
  4.04492104e-03  4.70558597e-05 -2.15232437e-03  6.85369309e-04]",-5.916859450324775,0.0026936464375057244
ADSK,0.482583877038356,0.4955720246177574,"[-3.72284744e-05  2.07196534e-04 -4.80917308e-05  3.56690673e-05
  2.85184507e-06  3.18725918e-05]","[ 0.0115205   0.00162687 -0.00127789  0.00053541 -0.00463141  0.00551219
  0.00095472 -0.00017497  0.00080396 -0.0007048   0.00109432 -0.00063872
 -0.00060595  0.00366055 -0.00145985 -0.00153848  0.00096793  0.00138261
 -0.00412436  0.0018196 ]",-6.130383863624811,0.002175745610798332
AEE,0.48220560794561834,0.49560794665159386,"[ 8.81046031e-05 -6.30192501e-04  1.10307378e-04  1.96822935e-04
 -1.54761072e-04 -3.31648153e-05]","[ 1.29510335e-02  2.69557202e-03 -1.51013184e-03 -1.50187917e-03
 -5.39069751e-03  6.54125143e-03  4.66474550e-04  2.11209994e-05
  2.49097435e-03  5.02165708e-04  1.30937762e-03 -2.56945938e-03
 -1.49051619e-03  2.28106409e-03 -4.47021332e-03  9.92407595e-04
  3.67389300e-03  2.40388321e-03  1.04053902e-03  7.12930879e-03]",-6.163715680061064,0.00210441937750239
