,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4958418435691146,0.48459282694140104,"[ 9.19310967e-04 -3.56239886e-04  3.14995746e-04  4.85357489e-04
  3.21594348e-05  3.27326416e-04]","[ 9.69684214e-03 -7.78459915e-03 -2.81877843e-03  1.57385641e-03
 -5.53396143e-03  7.86571544e-05 -5.02019344e-03 -3.65410601e-04
 -3.72689306e-03  9.89238640e-04  1.12681209e-03  4.41927021e-03
 -1.15480366e-03  3.70126260e-03 -3.31748126e-04  1.19058034e-03
  1.43677611e-04  8.64038126e-04 -3.44582751e-04 -2.46018896e-03]",-5.207723527421436,0.005474121200859423
AAL,0.4935885962840861,0.47873121603293983,"[-4.58713316e-04 -7.10300191e-05  6.24806728e-04  1.34223546e-04
 -2.84108132e-04  1.71471272e-04]","[ 0.0070248  -0.00445801 -0.00244949  0.00758009 -0.00146     0.00405862
 -0.00060851  0.00073006  0.00051034  0.00066604  0.00505513  0.00165667
 -0.00044571 -0.00188293 -0.00372104 -0.00155059 -0.0005277   0.00195823
  0.00356423 -0.00560764]",-4.541697579995131,0.010655302962572225
AAP,-0.6171782045949945,1.5894041387047504,"[-3.30785070e-04 -8.83343313e-04  2.90867024e-04  2.85325659e-05
 -1.34442619e-04  3.71670260e-05]","[ 6.16902560e-03 -2.86297011e-03 -9.80577019e-04  1.00016345e-02
  1.68241915e-03  4.05475481e-03  6.42285206e-04 -2.44686381e-03
 -2.28554393e-03 -1.80001476e-03  1.29777803e-03  3.08465093e-03
 -1.48997865e-03  2.15994948e-03 -2.70624429e-03  6.55584747e-04
 -1.98502631e-03  2.64537065e-03 -1.55308940e-03 -3.53300331e-05]",-4.786378972807964,0.008342611577769188
AAPL,0.4932726389089034,0.4851475844068046,"[ 4.95611551e-04  1.70011698e-04 -1.08668573e-04  1.44206394e-04
  6.61302873e-05  2.73781789e-05]","[ 0.01080277 -0.00799645 -0.00033065  0.00046528 -0.00340736 -0.00258718
 -0.00429796 -0.004421   -0.00464657 -0.00253749 -0.00013502  0.00185278
 -0.00224476  0.00142297 -0.00204513 -0.00033014 -0.00072489  0.00073132
  0.00088561 -0.0032237 ]",-5.771749436617037,0.0031143044674040417
ABBV,-0.6800909666876749,1.6460718910687877,[-0.00026754 -0.00043268  0.00026354 -0.00013157  0.00015483  0.00023323],"[ 5.64162646e-03 -2.73413418e-03 -2.04207550e-03  1.05820396e-02
  7.44083076e-04  5.34714644e-03  3.47182115e-04 -8.00357164e-05
 -8.05857606e-04  8.24268031e-04  4.44910156e-03  4.20407533e-03
  1.04687107e-03  4.94903756e-04 -1.88723886e-03 -1.35721072e-03
 -3.90167396e-04  1.59967938e-03  2.54682326e-03 -5.88808306e-03]",-5.170081179625458,0.005684107366782481
ABT,0.4944651457583195,0.4836383329244493,[ 0.00173329 -0.00090085  0.00084685  0.00017827  0.00025267  0.00025841],"[ 0.01000115 -0.00721995 -0.00074064  0.00149721 -0.00414672 -0.00205796
 -0.00595976 -0.00263398 -0.00478106  0.00098365  0.00222727  0.00413396
 -0.00081251  0.00094262 -0.00265706 -0.00018508 -0.00037744  0.00216507
  0.00160172 -0.00355083]",-5.280083607204849,0.005092005046592694
ACN,0.49385760859456257,0.482992784694827,[ 0.0015125  -0.00040846  0.00065501  0.00047712  0.00016224  0.00043632],"[ 9.74710326e-03 -7.82075431e-03 -2.97939178e-03  2.06793414e-03
 -4.58744160e-03  1.48357406e-03 -1.83215397e-03  2.52773618e-04
 -1.43106738e-05 -1.44256756e-03  1.88737938e-03  4.05666371e-04
 -1.99927770e-03  1.90549443e-03  9.56762700e-04  1.10767167e-03
  2.67249361e-03 -1.09060713e-03  8.82110198e-04 -4.14283659e-03]",-5.288929371709266,0.005047161001437676
ADBE,0.49342441324814196,0.4827065839181993,"[ 1.73844809e-03 -1.04837783e-03  1.06313436e-03 -5.13962444e-05
  4.02721400e-04  3.23087938e-04]","[ 1.01653820e-02 -7.72200489e-03 -1.22504904e-03  1.29121394e-03
 -3.77179458e-03 -1.64333621e-03 -4.72586024e-03 -3.73108809e-03
 -5.62193561e-03 -1.33842020e-03  6.58822944e-05  4.27318123e-03
  1.35702436e-04  2.44994593e-03 -2.47927019e-05 -2.86072376e-03
 -1.81195755e-03 -1.38067292e-03  2.93666739e-03 -2.75543514e-03]",-5.3234291550193635,0.0048760044485901466
ADI,0.49150271281763264,0.48242138585320293,"[-1.50368876e-04 -7.78062529e-04  2.32184479e-04 -6.40267005e-05
 -4.63501448e-05 -2.29058215e-05]","[ 1.03537354e-02 -8.83337928e-03 -3.48701548e-03  3.79474933e-04
 -6.04347196e-03  4.99893151e-04 -3.31781270e-03 -5.14052043e-05
 -1.62745902e-03 -1.47830086e-03  4.65997773e-04  9.06441978e-04
 -2.64054825e-03  2.21297346e-03 -3.57837148e-04  2.85470157e-04
  3.59567394e-04 -1.05455917e-03  1.02346160e-03 -3.61448599e-03]",-5.665440549009093,0.003463621541516873
ADM,0.4916675917677911,0.48199237753971574,"[-1.41299565e-04 -7.53865974e-04  4.72598806e-04  2.49883011e-06
 -4.57553779e-05  1.58005093e-04]","[ 5.14828411e-03 -3.07592347e-03 -3.81424221e-03  1.06544460e-02
 -7.04329015e-04  6.46346703e-03 -2.77319357e-04  7.04555743e-04
 -2.75443230e-03  3.00142008e-04  7.78732691e-05  5.07661543e-03
 -2.58566509e-03  5.01208061e-03 -2.93856636e-03  2.96039975e-03
 -1.66679667e-03  2.92574847e-03 -2.72630118e-03 -4.23017629e-03]",-5.514233121368411,0.004029015920240247
