,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,1.0209104849348873,-0.0499162102767547,"[ 1.09919708e-03  8.97152203e-04 -5.62823609e-05 -3.48388214e-04
 -1.02808907e-04 -1.63754760e-04]","[ 3.18269769e-03 -6.03886245e-03 -1.58278440e-04 -8.26711150e-05
 -6.82452163e-03  9.84159426e-03  6.81777614e-04 -7.35818225e-03
 -3.55983042e-04  5.22382036e-03  8.94021515e-04 -2.70961331e-03
 -7.78838248e-04  3.27294709e-03  1.76265059e-03 -7.69949588e-05
 -3.34148418e-03  2.86049777e-03  2.42660836e-03 -1.50484438e-03]",-4.994472966058506,0.006775290966467446
AAL,0.4787560282149882,0.4911299174443007,"[ 7.39462952e-04  7.52145078e-04  1.87479941e-04 -5.88862758e-04
  2.45324250e-04  8.89442701e-05]","[ 0.00276791 -0.005233   -0.00026094 -0.00185988 -0.00457481  0.0119115
 -0.00328444 -0.00691045  0.00109948  0.00170403  0.00365195 -0.00076923
 -0.00409866  0.00699187 -0.00026768 -0.00585472 -0.00027127  0.00347114
  0.00783874 -0.00259618]",-5.397091532662562,0.004529736392585737
AAP,0.47485465151023387,0.48633927169760255,[ 0.00163555 -0.00017162  0.00046399  0.00038507 -0.00052381  0.00017525],"[ 6.68204756e-03 -1.01195429e-02 -7.82741847e-04  7.42215464e-03
 -1.15693135e-02  3.70544959e-03  5.88878806e-03 -5.87156572e-03
 -1.62646383e-03  5.17150647e-03  1.09797797e-03 -4.11760320e-06
 -3.26821832e-03  3.27611236e-05  3.29112478e-03  4.56142798e-04
  1.40315662e-04  1.34673332e-03 -3.00474659e-03  8.15236593e-03]",-5.178450282533452,0.005636734995917024
AAPL,1.5527299958002756,-0.5871684421642905,"[ 7.03809091e-04  1.50543375e-03 -2.30445143e-04  1.52444369e-04
 -1.29783184e-04  4.04963169e-05]","[ 0.00112274 -0.00268232 -0.0010961  -0.005673   -0.00098732  0.01322765
 -0.00505329 -0.00482402  0.00021831  0.00133815  0.00236881 -0.00298259
  0.00173193  0.0060163  -0.00346164  0.00138378 -0.00213227 -0.00212579
  0.00555026 -0.00163128]",-5.244830440434252,0.0052747159973503925
ABBV,0.4778791809543305,0.4896629144871072,"[ 4.87728206e-04  2.19323669e-04 -7.20027208e-06 -5.35256005e-04
 -2.31078831e-04 -2.76124217e-04]","[ 0.00206121 -0.0051136   0.00085431 -0.00158493 -0.00724244  0.01105773
  0.00129284 -0.00773671 -0.00152029  0.00527489  0.00205413 -0.00297451
 -0.00120194  0.00298343  0.00171376  0.00202974 -0.00382696 -0.00086986
  0.0036604   0.00354668]",-5.278451490005215,0.005100322581359282
ABT,0.4775557140827687,0.49094245483438576,"[ 7.73336464e-04  2.22234426e-04  1.81898432e-04  1.60154695e-04
 -3.18468217e-05  1.69254085e-04]","[ 1.56702347e-03 -4.72211636e-03  1.44120485e-03 -2.00562532e-03
 -8.18665339e-03  1.12161452e-02  3.12167269e-03 -8.20470573e-03
 -3.29170619e-03  6.83492595e-03  2.78513683e-03 -4.98445590e-03
 -1.17143934e-03  3.85216611e-03  2.49891423e-03  2.09189945e-03
 -4.68730751e-03 -4.36181037e-06  1.16991972e-03  3.39760468e-03]",-5.575315026591774,0.0037902813546347586
ACN,0.4738590885641548,0.48098015177260106,[-0.00080605  0.00139737 -0.00106963 -0.0001366  -0.00048491  0.00025501],"[ 0.00568202 -0.00829888 -0.00212515  0.0039884  -0.00646434  0.00568988
  0.00023305 -0.00338483  0.00035815  0.00069994  0.00196225  0.00274019
 -0.00460061 -0.00034534  0.00461516  0.00021685 -0.00348154  0.00334231
  0.00143963 -0.00041101]",-4.466816882052721,0.011483812062094988
ADBE,1.3533313698088223,-0.39084112508205404,"[ 1.48075573e-03  1.98641623e-03 -3.17721186e-04 -3.83439164e-05
 -6.45446960e-04 -1.76281870e-04]","[ 0.00238947 -0.00372332 -0.00271286 -0.00361122 -0.00069792  0.01016943
 -0.00380543 -0.00195014 -0.0007154   0.00024038  0.00243533 -0.00142723
  0.00011535  0.00333555  0.00023404  0.00181443 -0.00361987  0.00131188
  0.00199488 -0.00290157]",-4.898298691963511,0.007459262785539076
ADI,1.3839403555271808,-0.4059555335060767,"[ 6.31271451e-04  8.65024128e-04  2.44951549e-05 -4.11193256e-04
  3.65275339e-05 -2.51639659e-05]","[ 1.52253479e-03 -3.92127972e-03 -1.52053710e-06 -3.64520304e-03
 -4.40620838e-03  1.22486820e-02 -1.43465191e-03 -6.88554045e-03
 -7.44018203e-04  4.41468149e-03  1.70766599e-03 -4.07916878e-03
  8.62460209e-04  5.16791543e-03 -7.44580585e-04  6.06931888e-04
 -2.87432048e-03  1.13457122e-03  2.12425619e-03 -2.70131281e-03]",-5.161573115426049,0.0057326744300525935
ADM,0.480375127400933,0.49033740802052606,[ 0.00129685  0.00077454  0.00017888  0.00012202 -0.00024469  0.00031032],"[ 0.00367448 -0.00675467 -0.00023976  0.0010962  -0.00728939  0.00867615
  0.00119795 -0.00596819 -0.0012038   0.00348732  0.00277544 -0.00133514
 -0.00284195  0.00341113  0.00165196 -0.00068792 -0.00184653  0.00129642
  0.0023163   0.00215851]",-4.8839087365443286,0.007567377260111305
ADP,0.47385229746359137,0.48278701091158294,[ 0.00059266  0.00148668 -0.00018698 -0.0002166  -0.00016692  0.00016552],"[ 6.94897774e-03 -9.35735703e-03 -3.10734275e-03  6.68422009e-03
 -7.52302658e-03  1.82490480e-03  3.87221571e-03  2.23958802e-04
 -3.95851829e-03 -2.57596692e-05  5.44424955e-03  1.03674887e-03
 -6.07147405e-03  1.91329006e-03  4.72289272e-03 -5.07119263e-04
 -4.86680499e-03  2.79186279e-03  5.03935455e-03 -2.02673395e-03]",-4.77566896853273,0.008432441162400587
ADSK,1.8460628704575985,-0.8793945193553869,"[ 1.50222451e-03  2.76445685e-04  4.05690835e-04 -6.06719609e-05
  2.01614937e-05 -3.06385197e-05]","[ 0.00024374 -0.00067275 -0.00266043 -0.00804641  0.00223891  0.01260082
 -0.00565179 -0.00122175 -0.00150028 -0.000334    0.00328675 -0.00263843
  0.00051802  0.00412982  0.00045875  0.00210916 -0.00404001  0.00202771
 -0.00097596 -0.00288607]",-5.632024611772903,0.0035813172053951285
AEE,0.47616860244057346,0.48585001656605525,"[ 1.00182199e-03 -1.20309953e-04  5.45885692e-04 -4.18783117e-05
 -3.35636736e-04  3.35287483e-04]","[ 0.00845036 -0.0093032  -0.00652763  0.00791152 -0.00434499 -0.0021023
  0.00376237  0.00504427 -0.00461716 -0.00043273  0.00206816 -0.00097287
  0.00220922  0.00047489 -0.00098993  0.00562966 -0.00225444 -0.00096025
 -0.00220621 -0.0022395 ]",-4.897772529280124,0.007463188603981413
AEP,0.4739836209380637,0.48439641386728244,[ 0.00067116  0.00017913  0.00034159  0.0001701  -0.00040435  0.00037006],"[ 0.00841067 -0.01029895 -0.0047603   0.00909956 -0.00756529 -0.00160227
  0.00584939  0.00242483 -0.00482898  0.00103734  0.00284874 -0.0004648
 -0.00067992  0.0002006   0.00127197  0.00426224 -0.0026889  -0.00078171
 -0.0003683   0.00106682]",-5.030899360149134,0.006532932468560724
AES,1.088744865406585,-0.12691213880016572,"[ 1.90625264e-03  1.65244383e-03 -5.06798037e-05  1.89517721e-04
 -5.84942233e-04  1.17578818e-04]","[ 3.61639198e-03 -5.03561560e-03 -3.42271755e-03 -1.11216278e-03
 -1.49935802e-03  7.33673796e-03 -1.82863807e-03  6.15495551e-04
 -3.20227093e-03 -1.00137384e-03  5.25147796e-03 -2.03484669e-03
 -1.32053979e-03  5.89489471e-03 -1.28861183e-03 -1.80534266e-04
 -2.00454798e-03 -9.09020189e-06  4.42667143e-03 -1.31896649e-03]",-4.871587728225826,0.0076611917359441836
AFL,0.4826747989211779,0.4925147359778718,[ 0.00104262  0.00189383 -0.00016341 -0.00014979 -0.00023377  0.00020183],"[ 2.91082900e-03 -5.34588998e-03 -1.01936399e-03 -1.06488102e-03
 -4.46081055e-03  9.37628200e-03 -1.10532329e-03 -3.62844598e-03
 -1.48086279e-03  6.22259998e-04  4.52763582e-03 -1.36646135e-05
 -4.55664283e-03  3.41018636e-03  2.88381043e-03 -9.49706691e-04
 -3.25944376e-03  2.14227893e-03  2.95318444e-03  1.48789726e-04]",-4.8459366254148435,0.007860251894447987
