,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4754059891418717,0.49118115611565183,"[ 4.06846569e-05  5.24409955e-04 -1.52542023e-04  6.73184416e-05
 -7.81174312e-06  1.31656402e-05]","[ 0.00465205 -0.00794445  0.00033175  0.00180593 -0.00858423  0.00909177
  0.00010165 -0.00809638  0.00221893  0.00482866 -0.00030148 -0.00015443
 -0.00144898  0.00287931  0.00066091 -0.00220268 -0.00035651  0.00338103
  0.00311051 -0.00152776]",-4.838444819917786,0.007919360511463752
AAL,1.3206475656638157,-0.3507163481954902,"[ 2.20242022e-05  7.83179226e-04 -4.03551844e-05 -3.42418188e-04
  2.91131029e-04  9.13560929e-05]","[ 0.00153162 -0.00526146  0.00157953 -0.00333915 -0.00597812  0.01197041
 -0.0021089  -0.00559754 -0.00066797  0.00024813  0.00533317  0.00034878
 -0.00369963  0.00599575 -0.00179985 -0.00362353  0.00075583  0.00163003
  0.00653228 -0.00443204]",-5.29716197924814,0.005005780275084676
AAP,0.46805576005004695,0.4833067128309711,[ 0.00151981 -0.00048934  0.00022874  0.0010564  -0.0005775  -0.00014823],"[ 6.69537443e-03 -1.00794664e-02  1.98758409e-04  6.92512957e-03
 -1.28696665e-02  4.15833696e-03  7.03297312e-03 -6.11898321e-03
 -3.10956299e-03  5.86621209e-03  2.50180050e-03 -8.86079914e-04
 -3.40644068e-03  1.86520226e-03  2.24286156e-03  6.61166350e-05
  3.66433464e-04 -3.03365298e-04 -7.60808334e-04  7.70786261e-03]",-4.840048145575641,0.007906673371088618
AAPL,1.2053795830686178,-0.24078131784578713,"[-3.69853634e-04  1.05524059e-03 -3.74645094e-04 -2.96347706e-05
  6.79466344e-05  8.63937656e-05]","[ 2.03609778e-03 -5.61811279e-03  2.06415747e-03 -3.23326325e-03
 -7.07804457e-03  1.42345608e-02 -3.36831118e-03 -1.09168567e-02
  4.28496719e-03  4.73404500e-03 -7.90701988e-05  3.42487287e-04
 -2.20081388e-03  3.12591677e-03  3.33284092e-04 -1.73160245e-03
  9.78800098e-05  2.39421846e-04  4.90027288e-03  4.43817361e-03]",-5.341571932165764,0.004788337848988677
ABBV,0.4724528758575185,0.49063541909670977,"[-2.36752728e-04 -2.22877459e-04 -1.17574107e-04 -7.20413586e-05
 -8.03465744e-05 -1.52146524e-04]","[ 0.00326938 -0.00717746  0.00203034  0.00023093 -0.00991978  0.01076816
  0.00139819 -0.0093309   0.00049266  0.00547746  0.00168583 -0.00052721
 -0.00305481  0.00269475  0.00174619 -0.00018214 -0.0016203  -0.00083988
  0.00529246  0.00506321]",-5.361228140787142,0.004695136276863486
ABT,0.47101090563065906,0.4900908172061361,"[3.56960133e-04 4.53717695e-04 6.56738081e-05 3.81093643e-04
 2.34054866e-07 3.08867131e-04]","[ 0.00240694 -0.00730427  0.00399538  0.00053822 -0.0128147   0.01082302
  0.00430008 -0.01006063 -0.00125006  0.00630576  0.00233772 -0.00058376
 -0.00330865  0.00208617  0.00174127  0.00011711 -0.00054502 -0.00012197
  0.00229332  0.00396543]",-5.530792260211187,0.003962848238087704
ACN,0.08190954831588432,0.8697590527333812,"[-2.29081573e-03  1.40996709e-03 -1.44035577e-03  4.21407452e-04
 -4.58463125e-04 -1.78190321e-05]","[ 9.05431580e-03 -9.44990516e-03 -6.06008753e-03  5.81693677e-03
 -2.74209833e-03  3.34366207e-03 -3.87910211e-03 -1.67180286e-03
  4.31897493e-03  3.99282106e-05 -1.48692570e-03  2.13453305e-03
 -7.51044828e-04  2.15685190e-03  5.17581769e-04 -2.90687892e-03
 -5.15042273e-04  5.11823491e-03  3.00418235e-03 -3.44111517e-03]",-4.409958532798003,0.012155682381600792
ADBE,0.47403494652649286,0.49028374113625944,"[2.61204350e-04 1.36002172e-04 1.77757428e-04 1.71480478e-04
 9.01629440e-05 2.84755075e-04]","[ 0.00432254 -0.00679249 -0.00084037 -0.00059715 -0.00482886  0.0109327
 -0.00478738 -0.00741257  0.00482896  0.00164722  0.00063448  0.00234185
 -0.00422194  0.0028688   0.0023049  -0.0041615  -0.00042335  0.00369777
  0.00492226  0.00165347]",-4.995233657573614,0.006770139019886324
ADI,0.4740209651967529,0.49170464148597326,"[-3.81865802e-04  4.27444381e-04 -9.46303824e-05 -2.26151971e-04
  1.85673175e-04  1.29279832e-04]","[ 2.66412221e-03 -6.79291908e-03  2.56156299e-03 -7.84355664e-04
 -9.65669658e-03  1.20389020e-02  1.31180395e-04 -1.02633829e-02
  2.08827382e-03  5.43266957e-03  5.49594786e-04  3.35194973e-05
 -2.54212081e-03  2.65793513e-03  1.06897175e-03 -1.82762425e-03
  2.87353654e-04  2.25553358e-03  1.40694115e-03  9.59621385e-04]",-5.2317351675932,0.005344244093600604
ADM,0.47702234481581063,0.49293626449223926,"[ 6.59730489e-04  3.16389991e-04  1.61082804e-04  5.87228047e-04
 -7.65038333e-05  3.45964510e-04]","[ 0.00526111 -0.00819655 -0.00060298  0.00250628 -0.00788432  0.00784401
  0.00034131 -0.00640517  0.00080901  0.00360837  0.00169983 -0.0001063
 -0.00303358  0.00372959  0.00112586 -0.002775   -0.00017567  0.00212668
  0.00364348  0.0022373 ]",-4.823190284169062,0.00804109280370317
ADP,0.47027261728438746,0.4851631989421355,"[-3.78668329e-04  7.95070912e-04 -3.02198784e-04  1.67474445e-04
  7.84659999e-06  2.12443449e-04]","[ 0.00750362 -0.00976934 -0.0026463   0.00684216 -0.00838367  0.00193322
  0.0038468  -0.00039166 -0.00379834 -0.00042923  0.00571524  0.00207377
 -0.0063693   0.00174421  0.00462026 -0.00106824 -0.00365767  0.00255053
  0.00536652 -0.00153666]",-4.7389684621253245,0.008747665080853353
