,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4839054059878518,0.489879214502331,"[ 2.41471268e-04 -1.58553159e-03 -2.07876711e-05  5.29934837e-04
 -4.59654874e-04 -5.74653290e-04]","[ 0.00850239 -0.0015077  -0.00171232  0.00327849 -0.00486746  0.00494068
  0.00307707  0.0017809   0.00020705 -0.00355141  0.00231267  0.00143561
 -0.0023681  -0.000131   -0.00147986  0.00190668 -0.00048875 -0.00154183
 -0.00409346  0.00644672]",-5.494277056909635,0.004110226851809839
AAL,0.48401322155605236,0.49063504503317373,"[-2.65491137e-04 -1.11820858e-03  2.75571114e-04 -1.21365360e-04
  2.35347305e-04 -7.23484117e-05]","[ 8.65929992e-03  1.54344613e-04  1.17865222e-03  2.73622538e-03
 -6.07423954e-03  1.65696372e-03  5.95344391e-04  3.49324287e-03
  1.27824117e-03 -2.70415517e-03  2.62141009e-03  2.06987982e-03
 -4.45788974e-04 -1.63166106e-03 -4.82212841e-03  1.02833402e-03
  1.09846330e-03  3.15805426e-03 -8.27525821e-05  4.30318151e-03]",-5.589558428844124,0.003736677509450474
AAP,0.48328066059702773,0.48829043259086674,"[ 3.42848528e-04 -1.11256348e-03  2.96728354e-04 -3.03683759e-04
 -8.97403126e-07 -1.81188657e-04]","[ 6.69078988e-03 -2.49416408e-03 -1.14501347e-03  7.16231601e-03
 -9.96414854e-04  1.12412847e-03 -2.76331428e-03  2.65620661e-04
  1.90120350e-03  3.25685569e-04  2.92753289e-03 -9.41368740e-04
 -3.52819247e-03  1.65436241e-03 -9.23472303e-05  1.38244500e-03
 -1.32032990e-03 -6.50843194e-04  2.60562789e-04  6.77406175e-03]",-5.366456069682437,0.004670654488538397
AAPL,0.48487813826901555,0.48920969573376843,"[-2.07962850e-04 -1.96839722e-03  5.84661398e-04 -2.23661226e-05
  2.48991699e-04  1.14265412e-04]","[ 0.00729801 -0.00226366 -0.00191281  0.00632304 -0.00076039  0.00340043
 -0.00014543 -0.00209309 -0.00176498 -0.00077253  0.0030157   0.00129436
 -0.00309834  0.00210831  0.00151837  0.00157409 -0.00151985 -0.00123646
  0.00424791  0.00421318]",-5.221330799147258,0.0054001378435884215
ABBV,0.4846060961930117,0.4944758288133927,"[ 3.95172008e-04 -3.84813556e-05  2.16562808e-06 -9.69215751e-06
  9.81676758e-06 -1.46174612e-04]","[ 0.00529882 -0.00662472 -0.00664494  0.00970411  0.00132226  0.0056858
  0.00049405 -0.00039424  0.00286447 -0.00212371  0.00104379 -0.00111588
 -0.00128882  0.00068973 -0.00480236 -0.00156566 -0.00185997  0.00478668
 -0.00400885  0.00550048]",-6.291142736598806,0.0018526416553373685
ABT,0.484024594585778,0.4892512277376469,"[ 9.71322539e-04 -5.80432018e-04  3.37042627e-04  2.95692940e-04
 -9.91114756e-05  6.01427459e-06]","[ 6.46837390e-03 -3.71177991e-03 -3.18573072e-03  7.82813938e-03
  3.14264946e-04  3.32690473e-03 -1.25563730e-03 -1.68009447e-03
 -4.75948952e-05  1.56458130e-04  3.79141433e-03  7.99047605e-05
 -3.20246429e-03  5.67539184e-04 -8.87072847e-04  1.26128518e-03
 -1.69152242e-03  1.30853728e-04  1.20171272e-03  6.87585815e-03]",-5.413667663175685,0.0044552697801749615
ACN,0.48712784006785786,0.4956710233167446,"[ 3.48458789e-04 -4.12943265e-04  2.49897348e-04  3.30706390e-04
  2.62364550e-05  1.23349487e-04]","[ 0.00677353 -0.00295969 -0.00238099  0.00733534 -0.00019336  0.00325142
 -0.00010331 -0.00143761 -0.00024002 -0.00200869  0.00067753  0.00046796
 -0.00308741  0.00347251  0.00081691  0.00244867  0.00237246 -0.00025934
  0.00102939 -0.00041427]",-5.981184282556177,0.0025258332200351827
ADBE,0.48676724550482053,0.4916735992022554,"[ 5.81908391e-04 -7.65203633e-04  4.79701650e-04  1.59296086e-05
  9.98582451e-05  9.72022850e-05]","[ 0.00676347 -0.00240657 -0.00118224  0.00728655 -0.00023608  0.00116973
 -0.00322992 -0.0013941  -0.00028253  0.00140639  0.00416718  0.00092407
 -0.00136996  0.00128864  0.00037389 -0.0008498  -0.00203513 -0.00148717
 -0.00189461  0.00153291]",-5.302547901964189,0.004978892003464256
ADI,0.4835251362098524,0.4916051086873964,"[ 2.15815393e-05 -6.30635253e-04  4.51540819e-05 -5.42240495e-05
 -1.01696441e-04 -2.55644637e-04]","[ 0.00707675 -0.00318908 -0.00294643  0.00669526 -0.00079534  0.00378488
 -0.00038798 -0.00083391  0.00087982 -0.00081931  0.00182746 -0.00098377
 -0.00372381  0.00385931  0.00218727  0.00021486 -0.0019092  -0.00049385
  0.00245906 -0.00062672]",-5.955330168634683,0.0025919879002026893
ADM,0.4817875929331917,0.4926223413747923,"[-3.64620902e-07 -2.34178805e-04 -3.03387748e-05  8.14874340e-05
  1.26020014e-06 -7.29102504e-05]","[ 0.00650863 -0.00460623 -0.00486891  0.00800797  0.00104693  0.00506305
 -0.000594   -0.00258615  0.00011016  0.00058596  0.00386535 -0.00109667
 -0.00365822  0.00166049 -0.00035895 -0.00031322 -0.00175265  0.00125958
 -0.00236034 -0.00098207]",-6.510848012276741,0.001487218009030699
ADP,0.4851139173840041,0.4890399359752958,"[ 1.26955304e-04 -1.16332229e-03  3.63749330e-04  2.93582206e-04
 -6.40691850e-08  1.07560333e-04]","[ 0.00806234 -0.00121007 -0.00055286  0.00437827 -0.00351549  0.00241686
 -0.00070101  0.00067549 -0.00030606  0.00012235  0.00569175  0.00161478
 -0.00200934 -0.00253589 -0.00314318  0.00167114  0.00066788 -0.00033887
 -0.00426324  0.00232053]",-5.096709406580159,0.006116841523682765
ADSK,0.48574345288446574,0.49220286960525184,"[-2.28212248e-05 -5.13097119e-04 -1.40218395e-05  2.29364596e-04
 -7.25007591e-05 -6.53653257e-05]","[ 0.00892274  0.00106506  0.00236059  0.00200526 -0.00700953  0.00093799
  0.00077874  0.00412157  0.0009771  -0.0035486   0.00142195  0.00310131
  0.00085139 -0.00024865 -0.00266744  0.00020583  0.00031941 -0.00089887
 -0.00483002  0.00560754]",-5.52771564499709,0.003975059171808449
AEE,0.4854057333998867,0.49298792936675734,"[-3.23844623e-04 -1.16405142e-03  9.04870134e-05  1.39798192e-04
 -8.56355270e-05 -7.44014967e-05]","[ 1.00685470e-02  1.96981362e-03  2.26113330e-03  6.19493829e-05
 -7.82129021e-03  2.59174931e-03  1.89454896e-03  2.64035983e-03
 -1.02488218e-03 -2.03251003e-03  4.37451786e-03  2.29497825e-03
 -2.83642162e-03 -3.81601243e-04  5.74765051e-04  2.13176892e-03
 -1.44887043e-03 -2.07448417e-03  3.58521375e-03  3.04791757e-03]",-5.700789485971984,0.0033433249071557246
AEP,0.48491845409574513,0.49003218642525703,"[ 1.27568998e-04 -2.11134989e-03  3.99422614e-04  3.08711363e-04
  3.94213247e-05 -1.55206384e-04]","[ 9.33934789e-03  2.90780648e-04  1.25882452e-04  1.80199962e-03
 -5.64228706e-03  4.03967694e-03  2.30568315e-03  8.75574507e-04
 -1.54807835e-03 -1.91642321e-03  4.38949658e-03  1.78147552e-03
 -3.63138082e-03 -3.42633822e-04  7.85687280e-06  2.47033757e-03
 -1.69408605e-03 -2.20503605e-04  6.09609106e-03  4.24701626e-03]",-5.283070791679683,0.005076816984237704
AES,0.48619454842826626,0.4942387547134436,"[-5.70771248e-05 -5.66555736e-04 -4.58257536e-06 -6.35285575e-05
 -9.14560532e-06 -2.10558468e-04]","[ 7.24237463e-03 -3.36600980e-03 -3.66243207e-03  6.41731726e-03
 -7.78710173e-04  5.37182417e-03  1.83531828e-03 -1.71294336e-03
 -1.09742049e-03 -2.35660002e-03  1.89939518e-03  8.30280372e-04
 -3.28749669e-03  1.90157396e-03 -7.68811229e-05  2.13736179e-03
  5.83346132e-04  2.69142728e-04  1.17842657e-03  1.53774309e-03]",-5.917540139432705,0.002691813525607454
AFL,0.4860245533017663,0.49244320223825716,"[-2.91942361e-04 -6.72761260e-04 -2.64303761e-05  5.46793615e-04
 -1.06556874e-04  1.15583542e-04]","[ 7.89608306e-03 -2.23206373e-03 -1.98988736e-03  4.38677313e-03
 -4.33768226e-03  4.21244398e-03  2.22276050e-03  2.72232452e-03
  2.10113466e-03 -3.86392102e-03  1.06341985e-03  5.10376912e-04
 -2.01007034e-03  4.27373454e-05 -3.45898317e-03  1.88043431e-03
  1.55482181e-03  1.57480687e-03 -2.94630494e-03  4.20296442e-03]",-5.543404339802653,0.003913182334205063
AIG,0.4849281470227663,0.4913997793782588,"[ 5.78747707e-04 -9.15825273e-05  1.52806195e-04  2.24489221e-04
 -1.15536360e-04 -7.61388326e-05]","[ 0.00525569 -0.00560522 -0.0047448   0.01000147  0.00169793  0.00326372
 -0.00177004 -0.00080838  0.00220874 -0.00095018  0.00104545 -0.00019879
 -0.00011388  0.00173274 -0.0031049  -0.0020317  -0.00065445  0.00252974
 -0.005647    0.00160157]",-5.667897849146217,0.003455120832502172
AIZ,0.4835493450163127,0.4914357208452372,"[ 4.06011915e-04 -9.86911857e-05  1.80741735e-04  2.08801615e-04
 -9.35195702e-07  8.85179140e-05]","[ 0.00538822 -0.0048893  -0.00378808  0.00995231  0.00216899  0.00208835
 -0.00368662 -0.00179337  0.00175277  0.00148917  0.00334447 -0.0011699
 -0.00229496  0.0013427  -0.00182741 -0.00058475 -0.00023479  0.00154218
 -0.00455016 -0.0004665 ]",-5.95041018155057,0.0026047718698890567
AJG,0.4840328056959025,0.4914163447574294,"[ 6.11622408e-04 -3.23793786e-04  1.06215631e-04  3.20020144e-04
 -1.77680384e-04 -2.87157019e-05]","[ 6.94002188e-03 -4.09353507e-03 -4.17827963e-03  6.68514604e-03
 -1.24958689e-03  5.07308622e-03  9.62853561e-04 -9.51347375e-05
  1.03501968e-03 -1.50846417e-03  3.10262500e-03 -2.87179160e-04
 -3.23578694e-03  6.56334438e-05 -1.89615536e-03  1.11380749e-03
 -1.90259258e-03  8.70369323e-04  4.50877854e-04  6.46428933e-03]",-5.7900650362313435,0.003057783303254088
AKAM,0.48448466423231934,0.49148688096333526,"[ 3.13868571e-04 -3.65600057e-04  1.11157265e-04  3.59459550e-05
 -1.54237084e-05 -3.55438742e-06]","[ 6.64120359e-03 -4.07926493e-03 -4.09535656e-03  7.47991341e-03
  3.62192286e-05  4.90743033e-03  7.62682038e-04 -1.88203530e-03
 -9.69197120e-04 -1.33686430e-03  3.34057826e-03  1.13826857e-03
 -2.66839282e-03 -2.84597378e-04 -2.24614808e-03  1.95462003e-03
 -1.49316897e-04  1.17456571e-03  1.44585729e-03  6.02460192e-03]",-5.733916323701146,0.0032343854967777502
ALB,0.48487593526368306,0.4948686323164325,"[ 6.57745060e-04  1.15319013e-04  1.49175765e-04  1.58875876e-04
 -2.23557237e-05 -6.90865373e-05]","[ 0.0054645  -0.00555267 -0.00512704  0.00963174  0.00160457  0.00435535
 -0.00024933 -0.0013975   0.00103762 -0.00214457  0.00029381  0.00082464
  0.00050298  0.00197283 -0.00320545 -0.00187902  0.00044546  0.00232504
 -0.00788003  0.00044112]",-6.323041097652979,0.0017944780170137088
ALGN,0.48453468791504983,0.49220001130336005,[ 0.0003239  -0.00050628  0.00024563 -0.00029006  0.00013916 -0.00019063],"[ 0.00608626 -0.00320971 -0.00191979  0.00874225  0.0013464   0.00134926
 -0.00310898 -0.00251223 -0.00097311  0.00054693  0.00251875  0.00189319
  0.00043835  0.00214257 -0.00089945 -0.00212897 -0.00127542  0.00218784
  0.00213674 -0.00093563]",-5.88351618542929,0.0027849755482908167
ALK,0.4854941056982909,0.4886978076937005,"[ 1.51602106e-03 -1.79840686e-03  9.73720076e-04 -4.28179487e-04
  8.64964757e-05 -4.49568671e-04]","[ 7.55994413e-03 -1.67879175e-03 -5.83333841e-04  5.29580078e-03
 -3.01897724e-03  1.57314392e-03 -1.66651017e-03  1.31842535e-03
  1.06102837e-03 -2.14204861e-05  4.41591413e-03  1.23862098e-03
 -5.35124909e-04 -1.73348781e-03 -4.31608308e-03 -7.80513126e-04
 -1.52853198e-03  3.31700729e-03  4.51661907e-04  4.01433638e-03]",-4.9638723653515715,0.00698582372620398
ALL,0.4840611909512161,0.49116279989885064,"[-3.41397917e-05 -6.48228955e-04  1.00291509e-04  3.17848509e-04
 -4.42290026e-05  2.80533645e-06]","[ 0.00967677  0.00144487  0.00219808  0.00052567 -0.00844039  0.00197402
  0.00182296  0.00506727  0.00208118 -0.00366107  0.00150132  0.00109742
 -0.00184878  0.00105073 -0.00046546  0.0009348  -0.00112152 -0.00066021
  0.00121415  0.0034694 ]",-5.645899890566659,0.0035319685853794436
ALLE,0.4860965994003421,0.49399802593125647,"[ 2.94506358e-04 -5.70728084e-04  1.46903508e-04  3.21389125e-04
 -1.21442505e-04 -5.95830097e-05]","[ 7.08528939e-03 -3.57860128e-03 -3.45096541e-03  6.50077263e-03
 -1.31938695e-03  4.20445509e-03 -1.34605025e-04  9.83751274e-05
  1.84947649e-03 -7.64413705e-04  2.64204332e-03 -1.38232947e-03
 -3.65774720e-03  1.65567651e-03 -1.15543516e-03  6.98527858e-04
  3.61327405e-04  2.61188963e-03  1.13329636e-03 -3.60186975e-03]",-5.854439247054558,0.0028671429092521623
