,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,-0.9518009280134069,1.903055614226753,"[-7.11492100e-04  1.15910838e-03 -3.27889192e-04  3.02602901e-04
  9.94251234e-05  5.48305128e-04]","[ 0.01815196 -0.00736683 -0.00162986  0.01550011 -0.011387   -0.00224024
  0.00806204 -0.00463002 -0.00173968  0.00472991  0.00111935 -0.00036651
 -0.00199078  0.00329695 -0.00201221 -0.00222083  0.00434238 -0.00102168
  0.00341215  0.00678766]",-4.833539754568386,0.007958300916840098
AAL,0.4726089012779439,0.4856544318195303,[-0.00137141  0.00365646 -0.00066511  0.00052826  0.00057222  0.00156881],"[ 0.01317088 -0.00187013 -0.0014604   0.00424106 -0.00293979  0.00667376
 -0.00078951 -0.00374086  0.00025583  0.00028331  0.00312257 -0.0004078
 -0.00121738  0.00643617 -0.00472291 -0.00228204  0.00323144 -0.00306941
  0.00839369  0.00493636]",-4.017585710524349,0.017996360958009543
AAP,1.138666087702088,-0.19557859760569768,[ 0.00064172  0.00453294 -0.00113006  0.00202242 -0.00042051  0.00096968],"[ 0.01057068  0.00149033 -0.00175901 -0.0016395   0.00063675  0.01073278
 -0.00325898 -0.00519902  0.00227833  0.00322688 -0.00228953 -0.00250831
  0.00383246  0.00319943 -0.00315394  0.00176285 -0.00058178  0.0003462
  0.00428693 -0.00292148]",-4.232963424677239,0.014509329470795276
AAPL,-0.4999794174171956,1.4535449702915566,[ 0.00040732 -0.00121583  0.00076527  0.0002091   0.00015699  0.00050786],"[ 0.01627797 -0.0041536  -0.00451119  0.0099924  -0.00352331 -0.00152067
  0.00314228  0.0018463  -0.00360426 -0.00158909  0.00469     0.00036702
 -0.00248476  0.0042203  -0.00136614 -0.00143037  0.00111177  0.0005058
  0.00423491 -0.00041302]",-4.690318001009698,0.009183765245222148
ABBV,-0.9754690237693431,1.93557944686169,[ 0.00012769  0.00088436 -0.00017763  0.00054643 -0.00010788  0.0002991 ],"[ 1.79013659e-02 -7.89687502e-03  8.10173746e-05  1.52840308e-02
 -1.25513393e-02  7.59988463e-04  5.93668315e-03 -7.84945788e-03
  1.81743309e-03  4.46471266e-03  2.12517950e-04  1.86826893e-03
 -3.26901736e-03  2.60123619e-03 -1.28827402e-03 -2.85170528e-03
  2.57218306e-03 -5.45422088e-04  7.31371921e-03  1.93030803e-03]",-5.056486109660439,0.00636789633476839
ABT,-1.0186416650374708,1.977578612841826,"[ 4.76774181e-04  5.99994639e-04  2.33452061e-05  7.22891282e-04
 -1.36699999e-04  3.91123167e-04]","[ 0.01824594 -0.00804123 -0.00038041  0.01589891 -0.01267186 -0.00033263
  0.00678519 -0.00736547  0.00126377  0.00510234 -0.00042755  0.00116939
 -0.00214001  0.00245764 -0.00214369 -0.00227525  0.00354737 -0.00114559
  0.00632271  0.00343462]",-4.997808371404985,0.006752730270202918
ACN,0.4702725904568853,0.48612115697223734,[-0.00085656  0.00359876 -0.00135794  0.00113577 -0.00031322  0.00056199],"[ 0.01470115 -0.00356358 -0.00136472  0.00838481 -0.00741674  0.00264062
  0.00583852 -0.0051395  -0.00276678  0.00682728  0.00018693 -0.00515225
  0.00243152  0.00627804 -0.00469187 -0.0006921   0.00248179 -0.00201238
  0.00646174  0.00445463]",-4.508803248138012,0.01101163048272405
ADBE,0.470044037776167,0.484171957967656,[ 0.00039438  0.00266913 -0.00067421  0.00108139 -0.00024823  0.00044331],"[ 0.01350435 -0.00145671 -0.00310712  0.00460557 -0.00209729  0.00387285
  0.00150592 -0.00161678 -0.00217807  0.00250526  0.00062735 -0.00353853
  0.00366165  0.00454588 -0.00479318  0.00311365 -0.00098061 -0.00385532
  0.00844447  0.00054283]",-4.27646331147141,0.013891705945992856
ADI,-0.6637874912429862,1.6131529886825877,"[-1.02894905e-03  8.14882250e-05 -7.67242954e-04  9.03745250e-04
 -6.85995029e-04 -5.88348639e-05]","[ 0.01714774 -0.00490188 -0.00481437  0.011585   -0.00420756 -0.00267776
  0.00324     0.00175989 -0.0020977  -0.00207154  0.0031255   0.00273547
 -0.00269377  0.00089554 -0.00098858  0.00061694  0.00252387 -0.00266873
  0.00429456  0.00751457]",-4.456323339049788,0.01160495242198757
ADM,-1.0623463372555246,2.0200594252473527,"[ 4.55348350e-04  1.38576015e-03 -2.43025433e-04  5.59983199e-04
 -9.07224424e-05  2.45881779e-04]","[ 0.01868307 -0.00785073 -0.00212697  0.01603365 -0.01048744 -0.00230634
  0.00597105 -0.00425836  0.00080274  0.00276837 -0.0004128   0.00237523
 -0.00163497  0.00053411 -0.00169058 -0.00031363  0.00314065 -0.00122988
  0.0036088   0.00291501]",-4.742016464957173,0.008721042765971247
ADP,0.4731832867054,0.4881612491569511,"[-9.14292334e-05  4.17814964e-03 -1.37657763e-03  8.46003002e-04
 -2.64695091e-04  1.43777116e-04]","[ 0.01444083 -0.00252034 -0.00335411  0.00668929 -0.00316666  0.00196284
  0.00260167 -0.00090973 -0.00257204  0.00168517  0.00161157 -0.00196218
  0.00115615  0.00344306 -0.00232032  0.00209672 -0.00153477 -0.00249926
  0.00886698  0.00072803]",-4.346855392580398,0.012947463320895731
ADSK,-0.6740031389640181,1.6237858013432975,[-0.0016508   0.00057759 -0.00043993 -0.00013638  0.00014802  0.00038335],"[ 0.0163993  -0.00623475  0.00061514  0.01245432 -0.01190793  0.00278637
  0.00629542 -0.00875923  0.00074415  0.0066925  -0.00067861 -0.00071487
 -0.00100145  0.00242401 -0.00094559  0.0006211  -0.00177014 -0.00381686
  0.01455094  0.0041013 ]",-5.0558233696950206,0.006372117992941359
AEE,1.3008966553316113,-0.3572456649899973,"[ 9.85616701e-04  8.32697051e-05 -1.78543614e-06  6.58089951e-04
 -3.83926816e-04 -1.69336006e-04]","[ 1.00651039e-02  2.48769275e-03 -1.47592389e-03 -2.71452290e-03
  3.20080367e-07  1.14926199e-02 -1.54998626e-03 -6.95818003e-03
  1.64599769e-03  7.70153687e-03 -6.03019790e-03 -6.53383977e-03
  9.87153820e-03  2.29933935e-03 -5.25390440e-03  7.78220540e-03
 -4.68202140e-03 -3.96005890e-03  8.85473935e-03 -3.89806184e-03]",-4.638836439196188,0.009668941486140255
AEP,0.46415384051923947,0.4790002174687278,"[ 1.36846054e-03  1.31290666e-03  4.97669305e-05  1.37393439e-03
 -2.94258347e-04  5.88305506e-04]","[ 0.01240902 -0.00064831 -0.00152803  0.0029392  -0.00351067  0.00683375
  0.00197827 -0.00562128 -0.00053106  0.00672608 -0.00293873 -0.00531093
  0.00614662  0.0032514  -0.00412826  0.00511746 -0.00356064 -0.00384027
  0.01061533 -0.00159733]",-4.44280281412556,0.011762922986459229
AES,-1.086320122357768,2.0496552549275995,[ 0.00050247 -0.00027451  0.00016758  0.00054889 -0.00021585  0.0001219 ],"[ 1.86802277e-02 -8.30831963e-03 -9.05192001e-04  1.62716251e-02
 -1.17661121e-02 -5.71679880e-04  4.97011910e-03 -6.52557480e-03
  3.08034783e-03  2.36484395e-03 -2.08338712e-04  4.71035688e-03
 -4.50360032e-03 -1.35975257e-05 -8.04604982e-05 -2.36879749e-03
  3.35447149e-03 -7.95698615e-04  6.59935327e-03  4.38396007e-03]",-5.114798174816052,0.006007190114334834
AFL,-0.562281395947504,1.513636445934761,[ 0.00018542  0.00262604 -0.00053101  0.00044801  0.00010297  0.00043189],"[ 0.0162869  -0.00511773 -0.00189052  0.01141019 -0.00873959  0.00039649
  0.00646483 -0.00525275 -0.00091899  0.00683474 -0.00248982 -0.00284651
  0.00312525  0.00226101 -0.00388308  0.00163777  0.0030132  -0.002481
  0.00330467  0.00574203]",-4.4592915671773605,0.011570557347256412
AIG,-0.7901107681075217,1.7471663329934217,"[ 1.58628051e-03  1.66045437e-03 -2.70941792e-04  1.25184785e-03
 -4.81043704e-04  5.84746989e-05]","[ 1.72085548e-02 -6.61180241e-03 -1.13194720e-03  1.37839559e-02
 -1.08987487e-02 -4.66879247e-04  7.36423197e-03 -5.73904760e-03
 -1.03064115e-03  5.72892443e-03  2.74223386e-05 -8.89009561e-04
 -1.44251492e-03  2.78469260e-03 -6.78222971e-04 -1.92674672e-03
  2.25483310e-03  1.07620396e-03  3.49334048e-03  2.35984530e-03]",-4.32544810025539,0.013227621467772184
AIZ,1.3463335818374171,-0.3853567172768495,"[-2.38172409e-05  3.24133672e-03 -9.55567586e-04  1.30926035e-03
 -2.91980662e-04  6.53963673e-04]","[ 0.00943864  0.00267869 -0.00091587 -0.00371169  0.0005345   0.01274041
 -0.00265039 -0.0065195   0.00071391  0.00550776 -0.00150812 -0.00622424
  0.00552859  0.00729719 -0.00606628  0.00062312  0.00016051 -0.0011673
  0.00731007 -0.00152503]",-4.397273631292983,0.012310858129144932
AJG,-1.143712640672169,2.0985506166796264,"[-9.49881138e-05  8.03411113e-04 -2.99357865e-04  2.90718382e-04
 -1.13694758e-04  6.36909332e-05]","[ 0.01912009 -0.00843043 -0.0014401   0.01761927 -0.01323662 -0.00347026
  0.00953982 -0.0055126  -0.0014035   0.00605077 -0.00025772 -0.00024892
 -0.00138637  0.00161559 -0.00084548 -0.00032062  0.00142181 -0.00160377
  0.00707725  0.00453593]",-4.850973724043441,0.007820758579773815
AKAM,0.4736142847741088,0.48806237638362,[0.00117996 0.0011654  0.00069574 0.00086396 0.0004127  0.00133799],"[ 0.01335011 -0.00220364 -0.00102032  0.00490657 -0.00423459  0.00661863
  0.00029408 -0.00500509  0.00035145  0.00188203  0.00271681 -0.00103287
 -0.00185886  0.00748782 -0.0048402  -0.00565244  0.00759994  0.00031192
  0.00109941  0.00705897]",-4.257497241789655,0.014157691385021215
ALB,-1.06229401367535,2.009410750776263,"[2.97769859e-04 4.71318928e-04 1.35682988e-05 4.50789949e-05
 4.52234420e-05 2.91667102e-05]","[ 0.01901104 -0.00732661 -0.00376635  0.01640113 -0.00955712 -0.00550296
  0.00855172 -0.00082322 -0.00348995  0.00313472  0.00073774 -0.00039197
  0.00043751  0.0007439  -0.00193889  0.00328861  0.00021375 -0.00418963
  0.00605828  0.00486348]",-4.680393686516064,0.009275361583393558
ALGN,-0.8709306905707039,1.8124420382723954,"[ 4.73324423e-05  1.86962210e-03 -3.02194874e-04  6.16606342e-04
  5.54222344e-05  6.06994679e-04]","[ 1.79816190e-02 -6.35282721e-03 -3.64881246e-03  1.43612366e-02
 -8.18669680e-03 -4.13863103e-03  7.57039517e-03 -2.33534843e-04
 -4.49238977e-03  2.13927795e-03  3.22242248e-03 -1.00601018e-03
 -1.64341040e-03  3.48772831e-03 -1.04258727e-03 -1.81754177e-04
  2.32264764e-06 -1.01848674e-03  6.89706962e-03  1.27849729e-03]",-4.610550394210613,0.009946342391761199
ALK,1.3588286825403049,-0.3870226292408939,[-0.00145141  0.00297045 -0.00096962  0.00053745  0.00015086  0.00090612],"[ 0.00919735  0.00273693 -0.00066922 -0.00430346  0.00130523  0.01371431
 -0.00448649 -0.00595126  0.00128095  0.0024982   0.00138298 -0.00375962
  0.00138229  0.00832699 -0.00456622 -0.00311855  0.00192768  0.00119877
  0.00533214 -0.00102768]",-4.278707500426735,0.013860565288767427
ALL,-0.950660230030709,1.889433580108125,"[ 1.46885970e-03 -2.48739447e-04  5.62667831e-05  1.00427691e-03
 -6.36580740e-04 -3.18401510e-04]","[ 0.01835808 -0.00683636 -0.00330017  0.01547971 -0.00980263 -0.00483461
  0.00946756 -0.00118469 -0.00530187  0.00425684  0.00280775 -0.00262142
 -0.00122459  0.00459331 -0.00103195 -0.00177     0.00092405  0.00182818
  0.0033678  -0.00205317]",-4.496765470751659,0.011144987087328521
ALLE,0.46944841415562955,0.4839294125401612,[ 0.00167789  0.00235807 -0.00031071  0.00118644 -0.00033611  0.00017184],"[ 0.01426515 -0.00369221 -0.00013234  0.00734918 -0.00703021  0.00594714
  0.00207878 -0.00705895  0.00099681  0.00429649  0.00058855 -0.00187629
  0.00046207  0.00647851 -0.00569458 -0.0024568   0.00413284 -0.00254864
  0.00728074  0.00370574]",-4.283334187765277,0.013796584909577561
AMAT,-1.0620865217888567,2.002133294888017,"[-9.70992478e-04 -8.80163274e-04  9.07478146e-05  2.93314622e-04
 -4.79165262e-05  4.76537999e-04]","[ 1.90271085e-02 -6.94766743e-03 -4.82188184e-03  1.54218840e-02
 -6.63156247e-03 -4.98694502e-03  4.46252623e-03  1.19073049e-03
 -7.51620810e-04 -2.15536208e-03  1.94500597e-03  4.99262131e-03
 -3.49457255e-03 -1.63044838e-03 -1.79199471e-05  1.22397659e-03
  3.03354471e-03 -2.52463030e-03  2.21096021e-03  7.49958137e-03]",-5.011493264329616,0.006660949318119085
AMCR,-1.1061737645418648,2.0593286390972954,[-0.00162579 -0.00156777 -0.00042183 -0.0012104  -0.0001223  -0.00108988],"[ 1.91995178e-02 -7.72801813e-03 -3.30948810e-03  1.70180783e-02
 -1.06151216e-02 -5.32679397e-03  8.96310017e-03 -2.04459308e-03
 -2.67974773e-03  3.98858047e-03  4.93411570e-05  1.52101750e-04
 -5.26491118e-04 -7.33838504e-05  2.77718869e-05  2.50622459e-03
 -1.42506651e-03 -2.09798480e-03  8.09224808e-03  1.16925765e-03]",-4.361943211067217,0.012753580655652602
AMD,-0.5753893139750119,1.5024225875738442,[ 0.00128987 -0.00047274 -0.00010504  0.00083067 -0.00073659 -0.00063137],"[ 0.01687693 -0.00365724 -0.00624741  0.00948534 -0.00062398 -0.00145983
 -0.0008828   0.00264055  0.00168094 -0.00409026 -0.00082172  0.00511235
  0.00092839 -0.00285527 -0.0036932   0.00416047  0.00602332 -0.00432904
 -0.00397122  0.00982082]",-4.501625155260659,0.011090957356283584
AME,0.039684115826368015,0.9002297391734295,[ 0.00150113  0.00224283 -0.00016546  0.0011209  -0.00018319  0.00041521],"[ 0.01569354 -0.00468584 -0.00174568  0.00976156 -0.00663995  0.00261453
  0.0021873  -0.00476786  0.00226789  0.00198952 -0.00114316  0.00285125
 -0.00155022 -0.00121771  0.00071499  0.00180699 -0.00067362 -0.00180378
  0.00770696  0.00361129]",-4.151090991959191,0.01574722701172166
