,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,-0.918434097906012,1.8691904138201385,[-0.00090413  0.00056704 -0.00030174  0.00077761  0.0003653   0.0006113 ],"[ 0.01788358 -0.00683774 -0.00225524  0.01537621 -0.01066588 -0.00261539
  0.00878147 -0.00337847 -0.00293563  0.00529328  0.00070687 -0.00146714
 -0.00082841  0.00285888 -0.00169634 -0.00109246  0.00396109 -0.0005791
  0.00209529  0.00610913]",-4.744510674292999,0.008699317764299962
AAL,0.4683881165434624,0.4930467360150379,[-0.00146536  0.00229788 -0.00064463  0.00062641  0.00097427  0.00112663],"[ 0.01212553 -0.00060889 -0.00148058  0.00222012 -0.00188559  0.00670875
 -0.00067095 -0.00312337 -0.00093262  0.00090812  0.00327374 -0.00183582
 -0.00041263  0.0064095  -0.00427045 -0.0015821   0.00209313 -0.00267633
  0.00833456  0.00341741]",-4.0761463882022095,0.016972746163902964
AAP,1.1098390691427822,-0.1619039812894921,[0.00200724 0.00236821 0.0002467  0.00036087 0.00015959 0.00057291],"[ 0.00971729  0.00138374  0.00096624 -0.00241611 -0.00182316  0.01230112
 -0.00310102 -0.00811524  0.00289781  0.00404462 -0.00063678 -0.00210906
  0.00122128  0.00469662 -0.00253946 -0.00054752 -0.00080186 -0.00023193
  0.00813933 -0.00148632]",-4.485647567859937,0.01126958733476002
AAPL,-0.5371566595458818,1.4958197480311448,[-0.00021751 -0.00075767  0.00044239  0.00042785  0.00022419  0.00070071],"[ 0.01633334 -0.00376297 -0.00567575  0.00988925 -0.0022141  -0.00193524
  0.00267651  0.00290382 -0.00342271 -0.00187683  0.00358355  0.00026606
 -0.0010838   0.00330546 -0.00186332 -0.00049687  0.00154157  0.00086627
  0.00269893 -0.00120711]",-4.724439942745074,0.008875683409082014
ABBV,-0.9251355635513805,1.8857779288501033,[-0.00072894  0.00015486 -0.00035566  0.00107993  0.0002035   0.00020011],"[ 1.77677279e-02 -7.09035016e-03 -1.49954799e-03  1.51194140e-02
 -1.09667603e-02 -9.98966046e-04  7.11712162e-03 -5.46278824e-03
  1.50543566e-04  5.64129220e-03 -1.52355823e-03  6.90558037e-05
 -7.37605403e-04  1.20870266e-03 -4.87408382e-04 -7.36709751e-04
  1.79022518e-03  9.10457842e-04  4.31369684e-03  1.24759790e-03]",-4.925455933595414,0.00725941571366614
ABT,-0.9473206290657818,1.906738461732949,"[-2.50698072e-04 -2.32382994e-05 -2.95722772e-05  1.05889338e-03
  1.19366714e-04  3.32724782e-04]","[ 0.01790884 -0.00723547 -0.00148245  0.01555383 -0.01143447 -0.00143876
  0.00788451 -0.00542141 -0.00040222  0.00614451 -0.00157746 -0.0004739
 -0.00012772  0.00142587 -0.00135433 -0.00041692  0.0027417  -0.00020282
  0.00388724  0.00298888]",-4.90439053858876,0.007413960228925773
ACN,0.464764990791659,0.49235972136120976,[-0.00045429  0.00261366 -0.00110915  0.00085031 -0.00012069  0.00023704],"[ 0.01429473 -0.00339345 -0.00069835  0.00804819 -0.00771521  0.003181
  0.00570283 -0.00542617 -0.002701    0.0067789   0.00073397 -0.00488447
  0.00185979  0.00624403 -0.00441382 -0.00112432  0.00250325 -0.00218533
  0.00716998  0.00440755]",-4.583562610338718,0.010218427098180124
ADBE,0.46577430444193835,0.4915789371243181,[-0.00014794  0.0017333  -0.00050074  0.0004203   0.00015647  0.00020175],"[ 1.33144032e-02 -1.14042459e-03 -3.35825651e-03  4.21844034e-03
 -1.62799079e-03  3.52653016e-03  1.32685347e-03 -1.19364723e-03
 -2.20045964e-03  2.38281578e-03  4.19764057e-04 -3.48795102e-03
  4.19378557e-03  4.16267134e-03 -4.78105981e-03  2.94169065e-03
 -1.03687897e-03 -3.91291458e-03  7.86378955e-03  1.84623225e-05]",-4.3343323561095275,0.013110624379889644
ADI,-0.7535723729944867,1.7034218336629308,"[-1.28678685e-03 -8.18813752e-04 -7.36769207e-04  1.06189315e-03
 -2.91673024e-04 -9.53783143e-05]","[ 0.01742493 -0.00492921 -0.0056912   0.01194342 -0.00318357 -0.00256842
  0.00208302  0.00227162 -0.00098686 -0.00281406  0.00202071  0.00317496
 -0.00154727  0.0006194  -0.00210774  0.00089112  0.00352211 -0.0027913
  0.00325951  0.00602039]",-4.582271143466338,0.010231632383524125
ADM,-1.0144744376222934,1.9677907303623632,[-0.00056733  0.00085684 -0.00046171  0.00107575  0.00026397  0.0003895 ],"[ 0.01863102 -0.00685965 -0.00436144  0.01539549 -0.00755134 -0.00334441
  0.00529171 -0.00147571  0.00030547  0.00238704 -0.0022149   0.00146002
  0.00130699 -0.00043139 -0.00217301  0.00144566  0.00313978 -0.00028132
  0.00076651  0.00091796]",-4.7853988909000105,0.008350792028542726
