,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.48677832275517635,0.4925991670882303,"[-2.48033432e-07 -9.92855656e-05  3.74391783e-06  2.01990147e-04
 -3.32900068e-04 -2.40063066e-04]","[ 0.01102946  0.00125343 -0.00102157  0.00135113 -0.00439879  0.00525734
  0.00099563 -0.00107803 -0.000999   -0.00029257  0.00296548  0.00049182
 -0.00146442  0.00285236  0.00056665 -0.00123711 -0.00085863 -0.00049245
 -0.00419598  0.00109181]",-6.291638986074232,0.0018517225109690727
AAL,0.48805732911881994,0.4916988955964225,"[-2.37478378e-04 -5.98034389e-04  3.51606858e-04 -8.44274266e-05
 -7.95889600e-05  1.68265721e-05]","[ 1.12445152e-02  2.05608703e-03  6.49383610e-04  6.17665072e-04
 -6.38505702e-03  3.81013858e-03  5.99095893e-04  1.08844837e-03
  3.68996669e-05 -5.91761620e-04  3.72295047e-03  9.03585602e-04
 -1.23961464e-03  4.58243194e-05 -3.02879700e-03 -2.43151499e-04
 -9.45477386e-07  2.51102614e-03 -5.75883532e-05  2.54203077e-03]",-5.858402912928683,0.0028558010053542854
AAP,0.4877725225841174,0.49150951464917,"[-1.18456047e-04 -1.47208288e-04  2.34050828e-04 -1.27882098e-04
 -5.59070997e-05 -6.01862521e-05]","[ 0.00700252 -0.00115575  0.00068894  0.0073397  -0.00095413 -0.00159061
 -0.00509649  0.00139055  0.00224438  0.00032674  0.00223145  0.00089322
  0.00037772  0.00115739 -0.00236777 -0.00163134 -0.00087282  0.0005353
 -0.00452768  0.00484184]",-5.978212645451926,0.002533350243151726
AAPL,0.4881706297097172,0.4894769656014264,"[ 9.71447698e-05 -5.60682463e-04  4.18713663e-04  1.76477874e-04
 -1.27189875e-04  1.26032367e-04]","[ 0.00839909 -0.00146109 -0.00239836  0.00593895 -0.00010616  0.00299644
 -0.00198646 -0.00147514  0.00030162 -0.00010689  0.00206816  0.00057151
 -0.00103424  0.0020069  -0.00122933  0.00016982  0.00013202  0.00015362
  0.00108421  0.00556832]",-5.43464833086715,0.004362769002601696
ABBV,0.48766058954564667,0.49543306535548565,"[ 1.87920462e-04  1.56101932e-04  8.45865898e-05  6.66958758e-06
 -6.33689085e-05 -8.32685709e-05]","[ 0.00671069 -0.00242078 -0.00145669  0.00828614  0.00070468  0.00049864
 -0.00267508 -0.00047315 -0.00037422 -0.00158262  0.00126426  0.00347235
  0.00134388  0.00115365 -0.00093278 -0.00096249 -0.00110891 -0.00111152
 -0.00072021  0.00146526]",-6.634710830903588,0.0013139586464639378
ABT,0.48810353834864395,0.49123128277520256,"[ 6.19502854e-04  1.62311280e-04  3.10958750e-04  1.65587642e-04
 -5.34667052e-05  4.45541590e-05]","[ 0.00749741 -0.00166692 -0.00136634  0.00720323  0.00042032  0.00062175
 -0.00416259 -0.00037323  0.00151676  0.00014718  0.00173054  0.00113831
  0.00059562  0.0008973  -0.0035319  -0.00037912  0.00097936  0.00047064
 -0.00234848  0.00677661]",-5.830299911579972,0.002937195949036665
ACN,0.48581297578989013,0.4900990575875087,"[-1.20384554e-04  5.00668965e-04  1.41479459e-04  1.37738672e-04
 -3.78555943e-05  2.12158416e-04]","[ 0.00582441 -0.00319979 -0.00174169  0.00921448  0.00067218  0.00045634
 -0.00176571  0.0003397   0.00014613 -0.0027671   0.00085147  0.0026918
 -0.00107003  0.00136442  0.00050311  0.00253861  0.00180531 -0.00302772
  0.00014925 -0.00036413]",-6.10535672354013,0.002230885418763758
ADBE,0.4862074338819168,0.4900898105941373,"[ 2.85906904e-04  4.16550972e-04  9.21013773e-05  1.00731464e-04
 -4.87684124e-06  6.90906941e-05]","[ 0.0057628  -0.00337952 -0.0019944   0.00934759  0.00079617  0.00049354
 -0.00186347  0.00064273  0.00088002 -0.00296243  0.00036864  0.00218789
 -0.00130073  0.00141302 -0.00012674  0.00304269  0.00215191 -0.00238551
  0.00227286  0.00209489]",-6.01827573835811,0.0024338625949854196
ADI,0.48668173667254394,0.4897063091950895,"[ 1.71322824e-04  3.22536730e-04  7.45820349e-05  1.78122472e-04
 -2.24928769e-04 -1.16724989e-04]","[ 7.56541578e-03 -1.87109294e-03 -1.84994247e-03  7.39278263e-03
  9.34216778e-04  5.72283298e-04 -4.92758879e-03  8.78903049e-06
  3.32512596e-03  1.00253107e-04  3.31871000e-05 -4.79655639e-04
  3.93476586e-05  3.10277451e-03 -1.87184374e-03 -6.78445045e-05
  1.31147183e-03 -4.10887403e-04  1.83061981e-04  5.06744814e-03]",-5.82290612239569,0.002958993440402492
ADM,0.48545886349591305,0.4910913266458485,"[-2.06753004e-04  1.56220278e-04  2.36362278e-05  5.94727470e-06
 -2.02181277e-05  5.59866753e-05]","[ 8.00829486e-03 -2.55803611e-03 -4.57066868e-03  7.39325258e-03
  3.22645286e-03  3.77020337e-03 -3.56533432e-03 -3.60246842e-03
  8.00663307e-04  7.92342843e-04  8.10021783e-04 -3.79646803e-06
 -2.15827613e-04  3.07038516e-03 -1.91857751e-03  6.28184311e-04
  3.33210571e-03 -6.14403676e-04 -1.38981833e-03  1.65483230e-03]",-6.33652489358283,0.0017704440403889718
ADP,0.48638966872267214,0.4898034621421698,[ 0.00017191  0.00024728  0.0002614   0.00021371 -0.00012088  0.00011963],"[ 1.03795640e-02 -1.22421715e-04 -2.87433991e-03  3.09133770e-03
 -1.75193182e-03  5.52315849e-03 -2.19908334e-04 -2.02679154e-03
  2.56670170e-05 -4.77700495e-05  2.05755702e-03 -1.98933291e-04
 -1.75126423e-03  2.37238708e-03 -1.50764295e-03  1.44225499e-03
  3.58438480e-03 -2.13488359e-04 -2.06445478e-03 -3.87961924e-05]",-5.831895041992592,0.0029325144732253975
ADSK,0.48662766510182537,0.4913657471292961,"[-1.02188518e-04  9.57451339e-05  6.35888252e-05  1.26700207e-04
 -1.39466356e-04  1.44110860e-06]","[ 1.16090493e-02  1.69335228e-03 -8.76422849e-04  5.28860133e-04
 -5.27497060e-03  5.33761395e-03  8.65973663e-04 -2.53970615e-06
  7.10405472e-04 -6.93834166e-04  1.56504244e-03 -3.78206548e-04
 -7.71976954e-04  3.47809139e-03 -1.32084334e-03 -1.70857588e-03
  5.56961238e-04  1.53609982e-03 -4.33081906e-03  1.79587085e-03]",-6.073881010451081,0.002302220906447329
