,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.46657368195251714,0.47966945985021925,"[-2.58440442e-03  1.59908608e-03 -1.43195441e-03 -6.19725020e-04
 -5.02095995e-05 -3.73189947e-04]","[ 0.01216929 -0.00461589 -0.00485563  0.0103229  -0.0108544   0.0073538
 -0.00957846  0.00061146 -0.0092806  -0.00274831 -0.00364012 -0.00088388
 -0.00503844  0.00255823 -0.00329924  0.0033126  -0.0001167   0.00570834
  0.00405093  0.00765061]",-4.263657203997603,0.014070748598199364
AAL,-1.29124336680716,2.2352289534884724,"[-1.28288248e-03  8.25752480e-04 -2.37762172e-04  8.78977523e-05
  2.57982160e-04  7.29786217e-04]","[ 0.00474562 -0.00876908 -0.00917103 -0.00206683 -0.00568189 -0.00690585
  0.00097498 -0.00563822 -0.00162538  0.00080614 -0.00376272  0.00501095
 -0.01064594  0.00303968 -0.00629562 -0.00157742  0.00118816 -0.00080674
  0.00781679  0.00246454]",-4.424022663367516,0.011985919856821362
AAP,-1.7494330586597056,2.6740537047425836,"[-2.08289687e-03  2.63507363e-04 -7.87621189e-04 -2.79065912e-04
 -9.98218387e-05 -1.02357679e-04]","[ 0.0027862  -0.01063173 -0.00968294 -0.00710327 -0.00220481 -0.01322051
  0.00709119 -0.00961015  0.00437937  0.00072707 -0.00050855  0.00695912
 -0.0097889   0.00410065 -0.00628972 -0.00211837  0.0017409  -0.00140923
  0.00775915  0.00382602]",-4.634595832798534,0.009710030721326986
AAPL,-1.5121895787378592,2.461115735012505,"[-4.10880807e-04  1.57722405e-04 -1.20153810e-04  7.07682651e-05
 -6.48257548e-06  1.24877792e-04]","[ 0.00291519 -0.00905098 -0.01290562 -0.00310723 -0.01113192 -0.01046317
 -0.00286543 -0.01230031 -0.00236003 -0.00651602 -0.00195491  0.00014274
 -0.00835373  0.00200638 -0.00597251 -0.00054966  0.00067851  0.00105757
  0.00757591  0.00610499]",-4.837734565460508,0.00792498727054463
ABBV,0.16862825597675515,0.7823170186028757,[-0.00115206 -0.00029234 -0.00019563 -0.00111373  0.0003018  -0.00041885],"[ 0.00974243 -0.00615264 -0.0061924   0.0045485  -0.00752482 -0.00189352
 -0.00098621 -0.00797135  0.00249668 -0.00604368  0.00614729  0.00206534
 -0.00013493  0.00791138 -0.0055761   0.00567926 -0.0047344   0.00157227
  0.00195575 -0.00128947]",-4.179806410966288,0.01530146947670999
ABT,-0.9449817949942169,1.9060875890516844,[-0.00282995  0.00212828 -0.00120871 -0.00052652  0.00032101  0.00039413],"[ 0.00600622 -0.0072713  -0.01054997  0.00188824 -0.01184502 -0.0041517
 -0.00585526 -0.00800204 -0.00508913 -0.00524425 -0.00283598  0.00047196
 -0.0083756   0.0035427  -0.00725632  0.00221172 -0.00289424  0.00351632
  0.00204806  0.00617435]",-4.478471752118378,0.011350746660886046
ACN,-1.2868537015150743,2.23977590885065,[-0.00479276  0.00109146 -0.00198403 -0.00083122 -0.00011736 -0.00025147],"[ 0.0043801  -0.00857702 -0.01073074 -0.00166012 -0.0091485  -0.00758768
 -0.00281822 -0.00888102 -0.0043049  -0.00488752 -0.00404169 -0.00159007
 -0.00823627 -0.00165147 -0.00341676 -0.0028127   0.00209761  0.00204446
  0.00373735  0.00749888]",-4.318451424758409,0.01332049536817607
ADBE,0.46341792532660564,0.47641748473048634,[-0.00316114  0.00308434 -0.00133564 -0.00129319  0.00077858  0.00038021],"[ 0.01136948 -0.00526467 -0.00457347  0.00805135 -0.00826571  0.00477252
 -0.00605664 -0.0004326  -0.00641814 -0.00208587 -0.00240162  0.0001911
 -0.00516844  0.00310168 -0.00485823  0.00347505 -0.00396328  0.00507023
 -0.00279663  0.00434808]",-4.313149737773846,0.013391304001846566
ADI,-1.582534111113062,2.532426657375893,"[-2.25086587e-03  6.93211379e-04 -9.39931423e-04 -2.35751654e-04
 -5.34528654e-05  3.56056577e-05]","[ 2.90561216e-03 -9.73389165e-03 -1.08826667e-02 -4.53664522e-03
 -6.74182545e-03 -9.83885661e-03 -9.88427705e-05 -8.22429859e-03
 -3.35590985e-03 -2.25479917e-03 -4.78999144e-03  6.73965386e-04
 -9.15431887e-03 -3.38645327e-04 -3.73276888e-03 -9.95565166e-04
  1.07960816e-03  4.72673993e-03  2.19104997e-03  9.15304837e-03]",-4.930008936267242,0.007226438703700452
ADM,-1.8431305012382098,2.774719219912822,"[-1.09134408e-03 -1.41611453e-04 -5.08033633e-04  3.69389973e-04
 -3.63312260e-04 -3.53448228e-05]","[ 0.00238574 -0.01094677 -0.00914422 -0.00727315 -0.00091739 -0.0111776
  0.0065598  -0.0048486   0.0008355   0.00506193 -0.00462321  0.00778691
 -0.01102499  0.00252961 -0.0035843  -0.00178869  0.00389017  0.00296207
  0.00560243  0.0083887 ]",-5.753904107088279,0.003170379103961733
ADP,-1.44221212359199,2.3957435930784223,[-0.00266557  0.00021998 -0.00055023 -0.00074144  0.00039498  0.00040464],"[ 3.76998773e-03 -9.53064414e-03 -9.89113945e-03 -3.74735463e-03
 -6.04295139e-03 -8.61145389e-03 -7.37064950e-05 -6.91809730e-03
 -4.07293909e-03 -1.24327521e-03 -6.19154589e-03  1.03391293e-03
 -1.11704027e-02 -8.01419382e-04 -5.07638656e-03 -1.56916084e-03
 -1.69819501e-04  5.48121008e-03 -1.04940591e-03  1.16488810e-02]",-4.881297414725502,0.007587163940913794
ADSK,-0.602466456150769,1.5594427102933353,[-0.00146069  0.00134521 -0.0003112   0.00029541  0.0003268   0.00107349],"[ 0.0079285  -0.00587555 -0.01013456  0.00620485 -0.01495739  0.0007192
 -0.01009717 -0.00603697 -0.00689195 -0.00616842 -0.00058895  0.00044403
 -0.00367527  0.0071116  -0.00520862  0.00717084 -0.00217444  0.0048314
  0.00803753  0.00158713]",-4.631149045618213,0.009743556876306533
AEE,0.15626630142143114,0.8029095260647822,"[-1.68230765e-03  2.50953933e-03 -7.27148266e-04 -5.63566299e-05
  4.53125669e-04  8.80681424e-04]","[ 0.01037505 -0.00721007 -0.00189662  0.00253031  0.00118146 -0.00021813
  0.00521718  0.00010477  0.00197313  0.00318061  0.00110544  0.00470362
 -0.00269581  0.0030211  -0.00054286  0.00103043  0.00140853  0.00402066
 -0.00025032  0.00480842]",-3.9144730804391563,0.019951058479460486
AEP,0.4704907447318864,0.4835943915909864,"[-2.59351620e-03  2.06263208e-03 -9.47921700e-04  6.61696661e-05
  3.14240012e-04  9.78832016e-04]","[ 1.47924710e-02 -6.32976134e-03  3.74621350e-03  6.25709755e-03
  5.92080354e-03  6.02199403e-03  6.65740414e-03  6.24396005e-03
  1.24673752e-03  6.07524974e-03  5.93613224e-04  3.52350862e-03
 -7.85037241e-04 -8.88420117e-05  2.78249356e-03 -1.00044935e-03
  3.48918625e-03  4.39234384e-03 -1.99437451e-03  6.07989383e-03]",-4.322256893207149,0.013269900972077179
AES,-1.6094747479146,2.5439339236727343,"[-2.18619935e-03  3.63638847e-04 -8.92377363e-04 -1.93390454e-04
 -1.52351010e-04 -9.02418825e-05]","[ 0.00346274 -0.01026637 -0.00918689 -0.00578039 -0.00270097 -0.0110935
  0.00530282 -0.00752659  0.00156379  0.00165941 -0.00315046  0.00621122
 -0.01103698  0.00256124 -0.00487505 -0.00203609  0.00376759  0.00344413
  0.00593582  0.01348707]",-4.904569401935331,0.007412634261774879
