,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,1.161740264172779,-0.21511638219974172,"[ 5.63003888e-04  2.53400215e-04  3.44469765e-04  4.76280110e-05
  7.45842112e-05 -3.91559134e-04]","[ 9.69482887e-03 -9.65515706e-03 -1.10544089e-02  8.55029384e-03
 -1.45727938e-03  6.91091324e-03  7.73238122e-05 -3.16498199e-03
 -5.64413541e-04  3.24418471e-03  5.69805986e-03 -8.95360173e-04
 -4.07089722e-03  1.12981746e-03  2.45428907e-03  8.87193152e-04
 -2.33989904e-03 -3.47620093e-03  2.79005125e-03  4.50328932e-03]",-5.284550855923496,0.005069308526817292
AAL,-1.3743718941568583,2.32702331947693,[-0.00140827 -0.00042125 -0.00053912  0.00031702 -0.00029801  0.00025117],"[ 0.01176045  0.00218375  0.0063447   0.00238746 -0.00940483 -0.00770951
 -0.00610405  0.00535679  0.00347261  0.00087444 -0.00116516  0.00037405
  0.00023372  0.00602426  0.0024673  -0.00245886 -0.00237694  0.00030391
  0.00469905  0.00421768]",-5.22147501628803,0.005399359107303751
AAP,0.4703908151873627,0.48699466163863364,"[-9.92181596e-04  2.52443183e-04 -3.73176029e-04 -6.50996971e-04
  1.08145789e-05 -8.54409584e-04]","[ 1.24844665e-02 -2.39915778e-03 -1.06551779e-03  4.37027555e-04
 -1.20205512e-02 -8.74695568e-05 -7.55860272e-04  8.48394267e-03
  5.36865845e-03 -1.17941069e-03  3.97371832e-04  3.68913855e-04
  1.89234566e-03  2.48581367e-03 -1.59786425e-03 -4.18182901e-03
 -1.49466722e-03  1.98404380e-03  2.79887506e-03 -2.17199758e-03]",-5.1319734913850645,0.005904895706502467
AAPL,-0.6813618933990265,1.6267981872388757,"[-8.03897664e-04 -8.87536250e-05 -3.33918437e-04 -2.35902981e-04
 -2.58197812e-06  3.72458800e-05]","[ 0.01217526 -0.00211495 -0.00046867  0.00089401 -0.01201722 -0.00090374
 -0.00143686  0.00985613  0.00856098 -0.00114537 -0.00079697 -0.00453797
 -0.00276469  0.00492097  0.00234755 -0.00180241 -0.00303538 -0.00217683
 -0.00146942  0.00350699]",-5.147873226440975,0.005811751872610836
ABBV,0.46211881201845445,0.4787264909447153,"[ 1.88796309e-04 -4.22211006e-04  5.93376709e-05 -5.60205034e-04
  6.72511844e-05 -4.01438047e-04]","[ 1.08075533e-02 -8.43717352e-03 -1.08459087e-02  5.40832192e-03
 -4.76616025e-03  9.98983167e-03  6.31581337e-03 -1.44876180e-03
 -2.86446497e-03 -3.89928362e-03  2.29386625e-03  4.95445109e-03
  1.36923144e-03 -1.46670354e-03 -4.71961283e-03 -2.36202144e-04
  1.46911372e-03 -4.46049496e-05 -6.79502599e-03  2.00218335e-04]",-5.366833839007139,0.004668890391778146
ABT,0.46444000813247344,0.4786858149534197,[-0.00110938 -0.00046403 -0.00079113 -0.00032775 -0.0004332  -0.00081004],"[ 0.01180715 -0.00355399 -0.00300492  0.00214874 -0.01006892  0.00225388
  0.00188679  0.00698389  0.00579831 -0.0047019  -0.00420686 -0.00220665
 -0.00127853  0.0075856   0.00388632 -0.00285086 -0.00423446 -0.00084847
  0.00440274  0.00561792]",-4.8568729128009265,0.0077747582643592494
ACN,1.2481814146321146,-0.28523230781490405,[ 0.0003046   0.00085009  0.00015929  0.00011935  0.00013586 -0.00012271],"[ 1.09245998e-02 -1.07412758e-02 -1.34570935e-02  4.74989976e-03
 -6.57670059e-03  1.06070532e-02  4.22042780e-03  2.86914406e-03
  3.28362700e-03 -2.54606889e-04  4.58275179e-03 -2.03088171e-03
 -3.41077272e-03 -4.42500852e-04 -8.84379793e-04  8.27842050e-04
 -5.48154695e-05 -1.69519432e-03  3.12583150e-04 -1.26226278e-04]",-5.2939911685647845,0.005021677847436005
ADBE,1.020009448344704,-0.05335575844751124,"[ 8.53771018e-04  9.47958841e-04  5.36232706e-04 -3.42281876e-05
  2.33614773e-04 -6.97617150e-04]","[ 1.09849408e-02 -9.31579075e-03 -1.12243677e-02  4.89029891e-03
 -6.25010271e-03  8.46083004e-03  2.92465577e-03  2.31087215e-03
  2.72730485e-03 -3.73990267e-05  3.88247383e-03 -1.63977854e-03
 -3.37251310e-03  4.34300229e-04 -4.29649065e-04  1.02846509e-03
 -1.91320388e-04 -1.26470717e-03  1.15889338e-03  1.51597819e-03]",-4.790033450639945,0.008312179329554718
ADI,0.47244397934239907,0.4888538472099507,"[ 5.09249074e-04  8.03910871e-04  2.67137727e-04  4.84885157e-04
  3.68335487e-05 -3.28882953e-05]","[ 0.01203098 -0.00650924 -0.00688899  0.00146627 -0.0111762   0.00438155
  0.00053433  0.00865755  0.00722143  0.00035142  0.00269165 -0.00273552
 -0.0005033   0.00189617  0.00045978 -0.00411979 -0.00363705 -0.00101433
  0.00196918 -0.00012936]",-5.1199701329551806,0.0059762013838150435
ADM,0.4701704030807493,0.4842080629337572,"[ 1.37662111e-03  6.46045960e-04  1.07820266e-03 -4.94326143e-05
  4.48998003e-04 -5.47684897e-04]","[ 0.01075853 -0.00866722 -0.00988962  0.00564079 -0.00503986  0.00651546
  0.00074051  0.00018101 -0.00022694  0.00210039  0.00544472  0.00278816
  0.00229306 -0.00052368 -0.00150566 -0.00532691 -0.00454315  0.00043674
  0.00384708  0.00135657]",-4.952140870333628,0.007068260490222453
