,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.48733926467486577,0.4925490551781146,"[ 1.46590128e-04  1.53725144e-04 -8.08373309e-05 -2.85782357e-04
  2.61672632e-05 -2.97066878e-04]","[ 3.49667685e-03 -5.99175383e-03 -2.57047429e-03 -6.55284737e-04
 -3.84978890e-03  8.55862948e-03 -3.83986685e-04 -3.62008808e-03
 -6.04811117e-04  3.88031088e-03 -5.23084779e-04 -3.25167431e-03
  1.50726089e-03  2.56180645e-03  1.21850460e-03  1.14875784e-03
 -3.31084787e-03  3.64590418e-03  8.35443160e-05 -1.65741644e-03]",-5.307372999925841,0.004954926226913574
AAL,0.48777085824798927,0.4951191480609299,"[ 4.20420319e-05  2.31496510e-04  5.45154276e-05 -4.10493433e-04
  2.10831332e-04 -9.27218360e-05]","[ 3.39998955e-03 -5.32735146e-03 -3.22440495e-03 -1.63978019e-03
 -1.72187223e-03  9.02886894e-03 -2.84865154e-03 -2.74595175e-03
  7.06805181e-04  1.57015921e-03  1.04480183e-03 -1.61710110e-03
 -8.57692980e-04  4.85719351e-03 -3.33475707e-05 -3.59219743e-03
 -2.48379680e-04  4.77195105e-03  5.41938153e-03 -1.93635440e-03]",-5.713554865277112,0.003300917346747719
AAP,0.4864149257649726,0.49480008088775795,"[ 5.54060380e-04 -6.49205769e-04  3.30602087e-04  2.92475211e-04
 -9.50205750e-05  8.58195026e-05]","[ 5.38789124e-03 -7.45648322e-03 -3.73507863e-03  3.50229343e-03
 -5.38234234e-03  3.55437031e-03  2.81058865e-03 -1.50546475e-03
 -2.40860293e-03  3.75132610e-03 -4.89981036e-04 -1.87282528e-03
 -2.81261466e-05 -3.84983322e-04  3.55860940e-03  1.91881896e-03
 -1.32909899e-03  3.15741005e-03 -4.18850962e-03  6.83378041e-03]",-5.870061282146527,0.0028227003475785974
AAPL,0.48493787900818547,0.4916342452955248,"[ 1.48361029e-04  8.09382731e-04 -2.59078937e-04  7.36991389e-05
 -5.84558875e-05 -1.13198599e-04]","[ 0.00226112 -0.00420131 -0.00285068 -0.0040532  -0.00022957  0.01089509
 -0.00436854 -0.00220458  0.00028252  0.00047215  0.00138415 -0.00238368
  0.00236185  0.00471901 -0.00306052  0.00178242 -0.00192583 -0.00069925
  0.00287924 -0.00191587]",-5.6848546393924435,0.003397027007654366
ABBV,0.4849276758215014,0.49148514307522845,"[-1.05776492e-04 -5.44039534e-04 -8.61737447e-06 -3.22541153e-04
 -5.08866200e-05 -3.76585437e-04]","[ 3.14776365e-03 -5.97893667e-03 -1.89218391e-03 -8.75180842e-04
 -4.62200061e-03  9.21900831e-03 -2.21699800e-05 -4.29968129e-03
 -7.76734263e-04  4.12768981e-03 -1.21217191e-04 -3.17099370e-03
  1.25718155e-03  2.41171986e-03  7.98823889e-04  2.14138945e-03
 -3.12250296e-03  8.19727074e-04  1.81316173e-03  2.12634093e-03]",-5.5919645831544305,0.003727697294978402
ABT,0.48476635014747194,0.4934075960114309,"[ 2.58566554e-04 -7.15667297e-05  1.41768357e-04  7.62352759e-05
  1.81543698e-05  6.78926432e-05]","[ 0.00258324 -0.00569225 -0.00097528 -0.00114215 -0.00579273  0.00952177
  0.00140679 -0.00482669 -0.00247057  0.00494133  0.00138451 -0.00435558
  0.00030459  0.00315397  0.00187371  0.00217217 -0.00418709  0.00094642
 -0.00033902  0.00279722]",-5.964422146598292,0.0025685284115137042
ACN,0.48710618646630216,0.49058293007545795,[-0.00190232  0.00021505 -0.00087918 -0.0002717  -0.00019466 -0.00027936],"[ 4.97082985e-03 -6.67486450e-03 -4.65564870e-03  1.45194887e-03
 -2.12906466e-03  4.73374003e-03 -6.47013800e-04  3.63998597e-04
 -1.28591910e-03  3.98514066e-04  4.97067674e-04  9.44246956e-05
 -1.12603548e-04 -5.99587474e-04  3.19906186e-03  2.98031622e-03
 -3.81412166e-03  3.47936199e-03 -2.71938953e-03 -6.93605890e-04]",-4.980761141067394,0.006868832416873812
ADBE,1.3228463717547136,-0.3473377338306365,[ 0.0003168   0.00065959 -0.00034126  0.0001238  -0.00020566 -0.00033698],"[ 0.00271595 -0.0035933  -0.00508473 -0.00397586  0.00170631  0.00767053
 -0.00280774  0.00117994 -0.0022841   0.00047112  0.00064494 -0.00299645
  0.00287913  0.00162566  0.00105564  0.00390584 -0.00440479  0.00291165
 -0.00243488 -0.00176783]",-5.447541515027957,0.004306880085668004
ADI,0.48902986933189013,0.49593184721751404,"[ 5.40711044e-05  2.10571707e-04 -5.02508792e-05 -2.71030425e-04
  8.28680754e-05 -1.67348079e-04]","[ 2.85800128e-03 -5.23735283e-03 -2.48138701e-03 -2.40924813e-03
 -2.35004008e-03  1.02387215e-02 -2.40797860e-03 -3.45221183e-03
  7.33776259e-07  2.59337002e-03  2.90211742e-04 -3.33299622e-03
  2.37259223e-03  4.30444257e-03 -1.52475795e-03  1.10549395e-03
 -2.27136291e-03  1.91808676e-03  4.51223984e-04 -2.97805155e-03]",-5.6074035934999955,0.003670587332927739
ADM,0.48532820456721026,0.4893476308640657,[ 0.00056417 -0.0004944   0.00028694  0.00035656 -0.00011662  0.00010269],"[ 5.11207438e-03 -8.13122934e-03 -2.37703651e-03  2.82118239e-03
 -5.67104789e-03  7.02620072e-03 -2.89553178e-04 -3.77762224e-03
  5.85203744e-04  2.47746185e-03  3.53747854e-04 -8.89547153e-04
 -2.29095332e-04  3.02956252e-03 -3.74490274e-04 -6.49687452e-04
 -2.30986773e-04  2.27115709e-03  8.74784689e-04 -1.10872295e-05]",-5.079584824240787,0.006222491907530388
ADP,0.48379413547861255,0.4888898992891695,"[-2.06469653e-04  2.32172229e-04 -1.07299055e-04 -1.07386516e-04
  4.04445903e-05 -2.15658511e-05]","[ 0.00719383 -0.00917663 -0.00478186  0.00634043 -0.00451251  0.00131455
  0.00098234  0.00119121 -0.00202321 -0.00084599  0.00285527  0.00112143
 -0.00227278  0.00152145  0.00177593  0.0001867  -0.00269336  0.00294227
  0.00272822 -0.00298594]",-5.281424351968574,0.005085182542130193
ADSK,0.48484617650247414,0.494182272895286,"[ 7.22047445e-04  8.13757148e-06  2.40236931e-04 -4.01802816e-05
  6.65116749e-05 -6.35778147e-05]","[ 0.00148124 -0.00233119 -0.00433003 -0.00641514  0.00262723  0.0101366
 -0.00435441  0.00028401 -0.00172642  0.00010011  0.00166396 -0.00312537
  0.0018405   0.00302677  0.00111848  0.00239099 -0.00417121  0.00324017
 -0.002003   -0.0004168 ]",-6.215500826392131,0.0019982153407862454
AEE,0.4864679583581348,0.49338010465739807,"[ 3.87771897e-04 -7.88866391e-04  3.60836593e-04  1.94785622e-04
 -3.75077013e-05  1.29094554e-04]","[ 0.00752751 -0.00862471 -0.0062992   0.00604029 -0.00230185 -0.00023148
  0.00048211  0.0036402  -0.00281749 -0.00150653  0.00112512 -0.00031157
  0.00322119  0.00069967 -0.00240646  0.00518567 -0.00144298 -0.00044324
 -0.00398394 -0.00364646]",-5.611665144992824,0.00365497821914347
