,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,-1.0057025645961328,1.959402190601178,[-0.00123691  0.00123308 -0.00069043  0.00084585 -0.00019774  0.00071139],"[ 1.82636915e-02 -7.21063906e-03 -2.94216554e-03  1.38715061e-02
 -9.82863855e-03 -3.45398512e-03  9.20720775e-03 -3.05623381e-03
 -2.38651476e-03  5.48672165e-03 -6.51817634e-05 -4.48627100e-04
 -1.62187069e-03  1.38487038e-03 -7.27458612e-04 -1.55420996e-03
  4.77742303e-03 -4.86222443e-04  1.99902421e-03  8.05320963e-03]",-4.799358454358732,0.008235028501333277
AAL,0.47414805109940117,0.4903240498391499,[-0.00212107  0.00348059 -0.00093644  0.00139711  0.00024712  0.00209227],"[ 0.01456533 -0.00297294 -0.00307699  0.00666625 -0.00233677  0.00355078
 -0.00080997 -0.00127798  0.00059042 -0.00169647  0.00246321  0.00185062
 -0.00118435  0.00345731 -0.00449563 -0.00029351  0.00421673 -0.00553476
  0.00765686  0.00799348]",-4.1486100268532775,0.01578634383612656
AAP,1.4043609631978957,-0.45511427379072783,[ 0.00072189  0.00437257 -0.00127444  0.00211254 -0.00062554  0.00070166],"[ 1.11541764e-02  2.94394524e-03 -5.68015128e-03 -4.07291523e-05
  4.12565195e-03  5.56688719e-03 -2.44610685e-03  2.44589909e-04
  4.83642639e-04  2.52442808e-03 -4.55668492e-03 -2.39768013e-03
  6.73287778e-03 -1.70630756e-03 -1.02167722e-03  6.35214279e-03
 -1.03443842e-03  8.62538506e-04 -1.15550187e-03 -9.81175687e-04]",-4.013730019928328,0.018065883299909276
AAPL,0.4682961170637637,0.4866493685692833,"[-3.42809881e-04 -7.45866858e-04  4.07853972e-04  5.74248114e-04
  4.40854966e-05  8.09792662e-04]","[ 1.59525346e-02 -4.28532173e-03 -3.92244753e-03  9.33897046e-03
 -4.11983311e-03 -8.85806133e-04  4.15464257e-03  8.90974622e-04
 -4.50253955e-03 -5.03072689e-04  4.95743082e-03 -4.25958488e-04
 -3.51461488e-03  4.50016498e-03 -3.31834976e-04 -2.47372796e-03
  5.88647838e-04  1.18416277e-03  5.62048925e-03  2.51414566e-05]",-4.728784611044709,0.008837205156884981
ABBV,-1.062948249636547,2.023673028020191,[-0.00022068  0.00061358 -0.00029699  0.00077917 -0.00025364  0.00038337],"[ 0.01792659 -0.0082169  -0.00059058  0.01384591 -0.01163535  0.00020195
  0.00679094 -0.00669079  0.0015123   0.00514969 -0.00028218  0.00174918
 -0.0031685   0.00158976 -0.0004244  -0.0024137   0.00259516 -0.00025588
  0.00652168  0.00284643]",-5.019209922712978,0.006609746857748179
ABT,-1.110941594488874,2.0691996484399553,"[ 6.79598622e-04  2.28023106e-04  3.01719078e-05  9.59464040e-04
 -3.26643685e-04  3.01467565e-04]","[ 0.01815033 -0.00843658 -0.00057822  0.01423583 -0.01205797 -0.00017502
  0.0074926  -0.00679017  0.00101417  0.00591882 -0.00053183  0.00071531
 -0.00211635  0.00215062 -0.00146262 -0.0022401   0.00334562 -0.00079465
  0.00605422  0.00367072]",-4.960708814147067,0.007007958731417975
ACN,0.474955620747211,0.49206860985012835,[-0.00165652  0.00352665 -0.00159462  0.00182778 -0.00052256  0.00110414],"[ 0.01512705 -0.00231156 -0.00502749  0.00787171 -0.00363698 -0.00144093
  0.00683344 -0.00053811 -0.00401606  0.00669628 -0.0026389  -0.00486312
  0.0047163   0.00113117 -0.00249189  0.00257946  0.00322432 -0.00111078
  0.00099815  0.00652451]",-4.370182226509347,0.012648935386636645
ADBE,0.4724949220215928,0.4885630022414289,"[-3.25410233e-04  1.15437798e-03 -2.68249053e-04  7.75162457e-04
 -5.99912684e-05  7.01808327e-04]","[ 1.37000405e-02 -7.22854585e-04 -5.13872971e-03  4.90014780e-03
  1.49713666e-05  1.48015998e-03  1.85335052e-03  1.10195009e-03
 -3.20189960e-03  2.13152799e-03 -7.21742860e-04 -3.58916761e-03
  5.21862376e-03  1.63955582e-03 -3.37336241e-03  5.43277329e-03
 -1.00942763e-03 -3.56769621e-03  5.15336091e-03  1.54798405e-03]",-4.193664198613676,0.01509088743260717
ADI,0.052808043029625905,0.9078905586249643,[-0.00217445  0.0004298  -0.00131983  0.00135026 -0.00090815  0.00023311],"[ 0.01656967 -0.0041855  -0.0052221   0.00999635 -0.00362166 -0.00302032
  0.00504206  0.00198059 -0.00402756 -0.00011813  0.00254202  0.00096958
 -0.00249755  0.00073544  0.00070651  0.00037954  0.00178359 -0.00088261
  0.00360448  0.00682041]",-4.212468684979229,0.014809762534264399
ADM,-0.8537000710056003,1.814813585606978,[-0.00070136  0.00199968 -0.00070874  0.00114629 -0.00020939  0.00085106],"[ 0.01757707 -0.00658714 -0.00275597  0.01278873 -0.00921275 -0.00214014
  0.00800809 -0.00383711 -0.0007427   0.00567677 -0.00133961  0.00055816
 -0.00179545 -0.00016997  0.00101123 -0.00093847  0.00255892  0.00106109
  0.00336111  0.00422751]",-4.600070758328639,0.010051124518699417
