,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.5042583325546195,0.47409920218435064,[0.00135919 0.00073335 0.00060223 0.0006295  0.00012344 0.00026523],"[ 0.00755793 -0.00735531 -0.00671404  0.00376827 -0.00747425  0.0011846
 -0.00561158 -0.00209147 -0.00407671 -0.00255216  0.00153543  0.0014644
  0.00121579  0.00241382  0.00382342  0.00138465  0.00205416  0.00277769
 -0.00230955  0.00345599]",-5.034881397421144,0.006506969814410298
AAL,0.5039617375709361,0.47329731013282367,"[ 1.72723206e-03  6.91715639e-04  5.52064777e-04  6.72850733e-04
 -2.50354273e-05 -2.99882185e-05]","[ 0.0120738  -0.00639374 -0.00036839  0.0066075  -0.00053245  0.00604795
  0.00014776  0.00294158 -0.00110023  0.0014582   0.00139508  0.00254276
 -0.00097099 -0.0001276   0.00089801 -0.0036175   0.00095908 -0.00201658
 -0.00071494  0.00160082]",-4.9723519875451165,0.006926837026208118
AAP,0.5038934934085695,0.47305392893578113,"[ 5.64528707e-04  1.00834977e-03 -1.38190379e-05  4.50071382e-04
 -8.32179948e-05 -8.45827876e-05]","[ 1.04117557e-02 -6.07583718e-03 -1.95960440e-03  7.58380078e-03
 -9.92022169e-04  7.30381318e-03  1.07896788e-03  3.51607221e-03
 -1.52644977e-04  9.75770098e-04  5.20226251e-05  1.47713201e-03
 -5.66069962e-03 -5.46569571e-04 -6.82933347e-03 -2.23433727e-03
 -3.19569523e-03  4.65469703e-04  3.75422842e-03  2.51662641e-03]",-4.917367999921946,0.007318367464031084
AAPL,0.5006684017576076,0.47259096554491226,"[ 1.11250163e-03  1.15839952e-03 -2.48261377e-05  6.80838822e-04
 -2.00860946e-04 -9.47597749e-05]","[ 0.01303182 -0.00824916  0.00025319  0.0011956  -0.00124433 -0.00300323
 -0.00232827 -0.00610702 -0.00441223 -0.00550863 -0.00095534  0.00046169
 -0.00096288  0.00277501  0.0030115   0.00165117  0.00215149  0.00176873
 -0.00396864  0.00079136]",-5.621004565700296,0.0036210017471269007
ABBV,0.5047020168503301,0.47822447863415896,"[ 4.01986726e-04 -2.82677688e-04  3.48770061e-04  1.90081218e-04
  6.08070434e-05  2.06082292e-04]","[ 0.00757793 -0.006706   -0.00660959  0.00584602 -0.00716554  0.00480594
 -0.00490795  0.0016212  -0.00285646  0.00016059  0.00319635  0.00151406
  0.00278323 -0.00094108  0.00482449 -0.00400741  0.00157036 -0.00166389
 -0.00455178  0.00356951]",-5.73101191302661,0.003243793135750424
ABT,0.5018203662203695,0.47026221332367174,[0.00167822 0.00075176 0.00113884 0.00019033 0.00054965 0.00023223],"[ 1.20415221e-02 -7.11859398e-03 -6.51475077e-04  4.26118443e-03
 -1.35660849e-03  2.06732155e-03 -1.39020039e-03 -1.00191220e-03
 -3.17873107e-03 -1.36735418e-03 -8.10745805e-04  2.28271259e-03
 -2.66118392e-03  2.51255430e-03 -9.60172930e-05  5.33327485e-04
  1.24575939e-03  1.18399911e-03  1.15113017e-03  9.81575231e-04]",-4.859815695934985,0.007751912468465923
ACN,0.5067811804055963,0.4747820630138604,[0.00129096 0.00133854 0.00060987 0.00042535 0.00032231 0.00020959],"[ 1.15880061e-02 -6.79743335e-03 -8.22502186e-04  5.20331221e-03
 -6.23705474e-04  3.54910616e-03  5.57080398e-04  4.18011716e-04
 -4.50250923e-04 -7.58806987e-05  1.83004233e-03  3.49414429e-03
 -1.00661521e-03  4.09197568e-03  5.07760661e-04  2.21073304e-03
  6.05110219e-04  1.90627723e-03 -1.38333280e-03 -1.47781369e-03]",-4.6861342505359485,0.009222268314873211
ADBE,0.5019218333210191,0.47160586215545536,"[ 2.87022656e-03 -6.84470529e-05  1.21274903e-03  9.92166463e-05
  2.61205940e-04 -2.88709929e-04]","[ 0.01183573 -0.00769655 -0.00134128  0.00279463 -0.00289113 -0.0001781
 -0.00368367 -0.00291266 -0.00534975 -0.00223234 -0.00164532  0.00300743
 -0.00156226  0.00440154  0.00237371  0.00186864  0.00179486  0.00021125
 -0.00414036 -0.0043505 ]",-5.120755834454871,0.005971507717577088
ADI,0.5026445704770401,0.4734281579299935,"[ 1.46837010e-03  1.14922645e-03  2.39152903e-04  6.73843423e-04
 -7.38369159e-05 -1.06288956e-05]","[ 1.26854615e-02 -7.09315571e-03 -2.73659878e-04  4.61593822e-03
 -2.04287841e-03  2.82899370e-03 -3.63380193e-03 -5.04259257e-05
 -6.46020994e-03 -3.76389547e-04 -3.68907707e-03  2.85851368e-03
 -3.48676442e-03  2.20826976e-03  1.61696613e-03 -9.60683687e-04
  3.36093034e-03 -1.22351264e-03  2.75079196e-04 -1.97740885e-03]",-5.293774565954221,0.005022765673775926
ADM,0.5021490468642739,0.4730927219544816,[ 0.00027892 -0.00030128  0.00033281 -0.00030464  0.0002417   0.00013339],"[ 0.00566897 -0.00682184 -0.00909501  0.00568174 -0.00964148  0.00435478
 -0.00693459  0.00084175 -0.00444582 -0.00074236  0.00161238  0.00130039
  0.0010928   0.00052885  0.00297571 -0.00069996  0.00055745  0.00234757
 -0.00540776  0.00704674]",-5.220438253198883,0.005404959866359709
ADP,0.5029386546920286,0.4706380400755719,[0.00143744 0.00163041 0.00066277 0.00053213 0.0004381  0.00062467],"[ 1.17369827e-02 -7.47931073e-03 -8.27891181e-04  3.08256269e-03
 -1.09041612e-03 -2.56268839e-04 -5.97289890e-04 -3.89157297e-03
 -2.16840881e-03 -4.38358168e-03  1.38650199e-07  3.79024648e-04
 -2.24024710e-03  2.27104825e-03  1.74938084e-04  1.49009063e-03
  1.33537127e-03  1.31967931e-03  3.16183942e-04 -3.01801012e-03]",-4.705234449803964,0.009047792715991083
ADSK,0.5082390765520068,0.4783877992541037,"[ 1.48462530e-03 -2.95680445e-04  5.65120229e-04  2.41386240e-04
 -2.36593041e-06 -5.96590825e-05]","[ 0.00845632 -0.00754765 -0.00556383  0.00319635 -0.00647639  0.00030917
 -0.00519472 -0.00273546 -0.00435824 -0.00251123  0.0009569   0.00249378
  0.00103759  0.00419402  0.0044216   0.00256609  0.00262989  0.00190378
 -0.00365339 -0.00128156]",-5.0599323741137825,0.006345988651504995
AEE,0.5007217042019279,0.4716253753435429,[0.00034454 0.00120073 0.00013743 0.00034392 0.00019235 0.00032124],"[ 0.01191943 -0.00628536 -0.00042285  0.00721873 -0.00021339  0.00720259
  0.00112982  0.00416898  0.00058209  0.00243287  0.00341943  0.00283253
  0.0005065  -0.00046352  0.00098052 -0.00390327 -0.0012324  -0.00126311
 -0.00673667  0.00476611]",-5.340479846996735,0.004793569978183198
AEP,0.5008779320591501,0.4731248776026432,"[2.32711473e-04 7.61592827e-04 1.21202167e-05 2.46615684e-04
 8.70375056e-05 2.74196877e-04]","[ 0.01420165 -0.00670424  0.00247075  0.00607743  0.00243364  0.00544361
  0.00275386  0.00257675  0.00104393  0.00124306  0.00332446  0.0020748
  0.00058606 -0.00140952  0.00157368 -0.00541816 -0.00058873 -0.00297518
 -0.00631421  0.0040273 ]",-5.649575596983537,0.0035190099364705847
AES,0.5027391188882987,0.474723769658591,"[ 1.62042343e-04 -1.63023528e-04  1.29715254e-04  2.16954118e-04
 -3.36449951e-06  2.87505014e-04]","[ 5.37604782e-03 -6.37235282e-03 -8.75120817e-03  6.66706269e-03
 -7.76537074e-03  5.63594398e-03 -3.26472832e-03  1.63742974e-03
 -7.29821343e-05 -7.31006144e-04  4.89285326e-03  7.10104802e-04
  1.88618527e-03 -4.63505374e-05  1.59401282e-03 -7.94757686e-04
 -6.55668345e-04  1.90628777e-03 -4.12312352e-03  3.28753793e-03]",-5.4280211937980365,0.0043917776868771016
AFL,0.5044641021784859,0.47338050802597953,"[7.47637102e-04 1.11032023e-03 1.04218967e-04 1.81770452e-04
 1.24554363e-04 3.90512395e-05]","[ 0.01051539 -0.0073982  -0.00260821  0.00351468 -0.00321549  0.00071283
 -0.00272235 -0.00245824 -0.00392529 -0.00231376 -0.00123147  0.00289798
 -0.00294227  0.00535376 -0.00035626  0.00463052  0.00076693  0.00435262
 -0.00100889  0.00077201]",-4.901832894555944,0.007432946770121612
AIG,0.5062664965607153,0.4778752779871581,"[ 3.55550890e-04 -6.97236359e-05  2.46694747e-04  3.74293030e-05
  9.50226155e-05  1.16907817e-04]","[ 0.00842091 -0.00712908 -0.00566875  0.00454363 -0.00672294  0.00279865
 -0.00565652  0.000114   -0.00511227  0.0001638  -0.00021941  0.00384099
 -0.0005262   0.00381005  0.00241241  0.00111571  0.00167223  0.00135803
 -0.00201945  0.00222586]",-5.35551224723492,0.004722050020807094
AIZ,-0.735231898156565,1.7130164141294062,"[2.26458864e-04 4.59493772e-04 1.44782927e-05 4.19289661e-04
 2.24895391e-05 5.88918849e-04]","[ 0.00579106 -0.00592222 -0.00774654  0.00780239 -0.00597887  0.00706412
 -0.00119305  0.00227954  0.0009292  -0.00140949  0.00350252 -0.00099629
 -0.00176368 -0.00172406 -0.00317717 -0.00093753 -0.00184771  0.00333631
  0.0016841   0.00497263]",-5.155023224945473,0.005770346057568146
AJG,0.5054269925701663,0.4764232653734417,[0.00084781 0.00129581 0.00016493 0.00040118 0.00021574 0.00057888],"[ 0.00831781 -0.00724639 -0.00556866  0.00394009 -0.00614156  0.0014843
 -0.00457616 -0.00163785 -0.00396355 -0.0018174   0.00044612  0.00240768
 -0.00050395  0.00333019  0.0024606   0.00142548  0.00298913  0.00101286
  0.00257315 -0.00201394]",-5.265971274961455,0.00516437456385497
AKAM,0.50031213193789,0.4717879025000536,"[ 7.95396451e-04  4.88041403e-04  2.66713101e-04  9.16374897e-05
  1.23814457e-04 -1.06416246e-05]","[ 0.01231088 -0.00813043 -0.00101359  0.00180105 -0.00313634 -0.00159063
 -0.00458643 -0.00399891 -0.00625538 -0.00260851 -0.00145967  0.00343156
  0.00034276  0.00517823  0.00595457  0.0023237   0.00392366  0.00058092
 -0.00623726 -0.00179649]",-5.526566383579221,0.0039796301800869675
ALB,-0.5405729178442208,1.5247824114732802,"[-5.12013861e-04 -3.67878990e-05 -2.71226862e-04 -2.38283880e-05
 -3.49624176e-05  2.23007925e-04]","[ 0.00713168 -0.00674452 -0.00659372  0.00540664 -0.00600256  0.00372728
 -0.00259634  0.00027257 -0.00050594 -0.00071773  0.0041908   0.0024872
  0.00202166  0.00288496  0.00330975  0.00106403  0.0016898   0.00067246
 -0.00165602 -0.00340213]",-5.005294753977269,0.006702365508159228
ALGN,0.5001383140634436,0.46939747520181746,[-0.00061232  0.00094586 -0.00020453  0.00022313  0.00016331  0.0005748 ],"[ 0.00918896 -0.00662487 -0.00361492  0.00558431 -0.00256338  0.00386064
  0.00049194  0.00015675  0.00129611 -0.00122226  0.00422418  0.00168587
  0.00062155  0.00203329  0.00135634  0.00064705  0.00171848  0.00070772
  0.00324911 -0.00369536]",-5.023686031089553,0.006580227030730806
