,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4782303905134478,0.4959297610328998,[ 0.00061826 -0.0012714   0.00011512  0.00062841 -0.00058347 -0.00039067],"[ 0.00843083 -0.00085171 -0.0005028   0.00373399 -0.00464899  0.00387069
  0.00247145  0.00105158 -0.00082628 -0.00386021  0.00151703  0.00239891
 -0.00196546  0.00096946 -0.00031885  0.00226756  0.00033717 -0.00225675
 -0.00319666  0.0053968 ]",-5.308305474321507,0.004950308038580378
AAL,0.47852109162025663,0.49733087480205995,"[ 5.82768513e-05 -8.56532917e-04  3.83208956e-04 -2.20215016e-04
  1.37203360e-04  5.72935086e-05]","[ 8.62743852e-03  9.65002374e-04  2.62973807e-03  3.11750545e-03
 -6.07463944e-03  4.02778400e-04  2.49049749e-05  2.75106662e-03
  1.60682500e-04 -2.88776877e-03  1.96929099e-03  3.12839805e-03
 -1.90765892e-04 -7.49199576e-04 -3.87030840e-03  1.52879894e-03
  1.82693702e-03  2.53086677e-03  1.17365834e-03  3.32141486e-03]",-5.476763684206519,0.00418284482326434
AAP,0.47676721910406694,0.49451230110366695,"[ 1.28830745e-04 -8.63735502e-04  2.94547681e-04 -1.63019862e-04
  1.37902489e-05 -1.16164189e-04]","[ 0.00757245 -0.00048604  0.00104328  0.00561322 -0.00176412  0.00044928
 -0.00221281 -0.00101619 -0.0009768   0.00035276  0.00338559  0.0005886
 -0.00412397  0.00205655  0.00204842  0.0029842  -0.00076678 -0.00255005
  0.002642    0.00662544]",-5.367535336430535,0.004665616325706915
AAPL,0.4793843781246748,0.49618710555143025,[ 0.00016433 -0.0016517   0.00071314 -0.0001369   0.00015262  0.00021236],"[ 0.0073249  -0.00167108 -0.00082553  0.00633595 -0.0003579   0.00236236
 -0.00074577 -0.00263847 -0.00258502 -0.00068501  0.00248296  0.00206333
 -0.00264862  0.00296678  0.00240635  0.00165824 -0.00086279 -0.00164953
  0.00476239  0.00318972]",-5.183281324482544,0.0056095693646826626
ABBV,0.4790006613177142,0.5008453464359276,"[ 3.98197014e-04  2.35043839e-04  4.33834270e-05  6.73603293e-05
 -1.21841096e-05 -4.55568804e-05]","[ 0.00613428 -0.00473609 -0.00449354  0.00842676  0.00144298  0.00467405
  0.00051184 -0.00192942  0.00017733 -0.00235677  0.00085685  0.00015711
 -0.00184877  0.00178937 -0.0027625   0.00012058 -0.0008953   0.00335291
 -0.00080519  0.00537093]",-6.0697001216283555,0.002311866385389982
ABT,0.4778168564391375,0.49563376668354653,"[ 9.76182125e-04 -3.85059244e-04  3.95173155e-04  3.38169744e-04
 -9.42123778e-05  3.04699467e-05]","[ 0.00689694 -0.00274717 -0.00200371  0.0070616   0.00026835  0.00275598
 -0.00122881 -0.00237009 -0.00145076  0.00023074  0.00372954  0.00084717
 -0.00331724  0.00099144  0.00024556  0.00190468 -0.00130871 -0.00076006
  0.00240824  0.00638372]",-5.381106017930657,0.0046027284135963685
ACN,0.4810286383109056,0.5025406013050974,"[ 4.80731094e-04 -3.47846606e-04  2.72540524e-04  2.44623274e-04
 -2.77094371e-05  1.48503162e-04]","[ 0.00675753 -0.00263938 -0.00171076  0.0072752   0.00021032  0.00261008
 -0.00037264 -0.00178821 -0.00074904 -0.00222887  0.00027265  0.00080186
 -0.0029463   0.00399661  0.001109    0.00286241  0.00291872 -0.00029922
  0.00148191 -0.00040818]",-5.9747841204915515,0.0025420508042163655
ADBE,0.48042710033569835,0.4980518320075308,"[ 6.16711408e-04 -6.99621476e-04  5.06453105e-04  6.27150510e-06
  9.34985817e-05  1.00304679e-04]","[ 0.00691225 -0.00221333 -0.00078723  0.00700758 -0.00011187  0.00086273
 -0.00321871 -0.00160004 -0.00070229  0.00155204  0.00396403  0.00117074
 -0.00131214  0.00148358  0.00073522 -0.00067568 -0.00174643 -0.00166103
 -0.00156623  0.00140966]",-5.298503603107232,0.004999068903908781
ADI,0.477338960893146,0.4984623883695028,"[ 9.87484882e-05 -5.40596389e-04  6.91449775e-05 -5.55352547e-07
 -1.10319323e-04 -1.73660930e-04]","[ 6.86413492e-03 -3.47208510e-03 -2.92006078e-03  7.06607486e-03
 -2.72238260e-04  3.39585541e-03 -7.33970743e-04 -7.88392548e-04
  1.12258327e-03 -9.32639894e-04  1.31227444e-03 -1.28620628e-03
 -3.23945486e-03  4.15773249e-03  1.86616312e-03  2.21541234e-05
 -1.38687919e-03 -5.20375306e-05  2.07088042e-03 -5.50810005e-04]",-5.96199994474452,0.00257475744673836
ADM,0.47736073464062495,0.502064138095262,"[ 2.50886900e-04 -2.25304291e-05  7.86390499e-05  1.09206608e-04
 -2.11374294e-05  3.37137244e-05]","[ 0.00529899 -0.00475147 -0.0035888   0.01007649  0.00358329  0.00232038
 -0.00223571 -0.0029002   0.00061271 -0.00091065  0.00037759 -0.00071993
 -0.00224686  0.00320189 -0.00210822  0.00084368  0.0017419   0.00305355
 -0.0032396   0.00135607]",-6.616311145871895,0.0013383588614548666
ADP,0.47922978800427524,0.4954664030284666,"[ 4.30630988e-04 -9.49367542e-04  4.86000878e-04  3.19772550e-04
 -4.37912587e-05  2.46425000e-04]","[ 0.00779901 -0.00138058 -0.00030317  0.00502439 -0.00306463  0.00177182
 -0.00128553  0.00047916 -0.00024187  0.00029133  0.00501476  0.00170386
 -0.00162306 -0.00212287 -0.00305443  0.0014197   0.00097189 -0.00018145
 -0.00428411  0.00148522]",-5.048976677114868,0.006415895620889464
ADSK,-0.7680475225802468,1.7430178223644794,"[ 8.51697356e-05 -2.15044602e-04  4.68525379e-05  2.71656077e-04
 -1.25865824e-04  6.35657053e-05]","[ 0.00891714  0.0014873   0.00305108  0.00252096 -0.00671388  0.00060888
  0.00076902  0.00273124 -0.00060647 -0.00369021  0.00119743  0.00407061
  0.00036212  0.00070435 -0.00113371  0.00109108  0.0007332  -0.00174704
 -0.00308767  0.00490238]",-5.443718743843519,0.004323375812360198
AEE,0.4796529337590219,0.49839961549191836,"[ 2.55937057e-05 -1.00082493e-03  2.96263246e-04  3.60939505e-04
 -1.37716772e-04  2.10262144e-04]","[ 9.39078085e-03  1.69611781e-03  2.90890717e-03  1.65906046e-03
 -7.64465956e-03  1.19546855e-03  9.33350782e-04  3.17832046e-03
  1.43942768e-06 -2.74445080e-03  2.54354690e-03  2.36528837e-03
 -1.86173083e-03  4.29029090e-04 -2.60308651e-04  1.85198206e-03
 -2.07431165e-04 -8.84616912e-04  2.84604364e-03  3.08924035e-03]",-5.423320361496017,0.004412471297781188
AEP,0.47929361742505744,0.49463797343143795,"[ 1.36706916e-03 -1.63865596e-03  1.03036099e-03  7.57659260e-04
 -8.08743485e-05  5.26221356e-04]","[ 0.00823422 -0.00050551  0.00042756  0.00423582 -0.00391387  0.00215811
  0.000342    0.00071254 -0.00044441 -0.00216688  0.00193664  0.00168478
 -0.00189726  0.00169152 -0.00034402  0.00097991 -0.00061063  0.00157892
  0.00617613  0.00194013]",-4.900318590701558,0.007444211036673655
AES,0.48095351705412037,0.5018139790089372,"[ 1.03341495e-04 -1.90645864e-04  7.11142774e-05  1.08480691e-04
 -4.17503772e-05  3.79632025e-05]","[ 7.03454096e-03 -2.72958640e-03 -2.34727419e-03  6.88577849e-03
  7.78190783e-05  3.95478438e-03  1.01559616e-03 -2.40521946e-03
 -1.87483305e-03 -2.79338636e-03  7.34014026e-04  1.57378498e-03
 -2.89502995e-03  3.06983789e-03  4.23629327e-04  2.79336727e-03
  1.90711896e-03  3.09339501e-04  2.03190767e-03  1.42073792e-03]",-5.858613719219794,0.0028551990479866243
AFL,0.48042339439501963,0.49921262593203164,"[-5.87940289e-05 -4.56377249e-04  5.30032453e-05  4.16821857e-04
 -1.89766371e-04  1.54828973e-04]","[ 0.0081424  -0.00115991 -0.00049417  0.00422226 -0.00446566  0.00324486
  0.00185441  0.00180349  0.00053531 -0.00400906  0.00086135  0.0015206
 -0.00198658  0.00084247 -0.0021114   0.0025883   0.00209295  0.00056343
 -0.00138474  0.00334907]",-5.466196030080065,0.004227282065781374
AIG,0.4780473858416414,0.4971611569316104,"[ 3.72185995e-04 -2.73009788e-04  5.03441089e-05  1.00458412e-04
 -1.51090729e-04 -2.14682727e-04]","[ 0.00625841 -0.00452798 -0.00401822  0.00817076  0.00108263  0.00379825
 -0.00081908 -0.00165818  0.00023051 -0.00075954  0.00214548  0.00048178
 -0.00104641  0.00148508 -0.00167242 -0.00091008 -0.00098577  0.00100367
 -0.00383063  0.00193084]",-5.618309816921974,0.003630772596240405
AIZ,0.47661275082591886,0.49740474980082117,"[ 4.16644152e-04 -1.65592532e-04  1.78379236e-04  9.74828884e-05
 -1.69823873e-05  3.76419960e-06]","[ 0.00579604 -0.00465845 -0.00360615  0.00905978  0.00218713  0.00220602
 -0.00337143 -0.00195534  0.0011995   0.00174854  0.00358399 -0.00127448
 -0.00238987  0.00126762 -0.00144925 -0.00043818 -0.00035403  0.00111658
 -0.00405019 -0.00053966]",-5.935511397984473,0.002643870338797128
AJG,0.4778947899910373,0.49793552462917184,"[ 5.57927465e-04 -9.09801512e-05  1.36599495e-04  4.43674510e-04
 -1.71511773e-04  6.69489518e-05]","[ 7.41905244e-03 -2.77585338e-03 -2.64413407e-03  5.92809979e-03
 -1.40313572e-03  4.41402917e-03  1.00630090e-03 -1.09114541e-03
 -8.13969467e-04 -1.60255993e-03  3.01143884e-03  5.88889705e-04
 -3.58468999e-03  6.76257754e-04 -4.83221161e-04  2.14544364e-03
 -1.32662932e-03 -9.39452378e-05  2.29988392e-03  6.23678120e-03]",-5.735175216807679,0.003230316313043068
AKAM,0.47829757768829284,0.497982424832019,"[ 2.94367234e-04 -1.39369686e-04  1.60168393e-04  1.16902687e-04
 -1.11877001e-05  5.58555565e-05]","[ 7.14307984e-03 -2.77881079e-03 -2.57424851e-03  6.60668946e-03
 -4.43059254e-05  4.25928370e-03  7.93158010e-04 -2.82143719e-03
 -2.74302064e-03 -1.38392763e-03  3.27005156e-03  2.18275361e-03
 -3.08013075e-03  3.09794918e-04 -8.13580183e-04  2.97805932e-03
  2.93581294e-04  1.62599218e-04  3.24586364e-03  5.67257550e-03]",-5.688602611833854,0.0033843188737909414
ALB,0.47814553654425473,0.5012630702717727,"[ 6.49590317e-04  1.06640121e-04  1.30160898e-04  1.37127832e-04
 -4.08182227e-05 -6.06932098e-05]","[ 0.00569429 -0.00536225 -0.00486601  0.00907314  0.00190145  0.00420998
 -0.00024457 -0.00158132  0.00069807 -0.00224436  0.00029315  0.00090316
  0.00043973  0.00213632 -0.00305143 -0.00161198  0.00054774  0.00215456
 -0.00751224  0.00049254]",-6.311908383874592,0.0018145670423621461
ALGN,0.4780694753032299,0.4987125423383207,[ 0.00036336 -0.00047904  0.00025904 -0.00035675  0.0001147  -0.00021311],"[ 0.00635656 -0.00278087 -0.00126805  0.00821414  0.00161269  0.00089435
 -0.00308684 -0.00287675 -0.00163927  0.00055494  0.0022942   0.00240796
  0.00034248  0.002518   -0.0004197  -0.00160335 -0.00078015  0.0018816
  0.00288127 -0.00079765]",-5.880338197577595,0.002793840245239329
ALK,0.4792819155344941,0.4949240334059505,"[ 1.37476376e-03 -1.71264704e-03  9.14236981e-04 -2.97961232e-04
  7.75483074e-05 -3.27491114e-04]","[ 7.75103570e-03 -1.29282920e-03  7.07030596e-06  5.07450362e-03
 -3.24216881e-03  1.27640376e-03 -1.58767625e-03  1.01433282e-03
  3.80511512e-04  3.02147550e-05  4.31009702e-03  1.69858718e-03
 -5.56418127e-04 -1.68219180e-03 -3.86729074e-03 -4.62511123e-04
 -1.30354635e-03  2.70535167e-03  9.12776904e-04  3.73040903e-03]",-4.944507126143453,0.007122424255811532
ALL,0.4787400877937484,0.4984995303226422,[ 0.00018899 -0.00042387  0.00016509  0.00030494 -0.0001073   0.00013079],"[ 9.35061989e-03  1.71505372e-03  3.10688804e-03  1.54535730e-03
 -8.33938185e-03  9.25976245e-04  1.19114815e-03  4.54206487e-03
  1.55872694e-03 -3.96604871e-03  7.59513816e-04  1.61162665e-03
 -1.46452248e-03  1.83560407e-03 -6.09216140e-05  1.19365343e-03
 -2.67548697e-04 -6.81469106e-04  1.67222570e-03  3.06608628e-03]",-5.611819464042996,0.003654414229894557
ALLE,0.4802916782915195,0.5014008884459181,"[ 4.96768367e-04 -4.63081148e-04  2.01566326e-04  3.36004107e-04
 -1.48811449e-04  3.81787778e-05]","[ 6.51220653e-03 -4.30211460e-03 -3.66428500e-03  7.53309239e-03
 -2.71716687e-04  3.46421458e-03 -9.33969111e-04  3.16600586e-04
  2.74779291e-03 -1.06046861e-03  1.47154466e-03 -1.96535394e-03
 -2.72346154e-03  2.11845839e-03 -2.18605537e-03  1.89670502e-04
  1.16131255e-03  3.55946879e-03  5.85306977e-06 -3.53639217e-03]",-5.91050632772834,0.0027108139795611
