,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4774230072924004,0.49152681938425796,"[-1.51969568e-03  9.62430005e-04  1.06399705e-04  2.68510331e-05
 -1.72186555e-04  3.93853914e-04]","[ 0.0155294  -0.00129124 -0.00626373  0.00608227 -0.00049073  0.00234095
  0.00229952 -0.00144053 -0.00473619  0.00248911  0.00517053 -0.00338705
 -0.00083323  0.00458116 -0.00426495  0.00158475  0.00383191 -0.00318356
  0.00226724  0.00130524]",-5.304173196309473,0.004970806410959031
AAL,0.4770920603641542,0.48572253512134717,[-0.00296225  0.00143359  0.00066543  0.00013783 -0.00032211  0.00103428],"[ 1.11887675e-02 -4.54635017e-04 -1.47481594e-03  3.32591806e-03
 -3.08266071e-03  5.98679893e-03  6.26872029e-04 -3.81593352e-03
 -2.53359745e-04  2.33948209e-03  8.94669990e-04 -7.81364958e-04
  2.88434450e-04  1.78337983e-03 -1.62609749e-03  2.89837515e-03
  1.82684676e-04 -2.01825268e-03  2.86020975e-03  9.93034097e-05]",-4.141847969538928,0.015893453731419174
AAP,1.21269339616127,-0.2611657414095417,[ 0.00071506  0.00124355  0.0006019   0.00027483 -0.00014327  0.00020663],"[ 0.00592605  0.00031316  0.0056451   0.00162473 -0.01028576  0.00807599
  0.00500933 -0.00498656 -0.00064969  0.00145984 -0.00153718  0.00245619
  0.00338514 -0.00214508 -0.00354144  0.00575635  0.0001284  -0.00013694
  0.00345915 -0.00700938]",-5.124207068218359,0.005950934171003523
AAPL,0.48147881353684097,0.4950735405279543,[-0.00094958 -0.00042498  0.00084152  0.00048128 -0.00042261  0.00056123],"[ 0.01649767 -0.0017708  -0.00784232  0.00759143  0.0017409  -0.00024332
 -0.00010646  0.0016519  -0.00298907 -0.00096308  0.00468895 -0.00079342
 -0.00210748  0.00349969 -0.00142666  0.00085875  0.0015064  -0.00076026
  0.00087789 -0.0021973 ]",-5.047269602465235,0.0064268573872733525
ABBV,0.478935278805555,0.4903622526543347,"[-1.60793256e-03  1.77866406e-03  5.08515182e-05  5.33498014e-04
 -5.57510908e-04  4.41455359e-04]","[ 0.00958745 -0.00137787  0.00138409  0.0063852  -0.00742512  0.00124792
  0.00544668  0.00086116 -0.00371832 -0.001349    0.00198462  0.00040837
  0.00188543  0.00267062 -0.00501418  0.00054942  0.00302407  0.00021754
  0.00211734 -0.00194912]",-4.718624055434358,0.008927453782999502
ABT,0.47923634144921373,0.4917071651220485,[-0.000889    0.00113445  0.00073641  0.0001448  -0.00026911  0.00047957],"[ 0.01038443 -0.00137236  0.00057791  0.00631407 -0.00715021  0.00171216
  0.00598568 -0.00022928 -0.00461091  0.00043946  0.00264787 -0.00115155
  0.00179379  0.00306791 -0.00532089  0.00183561  0.00333006 -0.00186347
  0.00168226 -0.00038884]",-4.93958748779211,0.007157550340305266
ACN,0.952515288944173,0.004419787574298479,"[-1.30604720e-03  2.99124093e-03 -1.24165396e-05  3.79265356e-04
 -3.82704814e-04  4.73181716e-04]","[ 0.00761364 -0.00073912  0.00431799  0.00470284 -0.01095099  0.00409951
  0.00835523 -0.00256663 -0.00488366  0.00224683  0.00126987 -0.00160768
  0.00385043  0.00235805 -0.00696389  0.00333286  0.00322959 -0.00274349
  0.00416006 -0.00106025]",-4.851461769904729,0.007816942622173724
ADBE,0.4719749912669639,0.48167270020577607,[-0.00153638  0.00164579  0.0004917  -0.00014918 -0.0003027   0.00028695],"[ 8.98631745e-03 -7.02492295e-04  1.80272725e-03  4.30517369e-03
 -6.98311378e-03  4.32847497e-03  3.74618271e-03 -1.85754195e-03
 -1.33208202e-03 -2.98167255e-05 -2.31702804e-04  1.63823238e-03
  2.89500735e-03 -5.12560901e-04 -4.37516239e-03  5.32992641e-03
  1.25885087e-03 -2.97581805e-03  3.75242696e-03 -1.18231367e-03]",-4.545397056509327,0.010615956744589984
ADI,-0.9709105228863149,1.934257299456293,"[-8.24196965e-04  1.78031749e-04 -1.19384797e-04  3.70200212e-04
 -3.64708141e-04  9.31470492e-05]","[ 0.01743085 -0.00189227 -0.00925499  0.00802847  0.00364203 -0.00079977
 -0.00238579  0.00195746 -0.00042619 -0.00083906  0.00161981 -0.00112482
  0.00112205  0.00336862 -0.00411415  0.0022807   0.00194517 -0.00300857
  0.00378259 -0.00051515]",-5.176619434995443,0.005647064451250281
ADM,-0.928696650892961,1.8881965805973622,"[-1.24140278e-03  1.14738348e-03 -4.40227303e-06  1.74405346e-04
 -1.66918357e-04  4.20875883e-04]","[ 0.01708835 -0.00105573 -0.00928109  0.00545416  0.00460465  0.00298618
 -0.00414561 -0.00146939  0.00094569  0.00145373  0.00170272 -0.00161968
 -0.00061056  0.00316321 -0.00209113  0.00171136  0.00263208 -0.00129581
 -0.00166718 -0.00197594]",-5.22111792446861,0.005401287518560534
