,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.451490031153677,0.49684624472816,"[ 3.82448728e-04  4.30053097e-04 -8.72515557e-05 -6.55364023e-05
 -1.53901677e-05 -1.99791558e-04]","[ 0.00980689 -0.00910991 -0.00988914  0.00889992 -0.00035172  0.00596126
 -0.00048537 -0.00377913 -0.00065254  0.00316554  0.00443674 -0.00124116
 -0.00451412  0.00205971  0.00260085  0.00124126 -0.00243246 -0.0029073
  0.00400753  0.0042128 ]",-5.503158132038118,0.004073885233530478
AAL,-1.5407136747189116,2.4926662887518884,"[-9.69908071e-04 -2.40190224e-04 -4.04217773e-04  4.03675869e-05
 -2.08475834e-04 -1.18000754e-04]","[ 1.27103442e-02  3.17127028e-03  7.05345421e-03  6.17493164e-04
 -1.15587444e-02 -6.54322579e-03 -3.79845192e-03  5.51787617e-03
  1.58479782e-03 -1.47278909e-03 -7.94229759e-04  3.08395039e-03
  1.11404853e-03  4.02695518e-03 -1.53998353e-04 -5.20028438e-04
  7.48496306e-05  3.31425888e-04  1.71423945e-03  4.68907809e-03]",-5.311766483874455,0.004933204589841481
AAP,0.46032768692194903,0.5053936727316474,[-0.00085389  0.00055289 -0.00072857 -0.00025115 -0.00020183 -0.00049766],"[ 0.01189738 -0.00249456 -0.00063676  0.00290646 -0.00940456 -0.00085531
 -0.00168864  0.00568427  0.00481005 -0.00110779 -0.00033558 -0.00050347
  0.00026956  0.00406381 -0.00081944 -0.00311254 -0.00197149  0.00292188
  0.00399239 -0.00136401]",-5.202194586910908,0.005504471115448224
AAPL,0.45422628956775885,0.5002235722869035,"[-9.95950655e-04  4.26536300e-04 -4.26283876e-04 -1.81516416e-04
  2.76877545e-05  1.92978030e-05]","[ 0.01232892 -0.00139182  0.00077382  0.00128444 -0.01190165 -0.00176533
 -0.00188835  0.0085039   0.00740051 -0.00133164 -0.00069995 -0.00279159
 -0.00209395  0.00517138  0.00184839 -0.00115135 -0.00211019 -0.00175863
 -0.00103431  0.00286377]",-5.307802392201931,0.004952799076586784
ABBV,0.4520143519072513,0.4958254277798781,[-0.0003154   0.00027595 -0.00033902 -0.00020407 -0.0001019  -0.00036216],"[ 1.04082871e-02 -8.87953960e-03 -1.05479494e-02  7.26320833e-03
 -2.41024935e-03  8.73592027e-03  4.65378519e-03 -2.66404518e-03
 -2.13413854e-03 -2.71686220e-03  1.68201896e-03  2.71513616e-03
  1.37780627e-05  4.20819754e-04 -2.79885631e-03 -8.56171465e-04
 -8.02335664e-05  7.01352800e-04 -3.77332967e-03 -2.96465594e-04]",-5.223897800401587,0.005386293459847885
ABT,-0.6811659760946679,1.6254766739340591,"[-8.36113851e-04 -7.54944930e-05 -7.37963497e-04 -4.20718503e-04
 -3.39294929e-04 -8.78321076e-04]","[ 1.22948671e-02 -2.36827738e-03 -1.53005475e-03  1.70560409e-03
 -1.06358680e-02  2.04203956e-03  3.04431715e-03  6.00740937e-03
  4.10169851e-03 -6.25853168e-03 -3.61838527e-03 -1.11734822e-04
 -8.63887322e-04  6.60439059e-03  1.59374494e-03 -1.06368139e-03
 -2.27148309e-03  5.08355793e-06  2.78880052e-03  5.36443185e-03]",-4.981323162857448,0.006864973068003969
ACN,0.4575898414127955,0.5036864418957844,"[-1.51189756e-04  9.61597440e-04 -3.37997649e-04  5.70834460e-05
  6.50366773e-07  2.41964610e-05]","[ 0.01048909 -0.00952364 -0.01107247  0.00683309 -0.00372192  0.00828221
  0.00295258  0.0002711   0.00265815 -0.0005122   0.00261397 -0.00274567
 -0.00474767  0.00147113 -0.00033861  0.00161321 -0.00045588 -0.00011302
  0.00208942  0.00094878]",-5.499267510580503,0.00408976605193009
ADBE,0.4581871455798387,0.501875353259433,"[ 2.80320679e-04  6.99084769e-04 -3.13228937e-04 -2.37422885e-04
 -5.46889201e-05 -4.51322062e-04]","[ 0.01042775 -0.00771298 -0.0084316   0.00722709 -0.00283946  0.00605676
  0.0019732  -0.00107838  0.00139595 -0.00100714  0.00136005 -0.00243286
 -0.00572647  0.00302285  0.00048774  0.003359    0.0002843   0.00052923
  0.00468594  0.00390031]",-5.10861797175478,0.00604443072781238
ADI,0.45999143180504803,0.5036821054949828,[-0.00054674  0.00131345 -0.00064391  0.00041342 -0.00015895  0.00018113],"[ 1.13642570e-02 -6.00509619e-03 -5.63563207e-03  3.99191394e-03
 -8.49584475e-03  3.15653325e-03 -2.92964527e-05  6.24506336e-03
  7.79980426e-03 -6.84824943e-04  2.55443629e-04 -4.94979014e-03
 -3.66578058e-03  4.84552478e-03  1.49818905e-03 -1.93273809e-03
 -4.49327519e-03  1.01437395e-03  5.77669634e-03  2.65291487e-03]",-5.021331546840089,0.006595738325015906
ADM,0.45105891150875216,0.49497313777644847,"[3.27303266e-04 3.52240989e-04 3.89725772e-05 2.03600748e-05
 7.75154937e-05 7.75748294e-05]","[ 0.00930174 -0.00881771 -0.0086646   0.00995431  0.00036009  0.00362436
 -0.00293787 -0.00320109  0.00082675  0.00395121  0.0030689  -0.00140281
 -0.00156484  0.00425337  0.00235031 -0.0041699  -0.00624276  0.0012638
  0.0084166   0.00069392]",-5.283569342128675,0.0050742865656738315
