,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,-1.0541988265859128,1.9992156510868437,"[-1.77456704e-03  1.18123561e-03 -7.24797749e-04  2.05772602e-05
  8.29663714e-05  4.23544970e-04]","[ 0.00344424 -0.00545276 -0.01302095  0.00798576 -0.01339401  0.00693647
 -0.00894291  0.00559107 -0.00466377  0.00411153  0.00131502  0.00334456
  0.00101154  0.00099704  0.00113358 -0.00164604 -0.00037543  0.00128582
 -0.00437897  0.00578366]",-4.454424429603044,0.01162701011192051
AAL,-0.9139586691841554,1.8521596453105795,[-0.00079722  0.0010174  -0.00095896  0.00049972 -0.00050205 -0.00027063],"[ 0.00449404 -0.00575331 -0.01154895  0.00632729 -0.01160112  0.00448562
 -0.00711     0.00270138 -0.00367287  0.00240063  0.00165486  0.00274996
  0.00090754  0.00099057  0.00130487 -0.00246195  0.00106345 -0.00208633
 -0.00067209 -0.00054825]",-4.449261085235411,0.011687199624964293
AAP,-1.1579855595102764,2.09173083631917,[-0.00374298  0.00022148 -0.0012549  -0.00142321  0.00018814 -0.00049075],"[ 3.08711849e-03 -6.59456406e-03 -1.29112128e-02  3.53457883e-03
 -1.19257302e-02  3.81312015e-05 -5.14060954e-03 -3.94167614e-03
 -8.01699842e-05 -3.58435864e-03  6.39797972e-03 -2.04932422e-03
  4.38710634e-03 -1.28247180e-03  1.83302348e-03 -7.76640202e-04
 -1.99844966e-03  3.27775190e-03 -6.64998796e-03  6.01399034e-03]",-4.345338184055482,0.012967122232185027
AAPL,-1.753353636135752,2.683384449834217,"[-9.64261020e-04 -1.50482977e-03  3.47430914e-04 -8.52007174e-04
  3.24795476e-04 -4.54751243e-05]","[-1.07594673e-03 -6.98860637e-03 -1.87127089e-02  3.23381147e-03
 -1.90061631e-02  3.96277611e-05 -1.26556983e-02 -3.49326344e-03
 -4.75077318e-03 -2.86287534e-03  3.75647268e-03 -1.31461157e-03
  4.11573499e-03 -1.12366652e-03  3.22921647e-03 -1.88890274e-03
  3.40446384e-04  6.14907210e-04 -4.35716519e-03  2.83655796e-03]",-4.884693352913456,0.007561442100757734
ABBV,-0.8447751289904039,1.7806762396289346,"[-1.04342819e-03  3.22775057e-03 -1.18917188e-03  2.02611721e-04
  4.69986667e-05  2.63411787e-04]","[ 0.00520984 -0.00618921 -0.00997451  0.00462392 -0.00840344  0.00180633
 -0.00150829 -0.00101253  0.00209923 -0.00043544  0.00765654  0.00134083
  0.00481309  0.00192779  0.00191312  0.0007495  -0.00199611  0.0023298
 -0.00701806  0.00226302]",-3.8315826717982477,0.021675283608767564
ABT,-1.615081494890825,2.5630365267202317,"[-2.88565568e-03  8.60426313e-04 -1.30435528e-03 -1.11269041e-03
  7.18826034e-05 -5.68685204e-04]","[-0.0005076  -0.00612168 -0.01782165  0.00627118 -0.01772246  0.00472404
 -0.01101734  0.00315927 -0.00353355  0.00290565  0.00453635  0.00348009
  0.00411031  0.00227846  0.00245548 -0.00072242 -0.00115546 -0.00010821
 -0.00651131  0.00059667]",-4.856137262523086,0.007780479871729556
ACN,-1.07435691739356,2.0254288683718706,[-0.00204973  0.00029403 -0.00100971 -0.00048247 -0.00020965 -0.00051678],"[ 0.00339811 -0.00601928 -0.01257553  0.00539524 -0.01177705  0.00271185
 -0.00554575 -0.00062754 -0.00108865 -0.00150959  0.00462816 -0.00168082
  0.00237486 -0.00329255  0.00024773 -0.00458189 -0.00256471 -0.00134784
 -0.00555078  0.00279358]",-4.2220349518392934,0.014668763884354655
ADBE,-1.0184284841374118,1.9777931269097726,[-0.00123493  0.00119946 -0.00071997 -0.00044649  0.00011851 -0.00011809],"[ 3.58380573e-03 -5.40219098e-03 -1.22325266e-02  8.09257016e-03
 -1.11267049e-02  7.10270972e-03 -4.33943020e-03  5.83199377e-03
  3.52428204e-04  4.23985235e-03  6.50143559e-03  3.12424300e-03
  4.06442360e-03 -4.50666155e-05  1.08634461e-03 -3.74981428e-03
 -3.21821519e-03 -2.25477374e-03 -8.27375249e-03  1.28171535e-03]",-4.547169425055424,0.010597158020823528
ADI,-1.2943120796614838,2.2234121209782622,[-0.00252972  0.00064902 -0.00079202 -0.00031148  0.000129    0.00033155],"[ 0.00200771 -0.00651623 -0.0149105   0.00427435 -0.01542155  0.00136605
 -0.01052869 -0.00195468 -0.0049657  -0.00194442  0.00205352 -0.0010706
  0.00218407 -0.00145284  0.00184021 -0.00203971 -0.00084182  0.00179179
 -0.00637127  0.00611752]",-4.5422483262137545,0.010649436210451368
ADM,-0.8948954206806305,1.8478958389457218,[-0.00049126  0.00076837 -0.00074371  0.00031314 -0.00042925 -0.00039327],"[ 0.00465166 -0.00598803 -0.01116763  0.00557525 -0.01083156  0.00318649
 -0.00591575  0.00058526 -0.00279074  0.00045339  0.00185084  0.00155132
 -0.00015633  0.00187101 -0.00098423  0.00160475 -0.00211022  0.00582324
 -0.00365975  0.00927117]",-4.189622261728158,0.015152007285238757
