,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.45879249688047785,0.50184865762711,"[ 2.12129425e-04  6.17570222e-05  2.81881142e-05 -8.31032214e-05
  2.22115504e-06 -1.35300124e-04]","[ 8.62743746e-03 -9.01530607e-03 -7.78531801e-03  1.09972546e-02
  1.13807203e-03  2.63044088e-03 -2.39938948e-03 -2.79366734e-03
  1.09458233e-03  1.33360257e-03  7.67337084e-04 -1.49639619e-03
 -2.93372248e-03  3.82315749e-03 -1.58875841e-05  9.90038464e-04
  1.52662833e-04  7.83102377e-04  2.27728783e-03  4.59347326e-03]",-5.979325321183014,0.002530533013440045
AAL,-1.0862578478825762,2.0414276766682193,"[-1.21314227e-03  2.68898732e-05 -4.53383898e-04  1.22572947e-04
 -1.61853502e-04  7.38738861e-05]","[ 1.34073094e-02 -2.73615616e-05  2.49015980e-03 -2.87412725e-04
 -1.18191653e-02 -1.92765365e-03 -9.84419424e-04  6.07758889e-03
  2.21339760e-03 -9.94486218e-04  1.96373829e-03  1.92513554e-03
  2.53918233e-04  4.48297165e-05 -2.64794095e-03 -4.26843801e-04
 -8.77555506e-04 -5.25946927e-05 -1.52493281e-03  6.56579287e-03]",-5.853241032902832,0.0028705804194864796
AAP,0.46501161290220133,0.5040452089807533,"[-4.74925267e-04  7.28025149e-05 -3.46187019e-04 -3.97684744e-04
 -7.75713902e-05 -4.80900607e-04]","[ 0.01319142 -0.00160266 -0.00012803  0.00083427 -0.00966957  0.00051114
 -0.00016589  0.00359761  0.0013411  -0.000418    0.00185759  0.00051503
 -0.00166805  0.00252565  0.00080917 -0.00081528 -0.00210292  0.00035828
  0.00510708  0.0006232 ]",-5.2880948204099605,0.005051374874311197
AAPL,0.46030709275239984,0.5011860687221782,"[-9.90017985e-04 -4.64444787e-05 -2.74296610e-04 -1.80486442e-04
  7.13014375e-06  1.05884690e-05]","[ 1.28560771e-02 -1.84393032e-03  2.08079499e-04  9.45611772e-04
 -1.08281575e-02 -5.37909823e-04 -7.31372459e-04  6.62892242e-03
  4.82748212e-03 -1.33009243e-03  3.45993526e-04 -1.98109925e-03
 -2.65789757e-03  3.28891775e-03  6.72493077e-04  1.31155651e-06
 -1.60180552e-03 -1.28266649e-03 -9.47305122e-04  4.12142536e-03]",-5.6577177647592665,0.0034904738974214826
ABBV,0.46089345239621343,0.5007443973672923,"[ 4.28864813e-04  7.40885857e-05  2.51208044e-05 -2.90859102e-04
  3.66152507e-05 -3.32815643e-04]","[ 9.33653495e-03 -8.69002685e-03 -8.15982242e-03  9.59800801e-03
  5.71482865e-05  4.16253547e-03 -6.60851973e-04 -2.89525122e-03
 -1.07742116e-04 -3.27741290e-05 -9.48811050e-05  6.58852782e-04
  5.97899539e-04  4.70461856e-03 -6.95258131e-05 -3.92882855e-03
 -7.57803115e-04  2.02361766e-03 -1.12389779e-03 -4.66987374e-03]",-5.425045144539361,0.004404867301614436
ABT,0.458327090238185,0.49792969819864163,"[-7.31057841e-04  6.38833991e-05 -5.13457954e-04 -1.85727104e-04
 -2.23991725e-04 -4.62139014e-04]","[ 1.28159889e-02 -2.78935070e-03 -1.61889341e-03  1.14904154e-03
 -1.03247855e-02  2.07429904e-03  2.15760443e-03  5.56653682e-03
  3.22390243e-03 -4.45006211e-03 -1.63776964e-03  9.24852681e-05
 -7.86090843e-04  4.22846894e-03  5.14833146e-04 -1.15965765e-03
 -2.01529183e-03 -3.20654496e-04  1.29824367e-03  5.20163751e-03]",-5.306833127686448,0.004957601976248126
ACN,0.4650699986424381,0.5063611271642827,"[ 1.08727139e-04  3.47201115e-04 -1.42047663e-04  1.81234226e-04
 -1.10148494e-04 -4.88345724e-05]","[ 1.00016473e-02 -8.19825331e-03 -7.81128045e-03  8.08074122e-03
 -1.98653399e-03  4.58152958e-03  3.52351697e-04 -7.37507910e-04
  1.74110081e-03 -8.52100304e-04  1.93948978e-04 -1.86795803e-03
 -3.59444703e-03  3.81038075e-03 -7.12311774e-05  1.60826009e-03
  1.06562528e-03  1.31197232e-03  2.54640138e-03  4.57634162e-04]",-5.759317969369895,0.0031532614861347497
ADBE,0.46399162713632036,0.5039521612128883,"[ 3.09744791e-04  8.50479894e-05 -2.83762917e-05 -1.82725017e-04
 -3.96419396e-05 -3.38388957e-04]","[ 1.01017129e-02 -8.43287263e-03 -8.26790706e-03  7.73383231e-03
 -2.52919991e-03  5.10861028e-03  5.80773516e-04  3.07089609e-05
  2.73654252e-03 -5.24589205e-04  9.39386538e-04 -3.13869438e-03
 -4.62986335e-03  2.78834502e-03 -1.20175032e-03  1.59819654e-03
 -4.99899401e-04  2.30356454e-03  2.40964668e-03  3.80120365e-03]",-5.5447041983337675,0.003908099055251637
ADI,0.4633586776140247,0.502162862249512,"[-3.32220079e-04  8.12811079e-04 -3.06906538e-04 -1.61150339e-04
  4.76121416e-05 -9.18352890e-05]","[ 0.01220832 -0.00394079 -0.00306911  0.0026392  -0.00832678  0.00255563
  0.00089108  0.00421681  0.00428815 -0.00183255 -0.00023318 -0.00390663
 -0.00567429  0.00514853  0.00262313  0.00149517 -0.00292203  0.00074847
  0.00894824  0.00512917]",-5.289023772938392,0.005046684565723955
ADM,0.45706709629437875,0.4983252966010274,"[ 3.25428376e-04  2.00855601e-05  1.88073373e-04 -1.98334927e-04
  1.29484293e-04 -5.33303092e-05]","[ 0.00979657 -0.00701897 -0.00590552  0.00873399 -0.00049895  0.00210397
 -0.00261831 -0.00306343 -0.00024158  0.00269171  0.00202719 -0.00069845
 -0.00226629  0.00453417  0.00231695 -0.00235914 -0.0038946   0.0013875
  0.00814019  0.00088802]",-5.812280848946941,0.002990601177900647
