,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.4757644145749443,0.5015062726269698,"[-1.88375847e-04  8.50251232e-04 -4.01063646e-04  3.20054297e-04
 -1.68254588e-04  1.61400375e-05]","[ 0.01086784 -0.00060088 -0.0019228   0.0044143  -0.00204779  0.00444241
 -0.00019863 -0.00263742 -0.00056178  0.00181539  0.00263214 -0.00147713
 -0.00190505  0.00260145 -0.00064379  0.00231701  0.00179168 -0.00250322
 -0.00049842 -0.00093178]",-5.859124122756728,0.0028537421161370954
AAL,0.47666636411065894,0.5006354928589027,"[-4.23306096e-04 -3.16060778e-04  9.74070651e-05 -1.48355539e-04
  1.41991746e-04  2.00552496e-04]","[ 0.01160594  0.00012942 -0.00229889  0.0024452  -0.00277247  0.00669398
  0.00140446 -0.00318348 -0.00163862 -0.00030372  0.00163472  0.00256898
  0.00069643 -0.00031971 -0.00295841  0.00191449  0.00126529  0.00075283
  0.00260304 -0.00206466]",-5.597956361463008,0.003705428540528605
AAP,0.4761586373049974,0.5037278430141039,"[ 3.69980556e-04  1.15146171e-04  1.07481603e-04 -9.03709696e-05
  6.03168934e-05 -7.27892158e-05]","[ 4.85360679e-03 -1.58947292e-03  5.28422575e-03  7.40087192e-03
 -7.74108963e-03  1.82571976e-04  7.73847172e-04  5.45652101e-04
  2.64612029e-03  8.25149064e-04 -1.50066311e-03 -2.56331182e-03
 -3.94551262e-04  3.70629878e-03  6.86467444e-04  2.88432245e-03
  4.16132939e-05 -3.95941082e-03 -1.01316016e-03 -2.99688131e-03]",-6.19413836796489,0.002041361344476804
AAPL,0.4794464728310017,0.5060669313376657,"[ 2.45018155e-04 -4.55902543e-04  2.99802600e-04  2.42010263e-04
  4.56099525e-06  2.50865682e-04]","[ 1.01528354e-02 -9.16469484e-04 -1.48497701e-03  5.47803602e-03
 -1.28554936e-03  2.35329812e-03 -2.55886962e-03  7.72945319e-05
  2.54052222e-03 -1.22618529e-03  9.43282904e-04  9.40976161e-04
 -3.38397114e-03  1.94414145e-03  3.76135920e-03  1.01573713e-03
 -1.34554772e-03  1.61038445e-04 -4.70043371e-03 -2.65340430e-03]",-5.897202837950133,0.0027471182167187734
ABBV,0.47796692242841116,0.5020761575941052,"[-3.09485606e-04  4.46133780e-04 -2.05445010e-04  2.78192693e-04
 -6.79367487e-05  2.04212151e-04]","[ 7.07966711e-03 -1.37682410e-03  3.19678163e-03  6.89736505e-03
 -6.83594666e-03  4.92191751e-04  1.57985014e-03  1.59341869e-03
  9.86623065e-04 -1.65263568e-03 -5.89064949e-04 -1.84383166e-04
  8.64323859e-05  3.95677563e-03 -2.33803141e-04 -3.55818160e-04
  1.00618349e-04 -3.55389848e-04 -1.16325083e-03  6.30142115e-05]",-5.5971358085363345,0.003708470288549066
ABT,0.4769263740520514,0.5041706184443713,[0.0004982  0.00021483 0.00028876 0.00017888 0.00013655 0.00031701],"[ 5.69559252e-03 -1.37999548e-03  4.45839294e-03  6.86458846e-03
 -7.00930760e-03  1.04709314e-03  3.73118773e-04  2.72973454e-04
  2.43904749e-03  1.97672743e-04 -6.12170008e-04 -1.39161226e-03
 -1.57050562e-03  3.26148750e-03  1.84653962e-03  1.92940019e-03
  3.95308048e-05 -2.32906986e-03 -4.29544745e-03 -1.35019677e-03]",-6.1199036712532005,0.002198667747750659
ACN,0.47555668554458014,0.502391853978212,"[ 1.36057390e-04  9.42629574e-04 -1.59690740e-04  1.79764501e-04
  4.20192431e-05  1.70894214e-04]","[ 0.00459872 -0.00090732  0.00585181  0.00551625 -0.00872633  0.00284058
  0.00175013 -0.00138062  0.0022574   0.00119483 -0.00197953 -0.00128926
  0.00026069  0.00214921  0.00083377  0.00330504 -0.00085638 -0.00306378
 -0.00197466 -0.0032727 ]",-6.140933211117133,0.002152913557671785
ADBE,0.47891635901342633,0.5027593214753202,"[ 3.81882226e-04  5.07401638e-04  2.16178996e-04 -8.33762008e-05
  2.63031067e-04  2.63713615e-04]","[ 6.25208847e-03 -1.15535205e-03  3.88898607e-03  6.19159544e-03
 -6.69395637e-03  1.83762279e-03  2.89288561e-04 -1.33362216e-05
  2.83854170e-03 -3.57748338e-04 -1.78210365e-03 -5.58175244e-05
 -1.50483598e-04  1.77849487e-03  1.04611546e-03  3.11428899e-03
 -7.73315751e-04 -3.17708763e-03 -1.87474442e-03 -1.07000268e-03]",-5.5118703126295,0.00403854696985525
ADI,0.47762224379777,0.5042423731251156,"[ 2.33219496e-04  3.39877202e-04 -5.78188998e-05  2.92563772e-04
 -9.09501923e-05  8.18398097e-05]","[ 0.00996375 -0.00101463 -0.00150127  0.00584884 -0.0005397   0.00185777
 -0.00446144  0.0003263   0.00555322 -0.00102637 -0.00235293  0.00042304
 -0.00124024  0.00205864  0.00318476  0.00204809 -0.00224842 -0.00195803
 -0.00311245 -0.00193618]",-5.950232822145265,0.002605233891649595
ADM,0.4767022229307896,0.504575006613385,"[-2.46857527e-04  4.03409692e-04 -1.66114382e-04  1.37950491e-04
 -2.32291738e-05  1.22250871e-04]","[ 0.01277543 -0.00076422 -0.00457259  0.00498621  0.0010619   0.00316227
 -0.00293001 -0.00085165  0.0016669  -0.00017675  0.00102142 -0.0001839
 -0.00123649  0.00283964 -0.00037119  0.00079126  0.00132151 -0.00083045
 -0.00209419 -0.00102934]",-6.155059264612866,0.0021227151796963887
