,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.996035932381853,-0.04560150980530584,"[ 2.29364741e-03  4.78640486e-05  1.04736812e-03  6.02262738e-04
 -1.39959817e-04 -1.03360581e-03]","[ 1.20801843e-02 -9.77591902e-03 -8.98000392e-03 -5.59585524e-04
 -1.23657612e-02  2.32835009e-03 -2.40302859e-03  4.80333939e-03
  1.56216300e-03  2.02481618e-03  2.94745598e-03  9.99415254e-04
 -4.07720246e-04  1.27473293e-03 -8.08648721e-05 -1.98424853e-03
 -1.17723144e-03 -2.66946985e-03 -1.83926784e-03 -3.43867368e-03]",-4.65512670238327,0.009512707882844203
AAL,0.45149285141691137,0.49550444878568317,[ 0.00095871  0.00059686  0.00043682  0.00122199 -0.00042828 -0.00078178],"[ 0.01123119 -0.00659302 -0.00517874  0.001917   -0.00852474 -0.00186785
 -0.00645677  0.00041979 -0.00301502  0.00613973  0.00698128  0.00634587
  0.00437243 -0.0013548  -0.00136876 -0.00492105 -0.00134039 -0.00042732
  0.00375308 -0.00470793]",-4.5134724093487675,0.01096033525085128
AAP,1.0466222859197625,-0.09946125557967475,[-0.00132744  0.00172867 -0.00017342 -0.00058307  0.00033226 -0.00107322],"[ 0.0125977  -0.00992822 -0.00813634 -0.00179703 -0.01313744  0.0001804
 -0.00438628  0.00450795  0.00162579  0.00280707  0.00375299 -0.0010447
 -0.00324164 -0.00177056 -0.00432358 -0.00098982 -0.00282171 -0.00055725
 -0.00438887 -0.00307639]",-4.470963734732975,0.011436288988959438
AAPL,1.3534410760636404,-0.41610952789647254,[ 0.00050604  0.00061269  0.00035943 -0.00016455  0.00014306 -0.00077947],"[ 1.27236677e-02 -1.23650766e-02 -1.16910440e-02 -3.01693421e-03
 -1.61808837e-02  4.39482376e-03 -1.50577566e-03  8.48598735e-03
  4.10302968e-03  1.45749400e-03  1.70755288e-03 -9.52290249e-04
 -2.34800548e-03  2.96008164e-03  6.62910973e-04 -6.19083307e-05
 -1.04789968e-03 -2.10121371e-03 -1.90090552e-03  7.05697626e-04]",-4.774697904146007,0.00844063358274659
ABBV,0.45052682233480246,0.49253826318598026,"[-6.06295086e-04  3.58700234e-03 -4.16287674e-04  9.52283731e-04
  1.21089240e-05 -3.73490935e-04]","[ 0.01038809 -0.00785827 -0.00905341  0.00348961 -0.00887175  0.0058922
  0.00229658  0.00489509  0.00395813 -0.00039564  0.00307565 -0.00019196
  0.00106232  0.00183858  0.0030371  -0.00376471 -0.0012104  -0.00655577
 -0.00399076 -0.00337337]",-4.293991426308586,0.013650332122771681
ABT,0.4481478783668167,0.4938182048646664,[-0.00118123  0.00045918 -0.0006517  -0.00075572 -0.00022054 -0.0016904 ],"[ 0.0107586  -0.0099438  -0.01154042  0.00180335 -0.01191548  0.00788582
  0.00255679  0.00772144  0.00465884  0.00028878  0.00254105  0.00108403
  0.00176914  0.00433336  0.00444078 -0.00220121  0.00103923 -0.00378006
  0.00281074 -0.00172021]",-4.908259503033846,0.007385331298272101
ACN,1.151013103726946,-0.20635601257631248,[ 0.00128057  0.00073079  0.00064302  0.00015469  0.00012184 -0.00068239],"[ 1.22929019e-02 -1.09252212e-02 -1.02240364e-02 -1.46755877e-03
 -1.37392991e-02  3.72657951e-03 -6.67388247e-04  6.66115050e-03
  4.52134164e-03  7.64879993e-05  2.02041806e-03 -3.62181902e-03
 -4.65742060e-03 -2.89372791e-04 -2.56987089e-03 -1.30102628e-06
 -1.35537203e-03 -2.36918824e-03 -5.33816827e-03 -4.96045613e-03]",-4.6553788440635815,0.009510309635056129
ADBE,0.4560571396179378,0.4995268077861632,"[ 1.96002119e-03  9.88326588e-04  5.48743179e-04  4.38266111e-05
  6.36231647e-05 -8.70301368e-04]","[ 1.06873662e-02 -8.22676432e-03 -9.16519385e-03  2.41905414e-03
 -1.06557191e-02  5.19417480e-03  5.78896107e-04  6.73906172e-03
  5.36434534e-03  1.93214018e-03  5.73106736e-03 -1.55988708e-03
 -5.02136667e-04 -1.08450430e-03 -3.75847898e-05 -2.17834550e-03
  2.85856804e-04 -3.80111551e-03 -2.46453860e-03 -6.21077511e-03]",-4.37543280090591,0.012582695261881839
ADI,1.5308819016625759,-0.5830523054330083,"[ 1.72772901e-03  1.15303155e-03  6.38089871e-04  7.02680936e-04
 -6.60575990e-05 -6.98049773e-04]","[ 1.40790487e-02 -1.33337897e-02 -1.03591456e-02 -6.01073663e-03
 -1.75915358e-02 -7.04027302e-05 -5.70804153e-03  6.32496663e-03
  1.26505460e-03  2.59665187e-03  1.47583177e-03 -7.48989330e-04
 -3.79259373e-03  7.04320349e-04 -2.82216228e-03 -5.79864952e-04
 -2.96366971e-03 -1.77604614e-03 -4.95147437e-03 -3.00976746e-03]",-4.719997020049664,0.008915205115268441
ADM,1.0870161537484215,-0.13781361247627294,[ 0.00327608 -0.00035443  0.00100785  0.0005733  -0.00025137 -0.00081107],"[ 1.31037483e-02 -1.00193899e-02 -7.07006718e-03 -2.69341385e-03
 -1.26965763e-02 -2.41735637e-03 -6.63034588e-03  1.56644839e-03
 -2.33953193e-03  2.78945263e-03  1.59751508e-03  1.87702358e-03
 -2.31776925e-03 -2.56984550e-05 -4.63097985e-03 -1.89918130e-03
 -5.94826451e-03  5.29824924e-04 -4.77356745e-03  1.90356557e-03]",-4.586158942500716,0.010191931078378283
ADP,1.5181997025608476,-0.5647165181065893,[ 0.00136049  0.00068299  0.00093261 -0.00053956  0.00049982 -0.00091096],"[ 0.01433706 -0.01301859 -0.00934504 -0.00601026 -0.01614244 -0.00156386
 -0.00595907  0.00322055 -0.00167539  0.00045227 -0.00245097  0.00026197
 -0.00498826  0.00376526 -0.00220286  0.00120492 -0.00209451 -0.00050578
 -0.00239615 -0.00188294]",-4.839706559522568,0.00790937464177031
ADSK,1.2234202922034891,-0.2658723753524995,"[ 1.30301019e-03  1.01327424e-04  5.88474547e-05  2.18579917e-05
 -2.77433924e-04 -8.85053225e-04]","[ 0.01291534 -0.01152372 -0.0098525  -0.00362656 -0.01659889  0.00068042
 -0.00657333  0.00747451  0.00126772  0.00644003  0.00539895  0.0029102
  0.00051642  0.00101579 -0.00035608 -0.00177166 -0.00194532 -0.00216601
 -0.00409715 -0.00115268]",-4.869828513954255,0.007674681275799822
AEE,1.039113860260862,-0.09197646481900845,"[ 4.21366873e-04  3.37684512e-04  2.17051425e-04 -1.74575063e-04
  2.13605294e-04  1.51401466e-05]","[ 1.28620452e-02 -9.85043919e-03 -7.34145119e-03 -2.70250721e-03
 -1.38337457e-02 -2.03231678e-03 -6.99341543e-03  3.43142264e-03
 -9.54302888e-04  3.17661274e-03  1.04054783e-05 -3.54102541e-06
 -6.94272585e-03  3.01188228e-03 -4.08967546e-03  5.35660674e-03
 -5.45927414e-04  2.88634102e-03 -6.03317757e-03  2.60626971e-03]",-4.904955909643164,0.007409769775106105
