,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)","fs_1 - beta(p=365.25,n=10)",sigma_log__,sigma
A,0.8462422550874247,0.11785274758307562,[ 0.00019965  0.00060378 -0.00021684  0.00017233 -0.00012677 -0.00012704],"[ 4.17563309e-03 -7.57271054e-03  1.33583946e-03  1.16734776e-03
 -1.07936741e-02  8.15413577e-03  2.08742733e-03 -7.09040881e-03
  5.78759301e-04  3.83142558e-03 -2.60379459e-04  2.91382726e-04
 -3.82829520e-05  1.47991866e-03 -9.03223191e-04  2.08453620e-04
  4.65274920e-05  2.54152248e-03  2.47508476e-03 -4.05040743e-03]",-4.8499377229473515,0.007828865092687784
AAL,0.9881095682416665,-0.020699719441974077,"[-2.63752457e-04  8.31017557e-04 -6.17284903e-05 -4.45481105e-04
  3.35536416e-04  9.93171558e-05]","[ 0.00303416 -0.00727417  0.00290489  0.00062719 -0.01269767  0.0087365
  0.00339129 -0.00761219 -0.00023939  0.00398564  0.0004392   0.00044519
 -0.00120104  0.00159476  0.00079249 -0.00103009 -0.00168448  0.00576029
  0.0031144  -0.00875374]",-5.196406505273599,0.005536423826879499
AAP,0.9479848758699007,0.006396704791728836,"[ 1.63838514e-03 -7.08855811e-04  4.77041190e-04  8.10775460e-04
 -3.68142230e-04 -4.66865482e-05]","[ 0.0032429  -0.00841438  0.00333127  0.00397903 -0.01498812  0.00418365
  0.00716747 -0.00229264 -0.00448761  0.00039235  0.00304612  0.00174038
 -0.00042452  0.00177857 -0.00331939  0.00023854  0.0030576  -0.00052614
  0.00264122  0.00371183]",-5.024157702565109,0.006577124057187309
AAPL,1.271178449888861,-0.31517188563547016,"[-1.99630100e-05  8.73905813e-04 -4.12041637e-04  2.37477565e-04
 -1.90761907e-04 -1.48724026e-04]","[ 1.12457261e-03 -6.25989784e-03  4.35037416e-03 -2.02722166e-03
 -1.19990341e-02  1.15099366e-02  2.56224157e-04 -9.37166993e-03
  3.88615085e-03  3.67128940e-03 -2.99869074e-03  1.94233310e-03
  1.43353643e-03  6.97398399e-04 -1.49741477e-03 -3.00249951e-04
  4.01419578e-05  2.27397888e-03  5.38154270e-03  6.70771449e-04]",-5.437719811985455,0.004349389398106558
ABBV,0.4741226175332728,0.48508568379206324,"[ 2.84209040e-04 -9.23240914e-05  1.58498549e-04 -5.03194179e-05
  6.15843741e-05  5.16824347e-06]","[ 0.00344312 -0.0072117   0.00251404  0.00028101 -0.01255582  0.0095123
  0.00364208 -0.00904393 -0.00074052  0.00550023  0.00103416 -0.00041231
 -0.00186033  0.00064795  0.00133115  0.00250208 -0.0019419  -0.0014473
  0.0032375   0.0022139 ]",-5.263109964558679,0.0051791726033144
ABT,0.4724146163814196,0.4852975440159219,"[5.02631218e-04 4.33863123e-04 1.44680927e-04 4.66263313e-04
 3.33738108e-06 3.75820088e-04]","[ 0.00038854 -0.00664455  0.00619863 -0.00079706 -0.01621394  0.01005737
  0.00561031 -0.00826638 -0.0017935   0.0036348   0.00153609  0.0011427
 -0.00134     0.00120983 -0.00070636  0.00013007  0.0005614   0.00092361
  0.00364014  0.00188609]",-5.529137275274346,0.0039694121222952775
ACN,0.08858985091744447,0.8655871322808678,[-0.00202226  0.00141928 -0.00115186  0.00028572 -0.00024849  0.00015014],"[ 1.03653194e-02 -8.83493879e-03 -7.01253345e-03  4.88799348e-03
 -8.62161825e-04  3.22379524e-03 -4.35416579e-03 -1.61440509e-03
  3.69920379e-03  5.34274435e-04 -8.46975317e-04  6.20088942e-04
 -7.01842256e-04  3.54189688e-03  7.99566083e-05 -2.55139384e-03
 -1.22319471e-03  4.11312843e-03  4.83510481e-03 -2.94072780e-03]",-4.492989514929532,0.011187149618039561
ADBE,0.47835656320593006,0.4867952850249962,"[-5.62154717e-05  8.10776900e-05  2.18906117e-04  2.42037923e-04
  1.42815432e-04  5.13355535e-04]","[ 0.0050157  -0.00708964 -0.00050137 -0.00010255 -0.00714735  0.00934031
 -0.00163484 -0.00753445  0.00312271  0.00309905 -0.00049975  0.00158614
 -0.00197788  0.0009792   0.00168446 -0.0001917  -0.00196622  0.00285684
  0.00399061 -0.00273576]",-4.905288439389625,0.007407306215867519
ADI,0.47504681735446647,0.4860699045291884,"[-2.03968137e-04  6.89964331e-04 -2.63415000e-04 -1.15562910e-04
  3.32068185e-05 -7.84644720e-05]","[ 0.00214735 -0.00668668  0.0037033  -0.00098824 -0.01283873  0.01065854
  0.00267939 -0.00938714  0.00074158  0.00470126 -0.00027944  0.00073934
 -0.00054478  0.00070126 -0.00045842  0.00065236  0.000542    0.00218358
  0.00064599 -0.00252733]",-5.2749170287127685,0.005118381369345828
ADM,0.4789866404764457,0.48745957844707655,"[ 1.27886816e-03 -2.29060671e-04  6.37476266e-04  5.38928969e-04
  4.23875346e-05  4.17326584e-04]","[ 0.00576356 -0.00826534 -0.00041847  0.0029878  -0.00952694  0.00607122
  0.00214531 -0.00541526 -0.00025169  0.00369737  0.00062314 -0.00114812
 -0.00074269  0.0032342  -0.00014754 -0.00085299 -0.00127995  0.00174304
  0.00483671 -0.00042637]",-4.883872879698692,0.007567648607254392
