,priors,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,"fs_1 - beta(p=365.25,n=10)"
A,"[ 0.07437521 -0.19113852  0.09924398  0.38490231  0.28394012 -0.04962916
  0.3229463   0.16922142 -0.30396909 -0.04676611 -0.05465397 -0.03662157
  0.08305185  0.12561615  0.09822285  0.14396095 -0.03523702  0.07535178
 -0.18374587  0.20811445 -0.12179378  0.08532919  0.10863023  0.1350364
  0.11607438 -0.19914036  0.08913653  0.08797067  0.17417718 -0.0679934
 -0.07655105  0.21028534 -0.11878521 -1.90792962 -0.97564596  0.97885492
  2.91102829  1.54628265 -2.59298958 -1.84217096  0.26830055  0.61376777
  1.25349952  0.90828664 -1.3204076  -1.00211505  0.66883005  0.9549836
 -0.68761292 -0.76754535  0.09462657 -1.16241841  0.81022476  0.        ]",1.142101361850869,-0.1758807831731962,"[-4.75652438e-04  1.19851824e-03 -4.60371665e-04 -1.12496337e-04
  8.53473610e-05  3.81057214e-05]",-5.083665190285057,0.006197153592795298,0.8307272779215265,-0.04138887891467322,"[-0.12026173 -0.09297283 -0.05892987 -0.02765776  0.02398066  0.0618865
  0.08987972  0.13745723  0.16970605  0.17764428  0.16936515  0.09502119
 -0.03263076 -0.20767193 -0.33063407 -0.26762869 -0.22043724 -0.15202776
 -0.12170351  0.26350574  0.85453098  1.31806091  1.28032688 -0.11396926
  0.00635015]",[ 0.00122257  0.00132523  0.00011608 -0.00057396  0.00024796 -0.00012147],"[-5.57783611e-05 -8.08772691e-03 -1.10726374e-03  1.21488117e-02
 -1.11905411e-03 -4.14432430e-03 -3.84504830e-03  3.06225040e-04
  1.74945483e-03  3.61817135e-03  4.79116343e-03 -2.47287782e-03
 -4.24291097e-03  4.19274356e-03  7.71526210e-04 -2.67029399e-03
 -9.57896101e-04  1.95236650e-03 -1.83029751e-03  3.27461088e-04]",0.08523711250383845,"[-5.57783611e-05 -8.08772691e-03 -1.10726374e-03  1.21488117e-02
 -1.11905411e-03 -4.14432430e-03 -3.84504830e-03  3.06225040e-04
  1.74945483e-03  3.61817135e-03  4.79116343e-03 -2.47287782e-03
 -4.24291097e-03  4.19274356e-03  7.71526210e-04 -2.67029399e-03
 -9.57896101e-04  1.95236650e-03 -1.83029751e-03  3.27461088e-04]"
AAL,"[-1.09841940e-01 -9.01852362e-02 -8.18701129e-02 -1.03777355e-01
  8.70305773e-02  1.03054891e-02  1.07578534e-01 -1.24818757e-01
  9.44304395e-02 -4.33860530e-02  6.89327349e-03 -2.47365699e-01
 -1.67079904e-01  3.09424430e-02 -9.31810252e-02  2.75563603e-02
  2.23024734e-01  8.70393627e-02 -5.98909557e-02  7.96442360e-02
  1.26401049e-02 -2.05941599e-02  1.21245131e-01 -2.82622643e-01
 -6.61356325e-02  1.23784594e-01 -2.10939715e-01 -1.31157950e-01
 -7.35284086e-02 -2.51753579e-01  2.63393877e-01 -5.49701130e-03
  2.41038310e-01  5.24998509e-01  7.61826315e-01  8.82417696e-01
 -1.70339418e+00 -1.96836004e+00  1.07219553e+00  1.82393712e+00
  8.16976415e-01 -8.25355983e-04 -9.42771629e-01 -6.76829255e-01
 -5.88688625e-01 -4.87464654e-01  1.67608603e+00  1.54532522e+00
 -8.66873644e-01 -3.83136336e-01 -2.79440418e-01 -1.48227484e+00
 -1.11169874e+00  0.00000000e+00]",-0.4782902161579787,1.4372204185314617,"[-1.36125786e-03  4.65838903e-04 -5.54090624e-04 -2.13283523e-04
  3.15017960e-05  6.21622542e-05]",-5.813768634488932,0.0029861551129220167,0.8270022101510335,-0.040486439021208666,"[-0.12438706 -0.10447421 -0.06355907 -0.02678975  0.01699503  0.05234397
  0.10325347  0.1379966   0.16959223  0.16968976  0.1569453   0.0896712
 -0.04685365 -0.21591424 -0.30828675 -0.26933365 -0.2085917  -0.16668428
 -0.09692715  0.24711485  0.84971574  1.22915549  1.24489878 -0.0734185
 -0.01251709]",[ 0.00059076  0.00066008 -0.00045436  0.00040018 -0.00034914  0.00082181],"[ 7.71554295e-03 -3.37057474e-03 -1.65201741e-03 -6.97122872e-04
 -9.88948657e-03  5.86576412e-03  5.30459655e-03  9.70895745e-04
  1.01195607e-03 -1.72382013e-03  1.25744649e-04 -7.81919093e-04
 -2.95787977e-03  7.71888473e-03  3.69285231e-03 -3.67307060e-03
  8.90647276e-05  9.67866061e-05 -3.59891419e-03 -3.65812096e-03]",0.08645796479131014,"[ 7.71554295e-03 -3.37057474e-03 -1.65201741e-03 -6.97122872e-04
 -9.88948657e-03  5.86576412e-03  5.30459655e-03  9.70895745e-04
  1.01195607e-03 -1.72382013e-03  1.25744649e-04 -7.81919093e-04
 -2.95787977e-03  7.71888473e-03  3.69285231e-03 -3.67307060e-03
  8.90647276e-05  9.67866061e-05 -3.59891419e-03 -3.65812096e-03]"
AAP,"[-1.20142342e-01 -9.79534291e-02 -7.33117790e-02  1.73291616e-02
  1.59510321e-01 -5.09004145e-02 -3.95403629e-04  1.65422549e-01
 -1.45324352e-01  3.40471948e-02 -6.38976820e-02 -2.10350654e-01
 -2.29174515e-01  1.55851712e-02 -2.86006720e-02 -6.61248408e-02
  5.03607035e-02 -6.64377754e-02  3.91914915e-02  1.94015148e-01
 -1.22028956e-01  8.97357458e-02 -6.01597980e-02 -3.03602327e-01
 -2.60099478e-01 -1.04205834e-01 -4.27967062e-02  1.18142336e-01
 -1.83910652e-01 -1.01265292e-01 -7.36607767e-02  1.42578360e-01
  9.57203780e-02 -5.38318500e-01  9.42056705e-02  1.33655240e+00
  2.06177941e-01 -1.40650660e+00 -1.21863366e+00  5.24320334e-01
  2.01273846e+00  4.32957462e-01 -1.73271084e+00 -6.76365329e-01
  6.05580318e-01 -6.23208390e-02  3.15219101e-02  7.38144657e-01
  2.56312218e-01 -9.77194525e-01 -5.78547684e-01  1.29743895e+00
  5.82162356e-01  0.00000000e+00]",0.3629987042073831,0.6081195306416366,"[-1.03504501e-04 -1.04623491e-04 -5.97683172e-05 -3.61321846e-04
  3.58006545e-05 -2.98026911e-04]",-5.2013887994885675,0.005508908336528068,0.8267939250039354,-0.040562621686809346,"[-1.24177735e-01 -1.01627765e-01 -6.16963407e-02 -2.83274289e-02
  1.40820580e-02  6.17066623e-02  9.54738791e-02  1.40374075e-01
  1.67849541e-01  1.70215927e-01  1.53013687e-01  8.80652097e-02
 -4.27209266e-02 -2.22395866e-01 -3.23435392e-01 -2.83196155e-01
 -2.00439788e-01 -1.52233944e-01 -1.18826388e-01  2.60639291e-01
  8.20617490e-01  1.22323222e+00  1.19120501e+00 -9.62481558e-02
 -1.12323023e-03]","[ 1.27184707e-03  3.39049871e-04 -7.27581560e-05 -4.57908306e-04
 -4.17650648e-05  4.50398405e-04]","[ 0.0042718  -0.00518124 -0.00020995  0.00447914 -0.00848482 -0.00029567
  0.00240586  0.00463685  0.00192853 -0.00364032  0.00012225  0.00257532
 -0.00196623  0.00319212  0.0006885  -0.0004307  -0.00149435 -0.0012885
  0.00421948  0.00076884]",0.08527580633603797,"[ 0.0042718  -0.00518124 -0.00020995  0.00447914 -0.00848482 -0.00029567
  0.00240586  0.00463685  0.00192853 -0.00364032  0.00012225  0.00257532
 -0.00196623  0.00319212  0.0006885  -0.0004307  -0.00149435 -0.0012885
  0.00421948  0.00076884]"
AAPL,"[-1.47277063e-01 -1.10170136e-01 -1.69990634e-01  3.97367409e-02
  2.54779118e-01 -7.01489341e-02  2.68937617e-01  1.97282922e-04
  1.73262366e-02 -3.77630432e-02  1.48077146e-01 -2.30907748e-01
 -1.96763536e-01  3.82768198e-02 -5.50348035e-02  1.50874498e-01
  2.27121234e-01  1.33135079e-01 -4.79175386e-02  1.00668714e-01
 -1.51945436e-01  9.77256123e-02  1.64193763e-01 -3.37585543e-01
 -1.50042813e-01  9.95372005e-02 -1.09869879e-01 -6.51061607e-02
 -2.44443436e-01 -2.51194362e-01  2.57871458e-01  7.76164524e-02
  1.97321154e-01  2.74635715e-01  6.87023232e-01  9.97487806e-01
 -1.03207668e+00 -1.40975125e+00  1.44953618e-01  7.33903426e-01
  1.49469320e+00  1.27997474e+00 -9.88155083e-01 -1.33599146e+00
 -1.02448000e+00 -4.57331040e-01  1.97910832e+00  1.91870483e+00
 -5.53172813e-01 -7.96230421e-01 -1.18816325e+00 -1.30134651e+00
  1.84891193e-01  0.00000000e+00]",-0.1457741643381131,1.0986487063204755,"[-7.92722776e-04 -9.88737635e-05 -4.20075726e-05 -9.39392596e-06
  1.24733133e-04  3.73751648e-04]",-5.592167503678649,0.0037269409454311958,0.8262452319307398,-0.040685442971056675,"[-0.12635388 -0.10109629 -0.05925315 -0.02885652  0.02224467  0.05623176
  0.10106773  0.13865802  0.17606638  0.16987226  0.15595868  0.09056841
 -0.04421321 -0.20749854 -0.30859571 -0.26488036 -0.20640209 -0.16583232
 -0.11977343  0.26657633  0.86010095  1.21977728  1.22460926 -0.07593528
 -0.00611909]",[ 0.0008012   0.00014845 -0.00038365  0.00043503 -0.00012039  0.00068841],"[ 0.00697136 -0.00351071 -0.00124059  0.00117586 -0.00850552  0.0033329
  0.00250623  0.00304115  0.00435368 -0.00186841 -0.0019142  -0.00211068
 -0.00314372  0.00851862  0.0043472  -0.00265746 -0.00094292 -0.00212532
 -0.00308608 -0.00011947]",0.08591855353377562,"[ 0.00697136 -0.00351071 -0.00124059  0.00117586 -0.00850552  0.0033329
  0.00250623  0.00304115  0.00435368 -0.00186841 -0.0019142  -0.00211068
 -0.00314372  0.00851862  0.0043472  -0.00265746 -0.00094292 -0.00212532
 -0.00308608 -0.00011947]"
ABBV,"[-0.11651019 -0.06569791  0.28059646  0.05243108 -0.10651108 -0.10561908
 -0.07949871  0.16268947 -0.16560046  0.12217561 -0.30621783 -0.16326666
 -0.17386062  0.15372702  0.02216469  0.02348657 -0.19503271 -0.06314325
 -0.15398497  0.16146404 -0.03923526  0.07861051 -0.13519735  0.04556284
 -0.06544398 -0.17590023 -0.06022756  0.1231714   0.19540503  0.06500236
  0.02766466  0.13410096  0.0255832  -0.87835297 -0.54606297  0.80803944
  1.07671663 -0.28921662 -1.11309665  0.17546761  0.2086263  -0.88921164
  0.13462211  1.44969072  0.01458939 -1.24081773 -0.53893344  0.79063496
  0.23575585 -1.22499024  0.56124738  2.44268686 -0.79761633  0.        ]",0.637388709300278,0.3190489996165487,"[ 7.34092241e-04  8.22046754e-04 -4.41942844e-05 -2.70769273e-04
  1.10621741e-04 -2.93043385e-04]",-4.7050168658736835,0.009049761584479895,0.8268673709709474,-0.04025707163676177,"[-0.11614185 -0.10083629 -0.0683745  -0.02976388  0.01119185  0.06172391
  0.09407156  0.14320342  0.15862987  0.17254687  0.15478441  0.09458694
 -0.03903783 -0.21804553 -0.34323198 -0.28195813 -0.21705723 -0.15669347
 -0.1084195   0.26098017  0.80638686  1.29566656  1.23349816 -0.10457
 -0.00381046]","[ 1.19554180e-03  1.40135064e-03  3.16244256e-04 -3.22648877e-04
 -1.48202679e-05  3.98786555e-04]","[ 3.22319967e-03 -6.97517436e-03 -1.73010371e-03  6.92848841e-03
 -5.60616661e-03 -9.52423437e-05  1.40975909e-03 -2.53083743e-04
 -1.89327814e-03  9.76203645e-04  6.52102970e-03  1.28630348e-03
 -4.71207193e-03  1.23262435e-03  8.20656805e-04 -4.56186555e-04
 -2.18721180e-03  2.20066617e-03  7.28936161e-03 -3.44213455e-03]",0.08572359257785678,"[ 3.22319967e-03 -6.97517436e-03 -1.73010371e-03  6.92848841e-03
 -5.60616661e-03 -9.52423437e-05  1.40975909e-03 -2.53083743e-04
 -1.89327814e-03  9.76203645e-04  6.52102970e-03  1.28630348e-03
 -4.71207193e-03  1.23262435e-03  8.20656805e-04 -4.56186555e-04
 -2.18721180e-03  2.20066617e-03  7.28936161e-03 -3.44213455e-03]"
ABT,"[-0.24456692 -0.16195034 -0.13510313 -0.08786213  0.14474101 -0.08177772
  0.1436991  -0.01335814 -0.096917    0.08826038 -0.07698174 -0.2377195
 -0.22525478  0.02330993 -0.15947702 -0.137549    0.16389549 -0.04683012
 -0.07432784  0.19828487 -0.06208114  0.10489428  0.06359809 -0.57156294
 -0.22711537 -0.09119612 -0.2276256   0.05521963 -0.18139082 -0.28612444
  0.21192227  0.1449492   0.27691779 -0.15520016  0.51331359  1.78330617
 -1.04108783 -2.55944561  0.11854766  2.02272904  1.74704092 -0.34889537
 -2.03470188 -0.73660552  0.21025794 -0.30019198  1.47551135  2.14906526
 -1.19867539 -2.06646144 -0.64497557 -0.16492041  0.64584728  0.        ]",0.1429750571763466,0.8121171814800625,"[-4.32183330e-04  6.25634632e-04 -4.68081722e-04  6.88968262e-05
 -1.55649136e-04 -1.64537240e-04]",-5.126352676384793,0.005938179486219381,0.8242779270485932,-0.04120113724165833,"[-0.12544693 -0.10412942 -0.06196052 -0.02942208  0.01831735  0.05575906
  0.09721312  0.14319021  0.16670625  0.16950163  0.15430354  0.08944296
 -0.05087666 -0.22724616 -0.31341497 -0.28191236 -0.20968139 -0.15244507
 -0.10820016  0.26408851  0.83842962  1.16377721  1.20171868 -0.09379712
 -0.01383432]","[ 1.12561332e-03  3.68392681e-04 -5.52054077e-04  2.92323803e-04
 -1.29941202e-05  8.90339616e-04]","[ 5.53183611e-03 -4.06250103e-03  9.75852161e-04  1.04593755e-03
 -1.14380476e-02  3.35727263e-03  6.35291797e-03  3.62986826e-03
  1.20178591e-05 -4.32738014e-03 -4.15618907e-05  1.45637559e-03
 -2.73772546e-03  7.27561705e-03  5.04191157e-03 -4.71093189e-03
 -4.42878082e-03 -1.28190914e-03 -3.30662794e-06  1.18812546e-03]",0.08562227596303452,"[ 5.53183611e-03 -4.06250103e-03  9.75852161e-04  1.04593755e-03
 -1.14380476e-02  3.35727263e-03  6.35291797e-03  3.62986826e-03
  1.20178591e-05 -4.32738014e-03 -4.15618907e-05  1.45637559e-03
 -2.73772546e-03  7.27561705e-03  5.04191157e-03 -4.71093189e-03
 -4.42878082e-03 -1.28190914e-03 -3.30662794e-06  1.18812546e-03]"
ACN,"[ 1.14433205e-02 -1.12631108e-01  9.50584108e-02  1.56359283e-01
  1.50913194e-01 -6.90502392e-02  2.01204190e-01  2.29553318e-02
 -1.67097226e-03 -9.32232708e-02  1.37855546e-02 -1.30125143e-01
 -8.09428306e-02  1.16511756e-01  6.44231242e-02  2.74232099e-01
  3.60222760e-02  2.32043790e-01 -1.46729743e-01  3.40233379e-02
 -3.47122218e-02 -1.13003574e-02  1.12763068e-01  1.84838895e-01
  9.39802685e-02  9.17732802e-02  1.06096372e-02 -1.05908089e-01
  1.09401180e-01 -3.75679985e-02  1.67400406e-01  4.97974242e-02
 -4.49516755e-02 -2.87955768e-01 -6.12105303e-02  1.84995174e-01
  5.65595429e-01  6.43445834e-01 -4.66667723e-01 -7.48155105e-01
 -9.79016212e-02  9.20028286e-01  1.16961245e+00  1.16472692e-01
 -1.77565105e+00 -9.19257311e-01  1.38059184e+00  9.57640436e-01
 -6.74650823e-01 -2.76836117e-02  3.54806660e-01 -9.22058294e-01
 -1.21139190e+00  0.00000000e+00]",0.5020027869879632,0.4688617934335779,"[-1.80008731e-03  1.09213377e-03 -8.42550363e-04 -1.93449048e-04
  5.59673204e-05  1.69268791e-04]",-4.868485690293949,0.007684993941898667,0.8294547278347527,-0.040664962299946664,"[-0.12040087 -0.09835191 -0.0621126  -0.0284992   0.01992892  0.05714732
  0.09981528  0.13595447  0.17127385  0.17454967  0.16085731  0.09412126
 -0.03636341 -0.19968226 -0.32408479 -0.25489598 -0.21546625 -0.17355849
 -0.10564416  0.2502291   0.85314167  1.33169237  1.27992501 -0.08055517
  0.00141975]",[ 0.00064296  0.00113155  0.00017433  0.00010492 -0.00013126  0.00014311],"[ 0.00516855 -0.00557494 -0.00351691  0.00567934 -0.00328758  0.00156065
 -0.0015841  -0.00111345  0.00300438  0.00337051  0.00245276 -0.00390875
 -0.00392273  0.00635497  0.00150815 -0.00278043  0.00106307  0.00270103
 -0.00173782 -0.00451223]",0.086228361548684,"[ 0.00516855 -0.00557494 -0.00351691  0.00567934 -0.00328758  0.00156065
 -0.0015841  -0.00111345  0.00300438  0.00337051  0.00245276 -0.00390875
 -0.00392273  0.00635497  0.00150815 -0.00278043  0.00106307  0.00270103
 -0.00173782 -0.00451223]"
ADBE,"[-9.07550695e-02 -8.67075928e-02  9.97821277e-02  1.73324757e-01
  9.49867478e-02 -1.41601661e-01  2.54004393e-01  6.71368601e-02
 -7.78006121e-02  2.85210285e-02  9.28800435e-04 -6.29181516e-02
 -6.13315329e-02  1.31323253e-01  3.57555628e-02  2.41223411e-01
 -4.46872857e-02  1.43889732e-01 -2.00345707e-01  5.23384742e-02
 -1.09818847e-01  1.08756260e-01  9.72427788e-02  6.46450104e-02
  4.85343906e-02 -1.75119121e-02  5.11763841e-03  1.83863281e-03
  6.29094351e-02 -2.43324636e-02  2.36143167e-01  1.04768576e-01
 -9.26084474e-04 -3.87192353e-01 -2.14809811e-01  2.64685038e-01
  7.57839755e-01  6.31944709e-01 -5.56514058e-01 -7.68958650e-01
 -2.01006652e-01  6.38161512e-01  1.09682400e+00  4.49151582e-01
 -1.60629342e+00 -1.11849754e+00  1.19669060e+00  1.40547205e+00
 -5.48038564e-01 -9.61625610e-01 -1.54479982e-01 -1.41425847e-01
  2.68195258e-02  0.00000000e+00]",0.5805930584038139,0.38730290924399136,[-0.00209882  0.00023398 -0.00038073 -0.00040228  0.00032891  0.0005462 ],-4.923388000220661,0.007274443234302125,0.8273881670891983,-0.040448346728603334,"[-1.20259175e-01 -9.79685420e-02 -6.33462599e-02 -3.05807212e-02
  2.15193687e-02  5.84262112e-02  9.73492393e-02  1.40685429e-01
  1.71085943e-01  1.77645288e-01  1.61909047e-01  9.52838400e-02
 -3.76448659e-02 -2.02229994e-01 -3.30406653e-01 -2.63042052e-01
 -2.20032601e-01 -1.71397760e-01 -1.15519949e-01  2.68542441e-01
  8.50011858e-01  1.30485033e+00  1.26687128e+00 -9.09334905e-02
  4.35431837e-04]","[9.31571178e-04 1.00955778e-03 1.87727862e-04 2.75718698e-04
 2.33428158e-05 2.71002357e-04]","[ 0.00489307 -0.00601638 -0.00327458  0.00618898 -0.00332289  0.00132436
 -0.00154059 -0.0013629   0.00217114  0.00319972  0.00343105 -0.00338697
 -0.00447287  0.00584744  0.00267336 -0.00243174 -0.00142984  0.0012051
  0.00025417 -0.00102662]",0.08617050950561637,"[ 0.00489307 -0.00601638 -0.00327458  0.00618898 -0.00332289  0.00132436
 -0.00154059 -0.0013629   0.00217114  0.00319972  0.00343105 -0.00338697
 -0.00447287  0.00584744  0.00267336 -0.00243174 -0.00142984  0.0012051
  0.00025417 -0.00102662]"
ADI,"[-0.16444732 -0.18229657 -0.08977484  0.05342142  0.19172167 -0.13481312
  0.25973654  0.02776599 -0.13041584  0.05041212 -0.01453494 -0.09615471
 -0.13870502  0.04577022 -0.07065392  0.02000475  0.06086048  0.09794699
 -0.17676046  0.12636248 -0.03470071  0.07874023  0.11053254 -0.24629251
 -0.07421547 -0.07077361 -0.05170164  0.04026884 -0.07719433 -0.13988859
  0.23834001  0.15007513  0.07755904 -0.37887047  0.16292173  1.06589986
  0.05175882 -0.77478333 -0.37356775  0.34516375  0.72334671  0.32741639
 -0.26483606 -0.35355701 -1.01509857 -0.36765254  1.72533571  1.51671323
 -1.58593578 -1.60511534  0.12801275 -0.16123133  0.94447136  0.        ]",0.44355210541355544,0.5261431385005485,"[-8.39567115e-04  1.68052046e-03 -6.32077869e-04  1.62354819e-04
  6.74777863e-05  3.34760950e-04]",-4.9418125605890335,0.0071416419749494005,0.8258980309153741,-0.04137117452924205,"[-0.12443976 -0.10079708 -0.06091687 -0.0306062   0.02185736  0.05703315
  0.09601649  0.14186662  0.16987547  0.17610789  0.15870165  0.09115401
 -0.04494103 -0.21640653 -0.32149916 -0.26853499 -0.21826813 -0.16174087
 -0.10461065  0.26068053  0.84981902  1.2356998   1.23741939 -0.09493653
 -0.0025534 ]","[ 1.09375893e-03  6.42707792e-04 -1.23173829e-04  3.52030934e-04
  8.97248161e-05  4.08977972e-04]","[ 4.86842804e-03 -5.00791003e-03 -1.01160581e-03  4.16733282e-03
 -6.93364373e-03  1.90355359e-03  1.67127383e-03  1.03012194e-03
  1.54928809e-03 -7.18722072e-05  1.05900584e-03 -1.82800720e-03
 -2.75314156e-03  7.55841166e-03  3.18256867e-03 -5.55748067e-03
 -3.23878383e-03  1.63363582e-03  1.89762264e-04  1.83408344e-03]",0.08589447383950242,"[ 4.86842804e-03 -5.00791003e-03 -1.01160581e-03  4.16733282e-03
 -6.93364373e-03  1.90355359e-03  1.67127383e-03  1.03012194e-03
  1.54928809e-03 -7.18722072e-05  1.05900584e-03 -1.82800720e-03
 -2.75314156e-03  7.55841166e-03  3.18256867e-03 -5.55748067e-03
 -3.23878383e-03  1.63363582e-03  1.89762264e-04  1.83408344e-03]"
ADM,"[-0.05469579 -0.16003259  0.04621223  0.2477578   0.19970283 -0.21865525
  0.15322651  0.28450768 -0.33030398  0.10115695 -0.07999733  0.13135065
 -0.04877104  0.04671833  0.05734761  0.02392255 -0.24330975  0.04684109
 -0.10978496  0.0859945  -0.0873376   0.12448852 -0.06663714  0.09581648
 -0.06568473 -0.27689885  0.23937131  0.24096939  0.0054362   0.1846419
 -0.13948794  0.25336835 -0.27850483 -1.59071499 -0.91681776  0.49744248
  2.87686857  1.76400984 -2.6652932  -2.34254705  0.39112625  0.7526546
  0.68424273  0.26664123 -0.4073005   0.17845387 -0.14178967 -0.03658897
 -0.80043513 -1.78063227  0.65556679  2.43252221  2.21385498  0.        ]",1.1941231385567623,-0.22834984736753788,"[6.99134048e-04 9.09467063e-04 1.11733571e-04 5.18698465e-05
 1.65408930e-04 1.42830224e-04]",-5.252159244582534,0.00523619994755642,0.8281173242142377,-0.04113073370081805,"[-0.12142661 -0.0962145  -0.06084115 -0.03253093  0.01877129  0.06534769
  0.08916291  0.14297299  0.16857437  0.18604502  0.16200129  0.09070386
 -0.03646479 -0.21606964 -0.34642846 -0.27298507 -0.21337586 -0.16446938
 -0.11507581  0.26358316  0.82372102  1.30874866  1.23128677 -0.11897818
  0.01709805]",[ 0.00162548  0.00087363  0.00071162 -0.00065843  0.00038042 -0.00045847],"[ 9.61515278e-04 -7.96539186e-03 -2.46460391e-03  1.19658709e-02
 -5.06716867e-04 -4.39947797e-03 -5.27701229e-03  6.16196687e-04
  2.14059418e-03  2.12066447e-03  2.91551462e-03  3.99412722e-05
 -9.39645531e-04  2.00065839e-03 -1.89318512e-03 -3.01872584e-03
 -3.74736782e-03  3.05956894e-03  7.68120343e-03  4.91882710e-03]",0.08531081468867695,"[ 9.61515278e-04 -7.96539186e-03 -2.46460391e-03  1.19658709e-02
 -5.06716867e-04 -4.39947797e-03 -5.27701229e-03  6.16196687e-04
  2.14059418e-03  2.12066447e-03  2.91551462e-03  3.99412722e-05
 -9.39645531e-04  2.00065839e-03 -1.89318512e-03 -3.01872584e-03
 -3.74736782e-03  3.05956894e-03  7.68120343e-03  4.91882710e-03]"
