,priors,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,"fs_1 - beta(p=365.25,n=10)"
A,"[ 0.02841244  0.04807454 -0.30918686 -0.17960393  0.06784863 -0.28635853
  0.02845113  0.02107362 -0.04807028  0.0817529   0.04216803  0.10119869
 -0.00850027  0.04565881  0.20005757  0.22497602  0.0209891  -0.102084
  0.15250661  0.04033558  0.12027591  0.02240442  0.16106864 -0.10131401
 -0.02752946 -0.00851135 -0.00922464 -0.04798652 -0.1195095  -0.09704516
  0.18609171  0.02797644  0.13592242  0.03427118  0.47544677 -0.07476632
 -0.63740804 -1.0303643   0.50906238  0.54475877  0.55928108  0.00517129
 -0.73584529  0.23118648  0.05491135 -0.28583431 -0.76021248 -0.28256844
  0.39845821 -0.45647877 -0.73222775 -2.05862053  2.42121775  0.        ]",-0.37960693601669904,1.3489474371463697,[ 0.0004727  -0.00165412 -0.0001021   0.00034287 -0.00065386 -0.00046064],-5.43169909345612,0.0043756548365114865,0.8006948096317915,-0.035659483320499,"[-0.14683789 -0.11907389 -0.07688355 -0.04549581  0.0054567   0.04924239
  0.09143836  0.13763986  0.17470545  0.20589308  0.20267799  0.17042997
  0.07691926 -0.09486681 -0.28782447 -0.37395222 -0.26193377 -0.21863039
 -0.20451906 -0.11073266  0.4959228   1.17356594  1.86358848  1.41420561
 -0.00701109]","[-4.08578558e-05 -1.60438713e-03  3.36868728e-04  8.92010282e-04
 -3.69092760e-04  6.90238338e-04]","[ 0.00984948 -0.00101522 -0.00287472  0.00401223 -0.00529232  0.00622802
  0.00131582  0.00105761 -0.00140921 -0.00420479  0.00242713  0.00031897
 -0.00233686  0.00132182 -0.00184401  0.00227149 -0.00095196 -0.00135312
 -0.00422742  0.00597216]",0.08305910929929926,"[ 0.00984948 -0.00101522 -0.00287472  0.00401223 -0.00529232  0.00622802
  0.00131582  0.00105761 -0.00140921 -0.00420479  0.00242713  0.00031897
 -0.00233686  0.00132182 -0.00184401  0.00227149 -0.00095196 -0.00135312
 -0.00422742  0.00597216]"
AAL,"[ 0.00346101 -0.04914547 -0.11733271 -0.19150978 -0.0829663  -0.21272301
 -0.01854387  0.09287524 -0.05357551 -0.01853348 -0.03074563  0.0319945
 -0.15882909  0.08587423  0.16616317  0.056032   -0.00563251 -0.02403904
  0.08403494 -0.337507    0.09255651  0.02908689  0.1000896   0.10785957
  0.18161991 -0.01540081 -0.01319087 -0.03078288 -0.02339691 -0.03474052
 -0.04883514 -0.05686419  0.04245474  0.37125285  1.06483013  0.96298357
 -1.13871805 -1.58086768 -0.50365254 -0.01615191  1.10879583  0.24634178
 -0.20625668  0.62046641  0.33925364  0.34232083 -1.27039206 -1.33898446
 -0.02242736 -0.14994487  0.58241783 -0.2614736   1.31027464  0.        ]",-0.46733462523877894,1.4356300093101773,"[-2.87509167e-05 -1.14770896e-03  2.09906856e-04 -3.52026227e-04
  5.54689700e-05  6.56086418e-05]",-5.510321094975346,0.00404480840703026,0.800187969976273,-0.036584312402580026,"[-0.142705   -0.11945207 -0.08061681 -0.04392952  0.00396217  0.05088396
  0.09132228  0.13425024  0.17130434  0.2028572   0.19567763  0.1726249
  0.07535681 -0.1049126  -0.29087167 -0.36654402 -0.27051337 -0.25829784
 -0.20586686 -0.11007237  0.48650495  1.21911465  1.90306929  1.4132315
 -0.00530512]","[ 2.94831628e-06 -1.36184003e-03  4.60705774e-04  1.87500343e-04
 -6.20756101e-04  4.27797912e-04]","[ 1.09721533e-02  6.53248001e-04  2.20610605e-04  2.67197385e-03
 -6.79790610e-03  3.41636413e-03 -6.18639880e-04  2.76329850e-03
 -7.21887268e-04 -2.50097832e-03  3.56171930e-03  1.05956095e-03
 -9.49957373e-04 -2.22066204e-05 -4.74542595e-03  7.43315942e-04
  2.35960587e-04  2.73602334e-03  8.14812848e-04  2.92336313e-03]",0.0836113257626255,"[ 1.09721533e-02  6.53248001e-04  2.20610605e-04  2.67197385e-03
 -6.79790610e-03  3.41636413e-03 -6.18639880e-04  2.76329850e-03
 -7.21887268e-04 -2.50097832e-03  3.56171930e-03  1.05956095e-03
 -9.49957373e-04 -2.22066204e-05 -4.74542595e-03  7.43315942e-04
  2.35960587e-04  2.73602334e-03  8.14812848e-04  2.92336313e-03]"
AAP,"[-1.37861209e-03  8.49659936e-02 -1.17085620e-01 -1.01441934e-01
  9.11515851e-02 -1.18325437e-01  7.85716326e-02  7.82583973e-02
  1.25267093e-01  6.20118234e-03 -2.00149895e-01 -7.47505815e-02
  1.72580185e-01 -8.23890014e-02  1.98109504e-01  8.53842813e-02
  1.42299496e-01  1.09086465e-01  4.70418542e-02  1.04963854e-01
 -2.88381499e-02  1.30912008e-02  3.40088145e-02  4.30702341e-02
  1.10532672e-02 -1.87383273e-01 -2.88259469e-02  1.83868955e-02
  2.80258052e-02 -4.82084897e-02  2.45590589e-01  2.34546787e-02
 -2.08502207e-02 -3.72896731e-02  2.97916772e-01  3.53850686e-01
  1.43217732e-01  1.00661901e-01 -8.47147730e-01 -1.06452352e+00
  3.32083799e-02  3.74830000e-01  7.69848975e-01  6.73885979e-01
 -6.72859464e-01 -7.77490277e-01 -1.93279067e-01  4.66370819e-01
  9.40077618e-02 -1.16737569e+00 -7.72868839e-01 -4.05660505e-01
  2.38212213e+00  0.00000000e+00]",0.285353823624893,0.6823185675272612,"[ 3.34910470e-04 -1.00927242e-03  3.51851525e-04 -2.85616519e-04
  2.47966238e-05 -2.17175423e-04]",-5.363664464272159,0.004683711329172221,0.8000896625536617,-0.03531151173427005,"[-0.14262375 -0.11747818 -0.07616455 -0.04149258  0.00677592  0.0509577
  0.09774305  0.13529517  0.16426698  0.19755691  0.21232019  0.16382593
  0.07733843 -0.1024047  -0.27822771 -0.35460477 -0.27312265 -0.21028585
 -0.22303685 -0.11054153  0.47348375  1.20187377  1.85927819  1.38695868
 -0.0052766 ]",[ 0.00015548 -0.00118936  0.00035023  0.00105397 -0.00050888  0.00024764],"[ 9.58754811e-03 -1.50139501e-03 -1.66650709e-03  6.35980895e-03
 -1.97712939e-03  1.99693306e-03 -3.53555267e-03 -6.03290831e-04
  1.35182265e-04  2.29512384e-04  3.97522334e-03 -1.70013335e-03
 -3.78705297e-03  2.51680961e-03  5.53235359e-05  1.74976757e-03
 -2.47664587e-03 -1.53659393e-03  9.32057374e-04  5.88992157e-03]",0.0834007786014731,"[ 9.58754811e-03 -1.50139501e-03 -1.66650709e-03  6.35980895e-03
 -1.97712939e-03  1.99693306e-03 -3.53555267e-03 -6.03290831e-04
  1.35182265e-04  2.29512384e-04  3.97522334e-03 -1.70013335e-03
 -3.78705297e-03  2.51680961e-03  5.53235359e-05  1.74976757e-03
 -2.47664587e-03 -1.53659393e-03  9.32057374e-04  5.88992157e-03]"
AAPL,"[-0.07733978  0.02964477  0.00246309  0.02926155  0.17978968  0.02370323
  0.02633284 -0.00436316  0.0798264  -0.02222775 -0.22678713 -0.06392626
  0.16584072 -0.13571473  0.12372613 -0.00477108  0.11614763  0.00265182
  0.02674438  0.14496105 -0.10365247 -0.05333533  0.10000145  0.01347259
  0.01717275 -0.15760933  0.01829403 -0.04469136 -0.0315777  -0.05489446
  0.22459118  0.01727073 -0.09816399 -0.03747893  0.24219347  0.09691454
  0.16072715  0.48381768 -0.2073253  -0.28342278 -0.74574066 -0.56020047
  0.33188793  0.36439276  0.12872849 -0.38506224  0.13145997  0.80867929
  0.15814499 -0.83165213 -0.74899742  0.81342566  1.62277181  0.        ]",0.16299972461386858,0.8084092260835575,"[ 4.14798750e-05 -1.98226780e-03  4.93200235e-04 -2.56530329e-04
  4.95136296e-05  2.67687294e-04]",-5.2034804614559595,0.005497397604955096,0.798546659406396,-0.035842436596130546,"[-0.14001665 -0.11463406 -0.07388498 -0.03784905  0.00519607  0.04800598
  0.09626844  0.13408671  0.16279527  0.19822467  0.21179161  0.16111287
  0.07318868 -0.10702113 -0.28043342 -0.36595825 -0.27569204 -0.20506767
 -0.23195836 -0.11937896  0.48821206  1.19303696  1.86133729  1.39341231
 -0.00253924]","[-3.40599671e-05 -1.33737871e-03  3.09342214e-04  9.85682740e-04
 -5.40766536e-04  2.70326866e-05]","[ 0.00959517 -0.00165359 -0.00236829  0.00639426 -0.00092815  0.00373616
 -0.00127072 -0.00313472 -0.00263744 -0.00096109  0.00309366  0.00046161
 -0.0025025   0.00339575  0.00118602  0.00197075 -0.00163831 -0.00127574
  0.00429611  0.00379735]",0.08297590039546344,"[ 0.00959517 -0.00165359 -0.00236829  0.00639426 -0.00092815  0.00373616
 -0.00127072 -0.00313472 -0.00263744 -0.00096109  0.00309366  0.00046161
 -0.0025025   0.00339575  0.00118602  0.00197075 -0.00163831 -0.00127574
  0.00429611  0.00379735]"
ABBV,"[ 1.34723118e-01  2.58300625e-02 -1.60971182e-01 -1.05680222e-03
 -1.13460391e-01 -3.26327455e-01  8.60864475e-02 -1.03057483e-02
  6.48213169e-02  1.58328302e-01 -3.12938929e-02 -5.57074163e-03
  1.35575282e-01  6.93146282e-02 -1.11216729e-02 -7.91933920e-02
  1.00161060e-01  1.78702208e-01  1.58918358e-01  8.98397019e-02
  1.72273928e-01 -2.62161550e-02 -8.32403639e-02  1.06517766e-01
 -2.80246021e-01  3.65707182e-02 -1.21882824e-01 -3.84374201e-03
  1.19448043e-01  6.97810825e-03  7.71126520e-02 -1.26712625e-02
  1.06424914e-01 -6.05280630e-01 -1.13615335e+00 -1.19826558e+00
  1.01987841e+00  8.47616365e-01  5.89906582e-01 -1.10621318e-01
 -7.96096476e-02  7.18253511e-01 -3.96429388e-02 -8.06209737e-03
 -7.27538714e-01  1.14846727e-01 -4.50160112e-01 -1.28771125e+00
 -8.04683619e-01 -9.50851863e-01  9.08666721e-01 -1.69053083e+00
  1.91377893e+00  0.00000000e+00]",1.0669751952704207,-0.08821506411660979,"[ 4.78182105e-04 -7.53558529e-08 -7.45418678e-06 -7.86425855e-05
 -4.56220845e-05 -1.11854238e-04]",-6.22241267082518,0.0019844516083907704,0.8028543039353877,-0.03586262253688688,"[-0.14367618 -0.11497209 -0.08149074 -0.04702811  0.00730691  0.04779791
  0.09495883  0.14070435  0.17189562  0.19993424  0.20960106  0.17095673
  0.06521637 -0.11425137 -0.28377044 -0.34916795 -0.26467402 -0.21125821
 -0.19376183 -0.11731231  0.45436112  1.21443477  1.79629909  1.42302731
 -0.01208288]",[ 0.00010196 -0.00092587  0.00050481  0.00067485 -0.00056011  0.00054702],"[ 0.00765393 -0.00562603 -0.00638058  0.00867366  0.00017951  0.00600144
 -0.00058502 -0.00087441  0.00110046 -0.00244602  0.00200041 -0.00194277
 -0.00068432  0.0016668  -0.00479088 -0.00096532 -0.00274121  0.00360617
 -0.00298332  0.00447503]",0.08297056685479923,"[ 0.00765393 -0.00562603 -0.00638058  0.00867366  0.00017951  0.00600144
 -0.00058502 -0.00087441  0.00110046 -0.00244602  0.00200041 -0.00194277
 -0.00068432  0.0016668  -0.00479088 -0.00096532 -0.00274121  0.00360617
 -0.00298332  0.00447503]"
ABT,"[-0.0500802   0.01681609 -0.06250328  0.01096772  0.09267029 -0.167335
  0.0916658   0.00946348  0.0760409   0.01820317 -0.23318187 -0.07513389
  0.23496126 -0.07149717  0.15979174 -0.01453255  0.15497265  0.15104005
  0.07153414  0.13994898 -0.04346224 -0.02528937  0.06077628  0.06848872
 -0.03579848 -0.1149212  -0.05641204 -0.01281696 -0.00500703 -0.04411473
  0.20686304  0.02013476 -0.04530222 -0.14411454 -0.1363022  -0.2362906
  0.40561279  0.61466923 -0.11283274 -0.61925047 -0.62507353 -0.14171675
  0.69492798  0.89232657 -0.35859971 -0.62701058 -0.50628317  0.07044229
  0.04499855 -1.17918064 -0.4110663  -0.06576228  2.41451382  0.        ]",0.5537316607767437,0.41688909833310644,"[ 1.01717957e-03 -5.35760412e-04  3.45309538e-04  2.62340437e-04
 -1.24076043e-04  1.78483742e-05]",-5.403460661426892,0.004500977599679008,0.7991003846855771,-0.03596216328168814,"[-0.14145024 -0.11496855 -0.07613684 -0.0427354   0.00711734  0.04834538
  0.09584706  0.13545966  0.16287802  0.19734738  0.2148454   0.16429115
  0.07489793 -0.10830557 -0.27821692 -0.35211388 -0.27157168 -0.20609782
 -0.22362405 -0.11521627  0.47832396  1.20713458  1.84777986  1.39979247
 -0.00724274]","[ 7.63790158e-05 -1.28099536e-03  3.26808746e-04  9.66298438e-04
 -5.42714294e-04  1.71965411e-04]","[ 9.23036869e-03 -2.75705320e-03 -3.41541132e-03  7.04587090e-03
 -5.18978240e-04  3.97828187e-03 -2.16254628e-03 -2.68283427e-03
 -1.33351855e-03 -8.53596772e-06  4.58009147e-03 -7.05402853e-04
 -3.14910705e-03  1.58640728e-03 -1.06367384e-03  1.69556496e-03
 -2.68575226e-03 -5.24556386e-04  1.78044875e-03  6.07349381e-03]",0.08311079576736402,"[ 9.23036869e-03 -2.75705320e-03 -3.41541132e-03  7.04587090e-03
 -5.18978240e-04  3.97828187e-03 -2.16254628e-03 -2.68283427e-03
 -1.33351855e-03 -8.53596772e-06  4.58009147e-03 -7.05402853e-04
 -3.14910705e-03  1.58640728e-03 -1.06367384e-03  1.69556496e-03
 -2.68575226e-03 -5.24556386e-04  1.78044875e-03  6.07349381e-03]"
ACN,"[ 1.83682708e-03  3.99365634e-02 -7.63629132e-06  1.92657685e-02
  4.87664242e-02  6.51577790e-02  1.85296467e-02 -1.56849976e-02
  3.97644441e-02 -2.20964934e-03  2.86063312e-02  5.87898936e-03
  6.51933956e-02 -2.40809855e-02 -1.79520682e-02  5.52810252e-02
  6.35126105e-03 -3.47952103e-03 -3.54066472e-02  1.36264518e-01
 -3.53362139e-02  1.01872244e-02 -1.40288041e-02 -8.45668241e-02
 -6.51823916e-02 -3.13918109e-03 -1.95266574e-02  2.33782678e-02
 -2.61545674e-02 -7.54027812e-03  4.49021895e-02  4.06743495e-02
 -6.98057370e-04 -1.43967596e-01 -1.94350462e-01 -1.38917881e-01
  3.37806096e-01  4.37438349e-01 -5.26180843e-02 -2.00693629e-01
 -2.39229568e-01  2.38167057e-02  1.38715006e-01 -1.70220826e-01
 -2.59565092e-01 -3.73854733e-01  4.14697230e-01  6.63739164e-01
  3.06859785e-01  1.83256911e-01 -5.62779475e-01 -4.09117840e-01
 -1.65233638e-01  0.00000000e+00]",0.574478867082267,0.40552796584689077,"[ 4.64784987e-04 -4.35911926e-04  2.02428670e-04  2.27629036e-04
 -6.29881956e-05  1.94486890e-04]",-5.962117735557137,0.0025744541818276787,0.8001549779332815,-0.0357387486252394,"[-0.14010266 -0.11477718 -0.07722653 -0.03695097  0.00512686  0.0476224
  0.09487754  0.13505382  0.17344147  0.20153585  0.20690972  0.16687556
  0.06540462 -0.10423981 -0.28944527 -0.36591359 -0.28299987 -0.20734401
 -0.22303994 -0.11065827  0.47001595  1.16922499  1.84719286  1.41483727
 -0.00613817]",[ 0.00015181 -0.00130629  0.00053069  0.00047385 -0.00038736  0.00027069],"[ 0.00923383 -0.00291964 -0.0031493   0.00688649 -0.001061    0.00422941
 -0.00102207 -0.00150547 -0.00103772 -0.00168663  0.00157191 -0.00076292
 -0.0023616   0.0040911   0.00073958  0.0023597   0.00101223 -0.00045972
  0.00070143 -0.00178207]",0.08315950180045086,"[ 0.00923383 -0.00291964 -0.0031493   0.00688649 -0.001061    0.00422941
 -0.00102207 -0.00150547 -0.00103772 -0.00168663  0.00157191 -0.00076292
 -0.0023616   0.0040911   0.00073958  0.0023597   0.00101223 -0.00045972
  0.00070143 -0.00178207]"
ADBE,"[-2.13992169e-02  1.45773003e-01 -9.16469003e-02 -1.48443108e-02
 -7.25191350e-02  5.48930503e-03  1.37381804e-01  6.55743689e-02
  2.65441418e-01  1.01082446e-01 -1.59101688e-01  8.82940436e-02
  1.46406640e-01  5.29033346e-02  1.30892394e-03 -2.05367199e-02
  1.13103468e-01  1.67010945e-01  7.73356425e-02  1.54799081e-02
 -1.04080677e-01 -5.82718226e-02 -8.20642960e-03 -3.07654843e-02
 -6.68723400e-02 -4.98054259e-02  2.19847578e-02  5.63449215e-02
  4.48579638e-05 -6.00764452e-02 -1.55731126e-03  3.71048444e-02
  2.76349344e-02 -2.26020346e-01  1.82671888e-01  4.56119933e-01
  4.81160305e-01  7.38068349e-01 -9.35942430e-01 -1.34994042e+00
 -4.34062233e-01 -1.45868708e-01  9.93385142e-01  6.31402431e-01
 -8.65453045e-02  2.04442929e-01 -1.29935548e-01  3.41887858e-01
 -6.57194684e-01 -9.41423135e-01 -7.56262513e-01 -1.38566798e+00
  8.29900886e-01  0.00000000e+00]",0.33142771864942183,0.6450158360122183,"[ 6.10197998e-04 -7.65760697e-04  4.69386807e-04 -1.33823732e-05
  7.47343716e-05  1.16536847e-04]",-5.298537101716321,0.004998901444858597,0.7996829829886143,-0.03473576303002081,"[-0.14202733 -0.11557699 -0.08024256 -0.03839738  0.00856328  0.05020595
  0.10285803  0.13928667  0.16595115  0.20374504  0.21158619  0.17162611
  0.06708039 -0.10911059 -0.2827384  -0.35011789 -0.27163945 -0.22106109
 -0.22996893 -0.12241252  0.46950215  1.18107968  1.84166715  1.40786068
 -0.0028896 ]",[ 0.00024494 -0.00119253  0.00039644  0.00039097 -0.00050296  0.00032776],"[ 8.93781175e-03 -1.78871468e-03 -1.41770371e-03  7.37592680e-03
 -9.61995254e-05  1.52271439e-03 -4.44670639e-03 -2.05361153e-03
 -1.26165555e-03  9.05404893e-04  4.00779789e-03 -9.01958788e-05
 -9.19279816e-04  2.57676553e-03 -2.78263790e-04 -4.25580876e-04
 -1.74862739e-03 -1.21547825e-03 -1.93591768e-03  1.66313665e-03]",0.08386928277930362,"[ 8.93781175e-03 -1.78871468e-03 -1.41770371e-03  7.37592680e-03
 -9.61995254e-05  1.52271439e-03 -4.44670639e-03 -2.05361153e-03
 -1.26165555e-03  9.05404893e-04  4.00779789e-03 -9.01958788e-05
 -9.19279816e-04  2.57676553e-03 -2.78263790e-04 -4.25580876e-04
 -1.74862739e-03 -1.21547825e-03 -1.93591768e-03  1.66313665e-03]"
ADI,"[ 4.73683437e-02  8.25008079e-02 -2.23417743e-02 -8.05437743e-03
  7.38563356e-02  4.70832097e-02  1.45271150e-02  2.28637063e-02
  7.33733995e-02  1.42737309e-02 -5.50974881e-02 -7.02616510e-02
  9.36156772e-02 -9.70086974e-02  2.09415870e-02  2.74549126e-02
  5.79363354e-02  2.84055170e-02 -1.39278641e-02  1.78083968e-01
 -1.27910231e-02  5.77578963e-03 -6.31493016e-02 -1.64895055e-04
 -5.79325637e-02 -1.24061260e-01  2.76663098e-02  2.36907351e-02
  8.25828306e-02  9.02783497e-03  1.68032754e-01  1.75354778e-02
 -1.18608159e-02 -1.56308221e-01 -2.67670814e-01 -1.82581789e-01
  4.21791780e-01  4.43413573e-01 -3.08713955e-01 -4.28353809e-01
 -9.33128836e-02  4.04239557e-01  2.85498259e-01 -2.55725803e-01
 -6.25132002e-01 -4.48690387e-01  7.13350909e-01  8.41559305e-01
 -1.49244096e-01 -6.11030638e-01 -4.77514490e-01  7.53096379e-02
  4.41664343e-01  0.00000000e+00]",0.6309895381188273,0.3432629488249831,"[ 4.83625164e-05 -6.54092693e-04  2.40681880e-05 -8.38075970e-05
 -1.29319485e-04 -2.31888476e-04]",-5.957584801844649,0.0025861505012726113,0.8010798619505274,-0.03533123014290257,"[-0.14058705 -0.11535753 -0.07660143 -0.03746837  0.00505617  0.04912628
  0.09603625  0.13569296  0.17009839  0.19805669  0.20845201  0.1627408
  0.06766798 -0.10610455 -0.28488014 -0.3624698  -0.28046948 -0.20179713
 -0.22073042 -0.1114937   0.46038248  1.18779258  1.84625552  1.39668446
 -0.00200741]",[ 0.00015753 -0.00100453  0.0005246   0.00084118 -0.00047892  0.00024025],"[ 9.17918073e-03 -3.11913654e-03 -3.28225256e-03  7.11770766e-03
 -1.03964463e-03  3.49700861e-03 -1.67551732e-03 -1.03614736e-03
  1.43380466e-04 -1.27659112e-03  1.33422832e-03 -1.82138434e-03
 -2.59937239e-03  4.89347271e-03  1.26420288e-03  1.06117895e-03
 -1.25506891e-03 -2.83536380e-04  2.30850447e-03  5.43453358e-05]",0.0832036086111601,"[ 9.17918073e-03 -3.11913654e-03 -3.28225256e-03  7.11770766e-03
 -1.03964463e-03  3.49700861e-03 -1.67551732e-03 -1.03614736e-03
  1.43380466e-04 -1.27659112e-03  1.33422832e-03 -1.82138434e-03
 -2.59937239e-03  4.89347271e-03  1.26420288e-03  1.06117895e-03
 -1.25506891e-03 -2.83536380e-04  2.30850447e-03  5.43453358e-05]"
ADM,"[ 0.0198237   0.04801696 -0.03603482  0.06618838 -0.07176172 -0.08082398
  0.11140843 -0.01630639  0.11213132  0.0721342  -0.02528516  0.02685696
  0.17095923  0.0487602  -0.05145051 -0.03862124  0.07408868  0.18675591
  0.03680156  0.14733448 -0.01440809 -0.01087153 -0.070335   -0.02238319
 -0.17428963  0.05680938 -0.0789895   0.05914877  0.01681609 -0.00502031
 -0.01845239  0.04612161  0.04418792 -0.43234289 -0.74679963 -0.58784878
  0.91121737  1.15432843  0.0623143  -0.65448726 -0.59246106  0.15962201
  0.65867941  0.31908005 -0.58091496 -0.29851178 -0.08275461 -0.06696723
 -0.20327125 -0.35546158 -0.09058561 -1.36320965  0.40123035  0.        ]",0.926509407910383,0.048868918034765306,"[ 1.06561009e-04 -2.70486740e-04 -8.74094926e-05 -2.62061570e-05
 -9.42304643e-05  4.76988587e-06]",-6.507157644410332,0.0014927165301240714,0.8005203463000612,-0.03566067910464246,"[-0.1408907  -0.11366623 -0.08030049 -0.04073292  0.00787376  0.04737148
  0.09714539  0.13783625  0.17154223  0.20154641  0.21190783  0.17066722
  0.06346609 -0.11059062 -0.2857854  -0.34879088 -0.2768735  -0.20640731
 -0.21835917 -0.11387159  0.45830145  1.18290872  1.81885198  1.42469844
 -0.00971209]",[ 0.00026798 -0.00117467  0.00051625  0.00035226 -0.00042419  0.00037447],"[ 8.24928279e-03 -4.49393942e-03 -4.56116156e-03  8.48785044e-03
  1.04583723e-03  4.36124585e-03 -2.27340355e-03 -2.54729240e-03
 -4.35280160e-04 -2.73051789e-04  3.04563355e-03 -1.47438151e-03
 -1.99041482e-03  2.54933068e-03 -1.48728027e-03  1.00107014e-03
 -5.82431063e-04  7.43073012e-04 -2.00051403e-03 -4.02010103e-06]",0.08331419140545937,"[ 8.24928279e-03 -4.49393942e-03 -4.56116156e-03  8.48785044e-03
  1.04583723e-03  4.36124585e-03 -2.27340355e-03 -2.54729240e-03
 -4.35280160e-04 -2.73051789e-04  3.04563355e-03 -1.47438151e-03
 -1.99041482e-03  2.54933068e-03 -1.48728027e-03  1.00107014e-03
 -5.82431063e-04  7.43073012e-04 -2.00051403e-03 -4.02010103e-06]"
