,priors,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,"fs_1 - beta(p=365.25,n=10)"
A,"[ 0.14259957  0.26021942  0.14906569  0.09898114  0.11755714  0.034358
  0.05030899 -0.03843514 -0.08237698  0.08360995  0.00603125 -0.04336988
  0.00786666  0.08375665  0.0284929   0.03403997  0.02270201 -0.04464065
  0.047395    0.13222639 -0.18926479  0.08892734 -0.00814242 -0.12661954
 -0.02742878  0.01924843  0.10616128 -0.03154634 -0.12570479  0.08113736
 -0.166911   -0.12352826 -0.02681685  0.63470518  0.35609252 -0.30049669
 -1.09678794 -0.26750645  0.81383756  0.15153293 -0.36616804 -0.14489218
  0.29614726 -0.15145274 -0.44273143  0.03894841  0.68208305  0.2857239
 -0.47231499 -0.15475518 -0.41463915 -1.71834936  1.02766672  0.        ]",-0.21131603857122266,1.1850794831838896,"[ 6.03182133e-05  6.26383237e-05 -1.33137861e-04  7.63328799e-05
 -1.41550428e-04 -1.87589491e-04]",-6.321017264663293,0.001798113418305486,0.79993463965067,-0.03296808058698116,"[-0.13213237 -0.10956064 -0.07291233 -0.03568418  0.00672251  0.04802139
  0.09111915  0.13712397  0.1711276   0.1925171   0.19875967  0.16878667
  0.0613143  -0.1090871  -0.29277076 -0.36312646 -0.26254459 -0.21107229
 -0.23931693 -0.08357914  0.49329969  1.15659616  1.8327996   1.32883853
  0.00595104]","[ 2.21785216e-05 -2.79766806e-04 -3.20170148e-05 -1.57035873e-03
 -2.58698834e-04 -6.27532978e-04]","[ 1.21654977e-02 -3.14320527e-03 -1.66979076e-03  1.94681779e-03
 -3.56888215e-03  5.16902371e-03  1.18151789e-03 -1.02049139e-03
 -1.46613631e-03 -6.74504022e-04  1.52557376e-03  8.91548547e-04
 -2.53296565e-03  4.08017691e-03 -2.05655511e-04 -7.29268671e-04
  8.17906780e-06 -1.12237390e-03 -3.22811626e-03  8.39809758e-04]",0.08403872792013095,"[ 1.21654977e-02 -3.14320527e-03 -1.66979076e-03  1.94681779e-03
 -3.56888215e-03  5.16902371e-03  1.18151789e-03 -1.02049139e-03
 -1.46613631e-03 -6.74504022e-04  1.52557376e-03  8.91548547e-04
 -2.53296565e-03  4.08017691e-03 -2.05655511e-04 -7.29268671e-04
  8.17906780e-06 -1.12237390e-03 -3.22811626e-03  8.39809758e-04]"
AAL,"[-0.05751764  0.16120986  0.24790848 -0.03923809 -0.08290772 -0.02868637
  0.04133769  0.08044597 -0.09764173  0.09525399  0.03148923 -0.03547259
 -0.09138698  0.04130116  0.08601671 -0.01370891  0.00966966 -0.03708003
  0.16255436  0.09312292  0.0122555   0.01498436 -0.13284624 -0.01256232
 -0.04116781  0.10884645  0.07116962 -0.09961014 -0.02646442  0.02414468
 -0.12951299 -0.09711412 -0.02499431  0.56299905  0.71650468  0.40760766
 -1.51185911 -0.74003918  0.2516997   0.06749365  0.2360406   0.22667138
  0.31072049  0.26169201 -0.26512064  0.28752903 -0.44187928 -1.03774855
 -0.29966966  0.0170812   0.62433758 -0.49819143  1.47850705  0.        ]",-0.7029881509601332,1.6756790238801782,"[-1.45617378e-04 -4.19460414e-04  1.81622475e-04 -2.25183013e-04
  1.40158699e-04  6.73473594e-05]",-5.833556198985087,0.0029276471501157738,0.7956108088294606,-0.034091766364096894,"[-0.12998372 -0.11253701 -0.07807456 -0.03709738  0.00588451  0.05184227
  0.09128697  0.13789315  0.17163191  0.19311997  0.19367499  0.16662929
  0.06346922 -0.11280373 -0.29419447 -0.36241508 -0.25316111 -0.21601182
 -0.2133092  -0.09036487  0.47491995  1.18511373  1.82458134  1.34133132
  0.00436389]","[-1.17741271e-04  8.61960818e-06 -1.72681501e-04 -1.45730046e-03
 -1.68856532e-04 -5.94681104e-04]","[ 0.01196351 -0.00208269  0.00025231  0.0007896  -0.00495371  0.00334249
  0.00102326  0.00081815 -0.00016742 -0.00073687  0.00263751  0.00127436
 -0.00192409  0.00108434 -0.00413487 -0.00019269  0.0004094   0.00159047
  0.00026074  0.0023282 ]",0.08363630451750681,"[ 0.01196351 -0.00208269  0.00025231  0.0007896  -0.00495371  0.00334249
  0.00102326  0.00081815 -0.00016742 -0.00073687  0.00263751  0.00127436
 -0.00192409  0.00108434 -0.00413487 -0.00019269  0.0004094   0.00159047
  0.00026074  0.0023282 ]"
AAP,"[ 8.59934559e-05 -2.95962656e-05  1.31878274e-05 -2.87345151e-04
  1.89563116e-04  1.57611248e-04  3.05730102e-04  2.54654751e-04
 -7.03047307e-05 -2.15298235e-04 -1.76343027e-05 -7.88040598e-05
 -1.32954416e-04 -1.53174953e-04  2.26548888e-04  1.65996736e-04
  4.95673677e-05 -1.52970235e-04 -2.94109319e-04  7.58962218e-05
  2.93559783e-04 -1.78018663e-04 -3.93088957e-05  1.38043305e-04
  2.11849925e-04 -1.86701673e-04  7.58517900e-05  1.12406000e-04
 -2.22508717e-04  2.50669477e-04  2.02213289e-04  1.35315818e-04
 -1.33754868e-04 -4.35138535e-03  1.61749886e-03  9.16235835e-04
 -1.17357862e-03  6.49393066e-04 -1.24930692e-03 -3.59091403e-04
  7.28028869e-05  1.28428847e-04  6.60333792e-04 -2.92591147e-04
 -6.41245642e-04  6.34478615e-04 -6.96726392e-04  2.88118700e-04
 -1.31859070e-04 -2.35567764e-04  1.56105669e-05 -3.76352245e-04
  5.77058629e-04  0.00000000e+00]",0.49709317220047566,0.5099866471504119,[ 0.00093641 -0.00114784  0.00036803  0.00021529 -0.00026547 -0.00033673],-3.1201845732149893,0.04414901894126367,0.7968554211908976,-0.03553127882579411,"[-1.35335040e-01 -1.11713964e-01 -7.58823162e-02 -3.62775598e-02
  5.02410479e-03  4.91866939e-02  9.39562469e-02  1.33887897e-01
  1.70980562e-01  1.94762218e-01  1.97056237e-01  1.64609286e-01
  6.04248916e-02 -1.11330731e-01 -2.94475475e-01 -3.58543501e-01
 -2.69109923e-01 -2.24486893e-01 -2.14388208e-01 -9.41339177e-02
  5.01707895e-01  1.18603581e+00  1.83880797e+00  1.32539952e+00
  3.41773398e-04]","[ 1.55963443e-04  6.84026765e-05 -3.05582718e-04 -1.14767917e-03
 -3.82432526e-07 -5.36735911e-04]","[ 1.00397166e-02 -4.17117336e-03 -7.11864653e-04  4.95110267e-03
 -2.76298168e-03  3.00116744e-03  5.58600932e-04 -7.86476844e-06
 -6.92610840e-04 -1.53959207e-03  1.76814108e-03  2.16787929e-03
 -2.51896685e-03  2.13697873e-03 -1.04970566e-03  4.49978076e-04
  5.45340280e-04 -3.21078593e-06  1.63132807e-03 -1.68281643e-03]",0.08394490606219995,"[ 1.00397166e-02 -4.17117336e-03 -7.11864653e-04  4.95110267e-03
 -2.76298168e-03  3.00116744e-03  5.58600932e-04 -7.86476844e-06
 -6.92610840e-04 -1.53959207e-03  1.76814108e-03  2.16787929e-03
 -2.51896685e-03  2.13697873e-03 -1.04970566e-03  4.49978076e-04
  5.45340280e-04 -3.21078593e-06  1.63132807e-03 -1.68281643e-03]"
AAPL,"[ 0.03601213  0.07400514 -0.05552111  0.02843112  0.02178128  0.01265911
  0.11799643 -0.03685325 -0.04483546 -0.06321165 -0.00350585 -0.08304139
 -0.1791915   0.24359617  0.13478342  0.01590462 -0.07616164  0.04666818
  0.07604194  0.04434577 -0.01246741  0.01706703 -0.10921956 -0.0549574
 -0.06306155  0.05108627  0.12647509 -0.04232888 -0.12412636  0.03397464
 -0.08943062 -0.04948633 -0.03107595 -0.13632046 -0.16691848 -0.29954325
  0.20754219  0.81381957 -0.0683838  -0.91756697 -0.47653964  0.30383474
  0.84653689 -0.06159552 -0.53430973  0.25293472  0.15772796 -0.36333537
 -0.3841432  -0.34067503 -0.06546773 -0.20537657  2.37906264  0.        ]",0.18884046056745582,0.7856762365132579,"[ 2.14387698e-04 -4.25986657e-04  2.69835232e-04  7.97045517e-05
  4.74370610e-05  1.60984422e-04]",-5.404420950952624,0.004496657432672032,0.7976316589484707,-0.03480680821425182,"[-0.13652362 -0.11110464 -0.07530179 -0.03610313  0.00862752  0.04810466
  0.09229708  0.13143407  0.17144883  0.1906623   0.18902767  0.17658006
  0.06728063 -0.11138016 -0.30110675 -0.35436235 -0.26122511 -0.22053094
 -0.21618712 -0.09234982  0.47857407  1.17336423  1.82139638  1.333345
  0.0080715 ]","[-1.63595921e-05 -3.05030628e-04 -1.68340300e-04 -1.33294548e-03
 -8.50786076e-05 -5.70477411e-04]","[ 9.66038620e-03 -4.66135529e-03 -1.59458540e-03  5.46005104e-03
 -4.94903358e-04  2.98886663e-03 -2.18476950e-03 -1.40248914e-03
  3.07053218e-05  8.89862790e-04  1.67593199e-03  9.62249341e-04
 -1.57499989e-03  2.26650719e-03 -1.95161009e-03 -6.69401672e-04
 -3.83785209e-04 -4.60213736e-04  6.57406037e-04  4.74362870e-03]",0.08392301112710562,"[ 9.66038620e-03 -4.66135529e-03 -1.59458540e-03  5.46005104e-03
 -4.94903358e-04  2.98886663e-03 -2.18476950e-03 -1.40248914e-03
  3.07053218e-05  8.89862790e-04  1.67593199e-03  9.62249341e-04
 -1.57499989e-03  2.26650719e-03 -1.95161009e-03 -6.69401672e-04
 -3.83785209e-04 -4.60213736e-04  6.57406037e-04  4.74362870e-03]"
ABBV,"[ 0.04665527  0.07700863 -0.05093798 -0.05725547 -0.04990946  0.12534639
  0.01191937 -0.11036171  0.02291843 -0.12704542  0.04812001 -0.14688498
 -0.14642521  0.07253977  0.25596829  0.01310148 -0.0948302   0.03957274
 -0.03846951  0.00807085 -0.00157639 -0.14703934  0.05916057 -0.02286298
 -0.07041775  0.0321947   0.05759121  0.02516343 -0.04003976  0.08779315
 -0.05146141  0.02327757 -0.04475011 -0.50710874 -0.61756683 -0.15966164
  1.07396657  0.98745531 -0.61338046 -0.93645895 -0.15625932  0.14561056
  0.17387027 -0.3915689   0.35057784  0.89250184  0.01629339 -0.37568173
 -0.54075888 -0.33205765 -0.25744499 -0.70837159  1.4159977   0.        ]",0.7809749083644824,0.19969844189398245,"[ 2.34419396e-04  2.32308514e-04  8.62116535e-06 -4.99320852e-05
  3.03738785e-05 -6.29587614e-05]",-6.6153798683215,0.0013396058255616288,0.7978616199231536,-0.034768065608258084,"[-0.13642714 -0.11305188 -0.07713338 -0.03321598  0.00574799  0.04574373
  0.09466468  0.129315    0.17361046  0.18771651  0.19033865  0.16793645
  0.07364019 -0.11155707 -0.30409498 -0.35546336 -0.27184334 -0.22299369
 -0.21391022 -0.11882709  0.50749462  1.17894379  1.81872764  1.32990445
  0.00458096]","[ 2.18624597e-04 -4.66507574e-05 -3.49096272e-05 -1.24966640e-03
  1.47676112e-04 -6.30653477e-04]","[ 8.39996839e-03 -5.96845930e-03 -1.07534087e-03  7.80717827e-03
  3.98982987e-05  1.53983576e-03 -2.33860850e-03 -5.06195773e-04
 -1.32092553e-04 -1.05595051e-03  5.84001950e-04  3.50731013e-03
  1.88854177e-04  2.02840545e-03 -2.06720135e-03 -1.36163745e-03
 -1.56019835e-04 -1.01879449e-03 -5.95315583e-04  2.12902522e-03]",0.0839322177894928,"[ 8.39996839e-03 -5.96845930e-03 -1.07534087e-03  7.80717827e-03
  3.98982987e-05  1.53983576e-03 -2.33860850e-03 -5.06195773e-04
 -1.32092553e-04 -1.05595051e-03  5.84001950e-04  3.50731013e-03
  1.88854177e-04  2.02840545e-03 -2.06720135e-03 -1.36163745e-03
 -1.56019835e-04 -1.01879449e-03 -5.95315583e-04  2.12902522e-03]"
ABT,"[ 0.01983352  0.11498484 -0.01878957 -0.03035817 -0.08509351  0.06889062
  0.11304697 -0.07977988  0.01143657 -0.16458908  0.02706776 -0.20618032
 -0.33775314  0.19955144  0.30247283  0.00349405 -0.1078659   0.07341163
  0.00759165  0.06735197 -0.01519529 -0.14091435 -0.02116204 -0.05862984
 -0.17289341  0.03989632  0.09896377  0.01284366 -0.08742147  0.09291383
 -0.09963632 -0.02678734 -0.07455692 -0.47004325 -0.4349038   0.00718967
  0.7735102   1.06617019 -0.86903587 -1.57034147 -0.09809391  0.67067433
  0.76957631 -0.1834128  -0.20107374  0.76855956 -0.21784679 -1.02457287
 -0.38693751  0.0202471  -0.05798208 -1.1905107   2.7581117   0.        ]",0.30985107957932284,0.6663671199769334,"[6.59555712e-04 3.04713158e-04 2.02144347e-04 6.51061225e-05
 9.12838592e-05 8.08979421e-05]",-5.827020513864838,0.0029468439939624625,0.7972820960632964,-0.034442516184070425,"[-0.13572675 -0.11242488 -0.07803871 -0.03471625  0.0085528   0.04681917
  0.09438132  0.12793345  0.17279691  0.18503194  0.18177119  0.17406409
  0.07555279 -0.11289063 -0.30523796 -0.35248585 -0.26801121 -0.21693503
 -0.21576578 -0.11758094  0.49160925  1.17192979  1.79194492  1.3301295
  0.00729206]","[ 1.53360655e-04 -2.22194485e-04  1.03744243e-05 -1.34279926e-03
  3.46350015e-05 -6.63838739e-04]","[ 8.55608217e-03 -5.46916600e-03 -6.62736481e-04  6.96694391e-03
  2.39056195e-04  7.95674738e-04 -4.14078789e-03 -2.87299772e-04
  1.37574609e-03  6.25357238e-04  1.22468476e-03  2.03820774e-03
 -5.20635582e-05  1.28833708e-03 -3.87667874e-03 -8.21986838e-04
  7.14576799e-04 -7.18268763e-04 -2.14054634e-03  5.80746063e-03]",0.08365488441076925,"[ 8.55608217e-03 -5.46916600e-03 -6.62736481e-04  6.96694391e-03
  2.39056195e-04  7.95674738e-04 -4.14078789e-03 -2.87299772e-04
  1.37574609e-03  6.25357238e-04  1.22468476e-03  2.03820774e-03
 -5.20635582e-05  1.28833708e-03 -3.87667874e-03 -8.21986838e-04
  7.14576799e-04 -7.18268763e-04 -2.14054634e-03  5.80746063e-03]"
ACN,"[ 0.09249686  0.00277569 -0.10345979  0.01490506 -0.0370817   0.06264767
  0.03186682 -0.09757961  0.08412982 -0.15137829 -0.00982932 -0.10877475
 -0.16581641 -0.01391755  0.13672766  0.01123028 -0.04394168  0.06357224
 -0.13986147  0.03068193 -0.04079242 -0.10354181  0.13163105 -0.08993701
 -0.10467149 -0.04354909 -0.019524    0.08875884 -0.02721676  0.06914524
  0.00577082  0.06407925 -0.0225161  -0.57215395 -0.58711253 -0.03733672
  1.14733898  0.70080075 -0.74888225 -0.86749977  0.07699416  0.33189755
  0.03348998 -0.21049201  0.20981609  0.15454611 -0.04385686  0.08860587
  0.33064995  0.29807185 -0.8145334  -1.02365671  0.59459259  0.        ]",0.9640017492532817,0.01086592302184103,"[ 1.33867844e-06  6.49429660e-04 -1.76743170e-05  3.36675590e-05
  1.49089543e-04  2.50274544e-04]",-6.073647811022931,0.002302757845650712,0.7988520959654836,-0.03541113088633477,"[-1.37573500e-01 -1.11445987e-01 -7.67981312e-02 -3.48099783e-02
  6.34429476e-03  4.61495873e-02  9.64736408e-02  1.28216298e-01
  1.71207392e-01  1.89726413e-01  1.89308261e-01  1.63489989e-01
  6.78589369e-02 -1.11284294e-01 -2.98815495e-01 -3.53227836e-01
 -2.82606182e-01 -2.19044261e-01 -2.18859612e-01 -1.12447853e-01
  5.22094242e-01  1.16468462e+00  1.81318054e+00  1.31800739e+00
  3.41732865e-06]","[ 3.89667245e-04 -4.21599507e-05 -1.17732992e-04 -1.11628560e-03
  1.91599286e-04 -5.75560939e-04]","[ 8.14583388e-03 -5.92284114e-03 -6.82171889e-04  8.06103671e-03
 -7.20256546e-04  1.16471125e-03 -2.13450256e-03  1.75399313e-04
  5.02338162e-04 -1.44117239e-03  1.07467016e-03  3.02530508e-03
 -1.84872655e-03  1.90831510e-03 -7.20756779e-04  1.18908364e-03
  1.51995995e-03 -2.52318206e-03 -1.32165118e-03 -5.67837366e-05]",0.08388624548760529,"[ 8.14583388e-03 -5.92284114e-03 -6.82171889e-04  8.06103671e-03
 -7.20256546e-04  1.16471125e-03 -2.13450256e-03  1.75399313e-04
  5.02338162e-04 -1.44117239e-03  1.07467016e-03  3.02530508e-03
 -1.84872655e-03  1.90831510e-03 -7.20756779e-04  1.18908364e-03
  1.51995995e-03 -2.52318206e-03 -1.32165118e-03 -5.67837366e-05]"
ADBE,"[ 0.04914007 -0.06526837 -0.11309168 -0.02979101 -0.07962294  0.05926217
  0.06006663 -0.0649852   0.08854296 -0.15506856  0.01070947 -0.08929327
 -0.19431437 -0.02839221  0.14609231 -0.01066701 -0.04856042  0.08473475
 -0.10328201  0.01702802  0.05763014 -0.11410732  0.0667966  -0.0761769
 -0.06112334  0.00723793 -0.03987142  0.047677   -0.03617594  0.06223394
 -0.00432783  0.09504548 -0.00978005 -0.68474286 -0.5444538   0.18207489
  1.17829602  0.57631263 -0.98047365 -0.99847333  0.30788032  0.47156618
  0.08540155 -0.08126227  0.17815022  0.09117416 -0.29687482 -0.03132541
  0.38108652  0.00770208 -0.70918747 -0.28823216  1.17227346  0.        ]",0.9674092893876737,0.00921340157542903,"[3.72780381e-04 4.51337676e-04 3.51543569e-05 8.61088842e-05
 4.98182911e-05 7.55858542e-05]",-5.956699711751948,0.0025884404907335194,0.7979153078195648,-0.03608750415371211,"[-1.37780287e-01 -1.12424625e-01 -7.78880231e-02 -3.48061514e-02
  7.04061715e-03  4.71840555e-02  9.66616916e-02  1.28120345e-01
  1.71989419e-01  1.90711068e-01  1.87637737e-01  1.62679557e-01
  6.83146734e-02 -1.12957420e-01 -2.99011764e-01 -3.51468861e-01
 -2.79645278e-01 -2.20698424e-01 -2.05818712e-01 -1.12465683e-01
  5.12356090e-01  1.16924362e+00  1.82271823e+00  1.32574632e+00
 -1.25605027e-03]","[ 2.86600814e-04 -5.13969991e-05 -1.43385891e-04 -1.13558125e-03
  2.77162946e-04 -5.43395472e-04]","[ 7.78928282e-03 -5.77820705e-03 -7.04761586e-05  8.12213139e-03
 -1.06613167e-03  4.53620843e-04 -2.51660260e-03  8.81191709e-04
  1.00707463e-03 -1.33594842e-03  1.40296361e-03  2.91358485e-03
 -2.00984603e-03  1.22873607e-03 -1.07576884e-03  1.35565874e-03
  6.59252043e-04 -2.32038445e-03  7.86098327e-04  1.58757358e-03]",0.0838583142611918,"[ 7.78928282e-03 -5.77820705e-03 -7.04761586e-05  8.12213139e-03
 -1.06613167e-03  4.53620843e-04 -2.51660260e-03  8.81191709e-04
  1.00707463e-03 -1.33594842e-03  1.40296361e-03  2.91358485e-03
 -2.00984603e-03  1.22873607e-03 -1.07576884e-03  1.35565874e-03
  6.59252043e-04 -2.32038445e-03  7.86098327e-04  1.58757358e-03]"
ADI,"[-0.04160156  0.00340557 -0.07271347 -0.00578111  0.02971004  0.08056886
  0.17556774 -0.07612484  0.06915031 -0.18296763  0.04515489 -0.20166219
 -0.28995563  0.20815071  0.17467667 -0.02839792 -0.0520302   0.11489208
 -0.0404051   0.10124112 -0.03747239 -0.13142076 -0.09198089  0.02397939
 -0.0960512  -0.03803953  0.02973178  0.04394123 -0.12382824  0.0333323
 -0.10976986 -0.0349952  -0.10939886 -0.46037957 -0.37334433 -0.10679719
  0.85173914  1.13505396 -0.87560475 -1.80249312  0.09338891  1.19910627
  0.94806233 -0.68052246 -0.88077742  0.55381095  0.50797845 -0.53661897
 -0.49775829  0.0028248  -0.11296012 -0.66402043  2.17146963  0.        ]",0.294501989481299,0.6791780875635439,"[ 2.72513409e-04  5.00716269e-04 -9.18448297e-05  5.25762713e-05
 -2.10090673e-05 -7.19202542e-05]",-5.793832529438919,0.003046284799297434,0.7959546993269795,-0.03554180267182549,"[-0.13688571 -0.11182533 -0.07509914 -0.03415928  0.01018469  0.04684307
  0.09603375  0.12699635  0.17351643  0.18537339  0.18360344  0.17447009
  0.06930417 -0.11439895 -0.30070001 -0.3490222  -0.27302869 -0.21364687
 -0.21769964 -0.1164474   0.48153809  1.1899058   1.81259067  1.31846518
  0.00259822]","[ 2.23708128e-04 -3.45218802e-04 -2.32414178e-04 -1.37933135e-03
 -2.08000178e-05 -7.64643525e-04]","[ 8.58702286e-03 -5.28699623e-03 -9.62393292e-04  7.17557734e-03
  4.32632372e-04  7.76400327e-04 -4.87847348e-03  2.71905722e-04
  2.91041514e-03  1.13115034e-03 -2.86447271e-04  3.47153134e-05
 -6.81830396e-04  3.42209889e-03 -2.46887351e-03 -1.02956327e-03
  5.81745521e-04 -8.88230744e-04 -6.02010401e-04  4.16351828e-03]",0.08366665921861309,"[ 8.58702286e-03 -5.28699623e-03 -9.62393292e-04  7.17557734e-03
  4.32632372e-04  7.76400327e-04 -4.87847348e-03  2.71905722e-04
  2.91041514e-03  1.13115034e-03 -2.86447271e-04  3.47153134e-05
 -6.81830396e-04  3.42209889e-03 -2.46887351e-03 -1.02956327e-03
  5.81745521e-04 -8.88230744e-04 -6.02010401e-04  4.16351828e-03]"
ADM,"[ 0.03292376  0.11091146 -0.1340577   0.12718775  0.10671338  0.00460656
  0.10089958 -0.10795132 -0.03165333 -0.16687075 -0.06610703 -0.19475579
 -0.24272781  0.4267338   0.10853799  0.0418632  -0.10381492  0.0569865
  0.01394934  0.02047741 -0.18706535 -0.00556404 -0.03489543 -0.03428315
 -0.22370594 -0.13378315  0.14644312  0.08698091 -0.09409766  0.00591893
  0.00675399 -0.12148742 -0.07220106 -0.14273826 -0.42256397 -0.76090045
  0.71860638  1.70918173 -0.12711912 -1.47857774 -1.08566299  0.42128346
  1.3714382  -0.14976848 -0.79081415  0.42534339  0.45253842 -0.61883928
 -0.47223118  0.46807511  0.09669933 -1.42161979  1.15902582  0.        ]",0.4113768127340765,0.5635558487668247,"[-1.32425086e-04  2.04461147e-04 -4.13623784e-05 -1.96760569e-05
  4.51709052e-05  6.65473470e-05]",-6.264064831434795,0.0019034926728847378,0.7975649301368032,-0.03446703698594541,"[-0.13820245 -0.10888378 -0.07309938 -0.036336    0.0082536   0.04585351
  0.09260859  0.12722298  0.16939907  0.18526485  0.18640451  0.18588771
  0.06596986 -0.10957801 -0.30431864 -0.35269791 -0.26699711 -0.22371206
 -0.23925217 -0.09865827  0.48946727  1.17476551  1.78323992  1.3047354
  0.00984774]",[ 0.00030364 -0.0003     -0.0002484  -0.00106778 -0.00030272 -0.00060831],"[ 0.00962886 -0.00547921 -0.00285286  0.00690926  0.00202179  0.00312382
 -0.00395168 -0.00327467  0.00022142  0.00250116  0.0014696   0.00049537
 -0.00088911  0.00277668 -0.00255284 -0.00099811  0.00196734 -0.00011243
 -0.0031787   0.00132824]",0.08382646386307974,"[ 0.00962886 -0.00547921 -0.00285286  0.00690926  0.00202179  0.00312382
 -0.00395168 -0.00327467  0.00022142  0.00250116  0.0014696   0.00049537
 -0.00088911  0.00277668 -0.00255284 -0.00099811  0.00196734 -0.00011243
 -0.0031787   0.00132824]"
