,priors,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,"fs_1 - beta(p=365.25,n=10)"
A,"[ 6.64668500e-02 -5.65161553e-02 -1.38824661e-01 -7.16667482e-02
 -3.22377772e-04 -1.69347838e-02  8.67380157e-03 -2.78769782e-02
  5.64549820e-02 -4.32134330e-02 -4.57624217e-03 -1.36203121e-02
  2.02501281e-02 -8.41696680e-02  2.36306133e-03 -4.05816004e-02
 -1.85688856e-02  5.11275665e-02  6.66511344e-02 -1.09175471e-02
 -1.46866410e-02 -7.69009916e-02 -4.64072969e-02  2.64803268e-02
  4.44870589e-02  6.33371341e-03 -4.13080200e-02  2.48948887e-02
 -7.77396258e-03  2.73176899e-02  4.19935983e-02 -4.45430717e-02
 -5.99118673e-03  8.09827436e-02  2.16433014e-02 -3.05330913e-01
 -2.37476982e-01  1.88008771e-01  5.90617214e-01 -3.31308021e-02
 -7.99729512e-01 -1.81934135e-01  7.66168194e-01  2.10041179e-01
 -5.52994177e-01 -7.59409349e-02  2.67039197e-01 -2.52031642e-01
  2.72221785e-01  6.51684748e-01 -6.55349202e-01 -8.64297882e-01
  6.12484491e-01  0.00000000e+00]",0.31279234632887565,0.6634307849092826,"[-8.14724717e-05  6.35727893e-04 -1.78286820e-04  3.30960333e-04
 -6.27643282e-05  2.09586805e-04]",-5.776290907731031,0.0031001930112643716,0.8003654504036843,-0.040411278674276956,"[-1.38512190e-01 -1.13437353e-01 -7.77641808e-02 -3.77007572e-02
  6.24740015e-03  4.87167738e-02  9.22571599e-02  1.30821634e-01
  1.68968736e-01  1.93791142e-01  1.96309012e-01  1.51324159e-01
  4.71459718e-02 -1.29500255e-01 -2.99148078e-01 -3.43208850e-01
 -2.52449089e-01 -2.19357715e-01 -1.97505222e-01 -7.66790280e-02
  5.44891491e-01  1.23875670e+00  1.83113519e+00  1.18453349e+00
 -1.61864784e-03]","[-5.07699139e-04 -5.20379536e-04 -9.41448395e-04  9.77053268e-04
 -1.15396405e-05 -6.18904320e-04]","[ 0.01063469 -0.0022407  -0.00262544  0.00313372 -0.00186564  0.00489019
 -0.00016806 -0.00254753 -0.00126595  0.00143205  0.0028292   0.00070194
 -0.00213902  0.00346687 -0.00057423  0.0005861   0.00273381 -0.00127693
 -0.00034717  0.00125922]",0.08549301143212293,"[ 0.01063469 -0.0022407  -0.00262544  0.00313372 -0.00186564  0.00489019
 -0.00016806 -0.00254753 -0.00126595  0.00143205  0.0028292   0.00070194
 -0.00213902  0.00346687 -0.00057423  0.0005861   0.00273381 -0.00127693
 -0.00034717  0.00125922]"
AAL,"[ 0.13777747  0.14478204 -0.0532748   0.04875751 -0.1053127   0.05988361
 -0.0877674  -0.06214785 -0.09319711  0.00604826 -0.12787393  0.04461379
 -0.10550771  0.03959067  0.08867164 -0.05993668  0.17162405  0.06888872
  0.18757292 -0.12316743 -0.10586614 -0.00320223 -0.05235451 -0.06642156
  0.04931913  0.07375167  0.00233289  0.09015391 -0.02671365  0.13505845
  0.16374447  0.04723161 -0.03909197  0.04683069  0.0700741  -0.15604748
 -0.76022217 -0.2667304   1.15451233  0.30322511 -0.99701996 -0.25376954
  0.29310788 -0.1896645   0.33326189  0.72040603 -0.91503789 -0.83710127
  0.77259776  0.62945927 -0.06064767  0.25674128 -0.84721631  0.        ]",0.30689502833308707,0.668471902786089,"[-4.34198872e-04 -2.99351187e-04  7.97965440e-05 -1.49627647e-04
  1.33888554e-04  1.85561911e-04]",-5.5966564069729365,0.0037102485612225036,0.8018070094752693,-0.038516301156083045,"[-1.36153102e-01 -1.10566743e-01 -8.04332062e-02 -3.55781419e-02
  3.05252589e-03  4.76899636e-02  8.71838289e-02  1.33833216e-01
  1.63623855e-01  1.96519318e-01  1.90309359e-01  1.59269955e-01
  5.30844319e-02 -1.30450976e-01 -2.83177827e-01 -3.42240888e-01
 -2.38411741e-01 -2.31465572e-01 -2.08963764e-01 -6.35631127e-02
  5.43633358e-01  1.22388790e+00  1.82962364e+00  1.19837022e+00
  9.64625275e-04]",[-0.00033366 -0.00045226 -0.00059576  0.00125379  0.00023924 -0.000644  ],"[ 0.01046477 -0.00214183 -0.00219531  0.00160995 -0.00326477  0.00648079
  0.00053231 -0.00328256 -0.00152789  0.00010984  0.00170175  0.00329442
  0.00032151  0.00015862 -0.00231525  0.00189565  0.0025047   0.00030424
  0.00312156 -0.00240922]",0.08475151528563693,"[ 0.01046477 -0.00214183 -0.00219531  0.00160995 -0.00326477  0.00648079
  0.00053231 -0.00328256 -0.00152789  0.00010984  0.00170175  0.00329442
  0.00032151  0.00015862 -0.00231525  0.00189565  0.0025047   0.00030424
  0.00312156 -0.00240922]"
AAP,"[ 0.15212479 -0.10704131  0.16018096  0.06008065 -0.05576915  0.0595172
  0.03746745 -0.28819899  0.25769513 -0.10712213  0.00245739 -0.04602469
 -0.14838396  0.04104796  0.20040986 -0.22754169 -0.09261243  0.20036176
 -0.11216604  0.01720774  0.06898692 -0.15774524 -0.13103205 -0.02705381
  0.01665097 -0.02093345 -0.1738065   0.05268824  0.15998031 -0.00370127
  0.11113647  0.18266228 -0.08704315 -1.87631839 -0.01913532  2.15495793
  0.47516062 -1.66429855 -0.70438943  0.12088821  0.14811998  1.0445295
  0.70946949 -1.15870591 -1.08473225  0.15780927  0.38805503  0.38092822
  0.77614738 -0.21109937 -1.28388873 -1.14546009 -0.58040361  0.        ]",1.3817428120687518,-0.3993450795008423,"[ 3.79166706e-04  9.12908159e-05  1.17537988e-04 -1.10114992e-04
  6.73739446e-05 -8.11010983e-05]",-6.098028120164734,0.00224729474846514,0.8020970434986779,-0.04083771571854818,"[-0.13152697 -0.110687   -0.07881131 -0.03605644  0.00655432  0.04047498
  0.10005926  0.12848843  0.16922671  0.19266396  0.18567903  0.15909075
  0.05984635 -0.13986783 -0.30166297 -0.33092277 -0.2708418  -0.21569078
 -0.18564474 -0.09492848  0.53319024  1.23774093  1.82271687  1.17615513
 -0.00886505]",[-0.00050314 -0.00013778 -0.00102569  0.0012345   0.00055404 -0.00080782],"[ 0.00430585 -0.00240513  0.00393153  0.00546916 -0.00766728  0.00089887
  0.00025525  0.00040809  0.00245203  0.00064783 -0.00153996 -0.00078434
 -0.00103449  0.00400992  0.00044185  0.00237523  0.00022664 -0.00232077
 -0.00109083 -0.0016084 ]",0.0856910550722431,"[ 0.00430585 -0.00240513  0.00393153  0.00546916 -0.00766728  0.00089887
  0.00025525  0.00040809  0.00245203  0.00064783 -0.00153996 -0.00078434
 -0.00103449  0.00400992  0.00044185  0.00237523  0.00022664 -0.00232077
 -0.00109083 -0.0016084 ]"
AAPL,"[ 0.0536829  -0.03704626  0.0359563  -0.09615126 -0.02915956  0.17592748
 -0.08268222 -0.08778472  0.12921626  0.04394081 -0.01163424 -0.19613919
 -0.05248766 -0.00366504  0.1059641   0.07641423 -0.12192059 -0.02332762
 -0.07586017 -0.06841607  0.22209738 -0.14291196 -0.08045901  0.05202688
 -0.02405331  0.06538888 -0.15849883  0.06807092  0.03012556  0.02119708
 -0.19636563  0.03624027  0.00425162 -0.25226122  0.22648596  0.10698956
  0.22858328  0.50432501 -0.45502751 -1.02778121  0.28672226  1.08879009
  0.17364041 -0.19165784 -0.19720733 -0.76725622  0.0044963   1.13279371
  0.43786973 -0.43869029 -0.45320159 -2.06745755 -0.83191414  0.        ]",0.6148050410588897,0.37113965360915496,"[ 2.46052527e-04 -4.67420757e-04  3.21820415e-04  2.33664301e-04
  2.10347383e-05  2.71185158e-04]",-5.920143717151443,0.002684814295362901,0.800107020115396,-0.040237343112845575,"[-0.13441811 -0.1140168  -0.07834092 -0.03270441  0.00339499  0.04680466
  0.09557141  0.13499665  0.16901606  0.18585235  0.19168561  0.1559037
  0.05400255 -0.12021626 -0.30692994 -0.34921841 -0.26742939 -0.22547784
 -0.16289375 -0.0868182   0.54050566  1.24157087  1.816687    1.1921766
 -0.00788301]",[-0.00033635 -0.00046507 -0.00098959  0.00032574  0.00016651 -0.00056221],"[ 0.00950663 -0.00162185 -0.00160503  0.0045795  -0.00096931  0.00189261
 -0.00298834  0.00102785  0.00255941 -0.00049085  0.00151392  0.00131633
 -0.0042665   0.00284869  0.00311713  0.00132482  0.00018871 -0.00012041
 -0.00354318 -0.00262331]",0.08591638517359934,"[ 0.00950663 -0.00162185 -0.00160503  0.0045795  -0.00096931  0.00189261
 -0.00298834  0.00102785  0.00255941 -0.00049085  0.00151392  0.00131633
 -0.0042665   0.00284869  0.00311713  0.00132482  0.00018871 -0.00012041
 -0.00354318 -0.00262331]"
ABBV,"[ 0.00879009 -0.11591105  0.13251937  0.05184758  0.05620922 -0.1005988
  0.07269115 -0.13652834  0.035686   -0.05214487  0.05126432  0.00421172
 -0.11157461 -0.03355475  0.01944127 -0.05028132  0.02235257  0.03892697
 -0.17289275  0.08480064  0.03094381 -0.02100439  0.03606161  0.13281408
 -0.04304101  0.00326097 -0.04643154  0.01431658  0.18624024 -0.04627315
 -0.05181083  0.06324306  0.03246439 -0.98447852 -0.15326884  1.37126758
  0.50494916 -1.24183551 -0.81657294  0.54488003  0.66323261  0.16094209
 -0.17565263 -0.59250866 -0.22967017  0.51205009  0.64297869 -0.31145589
 -0.42684372  0.22859728 -0.12621438 -0.57612426  0.596114    0.        ]",0.9977445121996683,-0.0174723171820822,"[-4.90212968e-04  4.89952280e-04 -3.44034012e-04  2.32688903e-04
 -1.22774622e-04  9.04167745e-05]",-5.522561426356916,0.003995600387370897,0.7991995026183452,-0.04098781368169867,"[-1.32323714e-01 -1.10658946e-01 -7.59535007e-02 -4.04479868e-02
  7.84187339e-03  4.53182782e-02  9.14064387e-02  1.30557779e-01
  1.70963135e-01  1.94478718e-01  1.88065379e-01  1.55145256e-01
  4.85659268e-02 -1.29503604e-01 -2.93390206e-01 -3.45403652e-01
 -2.76348975e-01 -2.06384978e-01 -1.93158392e-01 -6.95333191e-02
  5.61162231e-01  1.26540806e+00  1.80509037e+00  1.18451478e+00
 -8.87005136e-04]","[-5.67132031e-04 -4.17447823e-05 -1.20871631e-03  6.99988192e-04
  2.25998215e-04 -4.58884930e-04]","[ 0.00724247 -0.00280523  0.00178489  0.00532662 -0.00626994  0.00063537
  0.00152572  0.002082   -0.00016547 -0.0016349   0.00026062  0.0015238
 -0.00013105  0.00475524 -0.00149881 -0.0014874   0.00140056  0.00075664
  0.00021744  0.00184032]",0.08531135208776147,"[ 0.00724247 -0.00280523  0.00178489  0.00532662 -0.00626994  0.00063537
  0.00152572  0.002082   -0.00016547 -0.0016349   0.00026062  0.0015238
 -0.00013105  0.00475524 -0.00149881 -0.0014874   0.00140056  0.00075664
  0.00021744  0.00184032]"
ABT,"[ 1.37245594e-01 -1.46696876e-01  1.48613919e-01  2.17179501e-02
  9.09491623e-04  4.81759433e-02  3.41972688e-02 -1.63474244e-01
  2.52886660e-01 -5.42366846e-02 -5.16137582e-03 -8.99907453e-02
 -1.64664530e-01 -3.04649391e-02  1.63113237e-01 -1.59559831e-01
 -1.08599332e-01  1.40824919e-01 -1.51385006e-01  4.15480643e-02
  1.56474317e-01 -1.82040737e-01 -1.01919535e-01  1.10382779e-01
  2.48977381e-02  2.35065999e-02 -1.90230107e-01  9.93983603e-02
  1.94233928e-01  2.35462789e-02  7.94030952e-03  1.01950343e-01
 -6.29375456e-02 -1.71853647e+00  1.72901311e-02  1.96905756e+00
  4.21328936e-01 -1.47753882e+00 -5.78962366e-01  1.75538666e-01
  1.47781927e-01  7.84787852e-01  5.80004241e-01 -6.87288365e-01
 -7.80654747e-01 -1.67627946e-01  4.78684352e-01  5.75705117e-01
  4.75471300e-01 -6.50724838e-02 -1.02690245e+00 -2.16735598e+00
 -6.13907445e-02  0.00000000e+00]",1.2165470674498846,-0.23667293675594253,"[3.96564792e-04 3.57350413e-04 1.34161861e-04 1.41903582e-04
 7.39542644e-05 1.75061617e-04]",-5.910312251146056,0.002711340136129144,0.8017962574664349,-0.04121141942144145,"[-0.13186917 -0.11159041 -0.07735501 -0.0363655   0.00656042  0.04450787
  0.09979096  0.13050689  0.16892156  0.19065837  0.18484476  0.15495674
  0.05741231 -0.13562349 -0.3034564  -0.3358303  -0.27525958 -0.21248903
 -0.17339253 -0.09677844  0.53807626  1.26213236  1.82636087  1.18369167
 -0.0103919 ]","[-3.36178867e-04 -6.55534272e-05 -9.86977569e-04  8.93211054e-04
  3.25696085e-04 -7.50291653e-04]","[ 0.00481046 -0.00226582  0.00340016  0.00526811 -0.00709046  0.00123425
  0.00043046  0.00042336  0.00168232  0.00031188 -0.00010999  0.00017644
 -0.00199878  0.00423903  0.00103774  0.00146535  0.00076023 -0.00158866
 -0.00404804 -0.00024877]",0.08596490514153995,"[ 0.00481046 -0.00226582  0.00340016  0.00526811 -0.00709046  0.00123425
  0.00043046  0.00042336  0.00168232  0.00031188 -0.00010999  0.00017644
 -0.00199878  0.00423903  0.00103774  0.00146535  0.00076023 -0.00158866
 -0.00404804 -0.00024877]"
ACN,"[ 0.21711841 -0.04099723  0.14124593  0.06998297 -0.08283044  0.07756954
  0.009581   -0.21442148  0.23793045 -0.08647338 -0.05606183 -0.021128
 -0.18791825  0.05270698  0.2351593  -0.26788272 -0.04761552  0.21900147
 -0.03428851 -0.01921829  0.04745035 -0.17024608 -0.1540833  -0.0298355
  0.03744704  0.02542085 -0.17658383  0.0813517   0.14552585  0.07111562
  0.19495103  0.16213841 -0.12005664 -1.88679833  0.03433709  2.13141708
  0.03399128 -1.83799925  0.01316158  0.41131988 -0.41609085  0.8175024
  0.8651748  -1.10316097 -0.85040148  0.30426819 -0.01977816  0.25940608
  1.01492105 -0.21937508 -1.17577043 -1.28539098 -0.84826907  0.        ]",1.341459845591036,-0.36135392405058675,"[ 1.04769780e-04  9.09813918e-04 -1.59025647e-04  1.62629128e-04
  4.50701482e-05  1.66305670e-04]",-6.124292816438938,0.0021890386230621448,0.8034109031501858,-0.04019622983937947,"[-0.13180949 -0.1104759  -0.0795537  -0.03546251  0.0056226   0.04288914
  0.09937336  0.1295197   0.16666523  0.1939218   0.18411795  0.15995908
  0.06197528 -0.14272597 -0.29802096 -0.3292378  -0.26261979 -0.21974564
 -0.18787555 -0.09581145  0.5290742   1.23712734  1.82793114  1.18459754
 -0.0099017 ]",[-0.00041352 -0.00013648 -0.00080286  0.00143338  0.00050847 -0.00089489],"[ 0.00424191 -0.00223508  0.00388958  0.00419296 -0.00820829  0.00292479
  0.00095872 -0.00146299  0.0017261   0.00114003 -0.0013213   0.00010429
 -0.00050352  0.00283967  0.0001583   0.00302184  0.00013207 -0.00216561
 -0.00131418 -0.00236064]",0.08564428729143676,"[ 0.00424191 -0.00223508  0.00388958  0.00419296 -0.00820829  0.00292479
  0.00095872 -0.00146299  0.0017261   0.00114003 -0.0013213   0.00010429
 -0.00050352  0.00283967  0.0001583   0.00302184  0.00013207 -0.00216561
 -0.00131418 -0.00236064]"
ADBE,"[ 0.20825339 -0.00635929  0.16444604  0.12411198 -0.08359923  0.0916168
 -0.05277731 -0.2062433   0.13572461 -0.10776634 -0.10809822 -0.02701589
 -0.21120155 -0.00800663  0.22983324 -0.10171242 -0.10739974  0.17853723
 -0.07531986 -0.04936511  0.07240966 -0.10332118 -0.09500803  0.04698945
  0.11331874  0.05352643 -0.12291789  0.05733884  0.10343985  0.05269669
  0.12485239  0.17747978 -0.05472015 -1.55912348  0.07339922  1.74071769
  0.10970046 -1.36439628 -0.25170529  0.01946455  0.03775344  1.0057764
  0.31375553 -1.19334196 -0.36167257  0.33979149 -0.29032423  0.2534379
  1.08844747 -0.32454738 -1.26988184 -1.162082   -0.15688995  0.        ]",0.9775125942004149,0.004458963416506346,"[ 1.69622984e-04  7.04216287e-04 -3.96035720e-05 -1.80697527e-04
  1.72847678e-04  2.68867458e-05]",-5.400937548027704,0.004512348415466726,0.8032316948380844,-0.03988019649547517,"[-0.13122612 -0.10918235 -0.07954751 -0.03507696  0.00380064  0.04323095
  0.09576807  0.12911873  0.16450472  0.19364098  0.18301739  0.156779
  0.0620985  -0.13108239 -0.30357504 -0.33205334 -0.26610429 -0.22275176
 -0.18494247 -0.08561964  0.5393159   1.25079203  1.84307554  1.1904374
 -0.00577599]",[-0.00047438 -0.00024358 -0.00086123  0.00121873  0.00053112 -0.0006929 ],"[ 5.27770863e-03 -2.10789499e-03  2.82095201e-03  4.33546802e-03
 -6.72986258e-03  2.23217822e-03 -1.30129798e-04  3.95516887e-05
  2.31630706e-03 -3.91391685e-04 -1.54702596e-03  1.26580279e-03
 -5.51166958e-04  2.07064586e-03  1.87326221e-04  3.21613561e-03
 -7.51895059e-05 -2.31758909e-03 -9.35583606e-04 -2.78340673e-04]",0.0858191279630966,"[ 5.27770863e-03 -2.10789499e-03  2.82095201e-03  4.33546802e-03
 -6.72986258e-03  2.23217822e-03 -1.30129798e-04  3.95516887e-05
  2.31630706e-03 -3.91391685e-04 -1.54702596e-03  1.26580279e-03
 -5.51166958e-04  2.07064586e-03  1.87326221e-04  3.21613561e-03
 -7.51895059e-05 -2.31758909e-03 -9.35583606e-04 -2.78340673e-04]"
ADI,"[ 1.33017669e-01  1.03537680e-02  1.08219771e-03 -5.59546926e-02
 -8.82897794e-02  1.81850117e-01 -1.64631854e-01 -2.97070129e-01
  3.38000881e-02 -8.07038137e-02 -1.67730385e-02 -1.99498217e-01
 -7.28589448e-02 -2.51589902e-02  1.89116562e-01  1.79224562e-01
 -1.66245850e-01  1.88685531e-02 -9.22652443e-02 -1.66183485e-01
  1.79022160e-01 -1.05611743e-01 -7.53426665e-02  4.67137270e-03
 -1.87403937e-02  1.00920136e-01 -1.31881247e-01 -6.21371823e-02
 -3.79598380e-02 -4.12273936e-02 -1.94632567e-01  1.34339337e-01
  8.29034065e-02 -2.73593004e-01  2.51768318e-01  3.26717617e-02
  2.49171530e-01  8.19314478e-01 -6.47093914e-01 -1.73554725e+00
  4.45998983e-01  2.02007170e+00  1.72703651e-01 -1.27303688e+00
 -3.69148706e-01 -1.39286113e-01 -4.83892528e-02  8.69756424e-01
  7.50620155e-01 -6.47026242e-01 -1.00858492e+00 -1.57130932e+00
 -4.27703605e-01  0.00000000e+00]",0.611910472701967,0.37012013677391353,"[ 2.75401502e-04  2.65657059e-04  2.94598566e-05  3.00430165e-04
 -4.97498355e-05  1.59811807e-04]",-5.91233853718433,0.002705851747866417,0.8017107890731163,-0.0397614176782844,"[-1.35085916e-01 -1.13145556e-01 -7.99097933e-02 -3.24259006e-02
  9.26061263e-04  4.02376730e-02  9.21111359e-02  1.30303855e-01
  1.68892416e-01  1.85793083e-01  1.90845846e-01  1.54910815e-01
  5.95338793e-02 -1.12635713e-01 -3.11664952e-01 -3.45076401e-01
 -2.67898483e-01 -2.37488496e-01 -1.68925759e-01 -8.46574150e-02
  5.40958549e-01  1.23426148e+00  1.81526230e+00  1.19753817e+00
 -5.00689706e-03]",[-0.00074746 -0.00067188 -0.00110814  0.00039383  0.00042691 -0.00034858],"[ 9.43984396e-03 -1.52294878e-03 -1.81047445e-03  4.66250901e-03
  2.11620712e-05  1.39286826e-03 -5.02347522e-03  1.59855319e-03
  5.34195559e-03 -5.53006265e-04 -1.75950547e-03  4.85903409e-04
 -2.56909843e-03  2.79575552e-03  2.41118742e-03  2.28002171e-03
 -4.70442014e-04 -1.63438224e-03 -1.88435022e-03 -1.30146071e-03]",0.08616410615821421,"[ 9.43984396e-03 -1.52294878e-03 -1.81047445e-03  4.66250901e-03
  2.11620712e-05  1.39286826e-03 -5.02347522e-03  1.59855319e-03
  5.34195559e-03 -5.53006265e-04 -1.75950547e-03  4.85903409e-04
 -2.56909843e-03  2.79575552e-03  2.41118742e-03  2.28002171e-03
 -4.70442014e-04 -1.63438224e-03 -1.88435022e-03 -1.30146071e-03]"
ADM,"[ 0.0480915  -0.02003473 -0.15719373 -0.11895012 -0.01885532  0.04122101
 -0.10120526 -0.19587972 -0.09329069 -0.02922513  0.02671358 -0.13040327
 -0.00313968 -0.08194404  0.02153816  0.17840626  0.03198464 -0.04937293
  0.00546987 -0.11448733  0.05538632 -0.04883102 -0.00439447  0.04954479
 -0.06078161  0.08746737 -0.04900804 -0.01670571 -0.02309881 -0.01950444
 -0.20384992  0.00142465  0.11886212  0.60972037  0.09056344 -0.88470079
 -0.05699922  1.07987197  0.06058016 -1.045862   -0.14521369  0.68842082
  0.25832717 -0.33196155 -0.16945145  0.19350443  0.21896455 -0.26272811
  0.03594715  0.64305702 -0.26863271 -1.10460876  0.24537702  0.        ]",-0.02254090911680041,1.0022415025423583,"[-2.88472830e-04  3.60234112e-04 -1.67703137e-04  1.13580039e-04
 -2.03648799e-05  1.12637248e-04]",-6.148059332756843,0.0021376261683710212,0.7999939888471284,-0.04008271940926938,"[-1.38905198e-01 -1.14451227e-01 -7.82943982e-02 -3.60865709e-02
  3.12234232e-03  4.33885233e-02  8.69102859e-02  1.31798695e-01
  1.70623500e-01  1.88454736e-01  1.95148875e-01  1.51451410e-01
  4.87280798e-02 -1.14673133e-01 -2.96929418e-01 -3.51889055e-01
 -2.57912649e-01 -2.31660269e-01 -1.87004534e-01 -7.19953713e-02
  5.51008190e-01  1.24198222e+00  1.80720406e+00  1.19774024e+00
 -6.71781172e-04]","[-6.09536971e-04 -5.91961342e-04 -1.05292757e-03  3.00432641e-04
  9.67013323e-05 -2.67650793e-04]","[ 1.23447447e-02 -2.01819283e-03 -4.23494449e-03  3.61700665e-03
  9.16046476e-04  3.47016376e-03 -3.05067930e-03 -3.05368303e-04
  1.35898227e-03  1.69209465e-06  1.17525649e-03  1.25148908e-03
 -1.65344582e-03  3.43507973e-03 -5.27582070e-04 -1.44380129e-04
  2.92497422e-03 -7.49219261e-05 -8.67993344e-04  3.95650603e-04]",0.08553766141833793,"[ 1.23447447e-02 -2.01819283e-03 -4.23494449e-03  3.61700665e-03
  9.16046476e-04  3.47016376e-03 -3.05067930e-03 -3.05368303e-04
  1.35898227e-03  1.69209465e-06  1.17525649e-03  1.25148908e-03
 -1.65344582e-03  3.43507973e-03 -5.27582070e-04 -1.44380129e-04
  2.92497422e-03 -7.49219261e-05 -8.67993344e-04  3.95650603e-04]"
