,priors,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,"fs_1 - beta(p=365.25,n=10)"
A,"[-1.12850546e-04 -4.40588054e-05 -9.06499493e-06 -1.45102599e-05
 -3.69685828e-05  8.83722830e-05  1.79705413e-05 -3.54332277e-05
  4.60526673e-05 -2.87514635e-05 -2.35553514e-05  8.71304811e-05
 -1.49669469e-05  3.73642840e-05 -6.36258316e-06  2.71422576e-05
  1.73953025e-05 -7.41533809e-06 -4.30288231e-06 -8.56819700e-05
  7.31677626e-05  7.78890844e-05 -7.16909043e-05  5.01736556e-05
 -3.89289076e-05 -2.17415211e-05  8.88996586e-06 -7.13091976e-05
 -6.35819904e-05 -2.25656607e-05  3.11573842e-06 -9.54311527e-05
 -2.55383673e-05  6.42398114e-04  9.19767200e-04 -7.32240141e-04
 -1.43690838e-04  1.39960394e-04 -3.47508138e-04  3.64911612e-04
  1.14525772e-04 -3.46290704e-04  3.78981603e-04 -9.46014324e-06
 -5.55666416e-04  3.02501773e-04  2.68892233e-04 -2.34920303e-04
  6.71567335e-05 -5.07179440e-05 -1.68606965e-04  1.64057478e-04
  3.60633417e-05  0.00000000e+00]",0.47656213618246723,0.5022590401107974,"[ 1.13942816e-05  5.72386914e-03 -1.47084288e-03  1.62423362e-03
 -1.15839220e-04  1.12086574e-03]",-3.312095181423559,0.036439745837965304,0.7607298803649342,-0.035698210120415526,"[-0.12303116 -0.10019144 -0.06718348 -0.02898053  0.01327379  0.05540423
  0.09294321  0.13500461  0.17008234  0.1915967   0.18770709  0.14582837
  0.03678208 -0.14133727 -0.31257858 -0.34798938 -0.25559143 -0.21271802
 -0.19983464 -0.03669617  0.60134437  1.23885499  1.7975643   1.01849097
  0.00203046]","[-8.71001215e-04 -5.48084546e-04 -3.17522194e-04 -4.50960470e-04
  8.55902986e-05  1.40687478e-03]","[ 1.13616399e-02 -2.98313850e-03 -4.44013192e-03  5.40646437e-03
 -2.61757283e-03  2.40927070e-03  5.63400788e-04 -8.62286897e-05
 -1.74051684e-03 -7.92306475e-04  1.98615136e-03 -3.09260924e-04
 -7.97928747e-04  3.03199421e-03 -1.57700217e-03  9.75065699e-04
  5.36180172e-04  8.42612444e-04  2.20907276e-03 -4.69490777e-04]",0.08635799917221679,"[ 1.13616399e-02 -2.98313850e-03 -4.44013192e-03  5.40646437e-03
 -2.61757283e-03  2.40927070e-03  5.63400788e-04 -8.62286897e-05
 -1.74051684e-03 -7.92306475e-04  1.98615136e-03 -3.09260924e-04
 -7.97928747e-04  3.03199421e-03 -1.57700217e-03  9.75065699e-04
  5.36180172e-04  8.42612444e-04  2.20907276e-03 -4.69490777e-04]"
AAL,"[ 0.042219    0.00687129 -0.05509319  0.14545532  0.0202435   0.13391206
  0.11674479 -0.04325036  0.01579229  0.06786202 -0.06780151  0.10869895
 -0.0659103   0.03504115  0.01349847  0.00133269 -0.00481931  0.07630855
  0.08998617  0.08440864  0.10379739  0.02265076 -0.18960022  0.01132718
 -0.06521038  0.1675823   0.01568239 -0.00187256 -0.03370526  0.00732628
 -0.06586854 -0.05844478 -0.08929699 -0.59747113  0.39541862  0.32226727
 -1.04066269  0.19856652  0.9920215  -0.35550688 -0.50245544  0.32297644
  0.36867394 -0.09368338 -0.83471333  0.57981072  0.90945687 -1.25858914
 -0.2161847   0.43760096 -0.844354    1.23458404  0.87791588  0.        ]",0.5384456361274046,0.4232638125432348,"[-1.63817083e-03  2.02431811e-03  5.85394107e-05 -4.15306390e-04
  1.11286097e-03  1.70144321e-03]",-4.009245412743472,0.018147083629658233,0.7616222505627089,-0.035630440104286884,"[-0.12419457 -0.09678333 -0.06684156 -0.02543352  0.0168998   0.05465353
  0.09338519  0.13768433  0.16772622  0.19614834  0.1842661   0.14687163
  0.03739097 -0.14045301 -0.31249197 -0.34221174 -0.24706167 -0.20199955
 -0.18787858 -0.0338625   0.5663911   1.24222531  1.78465992  1.04557762
  0.00222377]","[-8.90508683e-04 -5.80875095e-04 -2.51255148e-04 -6.27342202e-04
 -9.71507177e-05  1.15011090e-03]","[ 9.57637419e-03 -1.59161791e-03 -3.57180746e-03  2.40880869e-03
 -1.76033735e-03  5.31203848e-03 -3.71865183e-04 -1.48336702e-03
 -7.73401909e-04  3.90559783e-05  1.37054485e-03 -2.54837417e-03
  7.96008667e-04  5.79859011e-03 -5.54670239e-03  5.54715866e-04
  2.00608241e-03 -1.30820171e-03  5.99593741e-03  2.22526939e-03]",0.0860577165459512,"[ 9.57637419e-03 -1.59161791e-03 -3.57180746e-03  2.40880869e-03
 -1.76033735e-03  5.31203848e-03 -3.71865183e-04 -1.48336702e-03
 -7.73401909e-04  3.90559783e-05  1.37054485e-03 -2.54837417e-03
  7.96008667e-04  5.79859011e-03 -5.54670239e-03  5.54715866e-04
  2.00608241e-03 -1.30820171e-03  5.99593741e-03  2.22526939e-03]"
AAP,"[ 3.98234756e-01 -1.47837369e-02 -8.67439958e-02  4.66866735e-01
  2.66158345e-01  2.00030153e-01  3.25670227e-01  1.77671178e-01
  1.64091993e-01  3.42246477e-02 -2.35120389e-01  7.79680025e-03
  1.72857775e-01 -2.33889469e-01 -4.97249441e-02 -1.13893748e-01
  3.63285357e-02  1.34415290e-01  2.88839932e-01  2.00090722e-01
  7.64938950e-03 -2.94650033e-01 -2.31278598e-01  1.53198195e-03
 -1.49843532e-01  2.60771435e-01  1.30884923e-02  2.03691459e-01
  9.93832437e-02 -2.76021447e-02  1.11333441e-02 -2.96257805e-01
 -5.56087039e-02 -2.23300875e+00  1.01623481e+00  2.22022379e+00
 -2.91708836e+00 -1.04121814e+00  3.74889035e+00 -5.60611891e-01
 -2.97932866e+00  8.31025827e-01  1.47391742e+00 -3.07311143e-01
 -5.54247391e-01 -1.63855366e-01  1.71558825e-01  1.77283624e-01
  1.42176632e-01 -6.57725931e-01 -7.01416605e-01  1.37358237e+00
  5.13367973e-01  0.00000000e+00]",1.2783027365417454,-0.33622365865511433,"[1.62057927e-03 1.07281262e-03 8.17023779e-04 3.42074568e-05
 6.55151008e-04 8.09523511e-04]",-4.468925178481748,0.011459626286483676,0.7691271861547577,-0.03579394202786189,"[-1.24916538e-01 -8.94044522e-02 -6.06761900e-02 -2.43951977e-02
  2.31532429e-02  6.27543950e-02  9.87956032e-02  1.36829943e-01
  1.61475349e-01  1.91621216e-01  1.96064668e-01  1.31106545e-01
  3.41592744e-02 -1.49745285e-01 -3.07692366e-01 -3.39827140e-01
 -2.31846960e-01 -1.85783743e-01 -2.00621109e-01 -8.93907342e-02
  5.62779978e-01  1.23946203e+00  1.75146635e+00  1.05676093e+00
  8.73917745e-04]",[-0.00011274 -0.0002123  -0.00035994 -0.00043383 -0.00077943  0.00121598],"[ 4.65820510e-03  5.26135909e-04  1.91921290e-03 -3.01562793e-03
 -4.30060680e-03  1.32103431e-02 -8.73185560e-04 -9.07416983e-03
  5.24919316e-04  2.56290059e-03 -4.23223217e-05 -1.84450132e-03
 -1.34436394e-03  3.86100164e-03 -1.98945009e-03  2.03081853e-03
 -1.58755272e-03 -7.11846073e-04  6.93501267e-03  1.11589187e-03]",0.08553595552063814,"[ 4.65820510e-03  5.26135909e-04  1.91921290e-03 -3.01562793e-03
 -4.30060680e-03  1.32103431e-02 -8.73185560e-04 -9.07416983e-03
  5.24919316e-04  2.56290059e-03 -4.23223217e-05 -1.84450132e-03
 -1.34436394e-03  3.86100164e-03 -1.98945009e-03  2.03081853e-03
 -1.58755272e-03 -7.11846073e-04  6.93501267e-03  1.11589187e-03]"
AAPL,"[-1.83287461e-01 -1.51772435e-03  8.09080571e-02 -2.05030366e-01
 -2.02372749e-01 -5.69753440e-02 -7.49002153e-02 -5.59367533e-02
 -4.23497289e-02  3.24960476e-02  3.96261026e-02 -3.28781514e-02
 -1.32300816e-01  1.69762614e-01  7.21231658e-02  5.51758615e-03
 -1.02564389e-01 -9.10388160e-02 -1.25779229e-01 -9.72721506e-02
  3.75262145e-02  1.48839826e-01  4.56008202e-02  2.57976266e-02
  9.38526182e-02 -1.08045405e-01 -2.59104858e-02 -1.44141901e-01
 -1.13019162e-01 -5.67973283e-02 -3.84793356e-02  1.30322820e-01
 -4.41724570e-02  8.74818987e-01 -3.33408449e-01 -1.07530632e+00
  1.18309376e+00  6.93030833e-01 -1.82348022e+00  3.12503495e-01
  1.57003655e+00 -6.22852973e-01 -6.76782229e-01  1.81774837e-01
 -2.24839311e-01  3.93627274e-01  3.91706191e-01 -6.05928418e-01
 -1.83999280e-01  2.27839201e-01  1.54384167e-01  3.35877792e-01
 -8.19167214e-01  0.00000000e+00]",-0.6523758890841262,1.6131244221989107,"[-5.51752966e-05 -5.07490906e-04  5.28037982e-04  3.86868541e-04
  2.30879786e-04  8.75497890e-04]",-4.744580531595993,0.008698710074649089,0.756868495994919,-0.03573001685851909,"[-1.21302727e-01 -1.04893285e-01 -7.22845573e-02 -3.01505472e-02
  1.08652282e-02  5.29278491e-02  9.11806736e-02  1.35930331e-01
  1.71479776e-01  1.90408516e-01  1.81211448e-01  1.55548926e-01
  4.07101763e-02 -1.40474946e-01 -3.21283083e-01 -3.55417415e-01
 -2.66222464e-01 -2.26229061e-01 -1.94707825e-01 -8.88085387e-03
  6.06506458e-01  1.24351993e+00  1.82704448e+00  1.00382238e+00
  8.03815088e-04]",[-0.00139689 -0.00091616 -0.0004614  -0.00054444  0.00048671  0.00130123],"[ 0.01398281 -0.00416749 -0.00753866  0.00880059 -0.00120859 -0.00283229
  0.00138747  0.00465993 -0.00346303 -0.00236338  0.00301032 -0.00087201
  0.00038451  0.00413275 -0.00298955  0.00018068  0.00142896  0.00112031
  0.0028346  -0.00277477]",0.08645089506841533,"[ 0.01398281 -0.00416749 -0.00753866  0.00880059 -0.00120859 -0.00283229
  0.00138747  0.00465993 -0.00346303 -0.00236338  0.00301032 -0.00087201
  0.00038451  0.00413275 -0.00298955  0.00018068  0.00142896  0.00112031
  0.0028346  -0.00277477]"
ABBV,"[-0.01910718  0.15812388  0.06072237  0.0249139  -0.20103926 -0.13418286
 -0.05037846  0.34880602  0.26674395 -0.1547271  -0.0329573  -0.14101107
 -0.13375646  0.1708775   0.07471199 -0.10172691  0.01691611 -0.03781085
 -0.37403485 -0.1737968   0.11963176 -0.05840008  0.30909086 -0.16993546
  0.06697056 -0.12044175 -0.09002139  0.15931573 -0.14812515 -0.01797921
 -0.21670767  0.11624568  0.18868533  1.13721353 -1.019678    0.01854672
  2.52315527 -2.13880051 -2.20601153  2.62397464 -0.36239597 -0.83528559
  2.13117053 -1.28872093 -1.43734394  1.84599144 -0.55146392 -0.24150497
  1.07803501 -0.57746054 -0.02377714 -0.07253349 -1.29905581  0.        ]",-0.8470670905954781,1.805996799693795,[-0.00030774  0.00119618 -0.00018116  0.0005017   0.00012098  0.00072816],-4.720817084312872,0.008907897071096736,0.7603294733873612,-0.03424660925707567,"[-0.1217295  -0.09961706 -0.07257012 -0.03283524  0.01172873  0.06588338
  0.10266236  0.12964634  0.16830042  0.1855802   0.18065883  0.15574262
  0.0398981  -0.14732153 -0.31048501 -0.35419278 -0.2918489  -0.23353839
 -0.17996753 -0.03990292  0.65383615  1.20463082  1.81045274  1.00173622
 -0.00184845]",[-0.00049018 -0.00100079 -0.00025129 -0.00118534  0.00048581  0.00190758],"[ 0.01465579 -0.0065334  -0.00418723  0.01275626 -0.00891913 -0.00423796
  0.0075165  -0.00169593 -0.00417144  0.00528206 -0.00094011 -0.00476649
  0.00516951  0.00075291 -0.00275772  0.00396062 -0.00090855  0.00035232
  0.00153556 -0.00387889]",0.0865073468842681,"[ 0.01465579 -0.0065334  -0.00418723  0.01275626 -0.00891913 -0.00423796
  0.0075165  -0.00169593 -0.00417144  0.00528206 -0.00094011 -0.00476649
  0.00516951  0.00075291 -0.00275772  0.00396062 -0.00090855  0.00035232
  0.00153556 -0.00387889]"
ABT,"[-4.40186133e-02  1.85022734e-01  6.09384125e-02  3.86248524e-02
 -2.15872708e-01 -3.18265594e-02 -6.15064444e-02  3.06115573e-01
  2.88554972e-01 -1.95026145e-01 -2.06839953e-02 -7.45380769e-02
 -1.84080304e-01  2.06719570e-01  8.99443676e-02 -7.07325914e-02
  3.38295518e-02 -2.27569182e-03 -3.49487599e-01 -1.80219751e-01
  1.85909628e-01 -5.85651821e-02  2.88412572e-01 -1.90244552e-01
  5.89594113e-02 -8.97103631e-02 -1.08182920e-01  2.01192559e-01
 -1.74109407e-01  4.75574773e-03 -2.55443727e-01  7.88390320e-02
  1.92109512e-01  1.12998188e+00 -1.03824432e+00  3.91883910e-02
  2.50377519e+00 -2.30585523e+00 -2.26263198e+00  2.91658539e+00
 -3.55796874e-01 -1.08739450e+00  2.37360094e+00 -1.11991260e+00
 -1.89307166e+00  1.98014706e+00 -1.92762187e-01 -6.17270867e-01
  1.11535139e+00 -4.85832081e-01 -5.55005936e-01  2.08868291e-01
 -5.13476111e-01  0.00000000e+00]",-0.844880311065468,1.80256575188724,[0.00069919 0.00018142 0.00039539 0.0005527  0.00010097 0.0006276 ],-4.704841482163956,0.009051348904429693,0.7598043316480888,-0.03400190433112922,"[-0.12171746 -0.09928056 -0.07296977 -0.02995948  0.01142919  0.06468463
  0.10346203  0.12829982  0.16895811  0.18828124  0.17823778  0.15755399
  0.04047559 -0.14452444 -0.30941633 -0.35072332 -0.28901862 -0.23377135
 -0.17108116 -0.03907881  0.6502763   1.20234621  1.81066837  1.00716161
 -0.00330954]",[-0.00038722 -0.00104381 -0.00016132 -0.00130916  0.00038674  0.00189921],"[ 0.01461637 -0.00655221 -0.00412587  0.01269805 -0.00935624 -0.00444914
  0.00829985 -0.00171617 -0.00484718  0.00593011 -0.00050327 -0.00609523
  0.00556045  0.00187402 -0.00397933  0.00410848 -0.00052866 -0.00106044
  0.00230743 -0.00154065]",0.08652720240686913,"[ 0.01461637 -0.00655221 -0.00412587  0.01269805 -0.00935624 -0.00444914
  0.00829985 -0.00171617 -0.00484718  0.00593011 -0.00050327 -0.00609523
  0.00556045  0.00187402 -0.00397933  0.00410848 -0.00052866 -0.00106044
  0.00230743 -0.00154065]"
ACN,"[ 0.08304269  0.14403383  0.01099739  0.19210996 -0.07138133  0.31935687
  0.12756201  0.06544972  0.17804915 -0.15153668 -0.14193617  0.09044867
 -0.15459456  0.09456125  0.05777655 -0.03890867  0.00803422  0.09617072
  0.07552948 -0.03943127  0.21887686 -0.11196482 -0.02117278 -0.13752063
 -0.04302571  0.09077271 -0.14240735  0.25247861 -0.12136089 -0.01641198
 -0.1807721  -0.12545185  0.03420243 -0.47298168 -0.14552085  0.98541795
 -0.07693123 -1.78870728  0.28142543  1.82469452 -1.14697283 -0.98970248
  2.0949568  -0.03054799 -2.27957259  1.04847682  1.24416058 -1.33392062
  0.1758025   0.06502124 -1.35894392  1.43767593  1.26673054  0.        ]",0.45318672709466074,0.5040306701869464,[ 0.00039484  0.00273419 -0.00034572  0.00055222  0.00024679  0.00076126],-4.56923728051163,0.010365862948941214,0.762482828098293,-0.034365905312115905,"[-0.12279218 -0.09572686 -0.06931011 -0.02045405  0.01711172  0.05835717
  0.09921321  0.1299729   0.16491126  0.19499084  0.17998856  0.14973911
  0.0386646  -0.14193829 -0.31169639 -0.34103031 -0.2488736  -0.21513524
 -0.17041088 -0.05142681  0.59710776  1.21595208  1.78916606  1.03387976
 -0.0077731 ]",[-0.00018666 -0.00082703 -0.00022218 -0.00103949 -0.00022564  0.001421  ],"[ 0.0098515  -0.00335499 -0.00150963  0.00519075 -0.00718859  0.00295182
  0.00545105 -0.00391411 -0.00451311  0.00472414  0.00169168 -0.00700454
  0.00248677  0.00674594 -0.00639105  0.00187874  0.00111263 -0.00262197
  0.00646084  0.0036603 ]",0.08611718835443521,"[ 0.0098515  -0.00335499 -0.00150963  0.00519075 -0.00718859  0.00295182
  0.00545105 -0.00391411 -0.00451311  0.00472414  0.00169168 -0.00700454
  0.00248677  0.00674594 -0.00639105  0.00187874  0.00111263 -0.00262197
  0.00646084  0.0036603 ]"
ADBE,"[ 5.37616842e-02  5.66296619e-02 -3.60686232e-02  2.02953131e-01
  1.15543425e-02  5.19602900e-02  1.79365802e-02  1.85092936e-01
  1.73661024e-01  1.17791457e-02  2.25886542e-02  5.20819170e-02
 -4.75040916e-02  7.35711544e-02  6.77818292e-02  5.73062888e-03
  4.79937072e-02  8.35553856e-02 -9.92241876e-02  6.33300071e-02
  1.60363466e-01 -3.97737122e-02 -1.80011022e-02 -3.17834929e-02
 -5.03303288e-03  1.31116571e-01  5.94850246e-02  9.49053561e-02
 -3.14925978e-02  6.53731867e-02 -1.75406075e-01 -9.37903542e-02
  5.61911447e-02 -2.78223845e-01  2.07620570e-04  4.84050037e-01
 -7.49795040e-02 -7.18092389e-01  1.93749711e-01  6.17312611e-01
 -6.02281044e-01  1.21215736e-01  8.60973358e-01 -5.49918945e-01
 -7.34612983e-01  1.09058847e+00 -1.59362075e-01 -9.08764456e-01
  9.35699425e-01 -2.17493716e-01 -1.51219049e+00  1.20515023e+00
  9.98787619e-01  0.00000000e+00]",0.37408949624802557,0.5771098085292915,"[ 3.32140653e-05  1.27054173e-03  2.19476367e-05 -4.63686069e-05
  3.93829901e-04  5.53386660e-04]",-4.2607500567343175,0.014111713853642623,0.7618655742544801,-0.035172031337289154,"[-0.12378941 -0.09543011 -0.06710558 -0.02779999  0.01402277  0.06159596
  0.09936848  0.1360243   0.17126664  0.19363672  0.18488907  0.14958934
  0.04059106 -0.14022921 -0.30767644 -0.34298168 -0.26511038 -0.20428429
 -0.17780111 -0.04211113  0.59810078  1.23300034  1.79579464  1.04041796
  0.00541633]","[-5.93237708e-04 -5.83739903e-04 -5.65189536e-05 -9.99615368e-04
 -1.60971690e-04  1.55734365e-03]","[ 1.04832162e-02 -2.96179978e-03 -3.03289122e-03  5.23133227e-03
 -4.39984990e-03  2.86586776e-03  2.21855132e-03 -2.09665867e-03
 -1.39264810e-03  1.44823847e-03  2.77512884e-04 -2.46854569e-03
  2.49698027e-03  2.47954340e-03 -4.57836155e-03  3.73005368e-03
  4.54771216e-05 -3.44870698e-03  5.52587348e-03  2.46226760e-03]",0.08620311424426629,"[ 1.04832162e-02 -2.96179978e-03 -3.03289122e-03  5.23133227e-03
 -4.39984990e-03  2.86586776e-03  2.21855132e-03 -2.09665867e-03
 -1.39264810e-03  1.44823847e-03  2.77512884e-04 -2.46854569e-03
  2.49698027e-03  2.47954340e-03 -4.57836155e-03  3.73005368e-03
  4.54771216e-05 -3.44870698e-03  5.52587348e-03  2.46226760e-03]"
ADI,"[-0.29206631 -0.03181306 -0.02636557 -0.14866398 -0.16298014 -0.2517881
 -0.15761944 -0.04468638 -0.00706482  0.17972019  0.18114489  0.08741451
 -0.20311778  0.2672078   0.07756352  0.05714992 -0.01418137 -0.01420499
 -0.33415222  0.01009428  0.10774099  0.31655018 -0.09764116  0.08129254
  0.05577017  0.09953644  0.16982876 -0.33461075 -0.11971171  0.07085945
 -0.13147071  0.22184866 -0.09711638  1.36614373 -0.18387621 -1.88995913
  1.26023855  1.8688977  -2.07271745 -0.85093473  1.81032436  0.90365725
 -0.99239287 -0.96672419 -0.00793177  1.55624867  0.12302619 -1.58068566
  0.09283387  0.62317909 -0.35097383  0.84040259 -0.0685637   0.        ]",-0.9671137131847388,1.9161248612933897,"[-4.98319209e-04  4.74431655e-05 -3.25446875e-04  6.49897266e-04
 -3.28556599e-04  2.12556163e-04]",-4.760273923098565,0.008563263400556841,0.7545754000844537,-0.03601926422171197,"[-0.12354574 -0.103502   -0.07133583 -0.03539559  0.00876662  0.05291054
  0.09282488  0.14147165  0.17696184  0.19582234  0.17722916  0.16174079
  0.04162314 -0.13639988 -0.31367125 -0.34975442 -0.28494243 -0.21419749
 -0.18581791  0.0170857   0.57811438  1.25294196  1.82031266  1.03893529
  0.0137985 ]",[-0.00197263 -0.00085489 -0.00010386 -0.00079547  0.00069833  0.00122109],"[ 1.54877450e-02 -3.72914284e-03 -1.00013647e-02  9.10340874e-03
  1.79892190e-03 -3.35886987e-03 -1.76628272e-03  5.74637590e-03
  9.46800024e-04 -3.04550607e-03 -1.12052191e-04 -4.25634838e-05
  3.70257239e-03  2.90467807e-03 -5.55123640e-03  6.97457118e-04
  2.65843366e-03 -7.22562868e-04  4.11299499e-03 -7.19242220e-04]",0.08651748097554934,"[ 1.54877450e-02 -3.72914284e-03 -1.00013647e-02  9.10340874e-03
  1.79892190e-03 -3.35886987e-03 -1.76628272e-03  5.74637590e-03
  9.46800024e-04 -3.04550607e-03 -1.12052191e-04 -4.25634838e-05
  3.70257239e-03  2.90467807e-03 -5.55123640e-03  6.97457118e-04
  2.65843366e-03 -7.22562868e-04  4.11299499e-03 -7.19242220e-04]"
ADM,"[-1.92244719e-01  2.34344236e-02 -6.20107582e-02 -6.03260626e-02
 -2.16358993e-01 -4.18220519e-01 -8.50729083e-02  1.81025815e-01
  7.27518905e-02  1.47921904e-01  6.11824968e-02 -5.73301394e-02
 -1.78390036e-01  2.38291009e-01  3.22986313e-02 -4.69445588e-02
  2.48002843e-03 -4.15569438e-02 -5.46789078e-01 -6.34621363e-02
  6.84385794e-02  2.32486908e-01  8.87801765e-02 -1.48633615e-02
  1.71169124e-02  2.92587421e-02  1.05513619e-01 -2.33405570e-01
 -1.46148958e-01  3.59820795e-02 -1.67291394e-01  3.31296900e-01
  2.35798484e-02  1.63930952e+00 -5.64728232e-01 -1.50941727e+00
  2.07599280e+00  5.69843558e-01 -2.35655852e+00  1.70609583e-01
  8.07451207e-01  1.00794004e+00  5.32591780e-01 -2.09608301e+00
 -5.90223943e-01  2.61370339e+00 -4.10013538e-01 -1.37081804e+00
  5.17009157e-01  4.91146648e-01  4.98783775e-01 -3.38082655e-01
 -1.93020345e+00  0.00000000e+00]",-1.144860464749147,2.0838372499178344,[-0.00069601  0.00126717 -0.00033404  0.00035157  0.00013112  0.00065292],-5.020567996112568,0.006600776428991713,0.7566796738967421,-0.03550161056012301,"[-0.1243024  -0.10151886 -0.07296601 -0.0403314   0.01096352  0.05995308
  0.09563726  0.1402663   0.17157629  0.18980499  0.17809212  0.16009417
  0.03846705 -0.14402142 -0.31138565 -0.35422395 -0.30685067 -0.22335657
 -0.18939335  0.00382917  0.60989571  1.23147959  1.80408763  1.02710196
  0.0115364 ]",[-0.00169311 -0.00095928 -0.00017685 -0.00095346  0.00100844  0.00155445],"[ 0.01627075 -0.00511799 -0.00878537  0.01149471 -0.00181525 -0.00426428
  0.00092659  0.00254494  0.00114869  0.00116003 -0.00304361 -0.00186288
  0.00710172  0.00085585 -0.00535976  0.00199378  0.00224488  0.00148597
  0.00082277 -0.00584169]",0.08650867507901303,"[ 0.01627075 -0.00511799 -0.00878537  0.01149471 -0.00181525 -0.00426428
  0.00092659  0.00254494  0.00114869  0.00116003 -0.00304361 -0.00186288
  0.00710172  0.00085585 -0.00535976  0.00199378  0.00224488  0.00148597
  0.00082277 -0.00584169]"
