,priors,lt_0 - slope,lt_0 - intercept,"fs_0 - beta(p=7,n=3)",sigma_log__,sigma,prior_lt_0 - slope,prior_lt_0 - intercept,prior_lt_0 - delta,"prior_fs_0 - beta(p=7,n=3)","prior_fs_1 - beta(p=365.25,n=10)",prior_sigma,"fs_1 - beta(p=365.25,n=10)"
A,"[ 2.18415624e-01  1.81186470e-01 -4.97413230e-02  9.33268923e-02
 -3.38790063e-02 -2.05234987e-02  1.84371140e-01  1.02401962e-02
 -8.83470159e-02  5.20508594e-02  4.33922470e-02  2.02646489e-01
 -1.40078475e-02 -6.40008154e-02 -2.74307034e-02  2.18130667e-01
  1.28065165e-01  8.01897111e-02  6.19769633e-03  1.16780545e-01
 -8.48908995e-03 -1.01278860e-01  5.90474371e-03  1.02827690e-01
  1.41707352e-01 -1.04758542e-01 -1.00618997e-01 -2.46015852e-01
 -7.98756872e-03  1.71827849e-01  4.38856869e-02 -2.43846603e-02
  2.65977654e-02 -8.44408375e-01 -1.20058760e+00 -1.03255912e+00
  2.13144060e+00  1.82577339e+00 -5.14362441e-01 -9.32774288e-01
  1.76242706e-03  1.04818712e+00 -3.94245226e-02 -7.97006349e-01
 -9.96052155e-01 -9.88355169e-02  2.03044135e-01 -7.48069579e-01
  3.33702938e-01  3.87926177e-01  2.96740011e-01 -2.80966313e-01
  2.30888065e+00  0.00000000e+00]",1.2637916019490214,-0.2956442248585556,"[ 4.78604868e-05  3.45204205e-04 -8.81390671e-05  4.94659260e-06
  1.14802710e-06 -3.09136309e-05]",-6.155203493876026,0.0021224090441275085,0.8180054967864299,-0.035130563043858504,"[-1.18271313e-01 -9.31563277e-02 -6.10323164e-02 -2.42352424e-02
  2.26300382e-02  6.07976823e-02  9.71426004e-02  1.43477702e-01
  1.71194687e-01  1.93954083e-01  1.70868237e-01  9.65464199e-02
 -4.03134958e-02 -2.02462781e-01 -3.19625516e-01 -2.80493126e-01
 -2.02318453e-01 -1.67137778e-01 -1.16354448e-01  2.10376518e-01
  8.30177233e-01  1.32780410e+00  1.36525068e+00 -6.60914999e-02
 -4.94760300e-04]",[-0.0007145   0.00012376 -0.00017721  0.00023353 -0.00045644  0.00053686],"[ 6.61810981e-03 -9.89744181e-03 -8.58966997e-03  1.09137578e-02
  1.29040184e-04  1.19071069e-03 -2.51524689e-03 -9.66581140e-04
  2.84458614e-03  1.32802712e-04  3.65336391e-05 -1.49537359e-03
 -2.09126764e-03  3.37830641e-03 -2.95995194e-03  1.18627468e-03
  9.49851406e-04  2.08604422e-03 -6.68340925e-05  6.08468370e-03]",0.08804923602413291,"[ 6.61810981e-03 -9.89744181e-03 -8.58966997e-03  1.09137578e-02
  1.29040184e-04  1.19071069e-03 -2.51524689e-03 -9.66581140e-04
  2.84458614e-03  1.32802712e-04  3.65336391e-05 -1.49537359e-03
 -2.09126764e-03  3.37830641e-03 -2.95995194e-03  1.18627468e-03
  9.49851406e-04  2.08604422e-03 -6.68340925e-05  6.08468370e-03]"
AAL,"[-0.39529399 -0.08639291  0.19916418 -0.06372784  0.01614941  0.13951053
 -0.17803896  0.09297802 -0.10224884  0.40068673 -0.03839557 -0.04164238
 -0.13027425  0.34056079  0.0678892   0.09696695 -0.10284051  0.05294934
 -0.14861342 -0.16761439 -0.2917703   0.16537045 -0.44265121  0.07204536
 -0.28833159 -0.31133537 -0.03666892 -0.08254766  0.30799986  0.22551864
  0.04415323  0.15270083 -0.26334863  0.21314997  1.14689519  1.94763786
 -1.4074293  -2.40943871 -1.91145333 -0.51594607  2.56571535  1.46136302
 -0.64961119 -0.2150485  -0.20587005  0.69833276 -0.99275502 -1.53419479
 -0.33583865 -0.02142008  0.19841866 -1.81091915  2.5766677   0.        ]",-0.757790375522521,1.718921550227622,"[-1.08127005e-03  2.99455740e-04 -4.57711363e-04  1.20000341e-05
 -6.90842269e-05  7.93324403e-05]",-6.01213822247954,0.002448846399943316,0.8057999862666717,-0.0377678967456491,"[-0.11341332 -0.09668385 -0.0600282  -0.01977361  0.01124744  0.06206312
  0.09753423  0.15754841  0.16740748  0.18255527  0.16235907  0.11698515
 -0.02999391 -0.21326298 -0.33516712 -0.28591326 -0.22411488 -0.20018184
 -0.15465238  0.24885075  0.75932379  1.31603119  1.26299333 -0.08794865
  0.0057378 ]","[-2.92573462e-04  8.47914409e-04 -1.91880593e-04  4.01591712e-05
  2.50391488e-04 -3.19235712e-04]","[ 1.01466449e-02 -3.23018527e-03  9.13895453e-05  1.05073413e-03
 -1.08782356e-02 -1.52749435e-03 -1.05958336e-03  6.35310046e-03
  3.57122583e-03 -2.20041238e-03  1.41257154e-03  5.00383921e-04
  2.13028249e-04 -4.58666789e-04 -4.75264599e-03 -1.71210183e-04
 -4.10056647e-04  1.23979648e-03 -2.63368753e-03  7.38071528e-03]",0.08688599330173408,"[ 1.01466449e-02 -3.23018527e-03  9.13895453e-05  1.05073413e-03
 -1.08782356e-02 -1.52749435e-03 -1.05958336e-03  6.35310046e-03
  3.57122583e-03 -2.20041238e-03  1.41257154e-03  5.00383921e-04
  2.13028249e-04 -4.58666789e-04 -4.75264599e-03 -1.71210183e-04
 -4.10056647e-04  1.23979648e-03 -2.63368753e-03  7.38071528e-03]"
AAP,"[-2.40143761e-01  8.88474943e-03  9.84968379e-02 -5.26226169e-02
 -4.69362576e-02  8.69655536e-02 -7.63554492e-02 -2.27255195e-02
  1.54439414e-02  1.52867848e-01 -1.91972562e-02 -8.40761509e-02
  2.79950742e-02  1.16909985e-01 -4.00018747e-02 -3.88847603e-02
  5.55813141e-02 -4.12752591e-02  5.13092275e-03 -1.07914251e-01
 -2.01579010e-01  1.58826994e-01 -1.06574151e-01  3.65160999e-04
 -1.64649531e-01  2.01595526e-02 -8.97341344e-02  2.03108572e-02
  4.41854669e-02  1.16870264e-01  8.12528477e-02 -2.41495628e-03
 -1.25058349e-01  3.67077318e-01  8.11993835e-01  1.18911464e+00
 -1.03389829e+00 -1.45808596e+00 -9.14496885e-01 -1.25828739e-01
  1.53555889e+00  1.01172793e+00 -2.90430348e-01 -3.19453639e-01
 -4.15759203e-01  5.23688426e-02  1.32612314e-01 -1.64385330e-01
 -3.46508047e-01 -4.95047851e-01  2.99250277e-01  5.28630400e-01
  4.59958917e-01  0.00000000e+00]",-0.3643281270805917,1.3344181835736493,"[-6.01027678e-04  2.43969368e-04 -3.70952185e-04 -2.87899700e-04
 -5.41543529e-05 -3.11072070e-04]",-5.448596777607886,0.004302337593459918,0.8088856275803002,-0.03683485532177209,"[-1.15482756e-01 -9.64759987e-02 -6.16062619e-02 -2.12092705e-02
  1.45073899e-02  5.88952248e-02  1.01353748e-01  1.48268294e-01
  1.69021360e-01  1.80334293e-01  1.70560980e-01  1.04869141e-01
 -3.84459130e-02 -2.21388053e-01 -3.23534614e-01 -2.92307771e-01
 -2.04533941e-01 -1.92292142e-01 -1.42399578e-01  2.45454066e-01
  8.16550091e-01  1.29969299e+00  1.29193880e+00 -5.21134586e-02
 -1.11948266e-03]","[ 6.00882886e-05  1.78684659e-04 -3.95991489e-04  1.86823381e-04
 -2.23309297e-04  9.35781311e-05]","[ 0.01047145 -0.00423627 -0.00212871  0.00211941 -0.00838956  0.00099539
 -0.0001052   0.00335732  0.00236092 -0.00085209  0.00121414 -0.00016462
 -0.00172146  0.00287563 -0.00098509 -0.00019515 -0.00157951  0.00177817
  0.0034606   0.00125397]",0.08712094582886697,"[ 0.01047145 -0.00423627 -0.00212871  0.00211941 -0.00838956  0.00099539
 -0.0001052   0.00335732  0.00236092 -0.00085209  0.00121414 -0.00016462
 -0.00172146  0.00287563 -0.00098509 -0.00019515 -0.00157951  0.00177817
  0.0034606   0.00125397]"
AAPL,"[-3.35320495e-01  8.09480279e-02  1.17675433e-01 -3.07626847e-03
 -9.46610889e-04  2.06369080e-01 -1.06508267e-01  1.32631735e-01
 -2.16776231e-02  2.95000644e-01 -1.08707273e-01 -6.65829481e-02
 -4.33842091e-02  2.45725132e-02 -1.33899681e-02  1.14842087e-01
 -2.87270923e-02  9.46206822e-03 -7.56375556e-02 -2.21381792e-01
 -3.27006043e-01  2.13851082e-01 -3.32965025e-01 -1.24139450e-01
 -3.23154919e-01 -1.96335002e-01 -1.24302470e-01  7.48514671e-03
  2.06045894e-01  1.85261117e-01  1.00695693e-01  8.15263559e-02
 -2.33446358e-01  2.80355334e-01  1.02302086e+00  1.84930796e+00
 -1.11446226e+00 -1.79311825e+00 -1.60792777e+00 -7.18502595e-01
  2.18186709e+00  1.64827908e+00 -3.21845919e-01 -5.96052217e-01
 -7.67913597e-01  5.51801347e-03  4.51809919e-01  3.63258310e-01
 -4.31021461e-01 -3.36752484e-01 -6.58166298e-01 -1.36994093e+00
  9.89120690e-01  0.00000000e+00]",-0.6656367968894996,1.6301614883589972,"[-7.72741236e-04 -7.18840478e-05 -2.40520040e-04 -6.20669936e-05
 -4.09026488e-05  1.55416608e-05]",-5.8403935758566075,0.002907698000847544,0.8069927443751646,-0.03614940597635714,"[-1.15037812e-01 -9.52500547e-02 -6.03492286e-02 -1.79905854e-02
  1.34263516e-02  6.35089733e-02  1.00546774e-01  1.53187672e-01
  1.64546843e-01  1.81772687e-01  1.66390861e-01  9.97849003e-02
 -3.56445284e-02 -2.11289606e-01 -3.30164940e-01 -2.89022029e-01
 -2.14419965e-01 -2.05644190e-01 -1.57883946e-01  2.54404327e-01
  7.79640697e-01  1.27072070e+00  1.24724471e+00 -7.67762355e-02
 -9.03047696e-04]","[-3.63387707e-05  5.93976510e-04 -2.27594290e-04  2.16599755e-04
  1.76053183e-05 -2.01970026e-04]","[ 0.01027323 -0.00360862 -0.00020442  0.00190185 -0.00926319 -0.00078556
 -0.00167935  0.00529106  0.0041976  -0.00117594  0.00039811 -0.00106273
 -0.00184938  0.00374374  0.00052731 -0.00036039 -0.00123073 -0.00087044
 -0.0015249   0.00305136]",0.08705766924729495,"[ 0.01027323 -0.00360862 -0.00020442  0.00190185 -0.00926319 -0.00078556
 -0.00167935  0.00529106  0.0041976  -0.00117594  0.00039811 -0.00106273
 -0.00184938  0.00374374  0.00052731 -0.00036039 -0.00123073 -0.00087044
 -0.0015249   0.00305136]"
ABBV,"[ 0.07679923  0.0399481  -0.01774936  0.02343811 -0.00365855 -0.01563089
  0.08736923 -0.00638754  0.09087422 -0.18379087  0.03847615 -0.10173894
  0.05376966 -0.20495904  0.03356995 -0.08089215 -0.0446339  -0.01117243
  0.10730305  0.14083913 -0.00230471 -0.06936685  0.08185354 -0.12921054
  0.04914477  0.11614848  0.07158961  0.14403805 -0.04119166 -0.12606709
  0.02010102 -0.01914575  0.12933984 -0.00671617 -0.16342205 -0.46994455
  0.21376789  0.84981414  0.79981461  0.09748592 -1.12693839 -0.70742817
  0.42237417 -0.01249109  0.230074    0.10241735  1.02818962  1.20400317
 -1.13751146 -0.85799625 -0.01551762  0.05872089 -1.97412928  0.        ]",0.15464874026023667,0.8079604003724215,"[-1.94782852e-04  1.02982515e-04 -3.85959864e-05 -4.01207708e-04
  1.36225177e-04 -1.62570356e-04]",-5.519602110170777,0.004007442145381594,0.8151890175274741,-0.03650526809170733,"[-0.11784044 -0.09481057 -0.06035672 -0.02411165  0.01965648  0.06004923
  0.10351696  0.13533973  0.17204865  0.17953654  0.17266954  0.08799495
 -0.03554643 -0.22275146 -0.33167762 -0.2890343  -0.19216258 -0.16247205
 -0.11406708  0.21199936  0.84763655  1.26580191  1.33838635 -0.0418859
  0.00756561]","[ 4.12788570e-04 -2.20224291e-05 -1.02405053e-03  1.66678104e-04
 -2.96323674e-04  7.72110857e-04]","[ 0.00918363 -0.00696288 -0.00705922  0.00554663 -0.00236022  0.00523076
  0.00026082 -0.0040376  -0.00210685  0.0016679   0.00233662  0.00171555
 -0.00160127  0.00560594  0.0026473  -0.00252314 -0.00238021  0.00131647
  0.00133394 -0.00526498]",0.08736939336617153,"[ 0.00918363 -0.00696288 -0.00705922  0.00554663 -0.00236022  0.00523076
  0.00026082 -0.0040376  -0.00210685  0.0016679   0.00233662  0.00171555
 -0.00160127  0.00560594  0.0026473  -0.00252314 -0.00238021  0.00131647
  0.00133394 -0.00526498]"
ABT,"[-0.34584953  0.05039837  0.05804003 -0.11982697 -0.03890511  0.08473865
 -0.03811771 -0.00737337  0.12063994  0.06030236 -0.02227896 -0.14739077
 -0.08399165  0.02388409 -0.09850087  0.07278897 -0.16693636 -0.02879099
 -0.02864031 -0.00489013 -0.33578899  0.15412181 -0.30290446 -0.06968504
 -0.19299283 -0.13726069 -0.08932752 -0.01218835  0.15071057  0.09921323
  0.04726025  0.03091994 -0.0689033   0.50954566  0.80357239  1.13133655
 -1.58760678 -1.97109004 -0.43240043  0.54974104  1.78776908  0.99803594
 -1.15629071 -0.93622233 -0.26533491  0.14587937  0.740658    0.59619137
 -0.61247511 -0.89556779 -0.47406926 -0.12571241  1.28864825  0.        ]",-0.5444856690497283,1.5022059296079144,[-0.00070267  0.00016477 -0.00046434 -0.00011475 -0.00017534 -0.00031238],-5.465564629335577,0.004229952017640962,0.806783342027099,-0.03644483662868323,"[-1.16470135e-01 -9.80419986e-02 -6.14319360e-02 -2.12270973e-02
  1.56189234e-02  5.95041825e-02  1.05294151e-01  1.45047706e-01
  1.69274175e-01  1.77481061e-01  1.64784457e-01  9.94035632e-02
 -4.16344388e-02 -2.13105935e-01 -3.40682319e-01 -2.92499843e-01
 -2.08508465e-01 -1.81395152e-01 -1.59088295e-01  2.45678862e-01
  7.81160152e-01  1.27620953e+00  1.28283856e+00 -6.78472989e-02
 -6.82387230e-04]","[-3.21770477e-05  3.57745612e-04 -5.14978191e-04  1.46713048e-04
 -8.67444793e-05  2.16240295e-04]","[ 0.01091829 -0.0042295  -0.00233505  0.00050159 -0.00973576  0.00249511
  0.00175193  0.00397741  0.00213641 -0.00329739 -0.0004355   0.00018823
 -0.00133848  0.00468798  0.00105739 -0.00077301 -0.00258758 -0.00029672
  0.00181076  0.00367844]",0.0867521946504777,"[ 0.01091829 -0.0042295  -0.00233505  0.00050159 -0.00973576  0.00249511
  0.00175193  0.00397741  0.00213641 -0.00329739 -0.0004355   0.00018823
 -0.00133848  0.00468798  0.00105739 -0.00077301 -0.00258758 -0.00029672
  0.00181076  0.00367844]"
ACN,"[ 0.11112321  0.14702911 -0.08658879  0.0583419  -0.06676975  0.02119921
  0.0715438  -0.06775151  0.00343618 -0.07639771 -0.03142229 -0.01359917
  0.02055415 -0.21280602 -0.10092192  0.09901579  0.13212512 -0.01072439
  0.02066591  0.00587352 -0.02523287 -0.05254293  0.1096738  -0.07244505
  0.06596047  0.09897711 -0.10244948 -0.01851694 -0.0954268   0.04306037
  0.04874435 -0.057368    0.06099777 -0.26331382 -0.50506471 -0.59472883
  0.80862331  0.83253055  0.26389904 -0.00213266 -0.14027847  0.52999353
 -0.10641563 -0.67463364 -0.72863339 -0.51509042  0.89887998  0.58098535
  0.27660796  0.23539017  0.01631368  0.50558541 -0.47256995  0.        ]",0.8727900436770502,0.09919424250252175,"[-1.94404276e-04  4.47285842e-04 -1.87473020e-04  1.22426479e-04
 -4.63860959e-05  4.96156002e-05]",-5.683500367710811,0.0034016306217010367,0.8158716558958956,-0.035469986463352775,"[-0.11927126 -0.09399446 -0.06192565 -0.0231235   0.01927012  0.05822597
  0.10048151  0.13896784  0.16879161  0.18383667  0.17154996  0.08778473
 -0.04420525 -0.21041409 -0.31834792 -0.28823723 -0.20016801 -0.17902445
 -0.11788333  0.21458896  0.84965784  1.28523804  1.34289264 -0.04574627
 -0.00363788]","[-4.46349076e-05 -1.16475447e-04 -5.45998817e-04  2.26171579e-04
 -4.86839204e-04  6.35747077e-04]","[ 8.38557269e-03 -7.98762021e-03 -7.36761833e-03  7.20016275e-03
 -2.43104495e-03  3.61643855e-03  2.75156735e-05 -1.36088318e-03
  1.23842784e-03  7.52317552e-05  3.73878410e-04 -9.06939641e-04
 -3.32279692e-03  5.36374650e-03  8.79726370e-04  1.26236308e-03
  7.32962696e-04  1.24725414e-03  2.35137953e-03 -1.59415536e-03]",0.08770564839019311,"[ 8.38557269e-03 -7.98762021e-03 -7.36761833e-03  7.20016275e-03
 -2.43104495e-03  3.61643855e-03  2.75156735e-05 -1.36088318e-03
  1.23842784e-03  7.52317552e-05  3.73878410e-04 -9.06939641e-04
 -3.32279692e-03  5.36374650e-03  8.79726370e-04  1.26236308e-03
  7.32962696e-04  1.24725414e-03  2.35137953e-03 -1.59415536e-03]"
ADBE,"[ 0.06210912  0.1262549  -0.04421915  0.02226373 -0.03782022  0.04258573
  0.08848861 -0.02239841  0.03127221 -0.00759905 -0.00558259  0.07002193
  0.00240132 -0.09507991 -0.06377064  0.06978639  0.06865586  0.0125883
  0.01129918  0.02304513 -0.08775089  0.00818211  0.03710946 -0.00365744
  0.06627936  0.01033874 -0.08563342 -0.08080233 -0.03537831  0.02647294
  0.0501457  -0.03722693  0.026894   -0.19903799 -0.4279205  -0.43351591
  0.6027788   0.60415394 -0.02140178 -0.27438994  0.15072159  0.67540873
  0.08693937 -0.3485046  -0.90315853 -0.5315288   0.42948658  0.16444017
  0.10723392 -0.20214716  0.06273101  0.15949139  0.80181425  0.        ]",0.6175787618156454,0.3544907740257486,"[ 3.71496401e-04 -1.42678285e-04 -2.21040944e-05  1.22214233e-05
 -1.60501190e-04 -3.37838505e-04]",-5.563482452529809,0.003835396527411427,0.8148968594461536,-0.03567487292773215,"[-1.18360562e-01 -9.48151652e-02 -6.12184082e-02 -2.25212867e-02
  1.97181547e-02  5.95734301e-02  1.01553598e-01  1.41679879e-01
  1.69692905e-01  1.87694268e-01  1.70626785e-01  9.41725897e-02
 -4.16525287e-02 -2.12666171e-01 -3.23593580e-01 -2.86418113e-01
 -2.01647466e-01 -1.77403957e-01 -1.26553078e-01  2.24246330e-01
  8.38433379e-01  1.30011621e+00  1.34580220e+00 -5.35614328e-02
 -1.11199375e-03]","[-2.36331544e-04  1.46312511e-05 -6.02276395e-04  2.11180545e-04
 -4.15848876e-04  5.05025468e-04]","[ 0.00861323 -0.0077324  -0.00687954  0.00662642 -0.00303713  0.00292146
 -0.00068643 -0.00057767  0.00160674  0.00049326  0.00124328 -0.00134022
 -0.00333664  0.00398219 -0.00017043  0.00080976 -0.00068556  0.00138307
  0.00155641  0.00197203]",0.08756983890801073,"[ 0.00861323 -0.0077324  -0.00687954  0.00662642 -0.00303713  0.00292146
 -0.00068643 -0.00057767  0.00160674  0.00049326  0.00124328 -0.00134022
 -0.00333664  0.00398219 -0.00017043  0.00080976 -0.00068556  0.00138307
  0.00155641  0.00197203]"
ADI,"[-0.19857605  0.18346842 -0.01832488 -0.08829506 -0.0939788   0.103676
  0.06204139 -0.07702667  0.16120494  0.05276547 -0.03233731  0.02831601
  0.05419602 -0.01568312 -0.20004559  0.01659479  0.10615975 -0.06439774
  0.0469085  -0.06312405 -0.31164764  0.22636537 -0.0091875   0.01141824
 -0.04453323  0.07695549 -0.23567976 -0.11833112 -0.07591873  0.10638721
  0.12198562 -0.10464674 -0.05607396  0.23722229  0.36203559  0.59640842
 -0.73431854 -0.99560701 -0.53772874  0.08536864  1.77959097  1.71563009
 -0.51500336 -0.8276357  -1.56255348 -0.98717259  0.79429992  0.54836308
  0.2175174  -0.97272302 -0.00711369  1.74866851  1.87132685  0.        ]",-0.34868270409042634,1.316531345311076,[-0.00010985  0.00031686 -0.00035201  0.0003926  -0.00032906 -0.0001728 ],-5.461012640286769,0.004249250603053792,0.8097123299463124,-0.035148315858600385,"[-0.11793568 -0.09732141 -0.06277923 -0.02073271  0.01879012  0.05766468
  0.10652491  0.14446668  0.16887135  0.18561693  0.17236221  0.09764215
 -0.04955704 -0.21647536 -0.32101935 -0.29323393 -0.19722471 -0.18805312
 -0.15699919  0.25499644  0.83221433  1.30122094  1.32213724 -0.04451042
 -0.0111538 ]",[-0.00030324 -0.00017424 -0.00038206  0.0003364  -0.00056742  0.00028478],"[ 0.00998206 -0.00554215 -0.0038296   0.00293875 -0.00721079  0.00191482
  0.00045328  0.00383624  0.00417859 -0.00142561 -0.00020971 -0.00331121
 -0.00464797  0.00498547  0.00100828  0.00137114 -0.00293522  0.00110151
  0.00660558  0.00473064]",0.08718704478545986,"[ 0.00998206 -0.00554215 -0.0038296   0.00293875 -0.00721079  0.00191482
  0.00045328  0.00383624  0.00417859 -0.00142561 -0.00020971 -0.00331121
 -0.00464797  0.00498547  0.00100828  0.00137114 -0.00293522  0.00110151
  0.00660558  0.00473064]"
ADM,"[ 1.00186453e-01  1.25054685e-01  6.05170123e-02  4.62487774e-02
 -1.69662445e-02 -1.06812425e-02  1.87770478e-01  4.04881654e-02
  2.75730551e-02  9.60400575e-03  1.02678024e-01  1.02642446e-01
  1.60791833e-01 -2.31575412e-02  4.21029544e-02 -7.75950221e-02
  1.31339965e-01  1.62330744e-04  1.80912463e-01  1.40564651e-01
 -4.31036326e-02  4.25939536e-02  9.30263054e-02  4.57909742e-02
  3.91543403e-02  8.98250105e-02 -3.63764888e-02 -4.23244507e-02
 -6.71245544e-02  6.86374238e-02  1.04189962e-01 -7.86778986e-02
  9.13627744e-03 -2.44359557e-01 -3.76939712e-01 -1.83375728e-01
  1.15993743e+00  1.28046112e+00 -5.99677761e-01 -1.16346120e+00
 -2.46476182e-01  4.66709308e-01  7.29902620e-01 -2.16272036e-01
 -5.01747068e-01  1.95393717e-01  7.30722412e-01  2.23978649e-01
 -1.08418247e+00 -1.12806767e+00  4.89130348e-01  9.68092900e-01
  3.76206673e-01  0.00000000e+00]",0.8868077118688954,0.07671444614256617,"[ 3.50157897e-04  5.47010922e-05  1.14626259e-04 -1.87512778e-06
  1.79486699e-05 -4.87608333e-05]",-5.930802770491035,0.0026563486942723312,0.8156541446890253,-0.03568281088924772,"[-0.11589513 -0.09419458 -0.06068162 -0.02388971  0.02256758  0.0614665
  0.10130999  0.14239202  0.17394825  0.18898712  0.17855382  0.09825414
 -0.03584368 -0.22306215 -0.31941533 -0.28745908 -0.18401375 -0.16288735
 -0.1208647   0.22967532  0.85015567  1.31097287  1.34144967 -0.04275341
  0.00294778]","[-1.10582262e-04 -6.99180441e-05 -4.03296303e-04  3.44506545e-04
 -5.30847029e-04  4.75766493e-04]","[ 0.00846145 -0.00755175 -0.00611345  0.00830928 -0.00126262  0.00123325
 -0.00311076 -0.00161502  0.00128834  0.00228769  0.00168656 -0.00025091
 -0.00140181  0.00465658 -0.00013325 -0.00250922 -0.00346597  0.00279826
  0.0039463   0.00110962]",0.0877833370137486,"[ 0.00846145 -0.00755175 -0.00611345  0.00830928 -0.00126262  0.00123325
 -0.00311076 -0.00161502  0.00128834  0.00228769  0.00168656 -0.00025091
 -0.00140181  0.00465658 -0.00013325 -0.00250922 -0.00346597  0.00279826
  0.0039463   0.00110962]"
